ticker,NHLE US Equity
2014-06-10,14.2857
2014-06-11,-12.5
2014-06-12,19.5238
2014-06-13,67.3307
2014-06-16,7.1429
2014-06-17,2.2222
2014-06-18,4.3478
2014-06-19,0.0
2014-06-20,4.1667
2014-06-23,2.0
2014-06-24,13.7255
2014-06-25,9.4828
2014-06-26,2.3622
2014-06-27,0.0
2014-06-30,1.5385
2014-07-01,-1.5152
2014-07-02,0.0
2014-07-03,0.7692
2014-07-07,5.3435
2014-07-08,-1.4493
2014-07-09,0.0
2014-07-10,4.4118
2014-07-11,0.7042
2014-07-14,2.7972
2014-07-15,2.0408
2014-07-16,9.3333
2014-07-17,-4.878
2014-07-18,1.2821
2014-07-21,-5.0633
2014-07-22,-16.0
2014-07-23,-4.7619
2014-07-24,3.3333
2014-07-25,1.6129
2014-07-28,3.1746
2014-07-29,1.5385
2014-07-30,0.0
2014-07-31,-3.0303
2014-08-01,2.3438
2014-08-04,-11.4504
2014-08-05,0.0
2014-08-06,-8.6207
2014-08-07,-3.7736
2014-08-08,-19.6078
2014-08-11,4.878
2014-08-12,-4.6512
2014-08-13,-12.1951
2014-08-14,2.7778
2014-08-15,-2.8041
2014-08-18,8.4463
2014-08-19,-12.8205
2014-08-20,0.0
2014-08-21,2.9412000000000003
2014-08-22,0.0
2014-08-25,0.0
2014-08-26,-5.7143
2014-08-27,-4.5076
2014-08-28,0.0
2014-08-29,-1.6263
2014-09-02,3.2258
2014-09-04,9.375
2014-09-05,0.0
2014-09-08,2.8571
2014-09-09,5.5556
2014-09-11,5.2632
2014-09-12,-2.5
2014-09-15,0.0
2014-09-16,7.6923
2014-09-17,4.7619
2014-09-18,18.1818
2014-09-19,5.7692
2014-09-22,-14.5455
2014-09-23,-2.1011
2014-09-24,15.1861
2014-09-25,-1.8868
2014-09-26,-0.024
2014-09-29,-3.823
2014-09-30,-0.025
2014-10-01,-8.9147
2014-10-02,9.8147
2014-10-03,-8.9625
2014-10-06,9.8448
2014-10-07,-10.025
2014-10-08,-12.3923
2014-10-09,6.5652
2014-10-10,0.0
2014-10-13,-16.6369
2014-10-14,22.8133
2014-10-15,-18.6047
2014-10-16,42.8036
2014-10-17,-27.973
2014-10-20,-2.691
2014-10-21,5.62
2014-10-22,-2.7027
2014-10-23,0.1736
2014-10-24,0.0
2014-10-27,-0.0347
2014-10-28,10.957
2014-10-29,-5.0
2014-10-30,14.2105
2014-10-31,-12.4424
2014-11-03,10.5592
2014-11-04,14.0137
2014-11-05,8.5595
2014-11-06,-5.7692
2014-11-07,0.9949
2014-11-10,-1.9955
2014-11-11,3.0928
2014-11-12,7.975
2014-11-13,2.2459
2014-11-14,3.2609
2014-11-17,-7.0175
2014-11-18,3.7972
2014-11-19,1.795
2014-11-20,0.0
2014-11-21,0.8705
2014-11-24,-6.1739
2014-11-25,-5.4717
2014-11-26,7.7844
2014-11-28,-3.7037
2014-12-01,1.9231
2014-12-02,3.7736
2014-12-03,-0.9091
2014-12-04,2.7523
2014-12-05,3.5714
2014-12-08,-6.8966
2014-12-09,4.6296
2014-12-10,-0.885
2014-12-11,-6.2277000000000005
2014-12-12,4.7132
2014-12-15,-3.6145
2014-12-16,-2.8066
2014-12-17,-20.4077
2014-12-18,-36.5854
2014-12-19,26.9231
2014-12-22,-13.6364
2014-12-23,-8.7719
2014-12-24,-11.538499999999999
2014-12-26,-10.8696
2014-12-29,-21.8902
2014-12-30,12.4122
2014-12-31,5.5556
2015-01-02,-21.0526
2015-01-05,-6.6667
2015-01-06,0.0
2015-01-07,-12.857099999999999
2015-01-08,14.7541
2015-01-09,-3.5714
2015-01-12,11.25
2015-01-13,18.5185
2015-01-14,-15.1685
2015-01-15,6.6225000000000005
2015-01-16,-1.2422
2015-01-20,-22.6415
2015-01-21,21.9512
2015-01-22,0.0
2015-01-23,0.0
2015-01-26,-13.3333
2015-01-27,6.25
2015-01-28,8.5973
2015-01-29,-5.3333
2015-01-30,0.0
2015-02-02,-1.4965
2015-02-03,0.0
2015-02-04,3.664
2015-02-05,0.0
2015-02-06,3.4483
2015-02-09,6.6667
2015-02-10,-0.9375
2015-02-11,-10.9621
2015-02-12,-0.7086
2015-02-13,-8.0285
2015-02-17,-6.8865
2015-02-18,0.0
2015-02-19,-0.1042
2015-02-20,0.0
2015-02-23,-1.147
2015-02-24,1.3713
2015-02-25,16.5453
2015-02-26,-7.1429
2015-02-27,-5.6731
2015-03-02,1.1213
2015-03-03,4.7379
2015-03-04,-13.7632
2015-03-05,-1.7856999999999998
2015-03-06,0.0
2015-03-09,9.0909
2015-03-10,0.0
2015-03-11,-5.8333
2015-03-12,3.7611
2015-03-13,-0.7996
2015-03-16,-8.8662
2015-03-17,0.0
2015-03-18,-4.5401
2015-03-19,8.7091
2015-03-20,-7.8977
2015-03-23,0.802
2015-03-24,1.9584000000000001
2015-03-25,5.6423
2015-03-26,-14.6591
2015-03-27,-3.0626
2015-03-30,-20.1923
2015-03-31,9.9828
2015-04-01,0.0
2015-04-02,-1.0955
2015-04-06,-11.3924
2015-04-07,-7.1429
2015-04-08,-21.5385
2015-04-09,33.3333
2015-04-10,-8.8235
2015-04-13,-0.2016
2015-04-14,-3.0303
2015-04-15,25.0
2015-04-16,-6.6667
2015-04-17,3.5714
2015-04-20,-3.4483
2015-04-21,0.0
2015-04-22,0.0
2015-04-23,0.0
2015-04-24,-14.1071
2015-04-27,16.4241
2015-04-29,-18.0357
2015-04-30,0.2179
2015-05-01,21.5217
2015-05-04,0.1789
2015-05-05,5.7143
2015-05-06,2.8716
2015-05-08,0.0
2015-05-11,15.5993
2015-05-12,-2.2727
2015-05-13,-4.5058
2015-05-14,-0.761
2015-05-15,6.7485
2015-05-18,-13.4339
2015-05-19,14.1909
2015-05-20,-12.6453
2015-05-21,-13.4775
2015-05-22,20.0
2015-05-26,-3.8462
2015-05-27,0.0
2015-05-28,-13.3333
2015-06-01,-5.9615
2015-06-02,-1.8405
2015-06-03,11.4583
2015-06-04,-16.2617
2015-06-08,7.1429
2015-06-09,-6.6667
2015-06-11,1.5625
2015-06-12,-1.5385
2015-06-15,0.0
2015-06-16,0.0
2015-06-17,0.0
2015-06-22,0.0
2015-06-23,0.0
2015-06-24,0.2232
2015-06-25,2.1158
2015-06-26,-2.2901
2015-06-29,-3.5714
2015-06-30,0.0
2015-07-01,0.0
2015-07-06,0.0
2015-07-07,0.0
2015-07-08,0.9259
2015-07-09,0.0
2015-07-13,13.7615
2015-07-14,0.0
2015-07-16,-11.2903
2015-07-17,0.0
2015-07-20,9.0909
2015-07-21,0.0
2015-07-22,0.0
2015-07-27,0.0
2015-07-28,0.0
2015-07-29,5.0
2015-07-30,0.0
2015-07-31,0.0
2015-08-03,0.0
2015-08-05,0.0
2015-08-06,0.0
2015-08-07,-4.7619
2015-08-10,0.0
2015-08-11,0.0
2015-08-12,1.6667
2015-08-13,0.0
2015-08-17,0.0
2015-08-19,0.0
2015-08-21,0.0
2015-08-24,-1.6393
2015-08-25,0.0
2015-08-26,11.6667
2015-08-27,-10.4478
2015-08-28,0.0
2015-09-01,0.0
2015-09-03,-16.6667
2015-09-09,0.0
2015-09-10,0.0
2015-09-14,0.0
2015-09-15,-20.0
2015-09-16,-25.0
2015-09-17,0.0
2015-09-18,0.0
2015-09-22,0.0
2015-09-23,33.3333
2015-09-24,0.0
2015-09-25,-37.5
2015-09-28,0.0
2015-09-29,0.0
2015-09-30,-20.0
2015-10-01,0.0
2015-10-05,24.375
2015-10-06,0.5025
2015-10-08,0.0
2015-10-09,0.0
2015-10-13,-40.0
2015-10-15,66.6667
2015-10-16,-36.0
2015-10-19,0.0
2015-10-20,56.25
2015-10-21,-40.0
2015-10-22,66.6667
2015-10-23,0.0
2015-10-30,-40.0
2015-11-02,0.0
2015-11-04,0.0
2015-11-05,0.0
2015-11-13,-32.5
2015-11-16,-1.2346
2015-11-17,0.0
2015-11-18,0.0
2015-11-20,0.0
2015-11-23,0.0
2015-11-24,0.0
2015-11-30,0.0
2015-12-01,0.0
2015-12-02,0.0
2015-12-04,100.0
2015-12-07,-49.375
2015-12-08,0.6173
2015-12-09,3.0675
2015-12-11,6.5476
2015-12-14,-10.6145
2015-12-15,5.0
2015-12-17,-4.7619
2015-12-18,5.0
2015-12-21,-4.7619
2015-12-22,0.0
2015-12-23,0.0
2015-12-24,0.0
2015-12-28,-2.5
2015-12-29,-23.0769
2015-12-30,0.0
2015-12-31,-20.0
2016-01-06,0.0
2016-01-07,0.0
2016-01-12,0.0
2016-01-14,0.0
2016-01-19,0.0
2016-01-21,0.0
2016-01-29,0.0
2016-02-01,0.0
2016-02-03,0.0
2016-02-04,11.4583
2016-02-16,-25.2336
2016-02-17,0.0
2016-02-18,17.5
2016-02-22,-2.1277
2016-02-23,-13.0435
2016-02-25,0.0
2016-02-26,0.0
2016-02-29,0.0
2016-03-07,0.0
2016-03-14,0.0
2016-03-17,0.0
2016-03-22,0.0
2016-03-23,0.0
2016-03-28,0.0
2016-04-04,20.0
2016-04-06,-16.6667
2016-04-13,0.0
2016-04-14,0.0
2016-04-19,5.0
2016-04-25,-4.7619
2016-04-27,0.0
2016-04-28,0.0
2016-04-29,0.0
2016-05-04,0.0
2016-05-09,0.0
2016-05-10,0.0
2016-05-23,0.0
2016-05-24,20.0
2016-05-25,11.4583
2016-05-27,0.0
2016-06-02,-10.2804
2016-06-06,200.0
2016-06-07,22.2222
2016-06-09,4.5455
2016-06-13,20.3804
2016-06-14,26.4108
2016-06-15,36.9643
2016-06-16,-14.472
2016-06-17,0.0
2016-06-20,10.9756
2016-06-21,0.0
2016-06-22,0.0
2016-06-23,0.0
2016-06-24,0.0
2016-06-27,0.0
2016-06-29,0.0
2016-07-01,0.0
2016-07-07,-4.533
2016-07-08,-7.9137
2016-07-11,12.5
2016-07-12,-11.1111
2016-07-13,0.0
2016-07-14,1.25
2016-07-18,-0.463
2016-07-19,4.186
2016-07-21,-28.5714
2016-07-22,0.0
2016-07-26,0.0
2016-07-27,22.9167
2016-07-28,0.339
2016-07-29,-16.2162
2016-08-01,-9.6774
2016-08-03,42.8571
2016-08-04,0.0
2016-08-08,25.0
2016-08-09,-10.0
2016-08-15,22.2222
2016-08-17,0.0
2016-08-18,-43.6364
2016-08-19,-3.0242
2016-08-23,82.9522
2016-08-24,-18.1818
2016-08-25,-11.1111
2016-08-29,0.0
2016-08-30,-25.0
2016-09-01,33.3333
2016-09-02,0.0
2016-09-06,5.7813
2016-09-07,0.0
2016-09-08,-3.1019
2016-09-09,-2.439
2016-09-12,25.0
2016-09-14,-19.75
2016-09-19,-0.3115
2016-09-20,0.0
2016-09-21,12.5
2016-09-27,-11.1111
2016-09-28,0.0
2016-09-29,0.0
2016-10-03,10.0
2016-10-04,25.0
2016-10-05,0.0
2016-10-06,0.0
2016-10-10,-27.2727
2016-10-11,25.0
2016-10-12,-11.0
2016-10-14,1.1236
2016-10-17,-11.1111
2016-10-18,12.5
2016-10-21,-33.3333
2016-10-24,50.0
2016-10-26,-33.3333
2016-10-27,0.0
2016-10-28,0.0
2016-11-01,50.0
2016-11-03,-33.3333
2016-11-07,50.0
2016-11-08,-33.3333
2016-11-10,13.3333
2016-11-11,0.0
2016-11-14,0.0
2016-11-15,0.0
2016-11-16,0.0
2016-11-17,0.0
2016-11-21,-1.6543999999999999
2016-11-23,-1.3084
2016-11-25,-9.0909
2016-11-28,-33.3333
2016-11-29,0.0
2016-11-30,0.0
2016-12-01,-40.0
2016-12-02,8.3333
2016-12-06,-23.0769
2016-12-08,20.0
2016-12-09,150.0
2016-12-12,-33.3333
2016-12-13,0.0
2016-12-14,11.5625
2016-12-15,34.4538
2016-12-16,-33.3333
2016-12-19,0.0
2016-12-21,10.0
2016-12-22,-4.5455
2016-12-27,-52.381
2016-12-28,20.0
2016-12-29,0.0
2016-12-30,0.0
2017-01-05,150.0
2017-01-06,-50.625
2017-01-09,66.6667
2017-01-10,21.519
2017-01-11,16.6667
2017-01-12,14.2857
2017-01-13,0.0
2017-01-17,0.0
2017-01-18,-2.5
2017-01-19,2.5641
2017-01-20,0.0
2017-01-23,-12.5
2017-01-24,8.5714
2017-01-25,5.2632
2017-01-26,0.0
2017-01-27,0.0
2017-01-30,0.0
2017-01-31,-5.7813
2017-02-02,3.4826
2017-02-03,-1.2821
2017-02-06,211.6883
2017-02-07,-8.3333
2017-02-08,-9.2045
2017-02-09,-27.4093
2017-02-10,0.0862
2017-02-13,-3.5314
2017-02-14,-21.4286
2017-02-15,17.9545
2017-02-16,-22.9287
2017-02-21,30.0
2017-02-22,-3.8462
2017-02-23,0.0
2017-02-24,-28.6
2017-02-27,68.0672
2017-02-28,26.6667
2017-03-01,-10.0
2017-03-02,-16.9591
2017-03-03,-15.493
2017-03-06,5.0
2017-03-07,-3.1746
2017-03-08,0.0
2017-03-10,-14.7541
2017-03-13,-1.9231
2017-03-14,0.0
2017-03-15,19.6078
2017-03-16,-11.4754
2017-03-20,4.9769
2017-03-22,5.8434
2017-03-23,0.0
2017-03-24,1.6667
2017-03-27,8.9139
2017-03-28,32.4553
2017-03-29,-4.5455
2017-03-31,-27.2321
2017-04-04,1.4315
2017-04-07,-19.3548
2017-04-10,0.0
2017-04-13,10.0
2017-04-17,-4.2045
2017-04-19,-5.1008
2017-04-20,2.0
2017-04-21,5.8824
2017-04-24,18.5185
2017-04-25,-6.25
2017-04-26,-13.3333
2017-04-27,-1.9231
2017-04-28,-16.6667
2017-05-01,-7.0588
2017-05-02,0.9494
2017-05-09,12.8527
2017-05-10,0.0
2017-05-11,-16.6667
2017-05-16,110.3333
2017-05-17,-37.8764
2017-05-18,-23.4694
2017-05-19,6.6667
2017-05-23,84.5313
2017-05-24,-1.1008
2017-05-25,-31.5068
2017-05-30,0.0
2017-05-31,0.0
2017-06-01,0.0
2017-06-02,0.0
2017-06-06,0.0
2017-06-07,0.0
2017-06-08,0.0
2017-06-12,0.0
2017-06-15,0.0
2017-06-19,4.5600000000000005
2017-06-20,-4.3611
2017-06-22,0.0
2017-06-23,0.0
2017-06-26,0.0
2017-06-28,2.2
2017-06-29,2.7984
2017-06-30,-4.6259
2017-07-03,21.7565
2017-07-05,0.0
2017-07-06,-18.0328
2017-07-07,0.0
2017-07-11,0.0
2017-07-12,-40.0
2017-07-13,0.0
2017-07-17,17.0567
2017-07-18,11.0573
2017-07-21,-21.7949
2017-07-24,4.2623
2017-07-26,-5.6604
2017-07-27,16.6667
2017-08-02,11.4286
2017-08-03,-21.7949
2017-08-04,31.1475
2017-08-07,5.0
2017-08-11,28.0714
2017-08-14,-38.4644
2017-08-18,98.0967
2017-08-22,-48.147
2017-08-23,1.7647
2017-08-25,44.2197
2017-08-28,-29.6593
2017-08-29,4.245
2017-08-30,-1.6125
2017-09-01,0.0
2017-09-11,-2.5
2017-09-13,28.2051
2017-09-18,-27.7778
2017-09-22,-6.4615
2017-09-25,28.2895
2017-09-26,-21.5385
2017-09-27,9.8235
2017-10-03,5.0408
2017-10-06,7.5071
2017-10-09,5.4018
2017-10-10,-18.75
2017-10-11,0.0
2017-10-13,1.5385
2017-10-16,-9.3939
2017-10-17,60.5351
2017-10-18,-37.2917
2017-10-19,6.3123000000000005
2017-10-20,0.0
2017-10-23,-6.25
2017-10-26,0.0
2017-10-31,0.3333
2017-11-01,-0.3322
2017-11-02,33.3333
2017-11-06,-22.5
2017-11-07,10.7968
2017-11-08,-12.6561
2017-11-09,3.3333
2017-11-10,-3.2258
2017-11-13,31.5
2017-11-14,-23.9544
2017-11-15,14.2333
2017-11-22,42.3986
2017-11-27,-38.7295
2017-11-28,-0.3344
2017-11-30,0.6711
2017-12-01,30.0
2017-12-04,17.9487
2017-12-05,-15.2174
2017-12-06,15.0
2017-12-07,-0.1115
2017-12-08,-18.5268
2017-12-12,-13.6986
2017-12-13,14.0952
2017-12-14,-12.4736
2017-12-15,13.8061
2017-12-19,0.0
2017-12-20,-57.8212
2017-12-21,3.3113
2017-12-22,28.2051
2017-12-26,79.0
2017-12-27,-2.2346
2017-12-28,0.0
2017-12-29,-37.1429
2018-01-02,5.0
2018-01-03,55.8442
2018-01-04,0.0
2018-01-05,-11.1111
2018-01-08,2.875
2018-01-09,9.0522
2018-01-10,0.2786
2018-01-11,0.0
2018-01-12,-21.9444
2018-01-16,38.7189
2018-01-17,-2.5141
2018-01-19,23.6842
2018-01-22,3.1915
2018-01-23,-17.134
2018-01-24,15.762599999999999
2018-01-25,28.9629
2018-01-26,49.8333
2018-01-29,-10.178
2018-01-30,5.2632
2018-01-31,17.5294
2018-02-01,-2.9029
2018-02-05,-21.6495
2018-02-06,8.5526
2018-02-07,-16.3636
2018-02-09,-2.1739
2018-02-12,-11.1111
2018-02-13,0.0
2018-02-14,0.0
2018-02-16,0.0
2018-02-20,25.0
2018-02-21,-20.0
2018-02-22,1.6667
2018-02-23,0.0
2018-02-26,10.6557
2018-02-27,-11.1111
2018-03-01,0.0
2018-03-02,-16.6667
2018-03-05,0.2
2018-03-06,-0.1996
2018-03-09,0.0
2018-03-12,0.0
2018-03-13,56.0
2018-03-15,-23.0769
2018-03-16,0.0
2018-03-19,-0.1667
2018-03-20,-8.1803
2018-03-22,-27.2727
2018-03-23,0.0
2018-03-27,0.0
2018-04-05,48.75
2018-04-06,-4.0336
2018-04-09,5.0788
2018-04-16,16.6667
2018-04-17,-0.7143
2018-04-18,0.2878
2018-04-20,-52.3673
2018-04-24,98.9458
2018-04-25,-49.735
2018-05-01,50.6024
2018-05-04,18.0
2018-05-09,-6.7797
2018-05-10,20.9091
2018-05-16,0.0
2018-05-17,-49.7744
2018-05-21,94.6108
2018-05-22,-8.461500000000001
2018-05-23,-43.6975
2018-05-24,1.4925
2018-05-25,74.7059
2018-05-29,-41.7508
2018-05-31,71.6763
2018-06-04,-41.919200000000004
2018-06-05,44.9275
2018-06-06,0.0
2018-06-07,0.0
2018-06-08,-28.0
2018-06-11,3.3333
2018-06-13,34.4086
2018-06-14,0.0
2018-06-18,0.0
2018-06-21,0.0
2018-06-22,-1.0
2018-06-25,0.0
2018-06-26,-19.1919
2018-06-27,22.5
2018-06-28,0.8163
2018-07-02,-30.9717
2018-07-06,0.0
2018-07-09,0.8798
2018-07-10,-0.8721
2018-07-11,17.3021
2018-07-12,-14.75
2018-07-13,0.0
2018-07-24,2.6393
2018-07-26,2.0571
2018-07-30,-4.8152
2018-07-31,-11.7647
2018-08-01,-16.6667
2018-08-03,0.0
2018-08-08,94.0
2018-08-09,-17.5258
2018-08-13,-35.0
2018-08-14,19.2308
2018-08-20,-12.9032
2018-08-21,81.1111
2018-08-22,-6.135
2018-08-23,-1.9607999999999999
2018-08-24,-1.5556
2018-08-27,-5.5756
2018-08-28,4.4705
2018-08-29,-9.1076
2018-08-30,-14.1994
2018-08-31,3.5798
2018-09-04,0.0
2018-09-05,0.0
2018-09-06,-3.3994
2018-09-11,3.5191
2018-09-14,-33.9943
2018-09-17,51.5021
2018-09-18,-15.0142
2018-09-20,-22.0
2018-09-21,-0.4274
2018-09-24,0.0
2018-09-25,-9.8712
2018-09-26,2.3810000000000002
2018-09-27,34.8837
2018-09-28,16.5517
2018-10-01,0.5917
2018-10-05,-14.7059
2018-10-08,22.069
2018-10-09,-40.678
2018-10-10,38.0952
2018-10-12,-2.069
2018-10-15,-3.8731999999999998
2018-10-16,1.4652
2018-10-17,0.0
2018-10-18,-10.8303
2018-10-22,0.4049
2018-10-24,-3.5484
2018-10-26,-33.1104
2018-10-29,49.5
2018-10-30,-3.8462
2018-10-31,0.0
2018-11-02,7.8261
2018-11-06,-3.629
2018-11-07,0.4184
2018-11-08,-0.3333
2018-11-09,-16.388
2018-11-12,-23.5
2018-11-13,27.451
2018-11-15,-22.0513
2018-11-19,-0.6579
2018-11-26,-47.0199
2018-11-27,99.0
2018-11-28,-0.7538
2018-11-30,24.6835
2018-12-03,0.0
2018-12-07,-0.5076
2018-12-17,0.5102
2018-12-18,0.0
2018-12-24,-49.2386
2018-12-27,-40.0
2018-12-28,-10.0
2018-12-31,48.1481
2019-01-02,18.75
2019-01-03,-16.8421
2019-01-04,0.0
2019-01-07,0.0
2019-01-10,-36.7089
2019-01-11,58.0
2019-01-14,-48.1013
2019-01-15,7.3171
2019-01-17,54.5455
2019-01-22,0.0
2019-01-23,0.0
2019-01-24,0.0
2019-02-05,-32.1324
2019-02-11,47.3456
2019-02-12,32.3529
2019-02-13,11.1111
2019-02-14,-10.0
2019-02-19,11.1111
2019-02-20,0.0
2019-02-25,-10.0
2019-02-26,-1.2222
2019-03-05,0.0
2019-03-06,106.8616
2019-03-07,-45.6226
2019-03-08,0.0
2019-03-11,20.0
2019-03-15,-18.3333
2019-03-18,0.0
2019-03-19,-4.2857
2019-03-26,-14.7122
2019-03-27,0.0
2019-03-28,10.0
2019-03-29,-43.1818
2019-04-01,0.0
2019-04-02,58.9
2019-04-17,0.6923
2019-04-18,-55.0
2019-04-23,133.1111
2019-04-25,4.8618
2019-05-03,-43.1818
2019-05-06,76.0
2019-05-07,47.7273
2019-05-08,7.6923
2019-05-10,0.0
2019-05-14,0.0
2019-05-15,-1.7856999999999998
2019-05-16,-6.0364
2019-05-22,-60.5263
2019-05-24,22.549
2019-05-29,72.0
2019-05-31,-37.6744
2019-06-03,53.0149
2019-06-04,-3.4335
2019-06-12,-2.0202
2019-06-14,-38.1443
2019-06-17,0.0
2019-06-19,0.0
2019-06-21,61.6667
2019-07-02,-5.7216000000000005
2019-07-11,6.0689
2019-07-15,-38.1443
2019-07-16,61.6667
2019-07-19,-38.1443
2019-07-22,16.6667
2019-07-23,-14.2857
2019-07-25,61.6667
2019-07-26,-5.7216000000000005
2019-08-01,2.8321
2019-08-06,-36.1974
2019-08-07,0.0
2019-08-09,23.0
2019-08-12,-18.6992
2019-08-13,0.0
2019-08-15,0.0
2019-08-19,2.0
2019-08-20,20.915
2019-08-22,-0.2703
2019-09-05,-18.6992
2019-09-06,25.0
2019-09-10,29.3333
2019-09-11,-5.1546
2019-09-17,8.6957
2019-09-18,0.0
2019-09-19,-39.0
2019-09-24,0.0
2019-09-25,15.2131
2019-09-26,-9.9032
2019-09-27,-3.6639
2019-09-30,0.0
2019-10-02,0.0
2019-10-04,47.541
2019-10-07,-32.2222
2019-10-11,47.541
2019-10-14,-31.1111
2019-10-15,12.9032
2019-10-17,0.0
2019-10-18,-12.857099999999999
2019-10-21,0.0
2019-10-24,0.0
2019-10-25,0.0
2019-10-29,0.0
2019-10-31,0.0
2019-11-01,12.541
2019-11-05,-11.1435
2019-11-06,0.0
2019-11-07,14.7541
2019-11-11,-12.857099999999999
2019-11-13,0.0
2019-11-14,0.0
2019-11-15,14.7541
2019-11-20,-12.857099999999999
2019-11-25,0.0
2019-12-04,0.0
2019-12-05,5.6066
2019-12-06,-4.1912
2019-12-11,-0.4375
2019-12-12,0.895
2019-12-18,1.6129
2019-12-19,-3.1746
2019-12-23,3.2787
2019-12-26,0.0
2019-12-27,4.2222
2019-12-30,-3.1983
2019-12-31,0.6923
2020-01-02,0.0
2020-01-08,4.5312
2020-01-09,0.1495
2020-01-15,0.0
2020-01-16,0.0
2020-01-21,1.7015
2020-01-22,2.7297000000000002
2020-01-23,-4.2857
2020-01-29,0.0
2020-02-03,4.4776
2020-02-06,0.0
2020-02-07,71.4286
2020-02-10,-49.1667
2020-02-12,28.7705
2020-02-21,24.7613
2020-02-24,-2.0408
2020-02-26,-1.0417
2020-03-02,0.0
2020-03-04,-35.7895
2020-03-05,55.7377
2020-03-06,-33.6842
2020-03-10,1.5873
2020-03-11,1.5625
2020-03-16,-3.0769
2020-03-20,3.1746
2020-03-26,-3.0769
2020-03-30,50.7937
2020-03-31,0.0
2020-04-02,0.0
2020-04-06,-9.7368
2020-04-07,4.9563
2020-04-08,4.4444
2020-04-09,0.0
2020-04-13,0.0
2020-04-14,0.0
2020-04-16,0.0
2020-04-22,0.0
2020-04-27,0.0
2020-04-28,-36.1702
2020-04-29,3.3333
2020-05-01,0.0
2020-05-05,50.0
2020-05-06,-6.9892
2020-05-11,-1.7341
2020-05-12,-7.9412
2020-05-18,-10.5431
2020-05-21,14.2857
2020-05-26,-22.5
2020-05-27,29.0323
2020-05-29,5.0
2020-06-01,0.0
2020-06-05,-20.2381
2020-06-08,2.2388
2020-06-09,-8.0292
2020-06-10,34.9206
2020-06-12,1.1764999999999999
2020-06-15,0.0
2020-06-16,0.0
2020-06-17,-6.9767
2020-06-19,-21.25
2020-06-23,50.7937
2020-06-24,0.0
2020-06-26,-33.6842
2020-06-30,42.8571
2020-07-01,0.0
2020-07-07,-15.6667
2020-07-08,17.2596
2020-07-13,-30.3371
2020-07-17,41.9355
2020-07-28,-29.5455
2020-07-30,0.0
