ticker,SNAP US Equity
2017-07-19,1.6293
2017-07-20,-0.5344
2017-07-21,-2.7535
2017-07-24,-2.7624
2017-07-25,-1.3494
2017-07-26,-3.5277
2017-07-27,4.4776
2017-07-28,-1.3571
2017-07-31,-1.0138
2017-08-01,-4.1697
2017-08-02,-3.4351
2017-08-03,2.2134
2017-08-04,4.563
2017-08-07,-0.9615
2017-08-08,-2.7633
2017-08-09,4.1475
2017-08-10,1.5487
2017-08-11,-14.0886
2017-08-14,6.5089
2017-08-15,1.1111
2017-08-16,2.9827
2017-08-17,1.7530000000000001
2017-08-18,4.9437999999999995
2017-08-21,-3.0692
2017-08-22,6.9956
2017-08-23,3.8541
2017-08-24,-3.7111
2017-08-25,1.7206000000000001
2017-08-28,2.774
2017-08-29,-1.3167
2017-08-30,-0.2001
2017-08-31,-3.008
2017-09-01,-1.654
2017-09-05,1.5417
2017-09-06,0.069
2017-09-07,4.4828
2017-09-08,1.2541
2017-09-11,-0.4563
2017-09-12,-0.9168
2017-09-13,-0.6609
2017-09-14,-0.7984
2017-09-15,2.2803
2017-09-18,-2.1639
2017-09-19,-1.3405
2017-09-20,-3.8043
2017-09-21,-2.7542
2017-09-22,-0.5084
2017-09-25,-3.5036
2017-09-26,5.2194
2017-09-27,1.5097
2017-09-28,2.3371
2017-09-29,0.6228
2017-10-02,2.3384
2017-10-03,-1.6129
2017-10-04,-0.7514
2017-10-05,-0.3441
2017-10-06,2.1409
2017-10-09,-0.5409
2017-10-10,-2.5153
2017-10-11,11.4365
2017-10-12,3.567
2017-10-13,-0.3021
2017-10-16,-2.6061
2017-10-17,0.1245
2017-10-18,-2.1131
2017-10-19,-3.1746
2017-10-20,2.0328
2017-10-23,-3.7918
2017-10-24,-2.5384
2017-10-25,-2.9472
2017-10-26,1.6242999999999999
2017-10-27,7.2967
2017-10-30,1.5544
2017-10-31,-2.1684
2017-11-01,-5.4107
2017-11-02,0.2757
2017-11-03,4.9485
2017-11-06,-2.8815
2017-11-07,1.9555
2017-11-08,-14.6164
2017-11-09,-4.1053
2017-11-10,3.0695
2017-11-13,-2.8213
2017-11-14,1.371
2017-11-15,-0.8751
2017-11-16,0.8026
2017-11-17,3.4236
2017-11-20,-4.465
2017-11-21,-0.5641
2017-11-22,2.269
2017-11-24,2.7734
2017-11-27,0.6939
2017-11-28,4.2113
2017-11-29,0.6613
2017-11-30,0.5839
2017-12-01,0.6531
2017-12-04,-2.1629
2017-12-05,10.0958
2017-12-06,-2.2758
2017-12-07,0.6849
2017-12-08,2.517
2017-12-11,7.6311
2017-12-12,-1.7879
2017-12-13,0.1883
2017-12-14,0.5013
2017-12-15,-1.808
2017-12-18,2.2222
2017-12-19,-2.0497
2017-12-20,-1.7121
2017-12-21,-0.8387
2017-12-22,-1.4314
2017-12-26,-0.9241
2017-12-27,-1.1326
2017-12-28,0.0674
2017-12-29,-1.6162
2018-01-02,2.3272
2018-01-03,2.408
2018-01-04,-4.7028
2018-01-05,-0.6169
2018-01-08,-3.0345
2018-01-09,0.2845
2018-01-10,3.9007
2018-01-11,-0.3413
2018-01-12,-3.3562
2018-01-16,-4.3232
2018-01-17,0.1481
2018-01-18,3.6243
2018-01-19,0.2141
2018-01-22,0.9259
2018-01-23,0.5646
2018-01-24,1.3333
2018-01-25,-5.0554
2018-01-26,-1.0941
2018-01-29,-0.6637
2018-01-30,-1.5590000000000002
2018-01-31,1.9607999999999999
2018-02-01,2.9586
2018-02-02,-1.5086
2018-02-05,1.0212
2018-02-06,1.5162
2018-02-07,47.5818
2018-02-08,-6.5542
2018-02-09,-3.0428
2018-02-12,-0.9043
2018-02-13,-0.2684
2018-02-14,5.2745
2018-02-15,0.9714
2018-02-16,3.3924
2018-02-20,-7.2968
2018-02-21,-1.532
2018-02-22,-6.0622
2018-02-23,-0.3427
2018-02-26,-2.063
2018-02-27,-4.5056
2018-02-28,6.1275
2018-03-01,-0.6351
2018-03-02,4.6485
2018-03-05,1.3326
2018-03-06,-1.3151
2018-03-07,0.0555
2018-03-08,-2.0533
2018-03-09,1.3031
2018-03-12,1.2864
2018-03-13,-3.3131
2018-03-14,1.9417
2018-03-15,-3.6414999999999997
2018-03-16,-1.1047
2018-03-19,-3.4685
2018-03-20,-2.5579
2018-03-21,3.5625
2018-03-22,0.0
2018-03-23,-1.2674
2018-03-26,-0.6724
2018-03-27,-0.3077
2018-03-28,-1.5432000000000001
2018-03-29,-0.5016
2018-04-02,-8.8847
2018-04-03,-2.6279
2018-04-04,3.6222
2018-04-05,-1.3708
2018-04-06,-0.9729
2018-04-09,-0.7018
2018-04-10,2.3322
2018-04-11,2.2099
2018-04-12,0.8108
2018-04-13,-0.2681
2018-04-16,-2.0161
2018-04-17,2.0576
2018-04-18,-1.5457
2018-04-19,1.2969
2018-04-20,2.4259
2018-04-23,2.2368
2018-04-24,0.5792
2018-04-25,-6.9738
2018-04-26,1.1004
2018-04-27,-3.1973
2018-04-30,0.7027
2018-05-01,-1.3957
2018-05-02,-21.9391
2018-05-03,-0.544
2018-05-04,-1.6408
2018-05-07,-0.4634
2018-05-08,2.1415
2018-05-09,0.3646
2018-05-10,0.0
2018-05-11,0.2725
2018-05-14,-0.5435
2018-05-15,-3.0055
2018-05-16,-0.6573
2018-05-17,-0.0945
2018-05-18,0.0946
2018-05-21,1.2287
2018-05-22,0.2801
2018-05-23,-0.838
2018-05-24,-0.4695
2018-05-25,1.0377
2018-05-29,-1.4939
2018-05-30,3.981
2018-05-31,3.8286
2018-06-01,2.1071
2018-06-04,5.9329
2018-06-05,4.9513
2018-06-06,1.5468
2018-06-07,-3.0465
2018-06-08,2.7494
2018-06-11,0.6881
2018-06-12,1.8982999999999999
2018-06-13,1.4903
2018-06-14,1.8355000000000001
2018-06-15,1.0815
2018-06-18,0.214
2018-06-19,-5.2669
2018-06-20,-3.8317
2018-06-21,3.4375
2018-06-22,-0.3021
2018-06-25,-0.7576
2018-06-26,-0.7634
2018-06-27,-1.3846
2018-06-28,4.5242
2018-06-29,-2.3134
2018-07-02,0.4584
2018-07-03,0.0
2018-07-05,0.4563
2018-07-06,2.4224
2018-07-09,0.8869
2018-07-10,-2.4908
2018-07-11,0.6762
2018-07-12,1.8657
2018-07-13,-2.1245
2018-07-16,-2.1707
2018-07-17,2.6779
2018-07-18,-0.5216
2018-07-19,0.5993
2018-07-20,-1.1914
2018-07-23,0.9043
2018-07-24,-1.8671
2018-07-25,1.9026
2018-07-26,-0.1494
2018-07-27,-4.0389
2018-07-30,-4.3648
2018-07-31,1.8745
2018-08-01,-0.96
2018-08-02,2.5848
2018-08-03,0.2362
2018-08-06,2.5137
2018-08-07,0.5364
2018-08-08,-6.7835
2018-08-09,0.6541
2018-08-10,0.0
2018-08-13,2.1121
2018-08-14,-1.8298
2018-08-15,-1.2966
2018-08-16,-0.0821
2018-08-17,-2.3007
2018-08-20,-1.3457
2018-08-21,-2.4723
2018-08-22,0.0
2018-08-23,-0.3497
2018-08-24,2.0175
2018-08-27,1.5476999999999999
2018-08-28,-4.4030000000000005
2018-08-29,-1.0629
2018-08-30,-0.8057
2018-08-31,-1.6245
2018-09-04,-2.844
2018-09-05,-4.5326
2018-09-06,-3.0663
2018-09-07,1.3265
2018-09-10,-1.9134
2018-09-11,1.54
2018-09-12,-6.9767
2018-09-13,1.6303999999999998
2018-09-14,-0.6417
2018-09-17,-1.1841
2018-09-18,-0.5447
2018-09-19,0.3286
2018-09-20,0.5459
2018-09-21,-0.76
2018-09-24,-2.0788
2018-09-25,1.1173
2018-09-26,-0.663
2018-09-27,-2.1135
2018-09-28,-3.6364
2018-10-01,-1.4151
2018-10-02,-2.1531000000000002
2018-10-03,0.6112
2018-10-04,-5.2248
2018-10-05,-0.3846
2018-10-08,-3.7323
2018-10-09,-6.4171
2018-10-10,-5.8571
2018-10-11,3.3384
2018-10-12,5.4332
2018-10-15,3.0641
2018-10-16,-2.027
2018-10-17,-2.6207000000000003
2018-10-18,-3.5411
2018-10-19,0.0
2018-10-22,0.4405
2018-10-23,-0.2924
2018-10-24,-3.3724
2018-10-25,6.0698
2018-10-26,-10.1574
2018-10-29,-4.6178
2018-10-30,7.3456
2018-10-31,2.7994
2018-11-01,8.9259
2018-11-02,-5.2778
2018-11-05,1.173
2018-11-06,2.7536
2018-11-07,1.5514999999999999
2018-11-08,-2.5
2018-11-09,-3.2763999999999998
2018-11-12,-2.0619
2018-11-13,0.9023
2018-11-14,-3.4277
2018-11-15,5.2469
2018-11-16,-4.8387
2018-11-19,-6.7797
2018-11-20,0.6612
2018-11-21,4.2693
2018-11-23,-2.3622
2018-11-26,4.8387
2018-11-27,-1.5385
2018-11-28,1.7187000000000001
2018-11-29,-1.6897
2018-11-30,1.7187000000000001
2018-12-03,-2.3041
2018-12-04,-2.3585
2018-12-06,-3.8647
2018-12-07,-2.8476
2018-12-10,-2.2414
2018-12-11,1.4109
2018-12-12,2.7826
2018-12-13,-0.846
2018-12-14,1.0239
2018-12-17,-5.7432
2018-12-18,1.2545
2018-12-19,-4.2478
2018-12-20,-6.2847
2018-12-21,-1.5779
2018-12-24,3.8076
2018-12-26,4.6332
2018-12-27,-1.2915
2018-12-28,6.729
2018-12-31,-3.5026
2019-01-02,5.0817
2019-01-03,-1.8998
2019-01-04,4.7535
2019-01-07,4.3697
2019-01-08,3.0596
2019-01-09,-1.875
2019-01-10,-0.9554
2019-01-11,0.9646
2019-01-14,0.4777
2019-01-15,3.645
2019-01-16,-13.7615
2019-01-17,1.7730000000000001
2019-01-18,7.6655
2019-01-22,-4.0453
2019-01-23,1.0118
2019-01-24,3.005
2019-01-25,3.7277
2019-01-28,-0.9375
2019-01-29,1.4196
2019-01-30,2.1773
2019-01-31,1.6743000000000001
2019-02-01,3.4431
2019-02-04,0.2894
2019-02-05,1.5873
2019-02-06,22.017
2019-02-07,-0.2328
2019-02-08,6.1844
2019-02-11,-1.2088
2019-02-12,-2.1135
2019-02-13,3.0682
2019-02-14,1.323
2019-02-15,-0.7617
2019-02-19,1.7544
2019-02-20,-0.431
2019-02-21,1.6234
2019-02-22,3.4079
2019-02-25,4.2225
2019-02-26,-0.3953
2019-02-27,-2.6786
2019-02-28,-0.1019
2019-03-01,0.0
2019-03-04,1.2245
2019-03-05,1.6129
2019-03-06,-2.0833
2019-03-07,-3.8501
2019-03-08,-0.1054
2019-03-11,5.0633
2019-03-12,-0.8032
2019-03-13,1.7206000000000001
2019-03-14,12.2388
2019-03-15,-1.0638
2019-03-18,-1.9713
2019-03-19,-2.8336
2019-03-20,2.9163
2019-03-21,0.6399
2019-03-22,-2.5431
2019-03-25,-0.0932
2019-03-26,0.3731
2019-03-27,-1.1152
2019-03-28,1.4098
2019-03-29,2.1316
2019-04-01,3.0853
2019-04-02,-1.2324
2019-04-03,-0.5348
2019-04-04,1.0753
2019-04-05,4.9645
2019-04-08,3.6318
2019-04-09,0.652
2019-04-10,-2.6721
2019-04-11,-0.9983
2019-04-12,0.5882
2019-04-15,-1.0025
2019-04-16,-1.3502
2019-04-17,0.5133
2019-04-18,-0.6809
2019-04-22,-1.1997
2019-04-23,3.9896000000000003
2019-04-24,-6.0884
2019-04-25,-4.1741
2019-04-26,1.1121
2019-04-29,2.8414
2019-04-30,-0.713
2019-05-01,0.5386
2019-05-02,0.3571
2019-05-03,4.9822
2019-05-06,-0.2542
2019-05-07,-5.0977
2019-05-08,-3.1334
2019-05-09,1.4787
2019-05-10,-4.4627
2019-05-13,-3.6225
2019-05-14,3.7587
2019-05-15,1.6206
2019-05-16,7.1295
2019-05-17,0.613
2019-05-20,-2.6109999999999998
2019-05-21,3.1278
2019-05-22,-1.9931
2019-05-23,-1.6799
2019-05-24,3.9568
2019-05-28,0.0865
2019-05-29,0.9507
2019-05-30,2.6541
2019-05-31,-0.834
2019-06-03,-1.6821000000000002
2019-06-04,10.7784
2019-06-05,-0.0772
2019-06-06,6.8006
2019-06-07,0.3618
2019-06-10,-0.721
2019-06-11,-1.6703000000000001
2019-06-12,1.5510000000000002
2019-06-13,2.6182
2019-06-14,-1.0631
2019-06-17,-2.9370000000000003
2019-06-18,9.6679
2019-06-19,-1.2786
2019-06-20,1.1588
2019-06-21,-1.8868
2019-06-24,1.3736
2019-06-25,-1.5583
2019-06-26,1.2388
2019-06-27,-0.8838
2019-06-28,-1.9203999999999999
2019-07-01,0.3497
2019-07-02,-1.7422
2019-07-03,4.6809
2019-07-05,3.1843
2019-07-08,-0.5909
2019-07-09,0.7266
2019-07-10,0.0656
2019-07-11,2.0315
2019-07-12,0.2569
2019-07-15,-0.7047
2019-07-16,-3.2258
2019-07-17,-0.4667
2019-07-18,-2.5452
2019-07-19,-3.6426
2019-07-22,0.9272
2019-07-23,4.8057
2019-07-24,18.7458
2019-07-25,0.4543
2019-07-26,1.1306
2019-07-29,-2.18
2019-07-30,-3.2571
2019-07-31,-0.7679
2019-08-01,-0.7143
2019-08-02,2.0983
2019-08-05,-3.347
2019-08-06,-1.0328
2019-08-07,-2.3327
2019-08-08,5.3426
2019-08-09,1.3126
2019-08-12,-1.0012
2019-08-13,1.1303
2019-08-14,-3.7647
2019-08-15,-2.2616
2019-08-16,-0.0625
2019-08-19,1.1264
2019-08-20,-0.495
2019-08-21,0.3731
2019-08-22,-0.3717
2019-08-23,-3.296
2019-08-26,3.6013
2019-08-27,-3.7244
2019-08-28,0.2579
2019-08-29,1.4791
2019-08-30,0.3169
2019-09-03,0.6317
2019-09-04,-0.8161
2019-09-05,0.443
2019-09-06,4.7259
2019-09-09,-7.8821
2019-09-10,-1.8942
2019-09-11,1.9308
2019-09-12,3.0046
2019-09-13,1.4585
2019-09-16,-1.5
2019-09-17,6.7893
2019-09-18,0.4159
2019-09-19,-0.1183
2019-09-20,0.9479
2019-09-23,0.4695
2019-09-24,-0.4673
2019-09-25,0.4108
2019-09-26,-0.6429
2019-09-27,-5.7647
2019-09-30,-1.3733
2019-10-01,-1.7722
2019-10-02,-4.6392
2019-10-03,-3.3784
2019-10-04,1.5385
2019-10-07,-0.3444
2019-10-08,-2.2115
2019-10-09,0.424
2019-10-10,-0.9148
2019-10-11,0.5682
2019-10-14,-2.8249
2019-10-15,2.3983
2019-10-16,-2.9808
2019-10-17,0.8047
2019-10-18,-1.8868
2019-10-21,7.8402
2019-10-22,-3.9781
2019-10-23,-5.8571
2019-10-24,2.5797
2019-10-25,3.2544
2019-10-28,5.1576
2019-10-29,-0.2725
2019-10-30,1.5027
2019-10-31,1.3458999999999999
2019-11-01,0.7968
2019-11-04,1.1199
2019-11-05,-3.3876
2019-11-06,-2.8321
2019-11-07,-1.7349
2019-11-08,0.2119
2019-11-11,1.4094
2019-11-12,-0.0695
2019-11-13,0.6259
2019-11-14,-0.6911
2019-11-15,-2.9923
2019-11-18,5.3802
2019-11-19,3.1995
2019-11-20,0.9894
2019-11-21,-1.5023
2019-11-22,1.1936
2019-11-25,1.5727
2019-11-26,-0.2581
2019-11-27,-0.7115
2019-11-29,-0.6515
2019-12-02,-4.2623
2019-12-03,2.1918
2019-12-04,0.5362
2019-12-05,-2.1333
2019-12-06,0.4087
2019-12-09,-3.46
2019-12-10,-0.9838
2019-12-11,0.9936
2019-12-12,1.546
2019-12-13,4.4291
2019-12-16,0.1325
2019-12-17,-0.0662
2019-12-18,0.0662
2019-12-19,2.3163
2019-12-20,0.5821
2019-12-23,-0.3859
2019-12-24,0.7747
2019-12-26,2.3062
2019-12-27,0.3757
2019-12-30,-0.8734
2019-12-31,2.769
2020-01-02,2.7557
2020-01-03,-0.1788
2020-01-06,0.1791
2020-01-07,1.4899
2020-01-08,-2.1139
2020-01-09,4.1392
2020-01-10,0.288
2020-01-13,3.3889
2020-01-14,-0.0556
2020-01-15,1.1117
2020-01-16,0.3299
2020-01-17,4.7123
2020-01-21,-0.5756
2020-01-22,0.5263
2020-01-23,0.7853
2020-01-24,-1.039
2020-01-27,-2.2572
2020-01-28,1.9870999999999999
2020-01-29,0.7899
2020-01-30,-1.3584
2020-01-31,-2.6483
2020-02-03,-0.8161
2020-02-04,4.1141
2020-02-05,-14.6997
2020-02-06,5.0031
2020-02-07,0.7647
2020-02-10,2.7437
2020-02-11,0.0568
2020-02-12,-1.1925
2020-02-13,1.092
2020-02-14,-0.1706
2020-02-18,-2.221
2020-02-19,0.1747
2020-02-20,-1.6279
2020-02-21,-1.3002
2020-02-24,-3.2934
2020-02-25,-1.6099
2020-02-26,-1.3845
2020-02-27,-6.4454
2020-02-28,-3.3424
2020-03-02,1.5526
2020-03-03,-5.8374
2020-03-04,0.5904
2020-03-05,1.6141
2020-03-06,-6.1372
2020-03-09,-11.9231
2020-03-10,4.7162
2020-03-11,-9.8415
2020-03-12,-3.6078
2020-03-13,8.9251
2020-03-16,-20.1762
2020-03-17,-1.6556
2020-03-18,-6.0606
2020-03-19,13.1422
2020-03-20,6.547
2020-03-23,5.55
2020-03-24,3.2864
2020-03-25,2.0909
2020-03-26,6.4114
2020-03-27,1.9247
2020-03-30,-2.7094
2020-03-31,0.3376
2020-04-01,-5.7191
2020-04-02,0.5352
2020-04-03,-1.8634
2020-04-06,9.9458
2020-04-07,-0.4934
2020-04-08,9.2562
2020-04-09,2.9501
2020-04-13,-0.5143
2020-04-14,1.7725
2020-04-15,-1.4514
2020-04-16,-4.1237
2020-04-17,-0.3072
2020-04-20,-0.4622
2020-04-21,-3.7152
2020-04-22,36.7363
2020-04-23,-5.585
2020-04-24,-0.3736
2020-04-27,5.6875
2020-04-28,-2.9568
2020-04-29,8.6533
2020-04-30,-1.2339
2020-05-01,-4.6564
2020-05-04,1.8463
2020-05-05,2.3977
2020-05-06,-1.028
2020-05-07,4.7317
2020-05-08,0.4408
2020-05-11,-0.768
2020-05-12,-3.9248
2020-05-13,-3.5098000000000003
2020-05-14,0.9541
2020-05-15,1.0041
2020-05-18,2.2807
2020-05-19,-0.0572
2020-05-20,4.2906
2020-05-21,-3.7301
2020-05-22,0.6838
2020-05-26,-1.4714
2020-05-27,-2.355
2020-05-28,7.3529
2020-05-29,3.7808
2020-06-01,3.2207
2020-06-02,1.023
2020-06-03,-0.1013
2020-06-04,-2.3822
2020-06-05,5.5556
2020-06-08,1.5739999999999998
2020-06-09,2.1308
2020-06-10,0.5216
2020-06-11,-7.0283
2020-06-12,2.3846
2020-06-15,2.8246
2020-06-16,0.7229
2020-06-17,4.4019
2020-06-18,0.7791
2020-06-19,3.0468
2020-06-22,2.3830999999999998
2020-06-23,2.0259
2020-06-24,-0.169
2020-06-25,3.5971
2020-06-26,-5.7598
2020-06-29,0.0867
2020-06-30,1.7324000000000002
2020-07-01,0.9791
2020-07-02,-2.1079
2020-07-06,0.8613
2020-07-07,5.9351
2020-07-08,6.449
2020-07-09,-1.7795999999999998
2020-07-10,-1.5806
2020-07-13,-4.9354
2020-07-14,-2.1838
2020-07-15,3.3698
2020-07-16,-2.608
2020-07-17,2.6778
2020-07-20,2.9747
2020-07-21,-2.0973
2020-07-22,-6.2247
2020-07-23,-5.3017
2020-07-24,0.8193
2020-07-27,3.1151
2020-07-28,-1.0946
2020-07-29,1.3723
2020-07-30,-2.1397
2020-07-31,0.0446
