ticker,NGRP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-04-09,140.0
2013-04-10,-60.0
2013-04-12,316.6667
2013-04-24,0.0
2013-04-30,-75.0
2013-05-02,0.0
2013-05-07,-19.2
2013-05-13,8.9109
2013-05-16,-8.1818
2013-05-17,0.0
2013-05-22,-75.2475
2013-05-24,32.0
2013-05-28,0.0
2013-05-29,0.0
2013-06-06,127.2727
2013-06-20,-33.3333
2013-06-21,98.0
2013-06-26,-50.5051
2013-06-28,0.0
2013-07-01,12.2449
2013-07-02,0.0
2013-07-03,5.4545
2013-07-05,3.4483
2013-07-08,0.0
2013-07-09,0.0
2013-07-10,0.0
2013-07-15,8.3333
2013-07-16,1.5385
2013-07-17,3.0303
2013-07-18,2.9412000000000003
2013-07-19,-1.4285999999999999
2013-07-22,0.0
2013-07-23,1.4493
2013-07-24,-11.4286
2013-07-25,-1.6129
2013-07-26,4.918
2013-07-30,-7.6563
2013-07-31,-10.3215
2013-08-01,11.3208
2013-08-02,-5.0847
2013-08-05,-28.5714
2013-08-06,12.5
2013-08-07,11.1111
2013-08-08,0.0
2013-08-09,-6.0
2013-08-12,4.2553
2013-08-14,-4.0816
2013-08-15,-7.4468
2013-08-19,-26.4368
2013-08-20,3.75
2013-08-21,29.5181
2013-08-22,-23.2558
2013-08-23,-24.2424
2013-08-26,15.95
2013-08-27,-48.2536
2013-08-28,-33.3333
2013-08-29,-10.0
2013-08-30,0.0
2013-09-03,-20.0
2013-09-04,-23.6111
2013-09-05,-25.4545
2013-09-06,0.3049
2013-09-09,21.5805
2013-09-10,-39.625
2013-09-11,396.8944
2013-09-12,20.0
2013-09-13,-8.3333
2013-09-16,-29.0909
2013-09-17,36.7521
2013-09-18,-18.75
2013-09-19,15.3846
2013-09-20,0.0
2013-09-23,6.0
2013-09-24,0.0
2013-09-25,0.6289
2013-09-26,3.125
2013-09-27,-21.2879
2013-09-30,-9.9134
2013-10-01,0.0
2013-10-02,0.0
2013-10-03,-14.4231
2013-10-04,29.8377
2013-10-07,-30.7692
2013-10-09,88.8889
2013-10-10,-28.8235
2013-10-11,15.5992
2013-10-15,7.2386
2013-10-16,-26.6667
2013-10-17,40.0
2013-10-21,0.6494
2013-10-22,-3.2258
2013-10-23,33.3333
2013-10-24,-40.0
2013-10-28,50.0
2013-10-29,-33.3333
2013-10-30,24.8958
2013-10-31,-33.1526
2013-11-01,44.7286
2013-11-04,0.0
2013-11-05,31.0345
2013-11-06,-2.6974
2013-11-08,-40.5003
