ticker,PVL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-11-03,-3.3636
2011-11-04,-0.2822
2011-11-07,-0.4717
2011-11-08,-0.3318
2011-11-09,-9.6529
2011-11-10,0.2632
2011-11-11,6.7717
2011-11-14,0.0492
2011-11-15,-0.4914
2011-11-16,0.0
2011-11-17,-2.0741
2011-11-18,-2.3197
2011-11-21,-2.5297
2011-11-22,0.5826
2011-11-23,-4.0021
2011-11-25,1.8651
2011-11-28,1.21
2011-11-29,0.487
2011-11-30,0.6462
2011-12-01,-2.6752000000000002
2011-12-02,3.0786
2011-12-05,1.6533
2011-12-06,0.4722
2011-12-07,1.4099
2011-12-08,0.103
2011-12-09,0.2058
2011-12-12,-2.7207
2011-12-13,4.9077
2011-12-14,-1.1569
2011-12-15,-0.916
2011-12-16,1.7463
2011-12-19,0.1514
2011-12-20,1.0081
2011-12-21,-0.1996
2011-12-22,1.85
2011-12-23,3.0928
2011-12-27,-0.7143
2011-12-28,-1.3999
2011-12-29,0.441
2011-12-30,-0.1463
2012-01-03,2.3937
2012-01-04,0.6202
2012-01-05,0.2371
2012-01-06,0.0946
2012-01-09,0.7561
2012-01-10,-2.0169
2012-01-11,-1.8669
2012-01-12,-0.5854
2012-01-13,0.0491
2012-01-17,0.1471
2012-01-18,-0.3918
2012-01-19,0.3933
2012-01-20,-0.5387
2012-01-23,2.1172
2012-01-24,1.2536
2012-01-25,-0.5238
2012-01-26,-0.1915
2012-01-27,-0.2382
2012-01-30,-0.4356
2012-01-31,-0.632
2012-02-01,-1.4677
2012-02-02,-1.9364
2012-02-03,-1.0633
2012-02-06,-2.61
2012-02-07,1.3136999999999999
2012-02-08,3.2676
2012-02-09,1.105
2012-02-10,0.2484
2012-02-13,1.0406
2012-02-14,0.9809
2012-02-15,1.6999
2012-02-16,0.191
2012-02-17,0.4766
2012-02-21,2.0873
2012-02-22,-0.0465
2012-02-23,-0.6974
2012-02-24,0.0468
2012-02-27,0.4091
2012-02-28,-0.7272
2012-02-29,1.8904
2012-03-01,-1.4378
2012-03-02,1.6471
2012-03-05,0.5153
2012-03-06,-2.8617
2012-03-07,0.9483
2012-03-08,0.6576
2012-03-09,0.14
2012-03-12,-0.3728
2012-03-13,0.2339
2012-03-14,1.4932
2012-03-15,-0.4598
2012-03-16,0.3695
2012-03-19,-0.7363
2012-03-20,-0.3245
2012-03-21,0.2791
2012-03-22,-0.4174
2012-03-23,0.326
2012-03-26,-0.1857
2012-03-27,0.6233
2012-03-28,-0.0854
