ticker,BEEM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-05-03,4.2857
2010-05-04,12.3288
2010-05-05,19.5122
2010-05-06,14.2857
2010-05-07,7.1429
2010-05-10,8.3333
2010-05-11,-6.1538
2010-05-12,-13.1148
2010-05-13,10.3774
2010-05-14,-0.8547
2010-05-17,-3.2759
2010-05-18,-5.5258
2010-05-19,0.0
2010-05-20,0.0
2010-05-21,0.0
2010-05-24,0.0
2010-05-25,-3.7736
2010-05-26,0.0
2010-05-27,1.9607999999999999
2010-05-28,-3.8462
2010-06-01,0.0
2010-06-02,0.0
2010-06-03,0.0
2010-06-04,0.0
2010-06-07,0.0
2010-06-08,0.0
2010-06-09,0.0
2010-06-10,2.0
2010-06-11,0.0
2010-06-14,5.8824
2010-06-15,-3.7037
2010-06-17,-1.9231
2010-06-18,-0.9804
2010-06-21,0.9901
2010-06-22,0.0
2010-06-23,-1.9607999999999999
2010-06-24,0.0
2010-06-28,2.0
2010-06-30,-5.8824
2010-07-01,0.0
2010-07-02,-2.0833
2010-07-06,0.0
2010-07-07,2.1277
2010-07-08,0.0
2010-07-09,2.0833
2010-07-12,20.4082
2010-07-13,-18.6441
2010-07-14,-4.1667
2010-07-15,6.5217
2010-07-16,-4.0816
2010-07-19,2.1277
2010-07-20,-3.125
2010-07-21,1.0753
2010-07-22,-12.766
2010-07-23,0.0
2010-07-26,7.3171
2010-07-27,-2.2727
2010-07-28,-6.9767
2010-07-29,-2.5
2010-07-30,-2.5641
2010-08-02,-5.2632
2010-08-03,0.0
2010-08-04,-5.5556
2010-08-05,5.8824
2010-08-06,-13.8889
2010-08-09,8.0645
2010-08-10,-0.2985
2010-08-11,-1.1976
2010-08-12,-15.1515
2010-08-13,0.3571
2010-08-16,-2.1352
2010-08-17,1.8182
2010-08-18,-8.75
2010-08-19,5.6751000000000005
2010-08-20,7.4074
2010-08-23,0.0
2010-08-24,-13.7931
2010-08-25,14.0
2010-08-26,8.7719
2010-08-27,11.2903
2010-08-30,-13.0435
2010-08-31,-10.0
2010-09-01,14.8148
2010-09-02,-6.4516
2010-09-03,3.4483
2010-09-07,-6.6667
2010-09-08,-1.7856999999999998
2010-09-09,9.0909
2010-09-10,6.6667
2010-09-13,0.0
2010-09-14,0.0
2010-09-15,9.375
2010-09-16,17.1429
2010-09-17,4.878
2010-09-20,3.4884
2010-09-21,-5.618
2010-09-22,4.7619
2010-09-23,0.0
2010-09-24,-4.5455
2010-09-27,1.1905000000000001
2010-09-28,1.1764999999999999
