ticker,CMRB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-06-15,0.0
2017-06-16,-23.0769
2017-06-22,4.0
2018-01-08,15.3846
2018-01-24,12.5
2018-02-06,0.1481
2018-02-20,0.0
2018-02-21,0.0015
2018-03-15,-0.0015
2018-03-19,1.6272
2018-04-02,1.8923
2018-04-03,1.4285999999999999
2018-04-04,0.0
2018-04-10,-4.7887
2018-04-11,1.3314
2018-05-08,7.2993
2018-05-09,5.4422
2018-05-16,-3.2258
2018-05-25,0.0
2018-05-31,-6.6667
2018-06-04,1.4285999999999999
2018-06-07,0.0
2018-06-08,2.1127
2018-06-14,-2.069
2018-06-15,0.7042
2018-06-21,1.3986
2018-06-26,-3.4483
2018-07-02,3.5714
2018-07-10,-1.3793
2018-07-12,0.0
2018-07-19,-2.0979
2018-07-20,0.7143
2018-08-15,0.4255
2018-08-22,2.4011
2018-08-23,0.0
2018-08-27,1.3793
2018-08-28,-1.3605
2018-08-29,0.0
2018-08-30,0.0
2018-08-31,0.6897
2018-09-04,1.3699
2018-09-07,1.3514
2018-09-10,0.0
2018-09-12,-4.9333
2018-09-13,1.683
2018-09-14,-0.2759
2018-09-18,0.5533
2018-09-20,1.1004
2018-10-04,-2.7211
2018-10-10,0.0
2018-10-17,-0.6993
2018-10-18,1.4085
2018-10-19,-1.25
2018-10-23,0.5626
2018-10-25,0.1399
2018-10-26,-2.095
2018-10-31,-3.5663
2018-11-02,0.2959
2018-11-05,-0.1475
2018-11-06,-1.034
2018-11-07,-0.7463
2018-11-08,-1.3534
2018-11-09,-0.9146
2018-11-14,0.0
2018-11-15,0.0
2018-11-16,0.0
2018-11-26,-0.6154
2018-12-13,-0.9288
2018-12-26,0.7813
2019-01-23,-1.3953
2019-01-24,-1.7296
2019-02-01,-8.0
2019-02-06,0.0
2019-02-11,4.1739
2019-02-12,0.1669
2019-02-15,0.0
2019-02-21,0.5
2019-02-22,0.3317
2019-02-25,4.1322
2019-02-27,-2.0635
2019-02-28,-1.9449
2019-03-04,0.8264
2019-03-05,0.8197
2019-03-07,-2.439
2019-03-12,0.0
2019-03-20,0.0
2019-03-22,-1.6667
2019-03-26,-3.2203
2019-03-27,5.0788
2019-03-28,-6.6667
2019-04-05,3.2411
2019-04-15,-1.9285999999999999
2019-04-16,-1.2346
2019-04-17,0.1786
2019-04-22,0.0
2019-04-23,4.902
2019-04-24,-4.6729
2019-04-29,2.3173
2019-05-03,3.1359
2019-05-06,0.5068
2019-05-07,1.5714000000000001
