ticker,CMRB US Equity
2019-05-10,-0.7198
2019-05-16,0.0
2019-05-17,0.0
2019-05-20,-1.6667
2019-05-21,-2.3729
2019-05-23,-0.6944
2019-05-24,0.0
2019-05-29,4.8951
2019-05-30,-3.3333
2019-05-31,2.5862
2019-06-04,-3.8655
2019-06-05,1.3986
2019-06-06,2.4138
2019-06-07,-0.6734
2019-06-10,-3.7288
2019-06-12,0.3521
2019-06-13,0.0
2019-06-14,-0.1754
2019-06-19,1.9332
2019-06-20,0.0
2019-06-25,0.3448
2019-06-26,1.3746
2019-06-28,-1.6949
2019-07-01,1.7241
2019-07-02,0.0
2019-07-08,0.0
2019-07-15,0.0
2019-07-22,-2.2034
2019-07-23,-0.3466
2019-07-24,0.0
2019-07-29,0.8696
2019-07-31,3.4483
2019-08-05,-1.6667
2019-08-09,1.6949
2019-08-16,-3.1667
2019-08-19,0.6885
2019-08-21,-1.7094
2019-08-23,-0.5217
2019-08-26,-0.1748
2019-08-27,-0.7005
2019-09-04,1.4109
2019-09-09,-0.8696
2019-09-24,0.7018
2019-09-26,-0.6969
2019-10-01,0.8772
2019-10-03,-0.8696
2019-10-09,-0.8772
2019-10-10,1.2389000000000001
2019-10-14,-0.5245
2019-10-15,2.8120000000000003
2019-10-16,-0.8547
2019-10-17,0.0
2019-10-18,-1.7241
2019-10-22,1.7544
2019-10-23,1.7241
2019-10-25,-0.8475
2019-10-29,-0.6838
2019-10-30,-0.1721
2019-10-31,4.3103
2019-11-05,-0.8264
2019-11-07,-1.8333
2019-11-08,0.6791
2019-11-13,-0.5059
2019-11-14,-0.8475
2019-11-15,0.0
2019-11-18,1.7094
2019-11-19,-1.6806999999999999
2019-11-20,0.1709
2019-11-21,0.8532
2019-11-22,0.1675
2019-11-25,-0.1672
2019-11-27,0.5922
2019-11-29,-0.587
2019-12-03,-0.0017
2019-12-04,-0.1692
2019-12-06,0.0
2019-12-09,0.0
2019-12-10,1.3559
2019-12-11,-0.6689
2019-12-12,-0.6734
2019-12-13,0.0
2019-12-18,-0.8475
2019-12-19,0.8547
2019-12-23,0.0
2019-12-24,0.0
2019-12-26,0.0
2019-12-27,5.9322
2020-01-02,0.0
2020-01-09,-6.24
2020-01-10,0.8549
2020-01-13,1.5211000000000001
2020-01-17,-1.4983
2020-01-21,0.6751
2020-01-24,-0.8403
2020-01-27,0.0
2020-01-29,-0.8475
2020-01-30,-0.5128
2020-01-31,-0.3436
2020-02-03,0.0
2020-02-04,0.0
2020-02-05,0.0
2020-02-06,0.8621
2020-02-07,-0.8547
2020-02-10,0.0
2020-02-11,1.5516999999999999
2020-02-12,-0.6791
2020-02-13,2.3932
2020-02-14,0.1669
2020-02-18,-0.8333
2020-02-20,-1.679
2020-02-21,-0.0017
2020-02-24,-0.3419
2020-02-25,-2.0566
2020-02-27,-0.0018
2020-02-28,-1.0508
2020-03-02,0.0
2020-03-03,-2.6549
2020-03-05,1.4545
2020-03-06,-2.8674
2020-03-09,-1.2915
2020-03-13,-1.6822
2020-03-18,-2.8517
2020-03-19,-2.1526
2020-03-20,-5.0
2020-03-23,-16.0
2020-03-24,-2.2556
2020-03-25,0.0
2020-03-27,-3.5897
2020-03-30,1.0638
2020-03-31,-2.6316
2020-04-01,-14.8649
2020-04-02,3.1746
2020-04-03,-0.0031
2020-04-06,0.6185
2020-04-08,0.9174
2020-04-09,0.9091
2020-04-14,1.8018
2020-04-15,3.2448
2020-04-17,0.0
2020-04-21,-2.8571
2020-04-27,1.1764999999999999
2020-04-29,1.7442
2020-04-30,-0.8571
2020-05-04,2.3055
2020-05-08,-1.4085
2020-05-11,2.8571
2020-05-18,-8.0556
2020-05-19,0.3021
2020-05-20,0.0
2020-05-21,0.9036
2020-05-26,4.4776
2020-05-27,0.0
2020-05-29,-2.8571
2020-06-01,2.9412000000000003
2020-06-02,4.2857
2020-06-03,3.5616
2020-06-05,-2.3810000000000002
2020-06-08,0.0
2020-06-09,-1.897
2020-06-10,-2.4862
2020-06-11,-1.4163999999999999
2020-06-15,-2.2989
2020-06-17,0.0
2020-06-19,0.0
2020-06-22,-0.2941
2020-06-24,1.1799
2020-06-25,0.2915
2020-06-30,0.0
2020-07-02,0.0
2020-07-06,-0.2907
2020-07-08,-0.5831
2020-07-13,-0.2933
2020-07-16,0.0
2020-07-17,-0.2941
