ticker,HYGN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-04-19,0.0
2006-07-27,7900.0
2006-09-26,-93.75
2006-09-29,100.0
2006-10-06,680.0
2006-10-09,2.5641
2006-10-12,0.0
2006-10-19,25.0
2006-10-23,-30.0
2006-10-25,28.5714
2006-10-26,11.1111
2006-10-27,-30.0
2006-10-30,-14.2857
2006-10-31,-16.6667
2006-11-01,0.0
2006-11-02,20.0
2006-11-03,16.6667
2006-11-06,0.0
2006-11-07,0.0
2006-11-09,0.0
2006-11-13,0.0
2006-11-16,-28.5714
2006-11-17,100.0
2006-11-20,-5.0
2006-11-21,0.0
2006-11-22,0.0
2006-11-27,0.0
2006-11-29,5.2632
2006-11-30,-10.0
2006-12-07,-11.1111
2006-12-08,12.5
2006-12-12,-11.1111
2006-12-13,0.0
2006-12-18,0.0
2006-12-20,-12.5
2006-12-26,-7.1429
2006-12-28,-7.6923
2006-12-29,0.0
2007-01-09,16.6667
2007-01-10,-14.2857
2007-01-12,33.3333
2007-01-17,-18.75
2007-01-24,23.0769
2007-02-01,-18.75
2007-02-05,23.0769
2007-02-12,0.0
2007-02-20,-18.75
2007-02-21,0.0
2007-02-22,23.0769
2007-02-23,12.5
2007-02-26,27.7778
2007-02-28,-13.0435
2007-03-14,-10.0
2007-03-15,0.0
2007-03-21,0.0
2007-03-22,0.0
2007-03-26,0.0
2007-03-28,27.7778
2007-03-29,-4.3478
2007-04-04,0.0
2007-04-09,-9.0909
2007-04-10,10.0
2007-04-11,9.0909
2007-04-13,-8.3333
2007-04-16,0.0
2007-04-17,-9.0909
2007-04-23,10.0
2007-04-24,0.0
2007-04-25,9.0909
2007-04-26,-8.3333
2007-04-27,0.0
2007-04-30,0.0
2007-05-01,-4.5455
2007-05-03,4.7619
2007-05-04,-4.5455
2007-05-09,23.8095
2007-05-16,7.6923
2007-05-17,0.0
2007-05-18,0.0
2007-05-21,17.8571
2007-05-29,9.0909
2007-06-15,-33.3333
2007-06-19,-16.6667
2007-06-20,-25.0
2007-06-21,-6.6667
2007-06-22,-7.1429
2007-06-26,30.7692
2007-06-28,5.8824
2007-07-09,0.0
2007-07-10,0.0
2007-07-11,10.0
2007-07-12,6.0606
2007-07-13,4.7619
2007-07-16,0.0
2007-07-17,4.5455
2007-07-18,4.3478
2007-07-19,-8.3333
2007-07-25,-9.0909
2007-07-27,0.0
2007-08-06,-10.0
2007-08-07,0.0
2007-08-08,0.0
2007-08-09,5.5556
2007-08-10,-9.473700000000001
