ticker,APSI US Equity
2015-12-14,-22.0
2015-12-15,60.2564
2015-12-16,12.0
2015-12-17,3.5714
2015-12-18,-3.4483
2015-12-21,-14.2857
2015-12-22,3.3333
2015-12-23,-27.3185
2015-12-24,-0.1387
2015-12-28,11.1111
2015-12-29,-7.0
2015-12-30,0.0
2015-12-31,7.5269
2016-01-04,-18.0
2016-01-05,21.9512
2016-01-06,-17.8125
2016-01-07,-0.076
2016-01-08,0.0
2016-01-11,-1.5221
2016-01-12,-12.8284
2016-01-13,-0.5319
2016-01-14,-0.1783
2016-01-15,-3.6607
2016-01-19,-2.1316
2016-01-20,0.0
2016-01-21,2.178
2016-01-22,-0.9268
2016-01-25,-1.2161
2016-01-26,0.0
2016-01-27,5.8712
2016-01-28,-0.5367
2016-02-03,0.5396
2016-02-05,-5.5456
2016-02-08,0.0
2016-02-09,-24.2424
2016-02-10,-10.0
2016-02-11,11.1111
2016-02-12,20.0
2016-02-16,0.0
2016-02-17,-17.5
2016-02-19,36.3636
2016-02-22,-22.963
2016-02-23,44.2308
2016-02-24,20.0
2016-02-29,-33.3333
2016-03-03,0.0
2016-03-07,16.6667
2016-03-08,7.1429
2016-03-14,-8.0
2016-03-15,-13.0435
2016-03-21,133.3333
2016-03-22,-21.4286
2016-03-23,-22.7273
2016-03-28,0.0
2016-03-29,0.0
2016-03-30,0.0
2016-03-31,0.1471
2016-04-04,-0.1468
2016-04-05,5.8824
2016-04-06,-5.5556
2016-04-13,29.4118
2016-04-15,-22.7273
2016-04-18,1.1764999999999999
2016-04-19,-1.1628
2016-04-20,-5.8824
2016-04-22,12.5
2016-04-25,0.0
2016-04-26,11.1111
2016-04-29,-7.5
2016-05-02,-13.5135
2016-05-03,0.0
2016-05-05,0.0
2016-05-06,56.25
2016-05-09,16.0
2016-05-10,-17.2414
2016-05-11,-16.6667
2016-05-12,35.0
2016-05-13,-3.7037
2016-05-16,0.0
2016-05-17,-7.6923
2016-05-18,12.5
2016-05-19,-11.1111
2016-05-20,0.0
2016-05-23,7.9167
2016-05-24,-7.3359
2016-05-25,-8.3333
2016-05-26,-6.875
2016-05-27,7.2605
2016-05-31,-0.7964
2016-06-01,-10.5505
2016-06-02,11.7949
2016-06-03,-8.2569
2016-06-06,-5.4375
2016-06-07,5.7501999999999995
2016-06-08,-10.0
2016-06-09,-0.1389
2016-06-13,-31.0153
2016-06-14,29.0323
2016-06-15,-20.625
2016-06-16,12.5984
2016-06-20,-2.0979
2016-06-21,-14.2857
2016-06-22,0.0
2016-06-23,11.6667
2016-06-24,-10.4478
2016-06-27,0.0
2016-06-28,6.1458
2016-06-29,-5.79
2016-06-30,4.1667
2016-07-01,4.0
2016-07-06,-7.6923
2016-07-07,0.0
2016-07-08,8.3333
2016-07-13,0.0
2016-07-14,53.8462
2016-07-15,0.0
2016-07-18,-30.0
2016-07-19,7.8571
2016-07-20,5.9603
2016-07-21,12.5
2016-07-22,0.0
2016-07-25,0.0
2016-07-26,-10.6944
2016-07-28,-6.0653
2016-07-29,0.0
2016-08-01,0.6623
2016-08-02,0.0
2016-08-04,-1.3158
2016-08-05,0.0
2016-08-10,33.3333
2016-08-11,0.0
2016-08-16,-20.0
2016-08-17,0.0
2016-08-18,0.0
2016-08-23,0.0
2016-09-02,-12.5
2016-09-07,-7.1429
2016-09-08,30.5769
2016-09-26,-5.7437000000000005
2016-09-28,-12.5
2016-09-30,0.0
2016-10-03,-7.1429
2016-10-05,-7.6923
2016-10-06,0.0
2016-10-07,-16.6667
2016-10-11,0.0
2016-10-12,0.0
2016-10-17,-10.0
2016-10-18,11.1111
2016-10-19,0.0
2016-10-25,0.0
2016-10-26,-2.0
2016-10-27,52.8061
2016-11-02,-46.5776
2016-11-03,12.5
2016-11-07,32.9167
2016-11-08,-48.9028
2016-11-09,-1.4315
2016-11-10,9.5436
2016-11-15,21.2121
2016-11-16,0.0
2016-11-17,-37.5
2016-11-18,40.0
2016-11-23,-28.5714
2016-11-25,20.0
2016-11-30,-50.0
2016-12-01,13.3333
2016-12-07,17.647100000000002
2016-12-09,-25.0
2016-12-12,-20.0
2016-12-15,-3.125
2016-12-16,-22.5806
2016-12-19,54.1667
2016-12-20,-45.9459
2016-12-21,33.3333
2016-12-22,1.875
2016-12-28,-31.2883
2016-12-29,14.2857
2016-12-30,0.0
2017-01-03,46.0937
2017-01-04,1.0695000000000001
2017-01-05,0.0
2017-01-06,-1.0582
2017-01-10,1.0695000000000001
2017-01-11,-1.0582
2017-01-12,-31.5508
2017-01-25,0.0
2017-02-01,0.0
2017-02-06,-14.0625
2017-02-07,1.8182
2017-02-08,14.2857
2017-02-09,85.9375
2017-02-10,0.0
2017-02-14,0.8403
2017-02-15,0.0
2017-02-21,-3.3333
2017-02-22,0.0
2017-02-23,0.0
2017-02-27,-24.1379
2017-03-03,36.3636
2017-03-06,-53.3333
2017-03-07,7.1429
2017-03-17,35.0
2017-03-20,7.4074
2017-03-22,-2.2989
2017-03-28,55.2941
2017-03-29,81.8182
2017-03-30,66.6667
2017-03-31,-60.0
2017-04-06,0.0
2017-04-11,0.0
2017-04-24,0.0
2017-04-27,50.0
2017-05-01,0.0
2017-05-02,0.0
2017-05-04,-16.6667
2017-05-05,-20.0
2017-05-16,0.0
2017-05-18,0.0
2017-05-19,5.0
2017-05-22,-19.0476
2017-05-24,0.0
2017-05-25,0.0
2017-05-31,0.7353
2017-06-01,0.0
2017-06-08,-0.7299
2017-06-09,0.0
2017-06-12,76.4706
2017-06-14,-41.6667
2017-06-16,0.0
2017-06-26,14.2857
2017-07-11,50.0
2017-07-12,-21.4333
2017-07-13,1.8244
2017-07-17,0.0
2017-07-18,0.0
2017-07-19,1.7083
2017-07-24,-1.6796
2017-07-27,0.4167
2017-07-31,3.7344
2017-08-07,-20.0
2017-08-08,0.0
2017-08-11,20.0
2017-08-16,0.0
2017-08-17,0.0
2017-08-22,-29.1667
2017-08-24,-11.7647
2017-08-28,-26.0
2017-08-29,3.6036
2017-09-05,-8.6957
2017-09-12,-4.7619
2017-09-13,-25.0
2017-09-14,6.6667
2017-09-15,-6.25
2017-09-19,0.0
2017-09-22,33.3333
2017-09-26,-30.0
2017-09-27,38.5714
2017-10-02,1.0309
2017-10-04,-27.551
2017-10-05,0.0
2017-10-06,0.0
2017-10-11,5.6338
2017-10-13,0.0
2017-10-19,6.6667
2017-10-20,-12.5
2017-10-25,-14.2857
2017-10-26,0.0
2017-10-27,-16.6667
2017-10-30,18.0
2017-10-31,18.6441
2017-11-01,-0.1429
2017-11-03,-14.1631
2017-11-07,0.0
2017-11-08,0.0
2017-11-09,-6.6667
2017-11-10,25.0
2017-11-16,-21.4286
2017-11-29,9.0909
2017-12-07,0.0
2017-12-15,16.6667
2017-12-18,-14.2857
2017-12-19,0.0
2017-12-20,8.3333
2017-12-22,7.6923
2017-12-26,0.0
2017-12-27,0.0
2017-12-29,0.0
2018-01-03,0.0
2018-01-04,0.0
2018-01-05,0.0
2018-01-11,0.0
2018-01-16,0.0
2018-01-17,0.0
2018-01-22,0.0
2018-01-24,14.2857
2018-01-30,-6.25
2018-02-09,6.6667
2018-02-13,0.0
2018-02-20,-10.0
2018-02-22,-2.7778
2018-02-27,0.0
2018-03-01,0.0
2018-03-08,0.0
2018-03-21,0.0
2018-03-26,0.1143
2018-04-09,11.3014
2018-04-13,-6.4103
2018-05-01,0.0685
2018-05-02,-0.0684
2018-05-07,0.0
2018-05-10,0.0
2018-06-07,0.0
2018-06-26,5.4795
2018-06-28,-2.5974
2018-07-03,5.3333
2018-07-06,0.0
2018-07-09,0.0
2018-07-12,0.0
2018-07-24,0.0
2018-07-30,0.0
2018-08-07,-5.0633
2018-08-09,-6.6667
2018-08-16,0.0
2018-08-27,0.0
2018-09-04,7.1429
2018-09-20,-6.6667
2018-09-21,12.2857
2018-09-25,-4.5802
2018-09-28,20.0
2018-10-01,-11.1111
2018-10-03,0.0
2018-10-15,0.0
2018-10-23,0.0
2018-11-02,1.25
2018-11-27,0.0
2018-11-29,-1.2346
2018-12-07,0.0
2018-12-12,0.0
2018-12-14,23.75
2018-12-20,-19.1919
2018-12-27,0.0
2018-12-28,-6.25
2019-01-10,6.6667
2019-01-25,-37.5
2019-01-28,-20.0
2019-02-04,-25.0
2019-02-11,0.0
2019-02-26,0.0
2019-03-05,66.6667
2019-03-12,-40.0
2019-04-05,0.0
2019-04-17,0.0
2019-05-01,0.0
2019-05-14,0.0
2019-05-15,0.0
2019-05-20,0.0
2019-05-22,0.0
2019-05-28,0.0
2019-06-07,66.6667
2019-07-08,-44.16
2019-07-26,-6.8768
2019-08-12,0.0
2019-08-15,0.3846
2019-08-23,-61.6858
2019-08-28,-90.0
2019-09-03,4100.0
2019-09-04,197.619
2019-09-05,200.0
2019-09-06,-60.2667
2019-09-09,-26.1745
2019-09-10,-23.9091
2019-09-11,19.4743
2019-09-12,7.0
2019-09-13,9.3458
2019-09-16,-14.5299
2019-09-17,-25.0
2019-09-18,-18.6667
2019-09-19,-1.6393
2019-09-20,16.6667
2019-09-23,-27.1429
2019-09-24,14.1176
2019-09-25,-14.0893
2019-09-26,70.0
2019-09-27,-29.4118
2019-09-30,83.3333
2019-10-01,-72.7273
2019-10-02,33.3333
2019-10-03,0.0
2019-10-04,0.0
2019-10-09,100.0
2019-10-10,0.0
2019-10-16,-50.0
2019-10-17,7.0
2019-10-23,-29.9065
2019-10-24,26.6667
2019-10-25,5.2632
2019-10-31,0.0
2019-11-04,0.0
2019-11-08,-25.0
2019-11-20,0.0
2019-11-22,0.0
2019-11-25,0.0
2019-11-27,0.0
2019-12-02,0.0
2019-12-09,0.0
2019-12-16,0.0
2019-12-24,8.0
2019-12-31,-7.4074
2020-01-08,-13.3333
2020-01-13,15.3846
2020-01-16,-13.3333
2020-01-17,-7.3077
2020-02-03,-0.4149
2020-02-04,0.0
2020-02-07,0.0
2020-02-10,83.3333
2020-02-14,-9.0909
2020-02-21,-47.5
2020-02-27,-14.2857
2020-03-13,0.0
2020-03-16,-5.5556
2020-03-17,0.0
2020-03-27,0.0
2020-04-06,129.4118
2020-04-08,-56.4103
2020-04-17,0.0
2020-04-23,129.4118
2020-04-24,-58.9744
2020-05-01,143.75
2020-05-05,0.0
2020-05-06,0.0
2020-05-08,-48.7179
2020-06-01,-10.0
2020-06-03,0.0
2020-06-08,-5.5556
2020-06-10,-5.8824
2020-06-11,0.0
2020-06-16,-6.25
2020-06-18,0.0
2020-06-19,0.0
2020-06-22,-20.0
2020-07-08,0.0
2020-07-17,111.6667
