ticker,EXCC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-01-31,0.0
2012-02-01,-22.6667
2012-02-02,0.0
2012-02-03,-5.1724
2012-02-06,0.0
2012-02-07,12.7273
2012-02-08,0.0
2012-02-09,3.2258
2012-02-10,-8.5938
2012-02-13,2.5641
2012-02-15,-3.3333
2012-02-16,-5.1724
2012-02-17,-3.6364
2012-02-21,-0.9434
2012-02-23,-2.8571
2012-02-24,-11.7647
2012-02-29,0.0
2012-03-01,0.0
2012-03-02,11.1111
2012-03-07,0.0
2012-03-08,0.0
2012-03-09,2.7
2012-03-14,3.2132
2012-03-15,13.2075
2012-03-19,0.0
2012-03-22,-8.3333
2012-03-26,9.0909
2012-03-28,-4.1667
2012-03-29,0.0
2012-03-30,4.3478
2012-04-02,-16.6667
2012-04-10,-20.0
2012-04-11,0.0
2012-05-16,-25.0
2012-05-24,0.0
2012-05-29,3.3333
2012-05-30,-6.4516
2012-06-04,-3.4483
2012-06-15,-46.4286
2012-06-18,13.3333
2012-07-10,35.2941
2012-07-17,-21.7391
2012-07-19,0.0
2012-07-20,-44.4444
2012-07-23,0.0
2012-07-24,-30.0
2012-07-25,0.0
2012-07-26,42.8571
2012-07-27,10.0
2012-07-30,-27.2727
2012-07-31,50.0
2012-08-01,0.0
2012-08-06,25.0
2012-08-07,0.0
2012-08-08,-33.3333
2012-08-09,10.0
2012-08-13,-12.7273
2012-08-23,-6.25
2012-08-24,22.2222
2012-08-27,2.7273
2012-08-28,32.7434
2012-08-29,-13.3333
2012-08-30,0.7692
2012-09-05,0.0
2012-09-07,20.6107
2012-09-10,-20.2532
2012-09-11,0.0
2012-09-12,-27.7778
2012-09-13,-32.967
2012-09-14,44.2623
2012-09-19,-9.0909
2012-09-25,0.0
2012-10-01,0.0
2012-10-03,31.25
2012-10-04,9.5238
2012-10-05,4.3478
2012-10-08,25.0
2012-10-10,-33.3333
2012-10-16,0.0
2012-10-22,-5.0
2012-10-25,-13.6842
2012-10-26,3.6585
2012-10-31,11.7647
2012-11-01,0.0
2012-11-02,-21.0526
2012-11-05,13.3333
2012-11-07,-5.8824
2012-11-09,0.0
2012-11-12,0.0
2012-11-14,18.75
2012-11-16,-11.5789
2012-11-19,30.9524
2012-11-28,-36.3636
2012-11-29,0.0
2012-11-30,0.0
2012-12-03,35.7143
2012-12-06,-10.526299999999999
2012-12-07,-5.8824
2012-12-11,-12.5
2012-12-17,21.4286
2012-12-18,2.3529
2012-12-19,0.0
2012-12-20,-19.5402
