ticker,AFFU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-12-11,0.0
2009-01-06,-14.2857
2009-09-23,0.0
2009-09-25,0.0
2009-10-27,0.0
2010-12-21,-99.3333
2011-03-28,4900.0
2011-03-31,-20.0
2011-04-18,37.5
2011-04-25,-9.0909
2011-05-03,20.0
2011-05-04,-8.3333
2011-05-20,-81.8182
2011-05-23,500.0
2011-05-24,16.6667
2011-05-26,0.0
2011-05-27,0.0
2011-06-01,0.0
2011-06-23,-7.1429
2011-06-27,0.0
2011-06-28,-69.2308
2011-07-06,10.0
2011-07-07,131.8182
2011-10-05,-70.5882
2011-11-23,240.0
2011-12-27,-70.5882
2012-01-26,166.6667
2012-01-27,0.0
2012-02-14,-37.5
2012-03-21,-60.0
2012-05-10,0.0
2012-06-20,0.0
2012-08-28,910.0
2013-02-01,-90.099
2013-03-26,0.0
2013-05-09,0.0
2013-12-12,-30.0
2014-05-09,-85.7143
2015-04-21,900.0
2015-05-18,50.0
2015-05-26,-86.3333
2016-04-05,46.3415
2016-04-13,0.0
2016-04-15,366.6667
2016-07-12,-71.4286
2016-10-28,0.0
2018-08-15,0.0
2018-11-20,25.0
2018-11-21,400.0
2018-11-27,0.0
2018-12-07,0.0
2019-02-15,-80.0
2019-04-08,340.0
2019-04-12,13.6364
2019-05-06,104.0
2019-05-07,7.8431
2019-05-09,27.2727
2019-05-14,-57.1429
2019-05-16,-16.6667
2019-05-24,0.0
2019-05-30,-80.0
2019-06-03,1280.0
2019-06-05,10.1449
2019-06-25,-32.8947
2019-06-27,-9.8039
2019-07-01,8.6957
2019-07-17,-4.0
2019-07-18,-37.5
2019-08-07,-6.6667
2019-08-09,-92.8571
2019-08-12,1300.0
2019-08-21,-28.5714
2019-08-23,155.0
2019-08-26,7.8431
2019-08-28,27.2727
2019-08-29,-45.6429
2019-09-03,-44.5466
2019-09-04,146.4455
2019-09-12,-54.4106
2019-09-19,-20.3172
2019-09-26,85.2832
2019-10-04,-4.2857
2019-12-16,4.4776
2020-01-02,81.4286
2020-01-03,37.8583
2020-01-08,4.1353
2020-01-09,26.1518
2020-01-10,-17.6283
2020-01-13,-0.7917
2020-01-17,-25.5034
2020-01-21,42.8367
2020-01-24,-15.0
2020-01-28,-5.8824
2020-01-30,-18.75
2020-02-04,-7.6769
2020-02-05,8.3153
2020-02-06,53.8462
2020-02-07,-38.0
2020-02-10,31.4516
2020-02-11,-22.6871
2020-03-02,58.6891
2020-03-03,-39.994
2020-04-03,-13.3333
2020-04-09,-51.9231
2020-05-08,-19.96
2020-06-10,154.8726
2020-06-11,-41.1765
2020-06-12,16.6667
2020-06-15,14.2857
2020-06-16,0.0
2020-06-17,5.0
2020-06-18,54.7619
2020-06-19,21.5385
2020-06-22,0.0
2020-06-23,11.3797
2020-06-24,-2.0343
2020-06-25,35.7309
2020-06-26,0.0
2020-06-29,3.4188
2020-06-30,-9.0909
2020-07-01,-3.7273
2020-07-02,0.0944
2020-07-06,7.5472
2020-07-07,-5.2632
2020-07-08,-12.037
2020-07-09,7.3158
2020-07-10,4.9534
2020-07-13,-6.5421
2020-07-14,-2.0
2020-07-15,1.9388
2020-07-16,-18.9189
2020-07-17,17.284
2020-07-20,-5.2632
2020-07-21,-1.1111
2020-07-22,1.1236
2020-07-23,5.5556
2020-07-24,17.8947
2020-07-27,-8.9286
2020-07-28,-1.9607999999999999
2020-07-29,-5.0
2020-07-30,-10.5368
2020-07-31,-11.7543
