ticker,MDGC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-03-20,0.0
2008-04-16,-25.0
2008-04-22,22.2222
2008-04-23,9.0909
2008-05-23,-33.3333
2008-06-04,-49.5
2008-07-16,0.0
2008-07-17,-1.9802
2008-07-23,1.0101
2008-07-24,-25.0
2008-07-25,-33.3333
2008-07-31,100.0
2008-08-04,-5.0
2008-08-06,-36.8421
2008-08-08,-8.3333
2008-08-12,27.2727
2008-08-13,2.8571
2008-08-14,-1.3889
2008-08-15,1.4085
2008-08-22,0.0
2008-08-28,0.0
2008-08-29,0.0
2008-09-03,-0.6944
2008-09-05,-0.6993
2008-09-19,0.0
2008-09-29,-1.4085
2008-10-01,0.0
2008-10-06,0.0
2008-10-08,-12.857099999999999
2008-10-09,13.9344
2008-10-13,-89.6223
2008-10-14,-2.9463
2008-10-15,28.5714
2008-10-16,0.0
2008-10-17,0.0
2008-10-20,11.1111
2008-10-24,-20.0
2008-10-27,25.0
2008-10-28,0.0
2008-10-29,0.0
2008-10-30,0.0
2008-10-31,0.0
2008-11-03,40.0
2008-11-04,28.5714
2008-11-05,0.0
2008-11-06,0.0
2008-11-07,-22.2222
2008-11-10,7.1429
2008-11-11,13.3333
2008-11-12,-17.647100000000002
2008-11-13,-21.4286
2008-11-14,-18.1818
2008-11-17,0.0
2008-11-18,22.2222
2008-11-19,-27.2727
2008-11-20,25.0
2008-11-21,-20.0
2008-11-24,-25.0
2008-11-25,0.0
2008-11-26,-33.3333
2008-12-01,-50.0
2008-12-02,0.0
2008-12-03,-25.0
2008-12-04,166.6667
2008-12-05,25.0
2008-12-08,-20.0
2008-12-09,25.0
2008-12-10,0.0
2008-12-11,0.0
2008-12-12,20.0
2008-12-15,33.3333
2008-12-16,0.0
2008-12-17,0.0
2008-12-18,0.0
2008-12-19,-25.0
2008-12-22,6.6667
2008-12-23,-14.0625
2008-12-26,16.3636
2008-12-29,1.5625
2008-12-30,-7.6923
2008-12-31,0.0
2009-01-02,0.0
2009-01-05,16.6667
2009-01-06,0.0
2009-01-07,0.0
2009-01-08,-28.5714
2009-01-09,40.0
2009-01-13,-25.7143
2009-01-14,5.7692
2009-01-15,18.1818
2009-01-20,-15.3846
2009-01-21,0.0
2009-01-23,-9.0909
2009-01-27,-18.0
2009-01-28,21.9512
2009-01-29,-18.0
2009-01-30,0.0
2009-02-02,21.9512
2009-02-03,10.0
2009-02-05,-9.0909
2009-02-06,0.0
2009-02-09,-30.0
2009-02-11,14.2857
2009-02-13,-12.5
