ticker,CGBD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-06-14,-2.1081
2017-06-15,0.7731
2017-06-16,0.1644
2017-06-19,0.1094
2017-06-20,0.2732
2017-06-21,-0.194
2017-06-22,0.1944
2017-06-23,-0.436
2017-06-26,1.1494
2017-06-27,0.0541
2017-06-28,0.3786
2017-06-29,-0.8796
2017-06-30,-0.1109
2017-07-03,1.7213
2017-07-05,-0.6004
2017-07-06,-0.659
2017-07-07,0.1658
2017-07-10,-0.2208
2017-07-11,0.5531
2017-07-12,0.0
2017-07-13,0.165
2017-07-14,0.0549
2017-07-17,-0.2195
2017-07-18,0.0
2017-07-19,-0.33
2017-07-20,-0.6623
2017-07-21,1.1111
2017-07-24,0.989
2017-07-25,0.272
2017-07-26,0.0
2017-07-27,0.217
2017-07-28,0.1624
2017-07-31,-0.1081
2017-08-01,0.5411
2017-08-02,-0.4844
2017-08-03,0.5949
2017-08-04,-0.2688
2017-08-07,0.2156
2017-08-08,-0.3228
2017-08-09,-0.9714
2017-08-10,0.218
2017-08-11,-0.1631
2017-08-14,0.2723
2017-08-15,-0.2716
2017-08-16,0.2179
2017-08-17,-0.5978
2017-08-18,0.0547
2017-08-21,0.0
2017-08-22,0.7104
2017-08-23,-0.2713
2017-08-24,0.1088
2017-08-25,0.5435
2017-08-28,0.1622
2017-08-29,-0.054
2017-08-30,-0.054
2017-08-31,-0.054
2017-09-01,0.0
2017-09-05,-0.7027
2017-09-06,0.1089
2017-09-07,0.5438
2017-09-08,-0.9735
2017-09-11,1.3108
2017-09-12,-0.3235
2017-09-13,-0.3786
2017-09-14,0.4343
2017-09-15,-0.4865
2017-09-18,1.195
2017-09-19,-0.6978
2017-09-20,2.1081
2017-09-21,-1.3235000000000001
2017-09-22,0.3755
2017-09-25,0.481
2017-09-26,0.1064
2017-09-27,-0.2125
2017-09-28,1.5974
2017-09-29,0.5879
2017-10-02,-0.3719
2017-10-03,0.6933
2017-10-04,-0.2119
2017-10-05,-0.3715
2017-10-06,0.5328
2017-10-09,-1.6428
2017-10-10,0.3772
2017-10-11,0.0537
2017-10-12,0.1073
2017-10-13,0.3751
2017-10-16,-0.1602
2017-10-17,0.0
2017-10-18,-0.3743
2017-10-19,0.2684
2017-10-20,0.0
2017-10-23,-0.6424
2017-10-24,-0.1616
2017-10-25,-0.2698
2017-10-26,-0.9199
2017-10-27,1.3108
2017-10-30,-0.3235
2017-10-31,0.2704
2017-11-01,-0.2697
2017-11-02,-0.4327
