ticker,MTEM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-02-04,2.0
2005-02-07,4.3417
2005-02-08,-4.698
2005-02-09,1.4085
2005-02-10,-2.7778
2005-02-11,1.4285999999999999
2005-02-14,1.4085
2005-02-15,-2.2222
2005-02-16,0.142
2005-02-17,-0.7092
2005-02-18,-2.8571
2005-02-22,2.9412000000000003
2005-02-23,0.8571
2005-02-24,-0.7082
2005-02-25,0.428
2005-02-28,-0.5682
2005-03-01,0.0
2005-03-02,0.0
2005-03-03,-0.5714
2005-03-04,-0.977
2005-03-07,-3.9466
2005-03-08,-6.0423
2005-03-09,-4.1801
2005-03-10,-3.8590999999999998
2005-03-11,-3.4904
2005-03-14,4.8825
2005-03-15,3.4483
2005-03-16,1.0
2005-03-17,-0.9901
2005-03-18,-2.0
2005-03-21,-0.3401
2005-03-22,0.8532
2005-03-23,1.5228000000000002
2005-03-24,-0.3333
2005-03-28,0.3344
2005-03-29,12.8333
2005-03-30,3.9882
2005-03-31,-14.9148
2005-04-01,-2.0033
2005-04-04,1.0221
2005-04-05,1.1804000000000001
2005-04-06,11.3333
2005-04-07,6.2874
2005-04-08,2.6761
2005-04-11,-3.8409
2005-04-12,-2.1398
2005-04-13,-0.4373
2005-04-14,-6.2958
2005-04-15,-0.625
2005-04-18,1.7296
2005-04-19,-0.1546
2005-04-20,0.6192
2005-04-21,-0.4615
2005-04-22,1.8547
2005-04-25,0.0
2005-04-26,0.1517
2005-04-27,-2.4242
2005-04-28,-3.7267
2005-04-29,0.4839
2005-05-02,0.321
2005-05-03,0.64
2005-05-04,-0.4769
2005-05-05,5.4313
2005-05-06,-1.8485
2005-05-09,-5.5264
2005-05-10,-3.268
2005-05-11,-1.0135
2005-05-12,-4.2661999999999995
2005-05-13,7.2906
2005-05-16,-0.4818
2005-05-17,0.1669
2005-05-18,5.0
2005-05-19,-0.6349
2005-05-20,0.4792
2005-05-23,3.1797
2005-05-24,5.547
2005-05-25,0.146
2005-05-26,-0.2915
2005-05-27,1.7544
2005-05-31,-1.4368
2005-06-01,2.0408
2005-06-02,0.4286
2005-06-03,-0.4267
2005-06-06,-2.1429
2005-06-07,0.7299
2005-06-08,-2.6087
2005-06-09,1.3393
2005-06-10,1.3216
2005-06-13,-3.0435
2005-06-14,3.438
2005-06-15,-6.5029
2005-06-16,3.4003
2005-06-17,3.8864
2005-06-20,0.7194
2005-06-21,0.1429
2005-06-22,-0.1427
2005-06-23,-4.2857
2005-06-24,2.9851
2005-06-27,4.058
