ticker,DNK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2020-01-17,0.0
2020-01-21,0.0
2020-01-22,-0.5926
2020-01-23,-1.1177
2020-01-24,-0.1507
2020-01-27,-3.7736
2020-01-28,0.0
2020-01-29,-1.9607999999999999
2020-01-30,0.64
2020-01-31,2.8617
2020-02-03,4.8686
2020-02-04,-0.1474
2020-02-05,1.6974
2020-02-06,-0.6531
2020-02-07,-1.3879000000000001
2020-02-10,0.0
2020-02-11,1.5556
2020-02-12,-1.5316999999999998
2020-02-13,0.0
2020-02-14,0.0
2020-02-18,-9.6296
2020-02-19,-5.7377
2020-02-20,6.7826
2020-02-21,-4.5603
2020-02-24,-4.8635
2020-02-25,-0.4484
2020-02-26,4.7748
2020-02-27,0.4299
2020-02-28,-0.5137
2020-03-02,0.6885
2020-03-03,0.0
2020-03-04,-1.7094
2020-03-05,0.0
2020-03-06,1.5652
2020-03-09,-4.3664
2020-03-10,1.5219
2020-03-11,-1.5873
2020-03-12,-4.7491
2020-03-13,-11.571
2020-03-16,-11.7021
2020-03-17,5.3012
2020-03-18,-8.4668
2020-03-19,2.5
2020-03-20,-8.5366
2020-03-23,1.4667
2020-03-24,0.5256
2020-03-25,0.0
2020-03-26,3.3987
2020-03-27,13.78
2020-03-30,-4.4444
2020-03-31,0.1163
2020-04-01,0.0
2020-04-02,-11.7305
2020-04-03,0.0
2020-04-06,-23.0263
2020-04-07,10.4274
2020-04-08,-2.7864
2020-04-09,-2.8662
2020-04-13,19.3443
2020-04-14,-1.0989
2020-04-15,0.0
2020-04-16,2.0833
2020-04-17,-2.585
2020-04-20,3.352
2020-04-21,-1.4865
2020-04-22,-3.9781
2020-04-23,0.0
2020-04-24,-0.4286
2020-04-27,-3.7302999999999997
2020-04-28,-1.7884
2020-04-29,-0.7587
2020-04-30,-1.2232
2020-05-01,0.6192
2020-05-04,2.9231
2020-05-06,-2.8401
2020-05-07,0.6569
2020-05-08,-0.6526
2020-05-11,0.0
2020-05-12,-4.6154
2020-05-13,4.8387
2020-05-14,-1.3846
2020-05-15,24.805
2020-05-18,21.25
2020-05-19,5.6701
2020-05-20,-8.2927
2020-05-21,-14.4681
2020-05-22,-0.4975
2020-05-26,-1.75
2020-05-27,-1.5267
2020-05-28,3.3592
2020-05-29,-2.75
2020-06-01,4.4987
2020-06-02,0.0
2020-06-03,5.7811
2020-06-04,13.8372
2020-06-05,-2.7324
2020-06-08,-3.5967000000000002
2020-06-09,7.6253
2020-06-10,1.417
2020-06-11,-8.6826
2020-06-12,-0.1093
2020-06-15,0.1094
2020-06-16,0.765
2020-06-17,1.3014999999999999
2020-06-18,-6.3169
2020-06-19,-1.4285999999999999
2020-06-22,2.9565
2020-06-23,0.2252
2020-06-24,-1.3483
2020-06-25,0.2278
2020-06-26,4.6591000000000005
2020-06-29,3.0391
2020-06-30,-2.528
2020-07-01,1.2432
2020-07-02,-1.6551
2020-07-06,3.2736
2020-07-07,-2.7493
2020-07-08,-0.2162
2020-07-09,15.0596
2020-07-10,-1.1375
2020-07-13,-1.7067999999999999
2020-07-14,-6.3953
2020-07-15,2.3810000000000002
2020-07-16,-5.3084
2020-07-17,-2.6033
2020-07-20,-0.0132
2020-07-21,0.5559
2020-07-22,-1.8614000000000002
2020-07-24,2.2222
2020-07-27,-2.1739
2020-07-28,1.6667
2020-07-29,0.1093
2020-07-30,-5.4585
2020-07-31,-3.1178
