ticker,XMET US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-02-15,50.0
2006-02-16,-33.3333
2006-02-17,50.0
2006-02-21,0.0
2006-02-22,0.0
2006-02-23,0.0
2006-02-27,-33.3333
2006-02-28,50.0
2006-03-01,-33.3333
2006-03-07,50.0
2006-03-08,0.0
2006-03-10,0.0
2006-03-13,-33.3333
2006-03-14,0.0
2006-03-16,0.0
2006-03-21,0.0
2006-03-28,0.0
2006-03-29,50.0
2006-03-31,-33.3333
2006-04-03,0.0
2006-04-06,0.0
2006-04-10,0.0
2006-04-24,0.0
2006-04-25,0.0
2006-05-08,50.0
2006-05-11,0.0
2006-05-12,-33.3333
2006-06-01,0.0
2006-06-05,0.0
2006-06-06,0.0
2006-06-16,0.0
2006-06-19,0.0
2006-06-20,0.0
2006-06-21,0.0
2006-06-29,0.0
2006-06-30,0.0
2006-07-12,0.0
2006-07-13,0.0
2006-07-14,0.0
2006-07-24,0.0
2006-07-25,0.0
2006-07-28,0.0
2006-08-01,0.0
2006-08-02,0.0
2006-08-04,0.0
2006-08-07,0.0
2006-08-10,0.0
2006-08-11,0.0
2006-08-21,0.0
2006-09-06,0.0
2006-09-08,0.0
2006-10-05,0.0
2006-10-31,0.0
2006-11-22,0.0
2007-01-05,0.0
2007-03-23,700.0
2007-03-26,0.0
2007-03-28,-87.5
2007-03-29,0.0
2007-04-03,0.0
2007-04-05,0.0
2007-05-17,0.0
2007-06-21,0.0
2007-08-06,0.0
2007-08-07,0.0
2007-08-14,0.0
2007-08-20,0.0
2007-08-21,0.0
2007-08-22,0.0
2007-08-24,0.0
2007-08-28,0.0
2007-12-26,0.0
2008-12-01,0.0
2009-04-15,0.0
2009-07-15,0.0
2009-07-20,0.0
2009-08-10,0.0
2009-09-17,0.0
2009-10-09,0.0
2009-10-30,0.0
2010-03-08,-20.0
2010-08-17,25.0
2010-11-02,0.0
2011-03-09,0.0
2011-03-22,0.0
2011-03-23,0.0
2011-03-31,0.0
2011-05-10,0.0
2011-05-31,0.0
2011-07-19,0.0
2011-08-08,0.0
2011-11-23,0.0
2011-12-02,0.0
2012-04-03,0.0
2012-05-14,0.0
2012-06-05,0.0
2012-06-06,-20.0
2012-07-12,25.0
2012-07-19,0.0
2012-07-26,0.0
2012-08-10,0.0
2012-09-18,0.0
2012-11-09,0.0
2012-12-20,0.0
2013-01-02,0.0
2013-01-03,0.0
2013-02-04,0.0
2013-02-20,0.0
2013-03-21,0.0
2013-03-26,0.0
2013-04-22,0.0
