ticker,XMET US Equity
2013-05-31,0.0
2013-07-05,0.0
2013-07-22,0.0
2013-09-05,0.0
2013-10-01,0.0
2013-10-16,0.0
2013-12-17,0.0
2014-03-03,0.0
2014-03-26,0.0
2014-03-27,0.0
2014-03-28,0.0
2014-04-10,0.0
2014-04-11,0.0
2014-07-22,0.0
2014-12-23,0.0
2015-04-24,-68.0
2015-05-18,212.5
2015-07-27,0.0
2015-09-08,700.0
2015-09-11,-99.9
2015-09-14,12400.0
2015-09-22,0.0
2015-09-28,0.0
2015-10-06,0.0
2015-10-14,0.0
2015-11-20,0.0
2016-01-05,0.0
2016-01-20,-99.2
2016-01-22,12400.0
2016-01-28,-99.2
2016-01-29,12400.0
2016-02-16,-20.0
2016-03-24,25.0
2016-03-29,0.0
2016-05-10,0.0
2016-05-13,0.0
2016-05-16,0.0
2016-05-19,0.0
2016-06-22,0.0
2016-07-15,0.0
2016-07-27,0.0
2016-09-02,0.0
2016-09-08,0.0
2016-09-15,0.0
2016-10-24,0.0
2016-11-02,0.0
2016-11-14,0.0
2016-11-21,-20.0
2016-11-22,25.0
2016-11-29,700.0
2016-12-13,-87.5
2016-12-16,0.0
2016-12-21,0.0
2017-01-06,0.0
2017-02-08,700.0
2017-03-23,-87.5
2017-03-24,0.0
2017-04-19,0.0
2017-05-01,0.0
2017-06-22,-20.0
2017-07-31,0.0
2017-08-29,0.0
2017-09-15,0.0
2017-10-18,0.0
2017-11-30,0.0
2017-12-22,0.0
2017-12-28,100.0
2018-01-08,-50.0
2018-01-29,900.0
2018-02-23,-90.0
2018-02-27,100.0
2018-03-08,-50.0
2018-04-09,-99.0
2018-04-11,9900.0
2018-04-23,0.0
2018-05-11,-99.0
2018-05-14,9900.0
2018-06-20,0.0
2018-07-02,0.0
2018-07-25,-99.0
2018-07-27,9900.0
2018-08-28,0.0
2018-09-12,0.0
2018-10-22,0.0
2018-11-28,0.0
2018-12-06,0.0
2018-12-11,0.0
2018-12-31,-99.0
2019-01-08,0.0
2019-01-09,9900.0
2019-01-11,-90.0
2019-01-14,900.0
2019-02-07,-99.0
2019-02-08,9900.0
2019-03-06,0.0
2019-03-07,-99.0
2019-03-11,9900.0
2019-03-19,-99.0
2019-03-21,9900.0
2019-04-02,-99.0
2019-04-04,9900.0
2019-04-09,-99.0
2019-04-11,9900.0
2019-04-30,-99.0
2019-05-02,0.0
2019-05-13,0.0
2019-05-14,0.0
2019-05-15,900.0
2019-05-16,0.0
2019-05-17,0.0
2019-05-22,900.0
2019-06-04,-99.0
2019-06-05,9900.0
2019-06-14,-99.0
2019-06-19,4899.9999
2019-06-21,-98.0
2019-06-24,9900.0
2019-08-05,-99.0
2019-09-13,9900.0
2019-09-17,-50.0
2019-09-19,100.0
2019-10-16,-99.0
2019-10-17,9900.0
2019-11-04,-99.0
2019-11-11,0.0
2019-11-21,9900.0
2019-12-26,-99.0
2020-01-14,0.0
2020-01-16,19900.0001
2020-01-17,-50.0
2020-01-21,-99.0
2020-01-22,9900.0
2020-01-23,0.0
2020-01-24,-99.0
2020-01-27,9900.0
2020-01-28,0.0
2020-01-29,0.0
2020-01-30,-50.0
2020-01-31,100.0
2020-02-03,0.0
2020-02-04,0.0
2020-02-06,0.0
2020-02-07,100.0
2020-02-10,-50.0
2020-02-11,0.0
2020-02-12,0.0
2020-02-13,0.0
2020-02-14,0.0
2020-02-18,0.0
2020-02-19,0.0
2020-02-20,-99.0
2020-02-21,9900.0
2020-02-24,0.0
2020-02-26,-99.0
2020-02-28,9900.0
2020-03-02,-99.0
2020-03-03,9900.0
2020-03-04,-99.0
2020-03-05,9900.0
2020-03-06,0.0
2020-03-11,0.0
2020-03-12,0.0
2020-03-16,0.0
2020-03-17,0.0
2020-03-18,0.0
2020-03-26,0.0
2020-03-27,-99.0
2020-03-30,9900.0
2020-03-31,-99.0
2020-04-01,0.0
2020-04-02,9900.0
2020-04-03,0.0
2020-04-06,0.0
2020-04-07,0.0
2020-04-13,0.0
2020-04-15,-99.0
2020-04-20,9900.0
2020-04-21,0.0
2020-04-22,0.0
2020-04-23,-99.0
2020-04-24,9900.0
2020-04-27,0.0
2020-04-28,0.0
2020-04-30,0.0
2020-05-01,-99.0
2020-05-04,9900.0
2020-05-07,-99.0
2020-05-08,9900.0
2020-05-12,-99.0
2020-05-13,0.0
2020-05-14,9900.0
2020-05-18,0.0
2020-05-22,0.0
2020-05-26,-99.0
2020-05-27,9900.0
2020-05-28,0.0
2020-06-04,0.0
2020-06-09,0.0
2020-06-10,0.0
2020-06-11,0.0
2020-06-12,0.0
2020-06-15,0.0
2020-06-16,0.0
2020-06-17,0.0
2020-06-18,0.0
2020-06-19,0.0
2020-06-22,0.0
2020-06-23,0.0
2020-06-24,0.0
2020-06-25,0.0
2020-06-26,0.0
2020-06-29,0.0
2020-06-30,-50.0
2020-07-01,100.0
2020-07-02,-99.0
2020-07-06,9900.0
2020-07-07,0.0
2020-07-08,-99.0
2020-07-09,9900.0
2020-07-10,0.0
2020-07-13,100.0
2020-07-14,-50.0
2020-07-15,0.0
2020-07-16,0.0
2020-07-17,100.0
2020-07-20,50.0
2020-07-21,-33.3333
2020-07-22,0.0
2020-07-23,-50.0
2020-07-24,0.0
2020-07-27,0.0
2020-07-28,100.0
2020-07-29,0.0
2020-07-30,0.0
2020-07-31,0.0
