ticker,WKHS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-06-03,0.0
2010-06-07,-20.7921
2010-06-21,22.5
2010-06-22,-8.1633
2010-06-25,-43.3333
2010-06-28,27.451
2010-06-29,0.0
2010-06-30,-7.6923
2010-07-01,0.0
2010-07-02,0.0
2010-07-06,41.6667
2010-07-07,0.0
2010-07-08,-16.4706
2010-07-09,2.8169
2010-07-12,2.7397
2010-07-13,-1.3333
2010-07-14,1.3514
2010-07-16,0.0
2010-07-19,13.3333
2010-07-20,-5.8824
2010-07-23,6.25
2010-07-26,-5.8824
2010-07-28,-18.75
2010-08-03,15.3846
2010-08-04,0.0
2010-08-06,0.0
2010-08-09,0.0
2010-08-13,-20.0
2010-08-20,23.3333
2010-09-01,0.0
2010-09-03,0.0
2010-09-10,-6.7568
2010-09-13,-13.0435
2010-09-15,15.0
2010-09-16,-11.5942
2010-09-17,14.7541
2010-09-21,-1.4285999999999999
2010-09-22,-5.7971
2010-09-23,3.0769
2010-09-24,0.0
2010-09-28,-10.4478
2010-09-29,1.6667
2010-09-30,6.5574
2010-10-01,-15.3846
2010-10-04,12.7273
2010-10-05,9.6774
2010-10-06,-4.4118
2010-10-08,0.0
2010-10-11,0.0
2010-10-12,12.3077
2010-10-13,2.7397
2010-10-14,6.6667
2010-10-15,-2.5
2010-10-18,8.9744
2010-10-19,0.0
2010-10-20,20.0
2010-10-21,-4.902
2010-10-25,-18.5567
2010-10-26,1.2658
2010-10-27,0.0
2010-10-28,0.0
2010-11-02,-1.25
2010-11-05,-17.7215
2010-11-08,0.0
2010-11-09,0.0
2010-11-10,10.7692
2010-11-11,-2.7778
2010-11-12,2.8571
2010-11-15,-9.7222
2010-11-16,0.0
2010-11-17,0.0
2010-11-18,-1.5385
2010-11-19,-12.5
2010-11-23,21.4286
2010-11-24,0.0
2010-11-26,2.9412000000000003
2010-11-29,8.5714
2010-11-30,-1.3158
2010-12-01,4.0
2010-12-02,-3.8462
2010-12-03,0.0
2010-12-06,-2.6667
2010-12-08,16.4384
2010-12-09,0.0
2010-12-10,0.0
2010-12-13,0.0
2010-12-14,3.5294
2010-12-15,-21.5909
2010-12-17,21.7391
2010-12-20,-10.7143
2010-12-22,4.0
2010-12-23,0.0
2010-12-27,6.4103
2010-12-28,8.4337
2010-12-29,0.0
2010-12-31,0.0
2011-01-03,-5.5556
2011-01-04,-5.8824
2011-01-05,0.0
2011-01-06,-6.25
2011-01-10,13.3333
2011-01-11,-5.8824
2011-01-12,0.0
