ticker,HLFN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,6.6667
2000-01-04,-1.5625
2000-01-07,-4.7619
2000-01-10,6.6667
2000-01-11,3.125
2000-01-12,-4.5455
2000-01-14,-0.7937
2000-01-18,0.0
2000-01-19,-0.8
2000-01-21,1.6129
2000-01-24,0.0
2000-01-25,0.0
2000-01-27,1.8281
2000-01-31,0.0
2000-02-07,0.7874
2000-02-08,3.125
2000-02-09,-3.0303
2000-02-10,1.5625
2000-02-14,3.8462
2000-02-15,-2.963
2000-02-16,-2.2901
2000-02-17,-3.125
2000-02-22,-3.2258
2000-02-23,-6.6667
2000-02-24,0.0
2000-02-28,1.7856999999999998
2000-02-29,0.0
2000-03-01,-2.6316
2000-03-02,-1.8018
2000-03-03,0.0
2000-03-06,2.7523
2000-03-07,-1.7856999999999998
2000-03-08,-8.1818
2000-03-14,-0.9901
2000-03-15,2.0
2000-03-16,3.9215999999999998
2000-03-17,-1.8868
2000-03-22,0.0
2000-03-23,0.0
2000-03-30,0.9615
2000-03-31,0.0
2000-04-03,2.8571
2000-04-07,2.7778
2000-04-10,-4.5045
2000-04-11,0.0
2000-04-12,0.0
2000-04-13,0.0
2000-04-14,-3.7736
2000-04-17,0.0
2000-04-18,1.9607999999999999
2000-04-24,-3.8462
2000-04-25,2.0
2000-04-26,5.1765
2000-04-27,4.717
2000-04-28,-8.1081
2000-05-01,5.8824
2000-05-03,-5.5556
2000-05-04,0.0
2000-05-05,0.0
2000-05-08,0.0
2000-05-09,1.9607999999999999
2000-05-10,-1.9231
2000-05-11,3.9215999999999998
2000-05-15,3.7736
2000-05-22,-5.4545
2000-05-23,0.0
2000-05-24,5.7692
2000-05-26,-1.8182
2000-05-30,0.0
2000-05-31,-3.7037
2000-06-14,0.0
2000-06-15,5.7692
2000-06-20,0.9091
2000-06-21,-0.9009
2000-06-27,-5.4545
2000-07-12,0.0
2000-07-14,3.8462
2000-07-17,-3.7037
2000-07-21,0.0
2000-07-24,0.0
2000-07-27,3.5156
2000-07-28,-1.8868
2000-08-02,0.0
2000-08-03,0.9615
2000-08-04,2.8571
2000-08-07,-1.8519
2000-08-08,5.1887
2000-08-11,-4.9327
2000-08-18,1.8868
2000-08-21,3.7037
2000-08-22,-1.7856999999999998
2000-08-23,1.8182
2000-08-30,0.0
2000-09-01,1.7856999999999998
2000-09-05,0.0
2000-09-06,1.7544
2000-09-11,-3.4483
2000-09-13,0.0
2000-09-15,3.5714
2000-09-19,-3.4483
