ticker,QTT US Equity
2019-02-07,-2.2707
2019-02-08,-0.7149
2019-02-11,6.1206
2019-02-12,19.3384
2019-02-13,-10.2345
2019-02-14,-1.8211
2019-02-15,3.7903000000000002
2019-02-19,-3.6519
2019-02-20,-3.7903000000000002
2019-02-21,-2.5985
2019-02-22,7.7453
2019-02-25,-3.1949
2019-02-26,3.9604
2019-02-27,5.2381
2019-02-28,2.5641
2019-03-01,2.5735
2019-03-04,-1.7921
2019-03-05,14.2336
2019-03-06,-19.9361
2019-03-07,-0.3192
2019-03-08,0.4003
2019-03-11,-3.5088
2019-03-12,0.6612
2019-03-13,9.688
2019-03-14,2.7695
2019-03-15,13.8383
2019-03-18,-13.1798
2019-03-19,4.3478
2019-03-20,-4.8729
2019-03-21,-0.2227
2019-03-22,-6.3988
2019-03-25,6.8362
2019-03-26,-14.3601
2019-03-27,-0.1738
2019-03-28,-0.3481
2019-03-29,1.048
2019-04-01,-8.7295
2019-04-02,3.0303
2019-04-03,-8.0882
2019-04-04,-5.0
2019-04-05,-1.1579
2019-04-08,-4.6858
2019-04-09,-0.5587
2019-04-10,2.0225
2019-04-11,-1.1013
2019-04-12,-1.7816999999999998
2019-04-15,-0.907
2019-04-16,2.2883
2019-04-17,0.6711
2019-04-18,0.0
2019-04-22,0.0
2019-04-23,0.0
2019-04-24,-0.8889
2019-04-25,-5.2691
2019-04-26,-8.8757
2019-04-29,-6.7532
2019-04-30,-7.7994
2019-05-01,2.568
2019-05-02,5.4492
2019-05-03,3.6313
2019-05-06,-8.221
2019-05-07,-8.37
2019-05-08,1.1218
2019-05-09,-3.1696
2019-05-10,-4.5827
2019-05-13,1.2006999999999999
2019-05-14,2.5423999999999998
2019-05-15,-2.6446
2019-05-16,3.9049
2019-05-17,-8.1699
2019-05-20,-8.8968
2019-05-21,3.125
2019-05-22,-6.25
2019-05-23,0.0
2019-05-24,-3.4343
2019-05-28,4.1841
2019-05-29,-2.4096
2019-05-30,-3.9095
2019-05-31,-4.9251000000000005
2019-06-03,-4.2793
2019-06-04,1.8824
2019-06-05,3.0023
2019-06-06,-3.5874
2019-06-07,2.093
2019-06-10,1.3667
2019-06-11,-1.573
2019-06-12,-2.5114
2019-06-13,5.8548
2019-06-14,-2.2124
2019-06-17,-0.4525
2019-06-18,-4.0909
2019-06-19,1.8957000000000002
2019-06-20,0.4651
2019-06-21,1.3889
2019-06-24,-5.9361
2019-06-25,-1.4563
2019-06-26,0.9852
2019-06-27,-2.6829
2019-06-28,-1.2530999999999999
2019-07-01,0.0
2019-07-02,1.2690000000000001
2019-07-03,0.2506
2019-07-05,11.75
2019-07-08,-2.6846
2019-07-09,11.7241
2019-07-10,-5.9671
2019-07-11,0.2188
2019-07-12,0.0
2019-07-15,-0.8734
2019-07-16,-4.6256
2019-07-17,7.6212
2019-07-18,-2.1459
2019-07-19,1.7544
2019-07-22,3.8792999999999997
2019-07-23,-0.6224
2019-07-24,-1.6701000000000001
2019-07-25,-1.0616
2019-07-26,-5.1502
2019-07-29,-3.8462
2019-07-30,-6.3529
2019-07-31,1.5074999999999998
2019-08-01,-4.4554
2019-08-02,-4.1451
2019-08-05,-2.7027
2019-08-06,3.0556
2019-08-07,-0.5391
2019-08-08,2.981
2019-08-09,6.8421
2019-08-12,-5.9113
2019-08-13,4.1885
2019-08-14,-0.2513
2019-08-15,0.5038
2019-08-16,5.2632
2019-08-19,5.2381
2019-08-20,1.81
2019-08-21,-0.4444
2019-08-22,-0.6696
2019-08-23,4.9437999999999995
2019-08-26,4.2827
2019-08-27,1.232
2019-08-28,-4.0568
2019-08-29,4.2283
2019-08-30,-5.8824
2019-09-03,-12.931000000000001
2019-09-04,11.8812
2019-09-05,-9.292
2019-09-06,0.4878
2019-09-09,-2.4272
2019-09-10,0.995
2019-09-11,7.1429
2019-09-12,0.2299
2019-09-13,-6.6514
2019-09-16,0.7371
2019-09-17,0.0
2019-09-18,-0.4878
2019-09-19,-6.1275
2019-09-20,-1.5666
2019-09-23,-3.183
2019-09-24,0.8219
2019-09-25,1.087
2019-09-26,1.8817
2019-09-27,-3.9577999999999998
2019-09-30,1.6484
2019-10-01,-1.0811
2019-10-02,1.0929
2019-10-03,2.7027
2019-10-04,-2.6316
2019-10-07,-6.4865
2019-10-08,-7.8035
2019-10-09,-4.3887
2019-10-10,-7.2131
2019-10-11,4.5936
2019-10-14,5.7432
2019-10-15,5.1118
2019-10-16,2.4316
2019-10-17,2.3739
2019-10-18,-4.058
2019-10-21,5.7402
2019-10-22,-0.8571
2019-10-23,5.1873
2019-10-24,4.3836
2019-10-25,2.3622
2019-10-28,-2.3077
2019-10-29,4.7244
2019-10-30,4.5113
2019-10-31,-0.2398
2019-11-01,-2.8846
2019-11-04,-3.4653
2019-11-05,-2.3077
2019-11-06,-4.9869
2019-11-07,4.9724
2019-11-08,0.2632
2019-11-11,0.0
2019-11-12,-2.8871
2019-11-13,-5.1350999999999996
2019-11-14,-3.1339
2019-11-15,-5.5882
2019-11-18,-2.4922
2019-11-19,-4.7923
2019-11-20,0.3356
2019-11-21,1.3378
2019-11-22,-5.2805
2019-11-25,5.9233
2019-11-26,3.2895
2019-11-27,-4.1401
2019-11-29,-2.6578
2019-12-02,1.7065000000000001
2019-12-03,-6.3758
2019-12-04,-2.1505
2019-12-05,3.6630000000000003
2019-12-06,-2.8269
2019-12-09,3.6364
2019-12-10,4.5614
2019-12-11,-4.0268
2019-12-12,-0.3497
2019-12-13,5.2632
2019-12-16,0.6667
2019-12-17,0.3311
2019-12-18,9.901
2019-12-19,-4.8048
2019-12-20,2.2082
2019-12-23,-4.321
2019-12-24,3.871
2019-12-26,5.2795
2019-12-27,0.0
2019-12-30,-0.59
2019-12-31,1.1869
2020-01-02,6.4516
2020-01-03,4.9587
2020-01-06,2.0997
2020-01-07,1.2852999999999999
2020-01-08,0.0
2020-01-09,5.0761
2020-01-10,-1.4493
2020-01-13,2.6961
2020-01-14,-3.58
2020-01-15,0.9901
2020-01-16,2.2059
2020-01-17,0.0
2020-01-21,2.3981
2020-01-22,9.1335
2020-01-23,-1.9313
2020-01-24,1.3129
2020-01-27,-4.7516
2020-01-28,-0.4535
2020-01-29,-0.2278
2020-01-30,-3.8813
2020-01-31,-2.1378
2020-02-03,3.8834999999999997
2020-02-04,7.9439
2020-02-05,8.658
2020-02-06,7.1713000000000005
2020-02-07,-0.7435
2020-02-10,2.2472
2020-02-11,5.6777
2020-02-12,-0.6932
2020-02-13,0.1745
2020-02-14,-5.5748999999999995
2020-02-18,3.321
2020-02-19,4.2857
2020-02-20,9.0753
2020-02-21,-7.5353
2020-02-24,-6.4516
2020-02-25,-0.0907
2020-02-26,4.0872
2020-02-27,-6.6318
2020-02-28,-2.6168
2020-03-02,-4.0307
2020-03-03,5.0
2020-03-04,-2.8571
2020-03-05,-6.2745
2020-03-06,-1.046
2020-03-09,-4.6512
2020-03-10,12.4169
2020-03-11,-4.5365
2020-03-12,-0.6198
2020-03-13,0.6237
2020-03-16,-12.1901
2020-03-17,0.4706
2020-03-18,-3.9813
2020-03-19,-10.7317
2020-03-20,-10.1093
2020-03-23,-28.2675
2020-03-24,19.4915
2020-03-25,-2.4823
2020-03-26,-4.0
2020-03-27,-7.197
2020-03-30,-5.7143
2020-03-31,3.4632
2020-04-01,0.4184
2020-04-02,2.9167
2020-04-03,-5.2632
2020-04-06,6.4103
2020-04-07,4.4177
2020-04-08,3.0769
2020-04-09,1.8657
2020-04-13,0.7326
2020-04-14,10.9091
2020-04-15,-7.541
2020-04-16,2.8369
2020-04-17,0.3448
2020-04-20,-1.3746
2020-04-21,-11.8467
2020-04-22,3.1621
2020-04-23,-4.5977
2020-04-24,-2.008
2020-04-27,6.1475
2020-04-28,-8.1081
2020-04-29,2.9412000000000003
2020-04-30,0.4082
2020-05-01,-4.878
2020-05-04,0.0
2020-05-05,-5.1282
2020-05-06,2.2523
2020-05-07,3.5242
2020-05-08,1.2766
2020-05-11,7.9832
2020-05-12,-0.3891
2020-05-13,-7.0313
2020-05-14,1.6806999999999999
2020-05-15,2.0661
2020-05-18,2.0243
2020-05-19,7.5397
2020-05-20,-5.5351
2020-05-21,-1.9531
2020-05-22,-7.1713000000000005
2020-05-26,-2.1459
2020-05-27,3.0702
2020-05-28,-0.4255
2020-05-29,1.7094
2020-06-01,14.7059
2020-06-02,0.0
2020-06-03,5.4945
2020-06-04,1.0417
2020-06-05,-3.4364
2020-06-08,-3.5587
2020-06-09,3.321
2020-06-10,-2.8571
2020-06-11,-7.7206
2020-06-12,3.9840999999999998
2020-06-15,4.5977
2020-06-16,3.6630000000000003
2020-06-17,-3.8869
2020-06-18,-4.4118
2020-06-19,10.3846
2020-06-22,4.1812
2020-06-23,-0.3344
2020-06-24,-3.0201
2020-06-25,3.8062
2020-06-26,-6.0
2020-06-29,1.0638
2020-06-30,4.5614
2020-07-01,3.6913
2020-07-02,11.9741
2020-07-06,21.0983
2020-07-07,-7.1599
2020-07-08,1.7995
2020-07-09,1.5152
2020-07-10,-3.2338
2020-07-13,-5.9126
2020-07-14,-8.1967
2020-07-15,9.8214
2020-07-16,-23.0352
2020-07-17,-1.7606000000000002
2020-07-20,2.1505
2020-07-21,1.4035
2020-07-22,-5.5363
2020-07-23,-1.0989
2020-07-24,7.037
2020-07-27,-1.3841
2020-07-28,1.4035
2020-07-29,1.3841
2020-07-30,-2.7304
2020-07-31,8.0702
