ticker,CLSK US Equity
2017-05-23,-11.538499999999999
2017-07-07,0.0
2017-07-17,0.0
2017-08-01,0.0
2017-10-03,-18.8406
2017-10-05,-25.0
2017-10-06,25.2381
2017-10-09,13.6882
2017-10-16,-18.0602
2017-10-27,40.4082
2017-11-02,-49.1279
2017-11-07,37.1429
2017-11-24,-27.0833
2017-11-27,39.4286
2017-12-14,-30.3279
2017-12-15,43.5294
2018-02-14,-34.8361
2018-02-16,-43.3962
2018-02-20,76.6667
2018-03-16,-24.5283
2018-03-19,30.8333
2018-04-06,27.3885
2018-04-17,-0.5
2018-04-24,-24.6231
2018-04-25,33.0
2018-05-02,-0.2506
2018-05-03,37.6884
2018-05-07,0.365
2018-05-11,9.4545
2018-05-15,-1.9933999999999998
2018-05-23,-48.8136
2018-05-24,49.0066
2018-06-06,-22.2222
2018-06-07,28.5714
2018-06-12,-13.3333
2018-06-18,15.3846
2018-07-02,-11.1111
2018-07-05,45.0
2018-07-06,0.0
2018-09-14,-13.7931
2018-09-17,0.0
2018-09-18,-40.0
2018-09-19,386.6667
2018-09-20,-52.1918
2018-09-21,17.0487
2018-09-24,34.6389
2018-09-25,18.1818
2018-09-26,0.0
2018-09-27,-8.461500000000001
2018-09-28,-0.8403
2018-10-01,-5.4237
2018-10-02,-15.9498
2018-10-03,6.6098
2018-10-04,-2.0
2018-10-05,-19.3878
2018-10-08,1.2658
2018-10-09,-7.5
2018-10-10,5.4054
2018-10-11,-3.5897
2018-10-12,-1.5957
2018-10-15,-32.4324
2018-10-16,48.0
2018-10-17,-21.6216
2018-10-18,12.069
2018-10-19,-10.7692
2018-10-22,-5.1724
2018-10-23,12.7273
2018-10-24,-6.7742
2018-10-25,-8.9965
2018-10-26,4.5626999999999995
2018-10-29,-8.7273
2018-10-30,4.3825
2018-10-31,-4.9618
2018-11-01,-3.6145
2018-11-02,-2.0833
2018-11-05,-6.383
2018-11-06,-2.2727
2018-11-07,-6.9767
2018-11-08,-2.5
2018-11-09,2.5641
2018-11-12,-1.0
2018-11-13,-19.1919
2018-11-14,-18.75
2018-11-15,11.538499999999999
2018-11-16,-0.6897
2018-11-19,-11.1111
2018-11-20,36.7188
2018-11-21,40.0
2018-11-23,0.0
2018-11-26,-25.3061
2018-11-27,6.5574
2018-11-28,-7.6923
2018-11-29,4.4444
2018-11-30,-19.6809
2018-12-03,15.2318
2018-12-04,-8.046
2018-12-06,-3.125
2018-12-07,22.5806
2018-12-10,10.5211
2018-12-11,15.7198
2018-12-12,26.749
2018-12-13,-10.7143
2018-12-14,-8.0
2018-12-17,-8.3004
2018-12-18,-5.1724
2018-12-19,-1.8182
2018-12-20,6.4815
2018-12-21,-8.6957
2018-12-24,-9.5238
2018-12-26,-2.6316
2018-12-27,0.0
2018-12-28,18.3784
2018-12-31,-6.3927
2019-01-02,11.2195
2019-01-03,3.0702
2019-01-04,-5.1064
2019-01-07,3.5874
2019-01-08,-3.8961
2019-01-09,-1.3514
2019-01-10,2.7397
2019-01-11,4.0
2019-01-14,7.6923
2019-01-15,-5.5556
2019-01-16,-7.563
2019-01-17,2.2727
2019-01-18,-5.3333
2019-01-22,3.7559
2019-01-23,4.5249
2019-01-24,3.0303
2019-01-25,-3.3613
2019-01-28,0.0
2019-01-29,-2.6087
2019-01-30,0.4464
2019-01-31,-1.3333
2019-02-01,1.3514
2019-02-04,0.0
2019-02-05,0.8889
2019-02-06,4.8458
2019-02-07,22.2689
2019-02-08,18.5567
2019-02-11,6.9565
2019-02-12,19.5122
2019-02-13,36.0544
2019-02-14,2.6667
2019-02-15,-18.5065
2019-02-19,-15.3386
2019-02-20,15.2941
2019-02-21,15.9184
2019-02-22,-9.331
2019-02-25,6.7961
2019-02-26,-6.5455
2019-02-27,-4.2802
2019-02-28,-6.5041
2019-03-01,-9.5652
2019-03-04,0.2404
2019-03-05,-3.9808
2019-03-06,-7.3427
2019-03-07,-7.2776
2019-03-08,16.860500000000002
2019-03-11,6.7164
2019-03-12,-7.6923
2019-03-13,0.5051
2019-03-14,3.0151
2019-03-15,-2.6829
2019-03-18,-11.0276
2019-03-19,2.2535
2019-03-20,-0.2755
2019-03-21,-2.7624
2019-03-22,-1.4205
2019-03-25,-3.17
2019-03-26,8.0357
2019-03-27,-3.3058
2019-03-28,-2.9915000000000003
2019-03-29,2.2026
2019-04-01,-1.4368
2019-04-02,1.7492999999999999
2019-04-03,0.0
2019-04-04,-2.0057
2019-04-05,0.4386
2019-04-08,-0.1456
2019-04-09,-1.1662
2019-04-10,0.295
2019-04-11,0.5882
2019-04-12,-0.8772
2019-04-15,-2.0649
2019-04-16,0.6024
2019-04-17,-1.4969999999999999
2019-04-18,-2.7356
2019-04-22,-6.25
2019-04-23,0.5
2019-04-24,-5.8043
2019-04-25,-1.7606000000000002
2019-04-26,-8.5125
2019-04-29,-0.4897
2019-04-30,-13.3858
2019-05-01,-4.0909
2019-05-02,-2.8436
2019-05-03,15.6098
2019-05-06,14.346
2019-05-07,9.9631
2019-05-08,-1.6779
2019-05-09,-6.1433
2019-05-10,5.4545
2019-05-13,-8.6207
2019-05-14,3.0189
2019-05-15,-0.3663
2019-05-16,8.4559
2019-05-17,0.339
2019-05-20,-2.3649
2019-05-21,-2.3668
2019-05-22,-3.2464
2019-05-23,-3.2967
2019-05-24,-9.0909
2019-05-28,-2.0833
2019-05-29,-3.4043
2019-05-30,-3.9648
2019-05-31,-4.5872
2019-06-03,2.4038
2019-06-04,-5.1643
2019-06-05,3.4653
2019-06-06,-1.9139
2019-06-07,0.0
2019-06-10,0.9756
2019-06-11,-2.8986
2019-06-12,-5.4726
2019-06-13,-5.2632
2019-06-14,11.1111
2019-06-17,0.75
2019-06-18,-2.2333
2019-06-19,1.5228000000000002
2019-06-20,2.0
2019-06-21,-0.4902
2019-06-24,-2.3153
2019-06-25,2.3701
2019-06-26,-3.9409
2019-06-27,2.5641
2019-06-28,-5.0
2019-07-01,-3.1579
2019-07-02,1.6303999999999998
2019-07-03,1.6042999999999998
2019-07-05,0.0
2019-07-08,-5.7895
2019-07-09,5.0279
2019-07-10,0.0
2019-07-11,9.0426
2019-07-12,-4.878
2019-07-15,-3.0769
2019-07-16,0.0
2019-07-17,-3.1746
2019-07-18,-2.1858
2019-07-19,-0.5587
2019-07-22,-2.2472
2019-07-23,-13.7931
2019-07-24,-6.6667
2019-07-25,2.8571
2019-07-26,3.4722
2019-07-29,-9.396
2019-07-30,-1.4815
2019-07-31,-7.5188
2019-08-01,-7.3171
2019-08-02,-21.9298
2019-08-05,6.7416
2019-08-06,16.8421
2019-08-07,2.7027
2019-08-08,-7.0175
2019-08-09,-2.8302
2019-08-12,-2.9126
2019-08-13,3.0
2019-08-14,-3.5922
2019-08-15,-2.3162
2019-08-16,3.0928
2019-08-19,0.0
2019-08-20,3.9
2019-08-21,-4.7161
2019-08-22,0.0
2019-08-23,-1.0101
2019-08-26,-1.5306
2019-08-27,-0.5181
2019-08-28,1.5625
2019-08-29,2.5641
2019-08-30,0.0
2019-09-03,-1.0
2019-09-04,-8.8485
2019-09-05,4.1556
2019-09-06,-1.0533
2019-09-09,2.1505
2019-09-10,-2.2105
2019-09-11,-1.0818
2019-09-12,-0.9739
2019-09-13,-1.0989
2019-09-16,2.2222
2019-09-17,-0.5435
2019-09-18,3.8251
2019-09-19,2.1053
2019-09-20,0.9794
2019-09-23,-0.9699
2019-09-24,-3.0928
2019-09-25,-6.383
2019-09-26,-0.0114
2019-09-27,-7.3758
2019-09-30,4.2945
2019-10-01,0.0
2019-10-02,-2.9412000000000003
2019-10-03,-0.6424
2019-10-04,-2.4521
2019-10-07,-4.9525
2019-10-08,-1.3158
2019-10-09,-28.1333
2019-10-10,-4.4527
2019-10-11,1.7476
2019-10-14,-1.7652999999999999
2019-10-15,-12.5983
2019-10-16,24.1832
2019-10-17,-5.6739
2019-10-18,-1.3283
2019-10-21,-1.9231
2019-10-22,0.9804
2019-10-23,0.9709
2019-10-24,-12.5
2019-10-25,5.4945
2019-10-28,-10.4167
2019-10-29,-6.9767
2019-10-30,12.5
2019-10-31,-6.6667
2019-11-01,7.1429
2019-11-04,-2.2222
2019-11-05,11.3636
2019-11-06,22.449
2019-11-07,24.175
2019-11-08,8.7175
2019-11-11,13.5802
2019-11-12,3.8043
2019-11-13,-15.1832
2019-11-14,4.8148
2019-11-15,-7.5442
2019-11-18,-10.8223
2019-11-19,-2.8714
2019-11-20,-12.4871
2019-11-21,0.2109
2019-11-22,-1.049
2019-11-25,-2.3051
2019-11-26,9.2991
2019-11-27,1.5714000000000001
2019-11-29,0.0156
2019-12-02,14.0625
2019-12-03,1.3699
2019-12-04,-2.7027
2019-12-05,-5.5556
2019-12-06,2.9412000000000003
2019-12-09,-7.9286
2019-12-10,2.2498
2019-12-11,21.3961
2019-12-12,-13.75
2019-12-13,-24.7826
2019-12-16,13.6802
2019-12-17,-0.8475
2019-12-18,-7.6923
2019-12-19,3.7037
2019-12-20,1.7856999999999998
2019-12-23,-4.7368
2019-12-24,-3.3149
2019-12-26,-0.381
2019-12-27,3.0593
2019-12-30,-3.154
2019-12-31,2.4904
2020-01-02,0.9346
2020-01-03,0.0
2020-01-06,-4.2593
2020-01-07,-1.354
2020-01-08,1.0784
2020-01-09,-3.0068
2020-01-10,1.8
2020-01-13,-2.8487
2020-01-14,1.1122
2020-01-15,0.0
2020-01-16,-0.11
2020-01-17,-1.3915
2020-01-21,0.3046
2020-01-22,0.6073
2020-01-23,5.6338
2020-01-24,-0.6362
2020-01-27,-2.1317
2020-01-28,-5.1592
2020-01-29,-1.0884
2020-01-30,-2.0734
2020-01-31,-0.8529
2020-02-03,4.5161
2020-02-04,3.3457
2020-02-05,-0.6749
2020-02-06,0.0261
2020-02-07,-1.8938000000000001
2020-02-10,-7.0575
2020-02-11,-5.0681
2020-02-12,1.403
2020-02-13,-7.0776
2020-02-14,-1.2285
2020-02-18,0.4975
2020-02-19,-13.3738
2020-02-20,-11.621
2020-02-21,3.4594
2020-02-24,-6.25
2020-02-25,-6.67
2020-02-26,1.4322
2020-02-27,0.7042
2020-02-28,-9.0909
2020-03-02,3.0769
2020-03-03,11.5709
2020-03-04,-8.3643
2020-03-05,-6.9343
2020-03-06,-1.9607999999999999
2020-03-09,-24.0
2020-03-10,-10.0
2020-03-11,-21.6374
2020-03-12,21.6418
2020-03-13,-16.5644
2020-03-16,-12.1324
2020-03-17,10.4603
2020-03-18,0.0
2020-03-19,-9.0909
2020-03-20,-5.8333
2020-03-23,0.885
2020-03-24,10.5175
2020-03-25,1.5874000000000001
2020-03-26,0.8985
2020-03-27,-3.9802
2020-03-30,-7.2581
2020-03-31,2.8435
2020-04-01,-1.9193
2020-04-02,-9.4828
2020-04-03,0.0
2020-04-06,4.5714
2020-04-07,0.9107
2020-04-08,0.1895
2020-04-09,66.6517
2020-04-13,-5.4054
2020-04-14,-14.2857
2020-04-15,3.3333
2020-04-16,9.6774
2020-04-17,-2.3529
2020-04-20,-0.6024
2020-04-21,-10.303
2020-04-22,0.6757
2020-04-23,1.3423
2020-04-24,1.9868000000000001
2020-04-27,6.4935
2020-04-28,-1.2195
2020-04-29,-2.4691
2020-04-30,-5.0633
2020-05-01,-8.6667
2020-05-04,-0.7299
2020-05-05,124.2647
2020-05-06,-32.7869
2020-05-07,0.9756
2020-05-08,-8.2126
2020-05-11,6.8421
2020-05-12,2.9557
2020-05-13,-11.0048
2020-05-14,-4.3011
2020-05-15,-4.4944
2020-05-18,0.0
2020-05-19,4.7059
2020-05-20,19.1011
2020-05-21,13.6792
2020-05-22,-11.6183
2020-05-26,-1.4085
2020-05-27,-3.3333
2020-05-28,3.4483
2020-05-29,-4.2857
2020-06-01,3.9801
2020-06-02,-0.4785
2020-06-03,-3.3654
2020-06-04,5.9701
2020-06-05,-1.8779
2020-06-08,3.8278
2020-06-09,0.9217
2020-06-10,6.8493
2020-06-11,-13.6752
2020-06-12,3.9604
2020-06-15,5.2381
2020-06-16,2.7149
2020-06-17,-3.9648
2020-06-18,-3.6696999999999997
2020-06-19,-3.8095
2020-06-22,2.4752
2020-06-23,0.9662
2020-06-24,0.9569
2020-06-25,0.0
2020-06-26,19.4313
2020-06-29,28.9683
2020-06-30,-20.3077
2020-07-01,-8.8803
2020-07-02,3.8136
2020-07-06,22.449
2020-07-07,-6.6667
2020-07-08,10.7143
2020-07-09,20.9677
2020-07-10,-5.3333
2020-07-13,-3.3803
2020-07-14,-0.8746
2020-07-15,-2.3529
2020-07-16,5.7229
2020-07-17,19.0883
2020-07-20,-0.4785
2020-07-21,7.2115
2020-07-22,18.3857
2020-07-23,-7.7652
2020-07-24,3.9013999999999998
2020-07-27,-2.9644
2020-07-28,13.6456
2020-07-29,20.2509
2020-07-30,7.4516
2020-07-31,0.5548
