ticker,SC US Equity
2014-06-13,-1.2112
2014-06-16,0.8529
2014-06-17,-0.3171
2014-06-18,1.4316
2014-06-19,1.2023
2014-06-20,0.9814
2014-06-23,-0.9207
2014-06-24,-1.4455
2014-06-25,1.1001
2014-06-26,0.7254
2014-06-27,0.823
2014-06-30,-0.8163
2014-07-01,1.6461000000000001
2014-07-02,-0.3036
2014-07-03,0.1523
2014-07-07,-1.3178
2014-07-08,-2.2085
2014-07-09,1.1029
2014-07-10,1.4545
2014-07-11,-0.8193
2014-07-14,-0.0516
2014-07-15,1.4979
2014-07-16,2.3919
2014-07-17,-1.4414
2014-07-18,0.1009
2014-07-21,-0.2015
2014-07-22,0.6562
2014-07-23,0.3009
2014-07-24,-0.25
2014-07-25,-0.401
2014-07-28,-0.151
2014-07-29,-1.4617
2014-07-30,0.5115
2014-07-31,-2.4427
2014-08-01,-0.3652
2014-08-04,-1.3613
2014-08-05,-4.5648
2014-08-06,0.2781
2014-08-07,1.1093
2014-08-08,-1.5359
2014-08-11,-0.3343
2014-08-12,0.3913
2014-08-13,0.167
2014-08-14,-2.1679
2014-08-15,1.9318
2014-08-18,0.1115
2014-08-19,1.0579
2014-08-20,3.1955999999999998
2014-08-21,0.1602
2014-08-22,-0.1066
2014-08-25,0.6403
2014-08-26,-0.2651
2014-08-27,-0.2127
2014-08-28,0.1066
2014-08-29,-0.9047
2014-09-02,3.9741999999999997
2014-09-03,-1.9112
2014-09-04,0.0527
2014-09-05,0.5789
2014-09-08,1.8315000000000001
2014-09-09,-0.5653
2014-09-10,-0.5168
2014-09-11,-0.0519
2014-09-12,-1.3514
2014-09-15,-1.3699
2014-09-16,-0.3739
2014-09-17,0.0536
2014-09-18,-0.8574
2014-09-19,-1.5135
2014-09-22,-1.2623
2014-09-23,-0.5003
2014-09-24,0.838
2014-09-25,-1.7175
2014-09-26,-0.5073
2014-09-29,0.4533
2014-09-30,0.4512
2014-10-01,-1.5722
2014-10-02,0.1141
2014-10-03,1.1966
2014-10-06,3.5473
2014-10-07,-2.1207
2014-10-08,3.1667
2014-10-09,-1.7231999999999998
2014-10-10,-3.0137
2014-10-13,-1.9774
2014-10-14,0.6916
2014-10-15,-1.3165
2014-10-16,0.29
2014-10-17,1.1567
2014-10-20,0.0572
2014-10-21,3.2
2014-10-22,-2.1595
2014-10-23,1.8676
2014-10-24,-0.0556
2014-10-27,-0.0556
2014-10-28,2.9477
2014-10-29,-0.3782
2014-10-30,-0.1627
2014-10-31,0.4889
2014-11-03,0.4324
2014-11-04,-6.9429
2014-11-05,-2.5448
2014-11-06,1.4243000000000001
2014-11-07,0.7022
2014-11-10,0.9297
2014-11-11,4.6056
2014-11-12,1.9813
2014-11-13,2.2666
2014-11-14,3.0079
2014-11-17,1.7418
2014-11-18,-7.0493
2014-11-19,0.9209
2014-11-20,-1.6103
2014-11-21,-0.1637
2014-11-24,0.2732
2014-11-25,1.2534
2014-11-26,0.915
2014-11-28,-0.8533
2014-12-01,-1.7214
2014-12-02,-0.2189
2014-12-03,0.5485
2014-12-04,-0.4364
2014-12-05,1.3151
2014-12-08,-1.0276
2014-12-09,1.694
2014-12-10,-0.1612
2014-12-11,-1.1841
2014-12-12,-3.8670999999999998
2014-12-15,0.3966
2014-12-16,0.2257
2014-12-17,4.2793
2014-12-18,6.5335
2014-12-19,1.2164
2014-12-22,0.0
2014-12-23,1.5523
2014-12-24,-0.9369
2014-12-26,-1.2444
2014-12-29,0.4032
2014-12-30,-0.6024
2014-12-31,-0.9596
2015-01-02,1.9888
2015-01-05,-3.75
2015-01-06,-1.2987
2015-01-07,1.7894999999999999
2015-01-08,2.3268
2015-01-09,-1.7686
2015-01-12,0.0
2015-01-13,2.4177
2015-01-14,-0.9041
2015-01-15,-1.8246
2015-01-16,-0.4646
2015-01-20,-2.5934
2015-01-21,-0.9052
2015-01-22,0.9672
2015-01-23,-1.2772999999999999
2015-01-26,1.0243
2015-01-27,-1.1206
2015-01-28,-2.6983
2015-01-29,0.0555
2015-01-30,-1.0532
2015-02-02,4.3697
2015-02-03,7.2464
2015-02-04,4.955
2015-02-05,-2.1936
2015-02-06,1.5602
2015-02-09,-0.4801
2015-02-10,1.7849
2015-02-11,1.3744
2015-02-12,1.5895000000000001
2015-02-13,1.7487
2015-02-17,1.4473
2015-02-18,-0.8025
2015-02-19,1.0787
2015-02-20,2.1787
2015-02-23,-1.1314
2015-02-24,-0.7482
2015-02-25,-0.3104
2015-02-26,0.089
2015-02-27,0.1333
2015-03-02,-2.4412
2015-03-03,0.182
2015-03-04,-0.4087
2015-03-05,-0.5928
2015-03-06,2.8899
2015-03-09,-0.8025
2015-03-10,-0.6742
2015-03-11,1.1764999999999999
2015-03-12,-0.9392
2015-03-13,-0.316
2015-03-16,3.7138
2015-03-17,0.655
2015-03-18,1.1280000000000001
2015-03-19,0.1287
2015-03-20,-1.1568
2015-03-23,-0.8669
2015-03-24,-1.6178
2015-03-25,0.2222
2015-03-26,-1.2417
2015-03-27,1.7511999999999999
2015-03-30,0.4854
2015-03-31,1.6249
2015-04-01,0.8643
2015-04-02,-0.9426
2015-04-06,-1.1678
2015-04-07,-0.744
2015-04-08,-0.7055
2015-04-09,-0.6217
2015-04-10,1.6979
2015-04-13,-0.8787
2015-04-14,2.5266
2015-04-15,0.3026
2015-04-16,-0.5603
2015-04-17,-1.6472
2015-04-20,-0.8374
2015-04-21,0.5778
2015-04-22,0.2209
2015-04-23,1.6314
2015-04-24,0.2603
2015-04-27,-0.4327
2015-04-28,4.3025
2015-04-29,-0.2083
2015-04-30,3.0898
2015-05-01,0.567
2015-05-04,-3.0608
2015-05-05,0.8309
2015-05-06,0.412
2015-05-07,-0.2052
2015-05-08,-0.2878
2015-05-11,0.5361
2015-05-12,0.5332
2015-05-13,0.3264
2015-05-14,-0.854
2015-05-15,1.7637
2015-05-18,0.927
2015-05-19,0.8387
2015-05-20,0.5941
2015-05-21,-0.8661
2015-05-22,-0.5163
2015-05-26,-1.996
2015-05-27,1.5479
2015-05-28,-0.9627
2015-05-29,-0.7695
2015-06-01,0.1633
2015-06-02,-0.0407
2015-06-03,1.1822
2015-06-04,-1.0475
2015-06-05,-0.1221
2015-06-08,0.2038
2015-06-09,-0.5696
2015-06-10,0.7774
2015-06-11,2.1112
2015-06-12,1.2326
2015-06-15,0.6677
2015-06-16,1.3656
2015-06-17,-0.3464
2015-06-18,1.3905
2015-06-19,0.7619
2015-06-22,0.0378
2015-06-23,0.2268
2015-06-24,-0.6787
2015-06-25,-2.0501
2015-06-26,1.2016
2015-06-29,-2.1448
2015-06-30,0.0783
2015-07-01,3.5589
2015-07-02,-1.0574
2015-07-06,-8.3588
2015-07-07,0.1666
2015-07-08,-1.9958
2015-07-09,0.9334
2015-07-10,0.7987
2015-07-13,0.0834
2015-07-14,-0.0833
2015-07-15,3.5863
2015-07-16,-0.3221
2015-07-17,0.3635
2015-07-20,0.3219
2015-07-21,-0.2407
2015-07-22,0.8042
2015-07-23,-0.9573
2015-07-24,-1.2082
2015-07-27,-0.9784
2015-07-28,2.7583
2015-07-29,0.601
2015-07-30,-2.2302
2015-07-31,-1.5070999999999999
2015-08-03,-0.1654
2015-08-04,-1.6984
2015-08-05,-0.7585
2015-08-06,-2.6752000000000002
2015-08-07,-0.5672
2015-08-10,3.1154
2015-08-11,-2.9362
2015-08-12,2.3674
2015-08-13,-0.985
2015-08-14,0.5623
2015-08-17,1.4624
2015-08-18,-2.6282
2015-08-19,-0.566
2015-08-20,-2.0578
2015-08-21,-1.7881
2015-08-24,-2.64
2015-08-25,-0.374
2015-08-26,3.2379
2015-08-27,1.8182
2015-08-28,1.1607
2015-08-31,-0.8826
2015-09-01,-4.1852
2015-09-02,0.4182
2015-09-03,0.0463
2015-09-04,-2.4052
2015-09-08,1.1848
2015-09-09,0.9836
2015-09-10,1.4842
2015-09-11,0.1828
2015-09-14,-0.6843
2015-09-15,0.4593
2015-09-16,1.7375
2015-09-17,0.6292
2015-09-18,-2.6351
2015-09-21,1.3761
2015-09-22,-1.629
2015-09-23,0.184
2015-09-24,-1.1478
2015-09-25,-0.9289
2015-09-28,-5.2039
2015-09-29,0.0
2015-09-30,0.9891
2015-10-01,1.9099
2015-10-02,1.0091
2015-10-05,-0.4757
2015-10-06,-2.2467
2015-10-07,1.5159
2015-10-08,1.7341
2015-10-09,-0.4735
2015-10-12,-0.4282
2015-10-13,-0.3344
2015-10-14,-1.2464
2015-10-15,2.4272
2015-10-16,0.0
2015-10-19,0.0948
2015-10-20,-0.947
2015-10-21,-0.5258
2015-10-22,0.5766
2015-10-23,2.3411
2015-10-26,2.8011
2015-10-27,0.3633
2015-10-28,1.1312
2015-10-29,-15.6152
2015-10-30,-4.5069
2015-11-02,-2.8318
2015-11-03,0.2857
2015-11-04,1.3675
2015-11-05,-0.1686
2015-11-06,3.9414
2015-11-09,-2.7627
2015-11-10,-1.1142
2015-11-11,-1.9155
2015-11-12,0.0574
2015-11-13,-0.5166
2015-11-16,1.3272
2015-11-17,1.9931999999999999
2015-11-18,0.5583
2015-11-19,0.9439
2015-11-20,-3.4103
2015-11-23,1.139
2015-11-24,-0.3941
2015-11-25,1.2436
2015-11-27,-1.6192
2015-11-30,0.1135
2015-12-01,0.8503
2015-12-02,-4.4407
2015-12-03,0.0588
2015-12-04,1.117
2015-12-07,-2.6744
2015-12-08,0.5974
2015-12-09,-1.0689
2015-12-10,0.0
2015-12-11,-2.7611
2015-12-14,-6.4815
2015-12-15,3.9604
2015-12-16,-1.0794
2015-12-17,-0.8986
2015-12-18,-1.4896
2015-12-21,1.8409
2015-12-22,0.1937
2015-12-23,3.4794
2015-12-24,0.5604
2015-12-28,-1.7957
2015-12-29,0.8197
2015-12-30,0.0625
2015-12-31,-0.9375
2016-01-04,-0.3785
2016-01-05,-2.5966
2016-01-06,-1.8856000000000002
2016-01-07,-4.7714
2016-01-08,-2.2965
2016-01-11,0.0712
2016-01-12,-1.9929000000000001
2016-01-13,-2.9775
2016-01-14,2.4701
2016-01-15,-3.5793
2016-01-19,-3.7121
2016-01-20,1.6522000000000001
2016-01-21,1.935
2016-01-22,2.2779
2016-01-25,-2.0045
2016-01-26,1.5152
2016-01-27,-18.209
2016-01-28,-4.7445
2016-01-29,0.0958
2016-02-01,-3.3493
2016-02-02,-3.9604
2016-02-03,3.9175
2016-02-04,2.1825
2016-02-05,-0.3883
2016-02-08,-8.3821
2016-02-09,1.2766
2016-02-10,-0.2101
2016-02-11,-1.4737
2016-02-12,4.9145
2016-02-16,1.4257
2016-02-17,3.1124
2016-02-18,-0.2921
2016-02-19,-1.3672
2016-02-22,2.5743
2016-02-23,-2.9923
2016-02-24,0.6965
2016-02-25,0.7905
2016-02-26,3.0392
2016-02-29,-2.4737999999999998
2016-03-01,-0.0976
2016-03-02,-0.4883
2016-03-03,3.8273
2016-03-04,0.8507
2016-03-07,0.9372
2016-03-08,-2.7855
2016-03-09,-1.5282
2016-03-10,-2.3278
2016-03-11,12.3138
2016-03-14,-5.3935
2016-03-15,-8.8785
2016-03-16,-7.6923
2016-03-17,2.0
2016-03-18,2.1786
2016-03-21,0.6397
2016-03-22,-0.1059
2016-03-23,-4.1357
2016-03-24,1.2168
2016-03-28,-2.9508
2016-03-29,-0.1126
2016-03-30,0.3382
2016-03-31,17.8652
2016-04-01,2.4786
2016-04-04,1.9535
2016-04-05,-4.3796
2016-04-06,0.8588
2016-04-07,-2.9328
2016-04-08,0.9747
2016-04-11,1.2548
2016-04-12,1.0486
2016-04-13,5.7547
2016-04-14,1.4273
2016-04-15,-2.5506
2016-04-18,1.083
2016-04-19,-0.4464
2016-04-20,5.0224
2016-04-21,-0.0854
2016-04-22,0.5983
2016-04-25,1.1045
2016-04-26,-0.4202
2016-04-27,9.7046
2016-04-28,3.1538
2016-04-29,-1.7896999999999998
2016-05-02,0.0759
2016-05-03,-2.0486
2016-05-04,-1.007
2016-05-05,-2.0344
2016-05-06,1.1981
2016-05-09,-1.105
2016-05-10,0.5587
2016-05-11,-2.8571
2016-05-12,-1.9607999999999999
2016-05-13,-1.6667
2016-05-16,0.0847
2016-05-17,1.6935
2016-05-18,0.7494
2016-05-19,-3.3058
2016-05-20,0.5128
2016-05-23,2.551
2016-05-24,1.99
2016-05-25,4.3089
2016-05-26,-1.7147000000000001
2016-05-27,-0.1586
2016-05-31,2.1446
2016-06-01,-1.1663999999999999
2016-06-02,0.236
2016-06-03,-4.2386
2016-06-06,4.1803
2016-06-07,-1.6522000000000001
2016-06-08,0.24
2016-06-09,-5.2674
2016-06-10,-4.802
2016-06-13,-0.885
2016-06-14,-8.125
2016-06-15,3.3042
2016-06-16,-2.2578
2016-06-17,0.6737
2016-06-20,1.5295999999999998
2016-06-21,-1.5066000000000002
2016-06-22,-2.9637000000000002
2016-06-23,5.5172
2016-06-24,-4.6685
2016-06-27,-5.093
2016-06-28,0.6192
2016-06-29,7.6923
2016-06-30,-1.619
2016-07-01,2.9042
2016-07-05,-6.8674
2016-07-06,0.202
2016-07-07,2.3185000000000002
2016-07-08,6.6995000000000005
2016-07-11,-0.0923
2016-07-12,3.8817
2016-07-13,0.7117
2016-07-14,1.8551
2016-07-15,3.5559
2016-07-18,0.2513
2016-07-19,-0.5013
2016-07-20,1.2594
2016-07-21,-0.6633
2016-07-22,-1.0851
2016-07-25,-5.9916
2016-07-26,1.167
2016-07-27,3.0169
2016-07-28,-1.8088
2016-07-29,-3.5965
2016-08-01,0.182
2016-08-02,-2.089
2016-08-03,3.4323
2016-08-04,0.0
2016-08-05,4.0359
2016-08-08,0.0862
2016-08-09,-2.9285
2016-08-10,-1.0648
2016-08-11,1.704
2016-08-12,0.7055
2016-08-15,1.6637
2016-08-16,0.6891
2016-08-17,-2.2241
2016-08-18,1.3998
2016-08-19,-0.3451
2016-08-22,0.1732
2016-08-23,2.1608
2016-08-24,-0.5922
2016-08-25,0.6809
2016-08-26,1.0144
2016-08-29,2.0921
2016-08-30,1.3115
2016-08-31,1.7799
2016-09-01,-1.5897999999999999
2016-09-02,0.5654
2016-09-06,-1.1245
2016-09-07,0.4874
2016-09-08,0.485
2016-09-09,-2.0113
2016-09-12,1.7241
2016-09-13,-3.9548
2016-09-14,-1.2605
2016-09-15,-3.5745
2016-09-16,-2.2948
2016-09-19,-1.084
2016-09-20,-1.1872
2016-09-21,-1.0166
2016-09-22,1.3072
2016-09-23,9.7696
2016-09-26,0.084
2016-09-27,0.5872
2016-09-28,1.251
2016-09-29,-2.0593
2016-09-30,2.2708
2016-10-03,2.1382
2016-10-04,2.9791
2016-10-05,1.5636999999999999
2016-10-06,1.0008
2016-10-07,-0.9909
2016-10-10,0.077
2016-10-11,-2.1538
2016-10-12,-0.3145
2016-10-13,-1.7349999999999999
2016-10-14,0.7223
2016-10-17,-0.3984
2016-10-18,1.04
2016-10-19,1.346
2016-10-20,-0.8594
2016-10-21,-0.9456
2016-10-24,1.5114999999999998
2016-10-25,-0.7837
2016-10-26,-2.0537
2016-10-27,0.2419
2016-10-28,-0.4827
2016-10-31,-1.3743
2016-11-01,-1.3934
2016-11-02,-2.5769
2016-11-03,-1.4505
2016-11-04,-0.1732
2016-11-07,1.8213
2016-11-08,-6.8995
2016-11-09,13.723700000000001
2016-11-10,5.9533000000000005
2016-11-11,0.8352
2016-11-14,5.0452
2016-11-15,-0.1434
2016-11-16,-0.5025
2016-11-17,-0.6494
2016-11-18,-1.2346
2016-11-21,2.1324
2016-11-22,0.0
2016-11-23,0.9359
2016-11-25,0.214
2016-11-28,-1.7793999999999999
2016-11-29,-1.8841
2016-11-30,1.7725
2016-12-01,0.508
2016-12-02,-3.1769
2016-12-05,1.9388999999999998
2016-12-06,2.1946
2016-12-07,2.5054
2016-12-08,3.6313
2016-12-09,-1.0782
2016-12-12,-3.0654
2016-12-13,-1.6162999999999998
2016-12-14,-1.5
2016-12-15,0.2175
2016-12-16,-0.3618
2016-12-19,0.7988
2016-12-20,0.1441
2016-12-21,-0.5755
2016-12-22,-1.5194999999999999
2016-12-23,0.5878
2016-12-27,-0.1461
2016-12-28,-1.1703999999999999
2016-12-29,-0.2221
2016-12-30,0.1484
2017-01-03,3.4074
2017-01-04,3.8682
2017-01-05,-2.9655
2017-01-06,-2.5586
2017-01-09,-1.3129
2017-01-10,1.9217
2017-01-11,0.7977
2017-01-12,-1.4388
2017-01-13,-2.5547
2017-01-17,-0.2247
2017-01-18,0.976
2017-01-19,-0.5204
2017-01-20,0.7474
2017-01-23,0.0
2017-01-24,2.3739
2017-01-25,-7.1739
2017-01-26,0.1561
2017-01-27,-0.1559
2017-01-30,1.171
2017-01-31,2.0062
2017-02-01,1.059
2017-02-02,0.8234
2017-02-03,2.7468
2017-02-06,1.5173
2017-02-07,2.1352
2017-02-08,-1.324
2017-02-09,0.9181
2017-02-10,-0.4899
2017-02-13,0.0703
2017-02-14,2.319
2017-02-15,-0.2747
2017-02-16,-0.8953
2017-02-17,-0.7644
2017-02-21,-0.3501
2017-02-22,1.546
2017-02-23,-0.8304
2017-02-24,2.0237
2017-02-27,2.394
2017-02-28,-1.2692
2017-03-01,1.1502
2017-03-02,-2.6756
2017-03-03,-0.1375
2017-03-06,-0.8947
2017-03-07,-0.8333
2017-03-08,-0.1401
2017-03-09,-0.7013
2017-03-10,0.565
2017-03-13,-0.1404
2017-03-14,0.3516
2017-03-15,0.3504
2017-03-16,1.1872
2017-03-17,-3.3125999999999998
2017-03-20,-0.6424
2017-03-21,-4.023
2017-03-22,0.3743
2017-03-23,-3.3557
2017-03-24,0.0
2017-03-27,-0.6173
2017-03-28,2.4068
2017-03-29,0.0
2017-03-30,1.7437
2017-03-31,-0.7452
2017-04-03,-2.9279
2017-04-04,-3.3256
2017-04-05,-2.16
2017-04-06,2.1259
2017-04-07,0.1601
2017-04-10,-1.7586
2017-04-11,0.1627
2017-04-12,-1.2998
2017-04-13,-1.3992
2017-04-17,2.7546
2017-04-18,-0.3249
2017-04-19,0.652
2017-04-20,5.668
2017-04-21,-2.2989
2017-04-24,1.3333
2017-04-25,1.6254
2017-04-26,1.5994000000000002
2017-04-27,-1.7991000000000001
2017-04-28,-2.7481
2017-05-01,0.471
2017-05-02,0.2344
2017-05-03,-2.9618
2017-05-04,0.4016
2017-05-05,-0.8
2017-05-08,1.371
2017-05-09,-0.716
2017-05-10,0.1603
2017-05-11,-0.96
2017-05-12,-0.8885
2017-05-15,0.0
2017-05-16,-2.0375
2017-05-17,-1.9135
2017-05-18,-1.2723
2017-05-19,2.0619
2017-05-22,-2.3569
2017-05-23,0.431
2017-05-24,-0.515
2017-05-25,1.1217
2017-05-26,1.0239
2017-05-30,-2.7027
2017-05-31,-3.0382
2017-06-01,2.0591
2017-06-02,-0.4386
2017-06-05,0.793
2017-06-06,2.0979
2017-06-07,0.0856
2017-06-08,-0.6843
2017-06-09,-1.4643
2017-06-12,0.0
2017-06-13,1.1364
2017-06-14,0.1729
2017-06-15,1.2079
2017-06-16,-1.5345
2017-06-19,0.2597
2017-06-20,-0.7772
2017-06-21,0.9574
2017-06-22,1.6379000000000001
2017-06-23,-1.1026
2017-06-26,3.1732
2017-06-27,2.9925
2017-06-28,1.0492
2017-06-29,2.7955
2017-06-30,-0.8547
2017-07-03,2.3511
2017-07-05,0.8423
2017-07-06,-2.126
2017-07-07,1.5516
2017-07-10,1.0695000000000001
2017-07-11,-1.1338
2017-07-12,1.6055000000000001
2017-07-13,0.9029
2017-07-14,-0.9694
2017-07-17,-0.8283
2017-07-18,0.8352
2017-07-19,2.3343
2017-07-20,-0.5151
2017-07-21,0.8136
2017-07-24,-0.9538
2017-07-25,0.5926
2017-07-26,-1.0309
2017-07-27,0.1488
2017-07-28,-3.7147
2017-07-31,-1.1574
2017-08-01,0.6245
2017-08-02,-0.4655
2017-08-03,-1.0912
2017-08-04,0.1576
2017-08-07,2.9898
2017-08-08,1.4515
2017-08-09,-0.6777
2017-08-10,-2.2745
2017-08-11,-0.6206
2017-08-14,1.6393
2017-08-15,1.6129
2017-08-16,-1.0582
2017-08-17,-1.8335
2017-08-18,0.0
2017-08-21,-0.0778
2017-08-22,-0.3894
2017-08-23,0.1564
2017-08-24,7.0258
2017-08-25,1.8963999999999999
2017-08-28,-0.2863
2017-08-29,-1.005
2017-08-30,4.2785
2017-08-31,-0.6954
2017-09-01,1.2605
2017-09-05,0.0
2017-09-06,-0.9682
2017-09-07,-0.838
2017-09-08,0.4225
2017-09-11,0.0
2017-09-12,0.3506
2017-09-13,-0.9085
2017-09-14,-0.5642
2017-09-15,0.922
2017-09-18,1.9677
2017-09-19,-0.0689
2017-09-20,-0.8276
2017-09-21,-0.1391
2017-09-22,1.2535
2017-09-25,0.9629
2017-09-26,2.5204
2017-09-27,0.9302
2017-09-28,0.5267
2017-09-29,0.6549
2017-10-02,1.4314
2017-10-03,-0.2566
2017-10-04,-0.1929
2017-10-05,0.5799
2017-10-06,0.4484
2017-10-09,-2.2321
2017-10-10,0.0
2017-10-11,-0.5219
2017-10-12,-1.1803
2017-10-13,0.3981
2017-10-16,2.4455
2017-10-17,-1.4839
2017-10-18,0.6549
2017-10-19,-0.3904
2017-10-20,0.5225
2017-10-23,-0.5848
2017-10-24,0.0
2017-10-25,-0.7843
2017-10-26,1.4493
2017-10-27,4.3506
2017-10-30,3.8581
2017-10-31,-0.2996
2017-11-01,1.0817
2017-11-02,0.7134
2017-11-03,0.2952
2017-11-06,-0.1766
2017-11-07,-1.8311
2017-11-08,-1.2034
2017-11-09,-1.2789
2017-11-10,-0.1851
2017-11-13,-1.5451000000000001
2017-11-14,-0.9416
2017-11-15,3.1686
2017-11-16,-0.7985
2017-11-17,1.0526
2017-11-20,4.5956
2017-11-21,0.1172
2017-11-22,-0.8192
2017-11-24,-0.59
2017-11-27,-0.7122
2017-11-28,1.6139000000000001
2017-11-29,0.2941
2017-11-30,1.1144
2017-12-01,0.7541
2017-12-04,3.7997
2017-12-05,-1.4975
2017-12-06,-0.6757
2017-12-07,1.4739
2017-12-08,-0.4469
2017-12-11,2.0763
2017-12-12,1.2644
2017-12-13,-0.5429
2017-12-14,-0.2183
2017-12-15,-1.5864
2017-12-18,0.667
2017-12-19,0.1104
2017-12-20,0.8274
2017-12-21,1.3129
2017-12-22,-0.378
2017-12-26,0.1626
2017-12-27,0.0
2017-12-28,0.6494
2017-12-29,0.1075
2018-01-02,-1.2352
2018-01-03,0.6525
2018-01-04,0.5943
2018-01-05,1.2352
2018-01-08,-1.2732
2018-01-09,-0.9672
2018-01-10,-0.4341
2018-01-11,1.0899
2018-01-12,1.2938
2018-01-16,-3.14
2018-01-17,0.0
2018-01-18,-0.4396
2018-01-19,1.6004
2018-01-22,0.0543
2018-01-23,0.76
2018-01-24,-0.5388
2018-01-25,0.2167
2018-01-26,1.027
2018-01-29,-0.3745
2018-01-30,-0.7519
2018-01-31,-6.6558
2018-02-01,1.1014
2018-02-02,-3.1537
2018-02-05,-2.1906
2018-02-06,0.7264
2018-02-07,-0.601
2018-02-08,-1.5114999999999998
2018-02-09,0.4911
2018-02-12,2.5122999999999998
2018-02-13,-0.2989
2018-02-14,1.4388
2018-02-15,0.4728
2018-02-16,0.0588
2018-02-20,-1.2346
2018-02-21,-0.2381
2018-02-22,-1.611
2018-02-23,1.5767
2018-02-26,-0.5373
2018-02-27,-1.0804
2018-02-28,-0.7888
2018-03-01,-1.4067
2018-03-02,1.5509
2018-03-05,1.9548
2018-03-06,1.2582
2018-03-07,0.1183
2018-03-08,0.1182
2018-03-09,2.1842
2018-03-12,0.2311
2018-03-13,-1.3256000000000001
2018-03-14,-0.9346
2018-03-15,-1.1203
2018-03-16,2.9219
2018-03-19,-1.9699
2018-03-20,-0.7683
2018-03-21,0.1787
2018-03-22,-3.9239
2018-03-23,-1.6089
2018-03-26,3.0818
2018-03-27,-2.9286
2018-03-28,0.8171
2018-03-29,1.6209
2018-04-02,-3.1288
2018-04-03,1.5199
2018-04-04,0.4991
2018-04-05,1.6139000000000001
2018-04-06,-3.2987
2018-04-09,-0.2527
2018-04-10,0.76
2018-04-11,-0.1257
2018-04-12,1.6992
2018-04-13,-2.2896
2018-04-16,-1.2033
2018-04-17,0.5769
2018-04-18,0.7011
2018-04-19,0.6329
2018-04-20,-1.3836
2018-04-23,0.1913
2018-04-24,15.9134
2018-04-25,2.1417
2018-04-26,0.4301
2018-04-27,-0.2677
2018-04-30,-0.9662
2018-05-01,0.1626
2018-05-02,1.7856999999999998
2018-05-03,-1.8607
2018-05-04,1.0864
2018-05-07,0.9135
2018-05-08,2.0234
2018-05-09,0.8351
2018-05-10,0.7246
2018-05-11,-0.5653
2018-05-14,0.8786
2018-05-15,1.332
2018-05-16,-0.1011
2018-05-17,0.1012
2018-05-18,0.4044
2018-05-21,1.3092
2018-05-22,0.5467
2018-05-23,0.8898
2018-05-24,-2.2048
2018-05-25,-1.6032
2018-05-29,-2.8004
2018-05-30,-6.4955
2018-05-31,0.3361
2018-06-01,2.4567
2018-06-04,2.9428
2018-06-05,-1.8528
2018-06-06,1.2945
2018-06-07,0.0
2018-06-08,0.213
2018-06-11,0.0531
2018-06-12,0.5311
2018-06-13,-1.2678
2018-06-14,0.2675
2018-06-15,2.0277
2018-06-18,0.0
