ticker,SOPK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-12-21,-12.5
2007-01-11,-2.8571
2007-05-04,2.9412000000000003
2007-06-13,-2.8571
2007-08-10,-5.8824
2007-11-14,3.125
2007-11-20,-3.0303
2007-11-30,-18.75
2007-12-17,-3.8462
2008-01-16,-4.0
2008-01-17,0.0
2008-01-18,0.0
2008-01-22,-4.1667
2008-01-23,-6.9565
2008-01-24,1.8692
2008-01-29,10.0917
2008-01-30,16.6667
2008-01-31,5.7143
2008-02-01,-2.7027
2008-02-05,11.1111
2008-02-29,9.375
2008-03-13,-5.7143
2008-03-24,-3.0303
2008-03-25,-15.625
2008-03-28,-0.7407
2008-03-31,0.0
2008-04-02,-2.9851
2008-04-16,-7.6923
2008-04-21,-29.1667
2008-04-22,-5.8824
2008-04-24,-56.25
2008-04-25,14.2857
2008-04-28,175.0
2008-04-29,-4.5455
2008-04-30,-3.8095
2008-05-01,1.9802
2008-05-02,-0.9709
2008-05-05,0.0
2008-05-09,2.9412000000000003
2008-05-12,-2.8571
2008-05-14,83.3333
2008-05-15,-11.7647
2008-05-16,9.697
2008-05-19,2.7624
2008-05-20,2.1505
2008-05-21,4.2105
2008-05-22,11.1111
2008-05-23,6.3636
2008-05-27,2.5641
2008-05-28,22.9167
2008-05-29,1.3559
2008-05-30,0.3344
2008-06-02,-0.3333
2008-06-03,0.0
2008-06-05,0.3344
2008-06-06,-0.3333
2008-06-09,0.3344
2008-06-10,0.0
2008-06-11,-3.3333
2008-06-12,0.0
2008-06-13,0.0
2008-06-16,1.0345
2008-06-17,0.6826
2008-06-18,-10.1695
2008-06-19,-1.8868
2008-06-20,-1.9231
2008-06-23,-1.5686
2008-06-24,-8.3665
2008-06-25,0.0
2008-06-30,0.0
2008-07-01,0.0
2008-07-08,-2.1739
2008-07-09,-11.1111
2008-07-10,1.0
2008-07-11,-3.4653
2008-07-14,33.3333
2008-07-15,-3.8462
2008-07-17,-4.0
2008-07-21,4.1667
2008-07-25,-10.0
2008-07-28,-4.4444
2008-07-29,2.3256
2008-07-30,-0.9091
2008-08-06,0.9174
2008-08-08,2.2727
2008-08-11,-6.6667
2008-08-19,9.5238
2008-08-20,13.0435
2008-09-04,-7.6923
2008-09-05,6.25
2008-09-10,0.0
2008-09-15,0.0
2008-09-22,1.9607999999999999
2008-09-26,-23.0769
2008-09-29,-5.0
2008-09-30,5.2632
2008-10-02,-15.0
2008-10-03,0.0
2008-10-06,32.3529
2008-10-10,4.4444
