ticker,RBTK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-12,0.0
2000-01-24,0.0
2000-01-26,-66.6667
2000-01-28,100.0
2000-02-01,97.0
2000-02-07,-49.2386
2000-02-14,68.75
2000-02-15,-40.7407
2000-03-06,50.0
2000-03-09,0.0
2000-03-14,4.1667
2000-03-15,0.0
2000-03-20,28.0
2000-03-21,-21.875
2000-03-23,2.0
2000-03-27,72.549
2000-03-28,-27.2727
2000-03-29,0.0
2000-04-03,-21.875
2000-04-05,28.0
2000-04-06,-43.75
2000-04-12,77.7778
2000-05-02,112.5
2000-05-11,-39.7059
2000-05-12,17.0732
2000-05-15,0.0
2000-05-16,-25.0
2000-05-25,55.5556
2000-05-31,-1.4285999999999999
2000-06-01,-13.0435
2000-06-05,0.0
2000-06-08,-16.6667
2000-06-09,-5.0
2000-06-19,-55.7895
2000-06-27,-4.7619
2000-08-14,-50.0
2000-08-15,-50.0
2000-08-21,0.0
2000-09-13,50.0
2000-09-18,100.0
2000-09-21,-32.0
2000-09-26,-44.8529
2000-09-27,-7.5556
2000-09-28,0.0
2000-09-29,15.3846
2000-10-02,-16.6667
2000-10-06,20.0
2000-10-13,-16.6667
2000-10-16,0.0
2001-01-18,0.0
2001-01-29,0.0
2001-02-27,-20.0
2001-03-07,-25.0
2001-08-30,-60.0
2001-09-05,66.6667
2001-09-21,0.0
2001-12-24,-40.0
2002-05-07,0.0
2002-07-15,-50.0
2002-11-21,0.0
2002-12-11,-33.3333
2003-01-29,150.0
2003-04-14,-80.0
2003-04-15,400.0
2003-04-16,0.0
2003-04-28,-80.0
2003-06-11,0.0
2003-11-07,0.0
2003-11-12,900.0
2003-11-13,0.0
2003-12-23,-80.0
2004-03-10,0.0
2004-09-01,0.0
2004-09-17,150.0
2004-10-22,-78.0
2004-11-23,81.8182
2004-12-14,0.0
2005-06-23,200.0
2005-06-30,0.0
2005-08-04,0.0
2006-01-17,-16.6667
2006-01-23,-60.0
2007-04-20,0.0
2007-07-16,0.0
2007-07-24,900.0
2007-07-25,0.0
2007-07-26,0.0
2007-08-01,-95.0
2007-09-05,0.0
2007-10-19,0.0
2007-11-26,-80.0
2008-01-11,7400.0
2008-01-14,-66.6667
2008-01-15,0.0
2008-01-30,0.0
2008-03-03,20.0
2008-09-22,-16.6667
2008-12-26,20.0
2009-02-02,-83.3333
2009-02-03,-50.0
2009-05-07,-97.5
2009-09-11,7900.0
2009-09-15,50.0
2009-09-17,0.0
2009-09-23,-98.75
2010-01-19,26566.6667
2010-02-04,-98.75
2010-03-15,5500.0
2010-03-18,-57.1429
2010-03-22,100.0
2010-04-12,-63.3333
2010-04-13,1.1364
2010-04-16,0.0
2010-04-21,-10.1124
2010-04-23,10.0
2010-04-27,0.0
2010-04-28,0.0
2010-04-30,-18.1818
2010-05-05,11.1111
2010-05-12,-30.0
2010-06-10,14.2857
2010-08-20,0.0
2010-08-30,0.0
2010-09-03,25.0
2010-09-07,130.0
2010-11-04,-98.3696
2010-11-11,1500.0
2010-12-15,233.3333
2010-12-31,-50.0
2011-03-28,100.0
2011-04-01,0.0
2011-05-03,400.0
2011-05-05,0.0
2011-08-03,-99.5
2012-02-17,19900.0
2012-02-28,-12.0
2012-02-29,-3.4091
2012-03-02,0.0
2012-03-12,-17.647100000000002
2012-03-26,0.0
2012-05-21,-28.5714
2012-06-12,0.0
2012-07-12,300.0
2012-07-13,-30.0
2012-07-16,-71.4286
2012-07-25,125.0
2012-08-10,-55.5556
2012-08-29,-12.5
2012-09-04,-14.2857
2012-09-05,-49.6667
2012-09-06,23.1788
2012-09-11,34.4086
2012-11-05,0.0
2012-11-06,0.0
2012-11-23,2.0
2013-01-25,0.0
2013-06-04,-1.9607999999999999
2013-11-15,-22.705
2014-04-21,-4.2629
2014-08-12,-18.9189
2015-08-11,3.3333
2015-09-23,-9.6774
2015-09-24,-90.0
2016-02-02,78.5714
2016-07-22,380.0
2016-07-28,-15.8333
2016-08-02,0.0
2016-09-23,43.5644
2016-10-10,-82.7586
2016-10-13,460.0
2016-11-07,7.1429
2016-12-02,-6.6667
2017-05-22,3.5714
2017-06-27,0.0
2017-07-05,6.8966
2017-08-03,3.871
2017-08-04,39.7516
2017-08-10,77.7778
2017-08-11,-49.75
2019-06-26,24.3781
