ticker,ALG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.2195
2000-01-04,-0.6173
2000-01-05,0.0
2000-01-06,4.3478
2000-01-07,-1.1905000000000001
2000-01-10,2.4096
2000-01-11,0.0
2000-01-12,-1.1764999999999999
2000-01-13,1.7619
2000-01-14,-0.5882
2000-01-18,0.5917
2000-01-19,0.5882
2000-01-20,2.3392
2000-01-21,-0.5714
2000-01-24,-1.7241
2000-01-25,-1.7544
2000-01-26,3.5714
2000-01-27,0.0
2000-01-28,0.0
2000-01-31,0.5747
2000-02-01,0.5714
2000-02-02,9.6591
2000-02-03,1.0363
2000-02-04,-0.5128
2000-02-07,0.5155
2000-02-08,-1.0256
2000-02-09,0.0
2000-02-10,-0.5181
2000-02-11,0.5208
2000-02-14,0.5181
2000-02-15,-1.0309
2000-02-16,-2.0833
2000-02-18,0.0
2000-02-22,1.5957
2000-02-23,0.5236
2000-02-24,0.0
2000-02-25,1.0417
2000-02-28,0.0
2000-02-29,-1.0309
2000-03-01,-0.5208
2000-03-02,-1.5707
2000-03-03,2.1277
2000-03-06,0.0
2000-03-08,-1.0417
2000-03-09,-6.3158
2000-03-10,-1.1236
2000-03-13,-2.2727
2000-03-14,-1.1628
2000-03-15,-1.1764999999999999
2000-03-16,1.1905000000000001
2000-03-17,0.0
2000-03-20,-1.1764999999999999
2000-03-21,4.7619
2000-03-22,0.0
2000-03-23,0.0
2000-03-24,0.0
2000-03-27,0.0
2000-03-28,4.5455
2000-03-29,-1.087
2000-03-30,2.1978
2000-03-31,0.0
2000-04-04,0.5376
2000-04-05,-1.0695000000000001
2000-04-06,-0.5405
2000-04-07,-2.1739
2000-04-11,3.8889
2000-04-12,-1.6042999999999998
2000-04-13,0.5217
2000-04-14,-1.087
2000-04-17,-1.0989
2000-04-18,-1.6667
2000-04-19,0.565
2000-04-20,0.0
2000-04-24,-1.1236
2000-04-25,-1.1364
2000-04-26,-0.5747
2000-04-27,-1.1561
2000-04-28,1.7544
2000-05-01,1.1494
2000-05-02,4.5455
2000-05-03,0.0
2000-05-04,-2.1739
2000-05-05,-1.1111
2000-05-08,0.5618
2000-05-09,-1.6760000000000002
2000-05-10,0.5682
2000-05-11,3.9548
2000-05-12,0.0
2000-05-15,1.087
2000-05-16,2.1505
2000-05-17,3.1579
2000-05-18,0.0
2000-05-19,1.0204
2000-05-22,2.0202
2000-05-23,1.9802
2000-05-24,0.0
2000-05-25,-1.9417
2000-05-26,-1.9802
2000-05-30,-0.5051
