ticker,ADGL US Equity
2014-04-30,-16.6667
2014-05-06,-6.5833
2014-05-07,7.0473
2014-05-12,19.3333
2014-05-13,0.0
2014-05-20,0.0
2014-05-28,-44.0642
2014-05-29,42.8215
2014-06-03,4.8951
2014-06-04,-6.6667
2014-06-10,0.0
2014-06-13,10.7143
2014-06-16,3.2258
2014-06-17,-25.0
2014-06-25,4.1667
2014-06-30,3.2
2014-07-01,0.7752
2014-07-07,-15.3846
2014-07-09,9.0909
2014-07-10,0.0
2014-07-14,8.3333
2014-07-15,0.0
2014-07-17,-23.0769
2014-07-18,0.0
2014-07-21,0.0
2014-07-22,0.0
2014-07-25,0.0
2014-08-01,0.0
2014-08-06,0.0
2014-08-13,-10.0
2014-08-15,11.1111
2014-08-22,0.0
2014-08-27,-20.0
2014-08-29,12.5
2014-09-02,0.0
2014-09-24,11.1111
2014-09-25,0.0
2014-09-29,0.0
2014-10-01,10.0
2014-10-20,-18.1818
2014-10-21,-11.1111
2014-10-22,25.0
2014-10-23,-10.0
2014-10-24,-1.1111
2014-10-27,0.0
2014-10-29,-4.4944
2014-10-30,0.0
2014-11-04,-22.352899999999998
2014-11-07,34.8485
2014-11-10,-32.5843
2014-11-11,48.3333
2014-11-13,-10.1124
2014-11-14,0.0
2014-11-17,11.25
2014-11-18,-12.3596
2014-11-19,-23.0769
2014-11-21,16.6667
2014-11-28,-14.2857
2014-12-04,0.0
2014-12-05,0.0
2014-12-08,16.6667
2014-12-10,0.0
2014-12-15,0.0
2014-12-18,0.0
2014-12-19,0.0
2014-12-22,-14.2857
2014-12-26,16.875
2014-12-30,28.3422
2015-01-02,11.1111
2015-01-05,0.0
2015-01-06,0.0
2015-01-07,20.0
2015-01-08,-41.6667
2015-01-09,114.1071
2015-01-12,-6.5888
2015-01-13,-7.1429
2015-01-15,-30.7692
2015-01-22,11.1111
2015-01-26,30.0
2015-01-28,-32.6923
2015-02-06,37.1429
2015-02-11,-41.6667
2015-02-19,71.4286
2015-02-20,-16.5625
2015-02-23,-0.1248
2015-02-26,-10.0
2015-03-04,66.6667
2015-03-10,-6.6667
2015-03-12,0.0
2015-03-16,-28.5714
2015-03-17,0.0
2015-03-18,0.0
2015-03-19,0.0
2015-03-20,0.0
2015-03-26,0.0
2015-04-08,-20.0
2015-04-09,6.25
2015-04-14,0.0
2015-04-15,-5.8824
2015-04-20,0.0
2015-04-21,0.0
2015-05-01,0.0
2015-05-04,-12.5
2015-05-05,0.0
2015-05-06,0.0
2015-05-07,0.1786
2015-05-08,-0.1783
2015-05-28,42.8571
2015-05-29,0.125
2015-06-02,19.8502
2015-06-23,-29.1667
2015-06-26,-35.2941
2015-06-30,9.0909
2015-07-27,33.3333
2015-07-28,12.5
2015-07-29,0.0
2015-08-05,0.0
2015-08-24,-30.5556
2015-09-02,0.0
2015-09-04,0.0
2015-09-08,60.0
2015-09-16,-42.5
2015-09-17,73.913
2015-09-25,-42.5
2015-10-05,-9.5652
2015-10-07,0.0
2015-10-15,92.3077
2015-10-26,0.0
2015-11-03,0.0
2015-11-19,-47.0
2015-12-04,0.7075
2015-12-23,-2.5761
2016-01-07,92.3077
2016-02-05,-5.0
2016-02-10,-6.8421
2016-02-19,-9.6045
2016-03-11,25.0
2016-04-05,-50.0
2016-04-08,118.375
2016-04-13,-26.7315
2016-04-20,25.0
2016-04-21,-40.0
2016-04-22,-16.6667
2016-05-06,0.0
2016-05-24,30.0
2016-07-21,-53.0769
2016-07-22,-34.4262
2016-08-01,150.625
2016-10-14,67.3317
2016-11-21,-52.9061
2016-11-29,-7.5949
2016-12-08,9.589
2017-01-05,50.0
2017-01-12,16.6667
2017-01-13,0.0
2017-01-30,42.8571
2017-01-31,0.0
2017-02-01,-40.0
2017-02-02,-12.5
2017-02-08,52.381
2017-02-21,5.7813
2017-03-13,18.1684
2017-03-20,-30.0
2017-03-22,42.8571
2017-03-30,-49.0
2017-04-18,-21.5686
2017-05-19,125.0
2017-05-30,-22.2222
2017-06-01,-71.4286
2017-06-02,0.0
2017-06-07,400.0
2017-06-08,-15.0
2017-06-27,-76.4706
2017-07-17,0.0
2017-08-01,0.0
2017-08-04,-10.0
2017-08-21,-16.6667
2017-08-23,100.0
2017-08-28,0.0
2017-08-31,-50.0
2017-09-20,66.6667
2017-09-28,100.0
2017-09-29,-60.0
2017-10-02,32.5
2017-10-03,0.0
2017-10-05,3.7736
2017-10-25,9.0909
2017-10-27,63.3333
2017-11-10,-57.1429
2017-11-13,0.0
2017-11-27,9.5238
2017-11-29,-4.3478
2017-12-19,122.7273
2018-01-29,-3.0612
2018-02-09,-13.6842
2018-04-11,-24.3902
2018-04-19,0.0
2018-05-25,0.0
2018-06-15,3.2258
2018-06-19,-3.125
2018-06-26,-3.2258
2018-06-29,13.3333
2018-07-05,-11.7647
2018-08-01,3.3
2018-08-30,-51.5973
2018-09-05,32.6667
2018-09-13,0.5025
2018-09-18,-40.0
2018-09-20,0.0
2018-09-28,45.8333
2018-10-05,0.0
2018-10-15,6.2857
2018-11-09,-3.2258
2018-12-27,-38.8889
2019-02-08,58.1818
2019-03-11,0.0
2019-05-14,-41.954
2019-09-24,8.9109
2019-09-25,-9.0909
2019-10-16,-30.0
2019-12-24,-7.1429
2019-12-31,23.0769
2020-01-28,-37.5
2020-03-04,-28.0
