ticker,ADGL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-03-13,0.0
2012-05-18,0.0
2012-06-19,-49.505
2012-06-25,98.0392
2012-09-04,0.0
2012-11-29,-0.9901
2012-12-04,-15.0
2013-01-03,18.8235
2013-02-05,-30.6931
2013-02-07,-5.7143
2013-02-08,-1.5152
2013-02-11,-7.6923
2013-02-12,-8.3333
2013-02-13,0.0
2013-02-14,-7.2727
2013-02-15,-5.8824
2013-02-19,-16.6667
2013-02-21,-25.0
2013-02-26,-16.6667
2013-03-01,-20.0
2013-03-07,50.0
2013-03-08,-16.6667
2013-03-12,-18.0
2013-03-14,-1.9512
2013-03-26,-10.4478
2013-04-01,-11.1111
2013-04-02,0.0
2013-04-03,-12.5
2013-04-09,42.8571
2013-04-25,-35.0
2013-05-06,-7.6923
2013-05-14,-8.3333
2013-07-10,18.1818
2013-07-19,0.0
2013-07-22,0.0
2013-07-30,-23.0769
2013-08-07,15.0
2013-08-23,13.0435
2013-08-28,0.0
2013-09-05,15.3846
2013-09-27,13.3333
2013-10-01,0.0
2013-10-03,0.0
2013-10-17,0.0
2013-10-24,0.0
2013-10-25,0.0
2013-10-31,-41.1765
2013-11-20,0.0
2013-11-25,0.0
2013-11-29,0.0
2013-12-03,100.0
2013-12-04,0.0
2013-12-06,25.0
2013-12-09,-20.0
2013-12-12,50.0
2013-12-19,20.0
2013-12-20,33.3333
2013-12-23,0.0
2013-12-26,-79.1667
2013-12-27,150.0
2013-12-30,0.0
2013-12-31,-52.0
2014-01-02,66.6667
2014-01-03,0.0
2014-01-06,-39.9375
2014-01-08,8.2206
2014-01-13,53.8462
2014-01-14,0.0
2014-01-15,-25.0
2014-01-17,20.0
2014-01-21,-5.5556
2014-01-22,-5.8824
2014-01-24,100.0
2014-01-27,-15.625
2014-01-28,3.7037
2014-02-04,-35.7143
2014-02-05,-16.6667
2014-02-06,13.3333
2014-02-07,76.4706
2014-02-10,-36.6667
2014-02-11,0.0
2014-02-13,5.2632
2014-02-19,5.0
2014-02-20,0.0
2014-02-26,-4.7619
2014-02-28,0.0
2014-03-03,25.0
2014-03-04,0.0
2014-03-05,0.0
2014-03-07,0.0
2014-03-21,-20.0
2014-03-24,0.0
2014-03-25,15.0
2014-04-03,-8.6957
2014-04-04,-23.8095
2014-04-07,31.25
2014-04-08,-28.5119
2014-04-09,-6.6611
2014-04-14,21.3202
2014-04-15,-11.7647
2014-04-21,-3.3333
2014-04-22,-3.4483
2014-04-25,28.5714
