ticker,AMEH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-11-26,-99.2647
2008-09-08,2599900.0
2008-09-24,30.4615
2008-09-26,0.2358
2008-09-29,-23.5294
2008-09-30,30.7692
2008-10-01,-2.3529
2008-10-02,-21.6867
2008-10-10,30.4615
2009-01-15,-52.8302
2009-01-29,-25.0
2009-01-30,-66.0
2009-02-03,194.1176
2009-02-04,0.0
2009-02-05,-83.3333
2009-02-11,0.0
2009-02-17,260.0
2009-02-18,16.6667
2009-02-19,4.7619
2009-02-20,0.0
2009-02-23,-86.3636
2009-02-24,533.3333
2009-02-25,-1.0526
2009-03-05,0.0
2009-03-06,0.0
2009-04-06,-78.7234
2009-04-09,0.0
2009-04-13,750.0
2009-06-22,-92.9412
2009-06-23,-8.3333
2009-06-24,9.0909
2009-06-25,0.0
2009-06-26,-16.6667
2009-06-30,-20.0
2009-07-01,-25.0
2009-07-06,-16.6667
2009-07-10,-20.0
2009-07-16,-25.0
2009-07-17,-33.3333
2009-07-20,-50.0
2009-07-22,20.0
2009-07-24,-16.6667
2009-07-28,0.0
2009-07-30,0.0
2009-07-31,0.0
2009-08-03,0.0
2009-08-12,100.0
2009-08-14,50.0
2009-08-19,33.3333
2009-08-20,0.0
2009-08-24,-12.5
2009-08-31,-14.2857
2009-09-08,33.3333
2009-09-10,5.0
2009-09-28,0.0
2009-09-29,0.0
2009-10-02,0.0
2009-10-08,-4.7619
2009-10-16,75.0
2009-10-22,-42.8571
2009-10-28,0.0
2009-10-29,25.0
2009-10-30,100.0
2009-11-09,0.0
2009-11-10,0.0
2009-11-12,-50.0
2009-11-13,10.0
2009-11-18,-9.0909
2009-11-20,40.0
2009-12-09,-28.5714
2009-12-16,2.375
2009-12-17,0.0
2009-12-18,7.4481
2009-12-22,11.25
2009-12-23,0.0
2009-12-31,16.3432
2010-01-06,-25.5487
2010-01-07,88.6792
2010-01-08,0.0
2010-01-11,0.0
2010-01-12,0.0
2010-01-14,12.8125
2010-01-19,-3.5457
2010-01-21,0.0
2010-01-25,0.0
2010-01-28,1.0913
2010-01-29,-24.7159
2010-02-02,55.5472
2010-02-08,-15.3809
2010-02-09,-16.6858
2010-02-18,21.1287
2010-02-19,0.0
2010-02-22,-17.4432
2010-02-24,10.117
2010-03-02,-30.0
2010-03-11,4.0179
2010-03-12,9.8712
2010-03-16,-5.0
2010-03-22,18.4211
2010-03-29,0.0
2010-03-30,-1.3194
2010-03-31,12.5968
2010-04-01,-1.1875
2010-04-05,6.2619
