ticker,BTTR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-06-22,0.0
2010-06-28,0.0
2010-06-30,0.9091
2010-07-14,-65.7658
2010-07-19,10.526299999999999
2010-07-22,-2.3810000000000002
2010-08-03,0.0
2010-08-04,-2.439
2010-08-05,1.25
2010-08-06,-1.2346
2010-08-09,1.25
2010-08-10,-1.2346
2010-08-11,-2.5
2010-08-12,-14.1026
2010-08-13,-25.6716
2010-08-16,-11.245
2010-08-17,4.0724
2010-08-18,-8.6957
2010-08-19,-19.0476
2010-08-20,14.7059
2010-08-23,2.5641
2010-08-24,-17.5
2010-08-25,9.0909
2010-08-26,-16.6667
2010-08-27,0.0
2010-08-30,19.3333
2010-08-31,-16.2011
2010-09-01,3.3333
2010-09-02,3.2258
2010-09-03,6.25
2010-09-07,-8.8235
2010-09-08,-16.129
2010-09-09,7.6923
2010-09-10,-14.2857
2010-09-13,-12.5
2010-09-14,0.0
2010-09-15,-9.5238
2010-09-16,15.7895
2010-09-17,0.9091
2010-09-20,-18.9189
2010-09-21,16.6667
2010-09-22,-14.2857
2010-09-23,11.1111
2010-09-24,25.0
2010-09-27,4.0
2010-09-28,7.6923
2010-09-29,0.0
2010-09-30,-10.7143
2010-10-01,-19.85
2010-10-04,0.0
2010-10-05,24.7661
2010-10-06,-4.0
2010-10-07,0.8333
2010-10-08,-0.8264
2010-10-11,-8.3333
2010-10-13,-13.6364
2010-10-14,52.6316
2010-10-15,-3.4483
2010-10-18,0.0
2010-10-19,0.0
2010-10-20,-16.4286
2010-10-21,-31.6239
2010-10-22,-25.0
2010-10-25,-20.8333
2010-10-26,2.1053
2010-10-27,-1.0309
2010-10-28,-6.25
2010-10-29,17.7778
2010-11-01,-24.5283
2010-11-02,-25.0
2010-11-03,-33.75
2010-11-04,30.8176
2010-11-05,-7.6923
2010-11-08,0.0
2010-11-09,-12.5
2010-11-10,2.3810000000000002
2010-11-11,-20.3488
2010-11-12,1.4599
2010-11-15,-36.6906
2010-11-16,18.1818
2010-11-17,15.3846
2010-11-18,-23.3333
2010-11-19,17.3913
2010-11-22,0.0
2010-11-23,2.3148
2010-11-24,-16.7421
2010-11-26,8.6957
2010-11-29,4.0
2010-11-30,11.538499999999999
2010-12-01,-17.2414
2010-12-02,15.625
2010-12-03,-16.2162
2010-12-06,0.0
2010-12-07,-4.3011
2010-12-08,7.8652
2010-12-09,-8.3333
2010-12-10,-2.8409
2010-12-13,18.7135
2010-12-14,-13.3005
2010-12-15,-9.0909
