ticker,SIRC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-01-05,1566.6667
2009-01-06,100.0
2009-01-07,100.0
2009-01-08,-10.0
2009-01-09,-5.5556
2009-01-12,-41.1765
2009-01-13,0.0
2009-01-16,0.0
2009-01-20,-50.0
2009-01-21,0.0
2009-01-22,-30.0
2009-01-23,-42.8571
2009-01-26,0.0
2009-01-27,50.0
2009-01-29,-33.3333
2009-02-02,-40.0
2009-02-03,75.0
2009-02-04,-52.381
2009-02-05,0.0
2009-02-09,100.0
2009-02-10,10.0
2009-02-11,0.0
2009-02-12,0.0
2009-02-13,45.4545
2009-02-17,-31.25
2009-02-20,-45.4545
2009-02-23,0.0
2009-02-24,0.0
2009-02-25,0.0
2009-02-27,0.0
2009-03-02,0.0
2009-03-03,0.0
2009-03-06,-16.6667
2009-03-10,20.0
2009-03-12,0.0
2009-03-16,0.0
2009-03-17,0.0
2009-03-18,66.6667
2009-03-20,0.0
2009-03-26,0.0
2009-03-27,0.0
2009-04-01,0.0
2009-04-02,50.0
2009-04-03,0.0
2009-04-06,0.0
2009-04-07,-33.3333
2009-04-14,0.0
2009-04-15,0.0
2009-04-23,0.0
2009-04-24,0.0
2009-04-28,0.0
2009-04-30,40.0
2009-05-01,-28.5714
2009-05-11,0.0
2009-05-12,0.0
2009-05-13,0.0
2009-05-14,0.0
2009-05-18,0.0
2009-05-19,-25.0
2009-05-20,0.0
2009-05-21,0.0
2009-05-22,33.3333
2009-05-26,0.0
2009-05-27,-25.0
2009-05-28,33.3333
2009-05-29,0.0
2009-06-01,-25.0
2009-06-03,0.0
2009-06-05,0.0
2009-06-08,0.0
2009-06-10,0.0
2009-06-11,0.0
2009-06-15,0.0
2009-06-16,0.0
2009-06-23,0.0
2009-06-24,0.0
2009-06-25,-33.3333
2009-07-08,50.0
2009-07-10,0.0
2009-07-14,0.0
2009-07-15,0.0
2009-07-17,0.0
2009-07-20,0.0
2009-07-23,13.3333
2009-07-24,-11.7647
2009-07-27,0.0
2009-07-28,0.0
2009-07-29,0.0
2009-07-30,-6.6667
2009-08-03,0.0
2009-08-04,3.5714
2009-08-06,-3.4483
2009-08-10,0.0
2009-08-11,0.0
2009-08-14,0.0
2009-08-17,0.0
2009-08-20,3.5714
2009-08-27,-3.4483
2009-08-28,0.0
2009-08-31,3.5714
2009-09-01,-3.4483
2009-09-02,0.0
2009-09-03,0.0
2009-09-04,0.0
2009-09-14,0.0
2009-09-16,0.0
2009-09-17,-28.5714
2009-09-21,0.0
