ticker,EFIR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-04-21,0.0
2011-04-25,0.0
2011-04-26,-16.6667
2011-04-27,20.0
2011-04-28,0.0
2011-04-29,0.0
2011-05-02,0.0
2011-05-03,-16.6667
2011-05-04,20.0
2011-05-05,-16.6667
2011-05-06,0.0
2011-05-09,0.0
2011-05-10,-40.0
2011-05-11,66.6667
2011-05-12,0.0
2011-05-13,0.0
2011-05-16,-40.0
2011-05-17,0.0
2011-05-18,0.0
2011-05-19,0.0
2011-05-20,0.0
2011-05-23,0.0
2011-05-24,0.0
2011-05-25,0.0
2011-05-26,0.0
2011-05-27,0.0
2011-05-31,66.6667
2011-06-01,0.0
2011-06-02,0.0
2011-06-03,-40.0
2011-06-06,0.0
2011-06-07,0.0
2011-06-08,66.6667
2011-06-09,-40.0
2011-06-10,0.0
2011-06-13,0.0
2011-06-14,0.0
2011-06-15,0.0
2011-06-16,0.0
2011-06-17,-33.3333
2011-06-20,50.0
2011-06-21,-33.3333
2011-06-22,50.0
2011-06-23,0.0
2011-06-24,-33.3333
2011-06-27,50.0
2011-06-28,0.0
2011-06-29,0.0
2011-06-30,0.0
2011-07-01,-33.3333
2011-07-05,50.0
2011-07-06,0.0
2011-07-07,6.6667
2011-07-08,11.0
2011-07-11,125.2252
2011-07-12,-48.0
2011-07-13,76.9231
2011-07-14,-42.6087
2011-07-15,13.6364
2011-07-18,26.6667
2011-07-19,-23.6842
2011-07-20,-31.1207
2011-07-21,-29.9124
2011-07-22,14.2857
2011-07-25,-27.5
2011-07-26,3.4483
2011-07-27,-16.6667
2011-07-28,-21.625
2011-07-29,-23.445
2011-08-01,49.5833
2011-08-02,-30.9192
2011-08-03,33.871
2011-08-04,-25.753
2011-08-05,-12.3732
2011-08-08,-10.6481
2011-08-09,-8.8083
2011-08-10,18.1818
2011-08-11,53.3654
2011-08-12,-34.326
2011-08-15,14.5585
2011-08-16,-24.5833
2011-08-17,28.1768
2011-08-18,-13.1466
2011-08-19,2.7295
2011-08-22,-18.3575
2011-08-23,-5.3254
2011-08-24,50.0
2011-08-25,-33.3333
2011-08-26,4.0625
2011-08-29,-3.9039
2011-08-30,50.0
2011-08-31,-23.3333
2011-09-01,-19.0217
2011-09-02,17.4497
2011-09-06,2.0
2011-09-07,21.0084
2011-09-08,-25.9259
2011-09-09,10.0
2011-09-12,-9.0909
2011-09-13,-10.0
2011-09-14,-13.8889
2011-09-15,-22.5806
2011-09-16,4.1667
2011-09-19,17.5
