ticker,FSDK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-26,0.0
2000-01-27,3.7975
2000-02-02,0.0
2000-03-07,-3.0488
2000-03-14,2.5157
2000-04-26,-2.454
2000-05-15,0.6289
2000-10-04,-0.625
2000-11-07,0.0
2000-11-28,-11.9497
2000-12-06,21.4286
2001-06-07,5.5412
2002-01-16,-9.4304
2002-01-23,16.9231
2002-04-03,-13.1579
2002-05-02,9.697
2002-07-05,-0.5525
2002-08-12,-5.2778
2002-08-15,4.3988
2002-09-11,-1.6854
2002-09-12,0.0
2002-09-23,1.7143000000000002
2002-09-30,-1.6854
2002-10-02,8.5714
2003-02-18,-1.5789
2003-02-26,0.0
2003-02-27,3.2086
2003-02-28,0.0
2003-03-20,0.0
2003-05-02,0.0
2003-05-06,-0.5181
2003-07-18,6.25
2003-10-07,-3.9215999999999998
2004-04-07,3.1633
2004-04-08,1.3848
2004-04-23,1.4634
2004-05-07,-0.4808
2004-05-21,6.2802
2004-06-18,-4.5455
2004-08-30,0.0
2004-09-07,6.6667
2004-09-22,-1.7856999999999998
2004-09-23,1.8182
2004-10-14,-1.7856999999999998
2005-01-05,0.4545
2005-01-18,0.905
2005-03-09,0.4484
2005-08-22,2.6786
2005-08-29,4.3478
2005-09-30,4.1667
2005-10-11,0.0
2005-10-18,-0.8
2005-11-16,1.6129
2006-02-16,1.5873
2006-03-07,1.5625
2006-04-17,-1.5385
2006-04-20,-1.5625
2006-04-21,-0.7937
2006-04-28,-4.0
2006-05-30,0.0
2006-06-26,0.8333
2006-07-12,0.0
2006-07-18,0.0
2006-08-07,0.0
2006-08-17,-0.8264
2006-08-24,0.8333
2006-08-28,0.0
2006-10-13,0.8264
2006-10-27,0.0
2006-11-15,-1.6393
2007-01-05,1.6667
2007-02-15,-1.6393
2007-02-20,-1.6667
2007-03-14,2.5423999999999998
2007-04-17,-0.8264
2007-07-17,-1.6667
2007-10-02,-5.9322
2007-10-12,3.6036
2007-11-26,-8.6957
2008-01-09,0.9524
2008-06-27,-5.6132
2008-06-30,-10.045
2008-07-07,-7.4111
2008-07-09,6.8043
2008-07-15,-7.8652
2008-08-25,1.5244
2009-01-21,20.1201
2009-01-23,-22.0
2009-02-13,-5.1282
2009-06-25,8.1081
2009-07-08,20.0
2010-07-21,-14.5833
2011-03-08,23.1707
2011-03-11,0.0
2011-06-02,-20.7921
2011-06-06,11.5625
2011-08-24,-17.0868
2011-08-26,2.7027
2012-02-15,0.0
2012-02-16,2.6316
2012-03-02,2.5641
2012-03-30,-1.25
2012-04-19,4.7468
2012-05-29,-6.9486
2012-08-02,1.2987
2012-08-14,4.8077
2013-05-21,-3.0239
2013-05-29,2.2364
2013-11-01,1.7862
2014-01-23,-1.0273
2014-05-05,1.9498
2014-05-13,-1.25
2015-03-12,4.6376
2016-06-03,3.7013
2016-07-25,0.3469
2016-07-26,0.9877
2016-08-01,1.467
2016-08-03,-3.3133
2016-08-10,2.1807
2016-08-12,0.0
2016-08-15,3.6585
2016-08-18,-3.5294
2016-08-19,-0.9146
2016-08-22,0.0
2016-08-24,0.0
2016-08-26,0.0
2016-10-26,0.6566
2016-10-28,0.2462
2016-11-11,-0.8594
2016-11-14,0.8669
2016-11-15,0.0
2016-11-16,3.1308
2016-11-25,-0.2976
2016-12-06,0.597
2016-12-28,0.9496
2017-01-18,0.5798
2017-01-19,0.4588
2017-01-20,0.1171
2017-01-24,0.0
2017-01-26,-0.4211
2017-01-27,0.4111
2017-01-30,0.0
2017-01-31,0.0351
2017-02-01,0.0
2017-02-02,1.0408
2017-02-07,-1.0301
2017-02-08,0.573
2017-02-09,-0.2326
2017-02-13,-0.0583
2017-02-22,0.2915
2017-02-27,1.1628
2017-03-06,0.0
2017-03-07,-0.1149
2017-03-10,0.1151
2017-03-20,-0.8621
2017-03-21,0.8696
2017-03-23,-1.1494
2017-08-07,5.9939
2017-08-14,0.0
2017-10-18,11.8811
2017-12-27,-8.0919
2018-01-18,9.4468
2018-01-25,-0.0999
2018-01-26,0.0
2018-02-01,0.0
2018-03-23,-13.0
2018-04-02,4.0944
2018-04-17,0.0
2018-06-26,1.1111
2018-07-02,0.5969
2018-07-11,0.0
2018-07-19,3.2967
2018-07-20,2.6596
2018-07-27,-5.5959
2018-08-13,0.2634
2018-12-03,1.1784
2018-12-20,-0.0218
2018-12-21,0.0
2018-12-24,0.0
2018-12-26,-2.0142
2018-12-28,0.6
2019-01-02,0.0
2019-01-08,-2.2222
2019-01-15,0.0
2019-01-16,-0.6818
2019-02-27,-0.7437
2019-02-28,3.7464
2019-04-02,0.6036
2019-04-24,-2.7778
2019-06-12,0.0
2019-06-14,0.0571
2019-06-26,0.0
2019-07-02,0.6206
2019-07-16,0.514
2019-07-19,5.6818
2019-09-05,13.9785
2019-10-11,-5.1773
2019-10-18,5.0
2019-10-24,0.4762
2019-10-25,1.4218
2019-10-28,0.0
2019-11-15,-0.9346
2019-12-13,4.717
2019-12-16,-0.9009
2019-12-19,0.0
2020-01-22,5.0612
2020-02-06,-0.1304
2020-02-20,-4.2229
2020-02-21,0.0
2020-02-27,-0.0455
2020-02-28,-4.502
2020-03-10,-8.5714
2020-03-18,-8.5938
2020-03-23,-9.6866
2020-06-25,8.0188
2020-07-16,-8.811
2020-07-17,0.0
2020-07-20,-0.3247
2020-07-22,-0.9772
2020-07-30,-0.6579
