ticker,THCB US Equity
2019-09-19,-0.1011
2019-09-23,-0.3036
2019-09-24,0.3046
2019-09-27,0.1012
2019-09-30,-0.91
2019-10-01,0.9184
2019-10-02,0.2032
2019-10-03,-0.1019
2019-10-04,0.6566
2019-10-07,0.0502
2019-10-08,-0.7021
2019-10-09,-0.101
2019-10-16,-0.7078
2019-10-17,0.2037
2019-10-21,0.0
2019-10-24,0.6098
2019-10-25,-0.202
2019-10-28,0.1012
2019-10-29,-0.1011
2019-11-01,0.4049
2019-11-04,0.0504
2019-11-05,-0.2519
2019-11-07,0.0
2019-11-08,0.303
2019-11-13,-0.1007
2019-11-14,-0.1008
2019-11-15,-0.2018
2019-11-18,0.2022
2019-11-19,0.1009
2019-11-20,0.0
2019-11-21,0.0
2019-11-22,-0.0988
2019-11-25,-0.002
2019-11-26,-0.3027
2019-11-27,0.4049
2019-11-29,-0.2016
2019-12-02,0.0
2019-12-03,0.0
2019-12-04,0.303
2019-12-05,0.0
2019-12-06,0.1007
2019-12-09,0.0
2019-12-10,-0.4024
2019-12-11,0.0
2019-12-12,0.404
2019-12-13,0.3018
2019-12-16,0.1003
2019-12-17,0.0
2019-12-18,-0.501
2019-12-19,0.2014
2019-12-20,0.402
2019-12-23,0.0
2019-12-24,0.1001
2019-12-26,-0.7
2019-12-27,0.0
2019-12-30,0.3021
2019-12-31,0.0
2020-01-02,0.1004
2020-01-03,0.1003
2020-01-06,0.2004
2020-01-07,-0.1
2020-01-08,0.1001
2020-01-09,0.0
2020-01-10,0.1
2020-01-13,0.0
2020-01-14,0.0
2020-01-15,0.0
2020-01-16,0.0999
2020-01-17,0.0998
2020-01-21,0.1206
2020-01-22,-0.1205
2020-01-23,-0.0997
2020-01-24,0.7984
2020-01-28,-0.495
2020-01-29,-0.2985
2020-01-30,0.1996
2020-01-31,-0.7968
2020-02-03,0.4016
2020-02-11,1.0
2020-02-12,-0.297
2020-02-13,-0.1986
2020-02-19,0.0
2020-02-20,0.0
2020-02-24,0.0
2020-02-25,0.0
2020-02-26,-0.0498
2020-02-27,0.3484
2020-02-28,-0.2976
2020-03-02,0.2985
2020-03-03,0.0
2020-03-04,-0.5952
2020-03-05,0.0
2020-03-06,0.0
2020-03-09,-0.3992
2020-03-10,-0.1002
2020-03-11,0.2006
2020-03-12,-0.5005
2020-03-13,-0.503
2020-03-16,-2.4267
2020-03-17,-0.1036
2020-03-18,-1.3485
2020-03-19,0.1052
2020-03-20,1.3655
2020-03-23,0.2591
2020-03-24,1.0853
2020-03-25,0.2045
2020-03-26,0.5102
2020-03-27,0.7107
2020-03-31,0.504
2020-04-01,-0.2006
2020-04-03,0.0
2020-04-06,-0.5025
2020-04-07,0.6061
2020-04-08,-0.2008
2020-04-09,-0.1006
2020-04-13,0.2014
2020-04-14,0.5025
2020-04-15,-0.1
2020-04-21,0.2002
2020-04-22,0.1998
2020-04-23,-0.2991
2020-04-24,-0.2
2020-04-27,0.4008
2020-04-28,-0.1996
2020-05-01,-0.021
2020-05-05,0.4211
2020-05-06,0.0
2020-05-07,0.1215
2020-05-08,-0.1214
2020-05-11,0.0996
2020-05-12,-0.0995
2020-05-13,0.1833
2020-05-14,-0.0835
2020-05-18,0.0
2020-05-19,0.2488
2020-05-21,0.4467
2020-05-26,-0.5929
2020-05-27,0.3976
2020-05-28,-0.396
2020-05-29,0.0994
2020-06-01,0.3476
2020-06-02,-0.2474
2020-06-03,0.1984
2020-06-04,-0.099
2020-06-05,0.1982
2020-06-08,-0.0989
2020-06-09,-0.198
2020-06-10,1.0913
2020-06-11,-0.8832
2020-06-15,0.099
2020-06-16,0.1978
2020-06-17,-0.2962
2020-06-18,0.396
2020-06-19,0.3945
2020-06-22,-0.0982
2020-06-23,0.0
2020-06-24,-0.0983
2020-06-25,0.0984
2020-06-26,0.1967
2020-06-29,0.0981
2020-06-30,0.2941
2020-07-01,0.2933
2020-07-06,-0.2924
2020-07-07,-0.2933
2020-07-08,0.0245
2020-07-09,0.2695
2020-07-10,-0.2933
2020-07-13,0.0
2020-07-14,-0.1961
2020-07-15,-0.0982
2020-07-16,0.0983
2020-07-17,0.0982
2020-07-20,0.0981
2020-07-21,-0.098
2020-07-22,-0.6869
2020-07-23,0.7905
2020-07-24,-0.3922
2020-07-27,0.0984
2020-07-28,-0.295
2020-07-29,0.3945
2020-07-30,-0.2947
2020-07-31,-0.0985
