ticker,THCB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-03-28,-0.306
2019-03-29,0.1694
2019-04-01,-0.0676
2019-04-02,0.1559
2019-04-03,0.4588
2019-04-04,-0.3058
2019-04-05,0.0
2019-04-08,-0.1022
2019-04-09,0.0
2019-04-10,-0.1075
2019-04-11,0.2101
2019-04-12,0.1022
2019-04-15,0.6129
2019-04-16,-0.203
2019-04-17,-0.3052
2019-04-22,0.102
2019-04-23,0.1019
2019-04-24,0.0
2019-04-25,-0.0102
2019-04-26,-0.0917
2019-04-29,0.0
2019-04-30,0.0
2019-05-01,-0.2039
2019-05-03,0.2043
2019-05-06,0.1019
2019-05-07,0.0
2019-05-08,-0.2037
2019-05-09,0.2041
2019-05-10,0.0
2019-05-13,-0.2037
2019-05-14,0.051
2019-05-15,-0.051
2019-05-16,-0.102
2019-05-17,0.1021
2019-05-20,0.0
2019-05-21,0.0
2019-05-23,0.0
2019-05-24,-0.102
2019-05-29,-0.3064
2019-05-30,0.3074
2019-05-31,0.0
2019-06-06,-0.1021
2019-06-07,0.2045
2019-06-11,0.0
2019-06-12,-0.102
2019-06-13,0.1021
2019-06-14,0.0
2019-06-17,0.0
2019-06-18,0.0
2019-06-19,0.8163
2019-06-20,-0.8097
2019-06-21,0.5102
2019-06-24,-0.5076
2019-06-25,0.2041
2019-06-26,0.3157
2019-06-27,0.4974
2019-06-28,-0.202
2019-07-01,0.2024
2019-07-02,1.0101
2019-07-03,-0.448
2019-07-08,-0.5545
2019-07-09,0.303
2019-07-10,-0.2981
2019-07-11,-0.004
2019-07-12,0.5051
2019-07-15,-0.2513
2019-07-17,0.7547
2019-07-18,-0.499
2019-07-22,-0.1819
2019-07-23,-0.3715
2019-07-24,-0.2527
2019-07-25,0.1733
2019-07-29,-0.353
2019-07-30,-0.0223
2019-08-01,-0.5076
2019-08-02,1.0204
2019-08-05,0.303
2019-08-06,0.1007
2019-08-07,0.1006
2019-08-09,-0.5025
2019-08-12,-0.5152
2019-08-13,0.0
2019-08-16,-0.0914
2019-08-19,0.4634
2019-08-20,0.2468
2019-08-21,0.0
2019-08-22,0.1009
2019-08-23,-0.1008
2019-08-27,-0.1009
2019-08-28,-0.0879
2019-08-29,0.088
2019-08-30,0.0
2019-09-03,0.0
2019-09-04,0.101
2019-09-06,-0.2018
2019-09-09,0.457
2019-09-11,-0.7569
2019-09-12,0.1014
2019-09-13,0.4053
2019-09-16,0.0
2019-09-17,-0.1009
2019-09-18,-0.101
