ticker,EDSFF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-12-04,-0.4161
2007-12-05,0.6964
2007-12-06,-1.6598000000000002
2007-12-10,0.9845
2007-12-11,-0.5571
2007-12-12,0.2801
2007-12-13,-0.1397
2007-12-14,0.0
2007-12-17,0.6993
2007-12-18,1.3889
2007-12-19,-1.3699
2007-12-24,-0.5556
2007-12-26,0.2793
2007-12-27,0.2786
2007-12-31,0.0
2008-01-03,0.6944
2008-01-04,1.931
2008-01-07,-1.6238000000000001
2008-01-08,0.6878
2008-01-09,-1.2295
2008-01-14,0.0
2008-01-15,0.0
2008-01-16,0.0
2008-01-17,0.4149
2008-01-18,0.551
2008-01-22,-0.6849
2008-01-28,0.1379
2008-01-29,-0.1377
2008-01-31,0.1379
2008-02-04,-0.1377
2008-02-05,0.4138
2008-02-06,0.5495
2008-02-07,-1.2295
2008-02-13,0.2766
2008-02-14,0.1379
2008-02-15,-0.1377
2008-02-19,0.0
2008-02-22,-0.6897
2008-02-25,0.6944
2008-02-26,-0.5517
2008-02-27,-0.4161
2008-02-28,0.0
2008-02-29,1.6713
2008-03-03,-1.2328999999999999
2008-03-05,0.4161
2008-03-06,-0.4144
2008-03-12,-0.137
2008-03-17,2.2204
2008-03-19,-1.9022000000000001
2008-03-24,-0.554
2008-03-27,0.9749
2008-03-28,-0.2759
2008-04-03,-0.2766
2008-04-04,-0.1387
2008-04-09,0.0
2008-04-11,-0.0347
2008-04-14,0.0347
2008-04-18,1.3889
2008-04-24,-1.2328999999999999
2008-04-29,1.2483
2008-05-05,-1.3699
2008-05-06,0.1389
2008-05-08,0.1387
2008-05-09,-0.1385
2008-05-15,0.1387
2008-05-20,0.0
2008-05-21,0.4155
2008-05-22,1.3793
2008-05-23,0.0
2008-05-27,0.1361
2008-05-30,-0.8152
2008-06-03,0.0
2008-06-05,0.0
2008-06-06,0.0
2008-06-09,1.7808000000000002
2008-06-11,0.1346
2008-06-12,-0.4032
2008-06-13,-0.6748
2008-06-16,0.8152
2008-06-17,0.2695
2008-06-18,-0.5376
2008-06-20,0.6757
2008-06-23,-0.6711
2008-06-24,0.5405
2008-06-25,-0.5376
2008-06-26,0.1351
2008-06-27,-0.135
2008-06-30,0.4054
2008-07-01,0.2692
2008-07-16,-1.3423
2008-07-17,0.0
2008-07-21,0.0
2008-07-22,0.0
2008-07-24,0.0
2008-08-04,1.3605
2008-08-06,-1.3423
2008-08-07,0.5442
2008-08-13,0.8119
2008-08-14,0.0
