ticker,PVHO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-10-29,-45.5446
2008-03-07,-43.1818
2008-03-14,40.0
2008-03-17,0.0
2008-03-18,0.0
2008-03-20,-2.8571
2008-03-24,2.9412000000000003
2008-03-25,-14.2857
2008-03-27,16.6667
2008-03-28,-2.8571
2008-03-31,2.9412000000000003
2008-04-01,0.0
2008-04-02,-14.2857
2008-04-04,20.0
2008-04-07,-2.7778
2008-04-10,0.0
2008-04-14,0.0
2008-04-17,0.0
2008-04-21,-8.5714
2008-04-23,0.0
2008-04-24,0.0
2008-04-25,0.0
2008-04-28,0.0
2008-04-29,-6.25
2008-04-30,0.0
2008-05-01,10.0
2008-05-02,6.0606
2008-05-07,-5.7143
2008-05-08,3.0303
2008-05-09,-8.8235
2008-05-12,6.4516
2008-05-13,0.0
2008-05-14,-6.0606
2008-05-16,-3.2177
2008-05-19,6.6578
2008-05-20,0.0
2008-05-21,0.0
2008-05-23,-6.2422
2008-05-27,-6.6744
2008-05-29,-7.1429
2008-06-03,0.0
2008-06-09,-11.538499999999999
2008-06-11,-8.6957
2008-06-12,19.0476
2008-06-16,-12.0
2008-06-17,-8.1818
2008-06-18,0.0
2008-06-20,-10.8911
2008-06-25,22.2222
2008-07-08,8.1818
2008-07-09,0.0
2008-07-10,-11.7647
2008-07-14,-4.7619
2008-07-15,0.0
2008-07-16,5.0
2008-07-21,-4.7619
2008-07-23,0.0
2008-07-31,-23.0
2008-08-01,74.026
2008-08-04,0.7463
2008-08-05,11.1111
2008-08-07,0.0
2008-08-08,0.0
2008-08-11,0.0
2008-08-12,3.3333
2008-08-19,-25.8065
2008-08-21,30.4348
2008-08-22,-0.6667
2008-08-25,-16.1074
2008-08-26,-16.0
2008-09-16,-4.7619
2008-09-17,0.0
2008-09-23,0.0
2008-09-24,4.0
2008-09-25,0.9615
2008-09-29,-26.6667
2008-10-03,3.8961
2008-10-06,-31.25
2008-10-15,27.2727
2008-10-24,-27.1429
2008-10-27,-1.9607999999999999
2008-10-31,-20.0
2008-11-10,150.0
2008-11-13,-1.0
2008-11-17,-19.1919
2008-11-18,-2.5
2008-11-19,0.0
2008-11-21,-48.7179
2008-11-25,95.0
2008-12-05,-67.9487
2008-12-09,20.0
2008-12-11,0.0
2008-12-12,33.3333
2008-12-15,-27.5
2008-12-16,3.4483
2008-12-17,-33.3333
2008-12-18,0.0
2008-12-19,-5.0
2008-12-22,-21.0526
2008-12-23,-33.3333
2008-12-24,50.0
2008-12-29,-53.3333
