ticker,HNNA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-10-24,-1.8182
2002-11-04,-4.6296
2002-11-13,1.9417
2002-12-10,4.7619
2002-12-19,0.0
2003-01-21,0.0
2003-01-22,0.0
2003-01-27,0.0
2003-04-02,4.5455
2003-04-22,0.0
2003-05-21,-4.3478
2003-05-22,4.5455
2003-06-25,13.0435
2003-07-25,-7.6923
2003-08-14,0.0
2003-08-18,4.1667
2003-09-04,20.0
2003-10-20,26.6667
2003-11-03,-10.526299999999999
2003-11-07,-2.9412000000000003
2003-11-25,0.0
2003-12-18,27.2727
2003-12-19,0.0
2003-12-22,-4.7619
2003-12-30,-6.25
2003-12-31,1.3333
2004-01-02,-1.3158
2004-01-07,12.0
2004-01-08,0.0
2004-01-14,-4.7619
2004-01-28,7.5
2004-01-29,-1.1628
2004-01-30,-3.5294
2004-02-03,0.0
2004-02-05,14.6341
2004-02-06,-12.766
2004-02-17,11.7073
2004-02-18,-8.2969
2004-02-19,2.3810000000000002
2004-02-20,6.9767
2004-02-26,-6.5217
2004-03-01,6.9767
2004-03-02,0.0
2004-03-03,0.0
2004-03-04,1.087
2004-03-10,13.9785
2004-03-11,0.0
2004-03-12,5.6604
2004-03-16,-3.5714
2004-03-18,-11.1111
2004-03-22,0.0
2004-03-31,-2.0833
2004-04-02,10.6383
2004-04-08,0.0
2004-04-12,-9.6154
2004-04-13,0.0
2004-04-15,0.0
2004-04-30,-6.383
2004-05-03,0.0
2004-05-06,0.0
2004-05-13,0.0
2004-05-19,4.5455
2004-05-25,0.0
2004-06-02,1.087
2004-06-07,0.0
2004-06-10,3.2258
2004-06-16,0.0
2004-06-17,0.0
2004-06-22,0.0
2004-07-06,0.0
2004-07-08,0.0
2004-07-09,6.25
2004-07-14,-7.8431
2004-07-15,1.6654
2004-07-21,1.5011
2004-07-29,-3.0928
2004-08-11,0.0
2004-08-27,2.1277
2004-08-30,1.0417
2004-10-05,7.2165
2004-10-06,0.0
2004-10-07,-9.6154
2004-10-15,2.1277
2004-10-18,0.0
2004-11-09,0.0
2004-11-23,4.1667
2004-12-01,1.0
2004-12-03,4.1584
2004-12-16,2.6616
2004-12-17,0.0
2004-12-20,0.0
2004-12-27,0.0
2005-01-03,0.0
2005-01-04,0.0
2005-01-05,0.0
2005-01-06,0.0
2005-01-07,0.0
2005-01-10,0.0
2005-01-11,0.0
2005-01-19,0.0
2005-01-31,3.7037
2005-02-01,1.7856999999999998
2005-02-02,0.0
2005-02-04,0.0
