ticker,SALN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-07-18,3.6364
2006-07-19,84.2105
2006-07-20,66.6667
2006-07-21,0.0
2006-07-24,100.0
2006-07-25,-50.0
2006-07-26,14.2857
2006-07-27,-35.0
2006-07-28,34.6154
2006-07-31,-42.8571
2006-08-01,75.0
2006-08-02,-20.0
2006-08-03,-10.7143
2006-08-04,-20.0
2006-08-07,25.0
2006-08-08,-4.0
2006-08-09,-12.5
2006-08-10,9.5238
2006-08-11,-13.0435
2006-08-14,0.0
2006-08-15,5.0
2006-08-16,0.0
2006-08-17,0.0
2006-08-18,4.7619
2006-08-21,-13.6364
2006-08-22,21.0526
2006-08-23,0.0
2006-08-24,0.0
2006-08-25,0.0
2006-08-28,8.6957
2006-08-29,-24.0
2006-08-30,5.2632
2006-08-31,-15.0
2006-09-01,0.0
2006-09-05,-11.7647
2006-09-06,0.0
2006-09-07,0.0
2006-09-08,-6.6667
2006-09-11,-7.1429
2006-09-12,0.0
2006-09-13,0.0
2006-09-14,0.0
2006-09-15,-7.6923
2006-09-18,16.6667
2006-09-19,7.1429
2006-09-20,-13.3333
2006-09-21,23.0769
2006-09-22,-18.75
2006-09-25,-7.6923
2006-09-26,4.1667
2006-09-27,-20.0
2006-09-28,0.0
2006-09-29,-20.0
2006-10-02,50.0
2006-10-03,-25.0
2006-10-04,16.6667
2006-10-05,-4.7619
2006-10-06,10.0
2006-10-09,-9.0909
2006-10-10,-35.0
2006-10-11,3.8462
2006-10-12,18.5185
2006-10-13,-6.25
2006-10-16,-20.0
2006-10-17,-25.0
2006-10-18,26.6667
2006-10-19,1.7544
2006-10-20,3.4483
2006-10-23,8.125
2006-10-24,-15.2216
2006-10-25,18.1818
2006-10-26,7.6923
2006-10-27,0.0
2006-10-30,7.1429
2006-10-31,-6.6667
2006-11-01,-10.0
2006-11-02,-52.381
2006-11-03,3.3333
2006-11-06,20.9677
2006-11-07,-4.0
2006-11-08,-2.7778
2006-11-09,14.2857
2006-11-10,-25.0
2006-11-13,-16.6667
2006-11-14,12.0
2006-11-15,-10.7143
2006-11-16,-12.0
2006-11-17,0.0
2006-11-20,-9.0909
2006-11-21,-10.0
2006-11-22,0.0
2006-11-24,0.0
2006-11-27,11.1111
2006-11-28,-30.0
2006-11-29,42.8571
2006-11-30,0.0
2006-12-01,-50.0
2006-12-04,30.0
2006-12-05,-3.8462
2006-12-06,20.0
2006-12-07,86.6667
2006-12-08,7.1429
2006-12-11,0.0
2006-12-12,10.0
