ticker,FFBW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-10-11,15.3
2017-10-12,1.0408
2017-10-13,-0.4292
2017-10-16,-0.431
2017-10-17,-2.0771
2017-10-18,-1.4155
2017-10-19,-0.4484
2017-10-20,-0.7658
2017-10-23,2.1335
2017-10-24,-0.4889
2017-10-25,-1.4623
2017-10-26,0.2602
2017-10-27,0.8137
2017-10-30,0.5919
2017-10-31,1.1056
2017-11-01,0.2205
2017-11-02,-0.5719
2017-11-03,-0.708
2017-11-06,-0.3565
2017-11-07,0.0894
2017-11-08,0.0894
2017-11-09,0.4464
2017-11-10,-0.8978
2017-11-13,-0.7983
2017-11-14,0.7143
2017-11-15,-0.3501
2017-11-16,-0.4955
2017-11-17,0.4074
2017-11-20,-0.0451
2017-11-21,0.5864
2017-11-22,0.0
2017-11-27,0.3587
2017-11-28,0.0894
2017-11-29,-0.4464
2017-11-30,1.3453
2017-12-01,0.0
2017-12-04,0.0
2017-12-05,-0.9735
2017-12-06,0.0894
2017-12-07,0.4464
2017-12-08,0.0
2017-12-11,-0.3111
2017-12-12,-0.0446
2017-12-13,-1.0705
2017-12-14,-0.2705
2017-12-15,-0.5425
2017-12-18,0.0
2017-12-19,0.0
2017-12-20,0.1818
2017-12-21,0.363
2017-12-22,0.0
2017-12-28,-0.4521
2017-12-29,0.0908
2018-01-02,-0.0907
2018-01-03,0.3633
2018-01-04,-0.362
2018-01-05,0.2725
2018-01-08,0.0
2018-01-10,-0.1821
2018-01-11,-0.1806
2018-01-12,0.0655
2018-01-16,0.1163
2018-01-17,0.0
2018-01-18,0.2722
2018-01-22,-0.0905
2018-01-23,0.087
2018-01-24,0.0036
2018-01-25,-0.1357
2018-01-26,-0.0462
2018-01-29,0.0009
2018-01-30,-0.0009
2018-01-31,-0.2511
2018-02-01,0.5253
2018-02-02,0.8137
2018-02-05,-1.191
2018-02-06,-0.1561
2018-02-07,-0.9091
2018-02-08,0.0927
2018-02-09,0.0907
2018-02-12,-0.0916
2018-02-13,0.55
2018-02-14,-0.6381
2018-02-15,-1.0092
2018-02-16,1.1121
2018-02-20,-1.4665
2018-02-22,0.0
2018-02-23,0.0
2018-02-26,0.0
2018-02-27,0.0
2018-02-28,-0.9302
2018-03-01,-0.0939
2018-03-02,-2.5376
2018-03-05,1.35
2018-03-06,-0.4757
2018-03-07,-0.0956
2018-03-08,0.0
2018-03-09,0.0957
2018-03-12,1.0516
2018-03-13,0.0946
2018-03-14,3.6862
2018-03-15,3.464
