ticker,FRCN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-09-21,-14.2857
2011-09-23,0.0
2011-09-26,0.0
2011-09-27,-8.3333
2011-09-29,0.0
2011-10-07,-9.0909
2011-10-18,0.0
2011-10-24,0.0
2011-10-26,0.0
2011-11-01,30.0
2011-11-03,-23.0769
2011-11-07,-10.0
2011-11-08,11.1111
2011-11-09,10.0
2011-11-10,0.0
2011-11-11,-9.0909
2011-11-14,10.0
2011-11-15,0.0
2011-11-16,-9.0909
2011-11-17,7.0
2011-11-18,9.3458
2011-11-21,-5.1282
2011-11-22,-0.9009
2011-11-25,-44.5455
2011-11-28,80.3279
2011-11-29,0.0
2011-11-30,-16.3636
2011-12-01,-21.7391
2011-12-02,-2.7778
2011-12-05,0.0
2011-12-06,7.1429
2011-12-13,6.6667
2011-12-14,6.25
2011-12-15,5.8824
2011-12-16,16.6667
2011-12-19,-9.5238
2011-12-21,-1.0526
2011-12-22,-4.2553
2011-12-27,-32.2222
2011-12-29,37.7049
2011-12-30,0.0
2012-01-05,-27.381
2012-01-06,22.9508
2012-01-09,-8.0
2012-01-10,1.4493
2012-01-11,21.4286
2012-01-12,5.8824
2012-01-13,22.2222
2012-01-17,9.0909
2012-01-18,6.6667
2012-01-19,-0.7813
2012-01-20,2.3622
2012-01-23,-7.6923
2012-01-24,-1.6667
2012-01-25,-0.8475
2012-01-26,-23.0769
2012-01-27,0.0
2012-01-30,-2.7778
2012-01-31,2.8571
2012-02-01,-1.1111
2012-02-02,11.236
2012-02-03,-16.6667
2012-02-07,-15.1515
2012-02-08,-7.1429
2012-02-09,-7.6923
2012-02-10,0.0
2012-02-13,-0.625
2012-02-14,9.0147
2012-02-15,0.0
2012-02-16,-7.5
2012-02-17,8.1081
2012-02-21,0.0
2012-02-22,-1.5385
2012-02-23,7.8125
2012-02-24,8.6957
2012-02-27,2.6667
2012-02-28,3.8961
2012-02-29,3.75
2012-03-01,9.6386
2012-03-02,-6.5934
2012-03-05,3.5294
2012-03-06,-12.5
2012-03-07,3.8961
2012-03-08,-2.5
2012-03-09,-19.2308
2012-03-12,3.1746
2012-03-13,0.0
2012-03-14,-7.6923
2012-03-15,13.3333
2012-03-16,-11.7647
2012-03-19,-5.0
2012-03-20,1.7544
2012-03-21,-10.3448
2012-03-22,-9.6154
2012-03-23,-24.4681
2012-03-26,5.6338
2012-03-27,-6.6667
2012-03-28,71.4286
2012-03-29,4.1667
2012-03-30,-4.0
2012-04-02,12.5
2012-04-03,-11.1111
