ticker,PIH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-04-01,-0.625
2014-04-02,2.6414999999999997
2014-04-03,2.8186
2014-04-04,3.5757
2014-04-07,2.8769
2014-04-08,-0.4474
2014-04-09,-0.1124
2014-04-10,-0.6749
2014-04-11,0.6795
2014-04-14,7.4241
2014-04-15,-0.6283
2014-04-16,-2.6344
2014-04-17,-3.1385
2014-04-21,4.0223
2014-04-22,-0.5371
2014-04-23,-2.4298
2014-04-24,0.2767
2014-04-25,-0.5519
2014-04-28,5.3274
2014-04-29,-4.215
2014-04-30,-0.44
2014-05-01,0.5525
2014-05-02,0.0
2014-05-05,-0.8791
2014-05-06,0.3326
2014-05-07,-0.5525
2014-05-08,0.5556
2014-05-09,2.3204000000000002
2014-05-12,-1.7279
2014-05-13,0.1099
2014-05-14,0.0
2014-05-15,0.8768
2014-05-16,2.0689
2014-05-19,1.2793
2014-05-20,0.7368
2014-05-21,-7.001
2014-05-22,0.0
2014-05-23,1.0112
2014-05-27,-2.4472
2014-05-28,2.6226000000000003
2014-05-29,-2.2167
2014-05-30,0.1079
2014-06-02,-1.3620999999999999
2014-06-03,-5.5236
2014-06-04,-1.7052
2014-06-05,-0.2478
2014-06-06,-0.3727
2014-06-09,2.9925
2014-06-10,1.8159999999999998
2014-06-11,2.8537
2014-06-12,-1.3873
2014-06-13,0.1172
2014-06-16,-0.3513
2014-06-17,1.4101
2014-06-18,-1.5064
2014-06-19,2.3529
2014-06-20,-4.8276
2014-06-23,2.0531
2014-06-24,0.4734
2014-06-25,0.9423
2014-06-26,1.1669
2014-06-27,1.4994
2014-06-30,1.25
2014-07-01,0.6734
2014-07-02,-0.7804
2014-07-03,1.0112
2014-07-07,-1.7798
2014-07-08,-0.453
2014-07-09,1.1377
2014-07-10,-1.2373
2014-07-11,-0.5695
2014-07-14,1.0309
2014-07-15,0.2268
2014-07-16,-2.2624
2014-07-17,0.5787
2014-07-18,0.6904
2014-07-21,-0.4571
2014-07-22,-1.2629000000000001
2014-07-23,-0.4651
2014-07-24,2.1028000000000002
2014-07-25,-1.4874
2014-07-28,0.0
2014-07-29,1.1614
2014-07-30,-2.0666
2014-07-31,-0.3517
2014-08-01,-0.2353
2014-08-04,0.9434
2014-08-05,-0.7009
2014-08-06,0.0
2014-08-07,0.3529
2014-08-08,1.7585
2014-08-11,-0.8065
2014-08-12,0.0
2014-08-13,-0.5807
2014-08-14,1.6355
2014-08-15,-2.2989
2014-08-18,0.5882
2014-08-19,0.0
