ticker,NHMPF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-07-02,0.0
2019-07-23,0.0
2019-08-01,200.0
2019-08-05,-66.6667
2019-08-14,0.0
2019-08-19,0.0
2019-08-21,0.0
2019-08-23,0.0
2019-09-04,1900.0
2019-09-11,0.0
2019-09-13,-95.0
2019-09-17,0.0
2019-09-24,1900.0
2019-10-25,400.0
2019-10-29,-99.0
2019-11-25,0.0
2019-11-26,-99.0
2019-12-02,9900.0
2019-12-19,0.0
2019-12-24,0.0
2019-12-30,0.0
2020-01-06,0.0
2020-01-13,0.0
2020-01-16,2400.0
2020-01-21,0.0
2020-01-22,3100.0
2020-01-23,-31.25
2020-01-24,-45.4545
2020-01-27,83.3333
2020-01-28,-63.6364
2020-01-29,75.0
2020-01-30,71.4286
2020-01-31,-41.6667
2020-02-04,100.0
2020-02-05,-35.7143
2020-02-06,0.0
2020-02-07,-99.7778
2020-02-10,10200.0
2020-02-11,56.3107
2020-02-12,36.646
2020-02-13,172.7273
2020-02-14,-38.3333
2020-02-18,-43.2432
2020-02-19,-9.5238
2020-02-20,0.0
2020-02-21,52.6316
2020-02-24,37.931
2020-02-25,75.0
2020-02-26,-14.2857
2020-02-27,-33.3333
2020-02-28,37.5
2020-03-02,-16.3636
2020-03-03,-2.1739
2020-03-04,-43.7778
2020-03-05,176.6798
2020-03-06,-57.1429
2020-03-09,-33.0
2020-03-10,-0.4975
2020-03-11,50.0
2020-03-12,0.0
2020-03-13,-33.3333
2020-03-16,0.0
2020-03-17,50.0
2020-03-18,-33.3333
2020-03-19,-24.0
2020-03-20,31.5789
2020-03-23,0.5
2020-03-24,49.2537
2020-03-25,0.0
2020-03-26,16.6667
2020-03-27,-45.7143
2020-03-30,-21.0526
2020-03-31,26.6667
2020-04-01,110.5263
2020-04-02,-25.0
2020-04-03,-33.3333
2020-04-06,-25.0
2020-04-07,100.0
2020-04-08,66.3333
2020-04-09,-19.8397
2020-04-13,50.0
2020-04-14,-66.6667
2020-04-15,50.0
2020-04-17,-30.0
2020-04-21,0.0
2020-04-27,19.0476
2020-04-28,-12.0
2020-04-29,-4.5455
2020-04-30,61.9048
2020-05-01,-17.647100000000002
2020-05-04,114.2857
2020-05-05,-33.3333
2020-05-06,0.0
2020-05-07,0.0
2020-05-11,0.0
2020-05-12,0.0
2020-05-13,0.0
2020-05-14,0.0
2020-05-18,50.0
2020-05-19,-58.3333
2020-05-20,20.0
2020-05-21,0.0
2020-05-22,83.3333
2020-05-26,-45.4545
2020-05-27,33.3333
2020-05-28,25.0
2020-05-29,0.0
2020-06-01,0.0
2020-06-02,-50.0
2020-06-03,0.0
2020-06-04,-79.6
2020-06-05,292.1569
2020-06-08,-22.5
2020-06-09,0.0
2020-06-10,0.0
2020-06-11,-22.5806
2020-06-12,200.0
2020-06-15,-66.3889
2020-06-16,23.9669
2020-06-17,140.0
2020-06-18,-55.2778
2020-06-19,5.5901
2020-06-22,1.1764999999999999
2020-06-23,-0.5814
2020-06-24,1.1696
2020-06-25,-1.7341
2020-06-26,1.7647
2020-06-29,0.0
2020-06-30,0.0
2020-07-01,-6.9364
2020-07-02,0.0
2020-07-06,0.0
2020-07-07,0.0
2020-07-08,-25.4658
2020-07-09,4.1667
2020-07-10,-4.0
2020-07-13,2.5
2020-07-14,-18.6992
2020-07-15,0.0
2020-07-16,189.0
2020-07-17,-65.0519
2020-07-20,83.1683
2020-07-21,-32.973
2020-07-22,0.0
2020-07-23,-11.2903
2020-07-24,9.0909
2020-07-27,0.0
2020-07-28,63.3333
2020-07-30,-23.4694
2020-07-31,0.0
