ticker,WKLN US Equity
2010-08-24,12.5
2010-08-25,0.0
2010-08-26,-33.3333
2010-08-27,0.0
2010-08-30,-28.3333
2010-09-01,16.2791
2010-09-02,32.0
2010-09-03,6.0606
2010-09-07,-14.2857
2010-09-08,-3.3333
2010-09-10,3.4483
2010-09-13,-6.6667
2010-09-16,7.1429
2010-09-17,-16.6667
2010-09-20,20.0
2010-09-21,-16.6667
2010-09-22,4.0
2010-09-23,11.538499999999999
2010-09-24,-15.5172
2010-09-28,-18.3673
2010-09-29,0.0
2010-09-30,25.0
2010-10-01,16.0
2010-10-13,-36.2069
2010-10-14,0.0
2010-10-15,35.1351
2010-10-19,-40.0
2010-10-20,40.0
2010-10-21,-4.7619
2010-10-22,0.0
2010-10-25,45.0
2010-10-27,-48.2759
2010-10-28,100.0
2010-10-29,-16.6667
2010-11-01,-20.0
2010-11-02,0.0
2010-11-03,0.0
2010-11-04,100.0
2010-11-05,-25.0
2010-11-09,-16.6667
2010-11-17,-20.0
2010-11-18,-35.0
2010-11-23,0.0
2010-11-24,53.8462
2010-11-29,0.0
2010-12-01,-50.0
2010-12-02,0.0
2010-12-06,-60.0
2010-12-07,250.0
2010-12-08,-42.8571
2010-12-09,25.0
2010-12-13,50.0
2010-12-14,-66.6667
2010-12-16,100.0
2010-12-23,0.0
2010-12-27,-50.0
2010-12-30,100.0
2010-12-31,-50.0
2011-01-06,100.0
2011-01-12,-50.0
2011-01-26,40.0
2011-02-10,28.5714
2011-02-11,-44.4444
2011-02-14,0.0
2011-02-17,0.0
2011-02-22,0.0
2011-02-23,60.0
2011-02-28,-12.5
2011-03-03,0.0
2011-03-10,-14.2857
2011-04-07,0.0
2011-04-12,0.0
2011-04-18,0.0
2011-05-05,-16.6667
2011-05-06,-20.0
2011-05-09,0.0
2011-05-10,-28.125
2011-05-12,4.3478
2011-06-07,-54.1667
2011-08-25,263.6364
2011-08-26,36.25
2011-08-29,193.578
2011-09-01,0.0
2011-09-08,-50.0
2011-09-09,0.0
2011-09-12,-86.25
2011-09-13,2277.2727
2011-09-14,-69.4073
2011-09-21,15.0
2011-10-04,0.0
2011-10-05,-86.9565
2011-11-09,33.3333
2011-12-12,0.0
2011-12-16,0.0
2011-12-20,0.0
2011-12-27,0.0
2011-12-29,0.0
2012-01-09,0.0
2012-03-08,0.0
2012-03-30,900.0
2012-04-02,300.0
2012-04-03,-25.0
2012-04-04,8.3333
2012-04-05,0.0
2012-04-09,46.1538
2012-04-10,-21.0526
2012-04-11,6.6667
2012-04-12,0.0
2012-04-13,-12.5
2012-04-16,14.2857
2012-04-17,-12.5
2012-04-18,0.0
2012-04-19,-3.5714
2012-04-23,3.7037
2012-04-24,0.0
2012-04-25,35.7143
2012-04-26,-10.526299999999999
2012-04-27,-17.647100000000002
2012-04-30,-14.2857
2012-05-01,0.0
2012-05-02,8.3333
2012-05-03,-3.8462
2012-05-04,26.4
2012-05-07,0.0
2012-05-08,1.2658
2012-05-09,0.0
2012-05-10,-6.25
2012-05-11,10.6667
2012-05-14,-3.6145
2012-05-15,-12.5
2012-05-18,-7.1429
2012-05-21,7.6923
2012-05-22,-21.4286
2012-05-24,9.0909
2012-05-25,33.3333
2012-05-29,-12.5
2012-05-30,7.1429
2012-05-31,-6.6667
2012-06-04,7.1429
2012-06-05,6.6667
2012-06-06,0.0
2012-06-07,-31.25
2012-06-08,59.0909
2012-06-15,-20.0
2012-06-20,17.8571
2012-06-29,-5.4545
2012-07-02,-28.2051
2012-07-06,42.8571
2012-07-09,-37.5
2012-07-12,0.0
2012-07-13,40.0
2012-07-18,14.2857
2012-07-19,-12.5
2012-07-23,0.0
2012-07-25,0.0
2012-07-26,0.0
2012-08-03,-28.5714
2012-08-06,20.0
2012-08-08,0.0
2012-08-09,16.6667
2012-08-13,-28.5714
2012-08-21,0.0
2012-08-23,0.0
2012-08-31,0.0
2012-09-04,80.0
2012-09-05,16.6667
2012-09-06,0.0
2012-09-07,23.8095
2012-09-10,-3.8462
2012-09-11,-4.0
2012-09-12,0.0
2012-09-13,4.1667
2012-09-14,0.0
2012-09-17,-12.0
2012-09-18,-6.8182
2012-09-19,0.0
2012-09-20,-17.0732
2012-09-21,29.4118
2012-09-26,-4.5455
2012-09-27,9.5238
2012-10-01,4.3478
2012-10-02,-8.3333
2012-10-03,8.1818
2012-10-04,-24.3697
2012-10-05,11.1111
2012-10-11,-15.0
2012-10-15,-29.4118
2012-10-17,41.6667
2012-10-18,0.0
2012-10-19,5.8824
2012-10-22,0.0
2012-10-23,0.0
2012-10-24,-33.3333
2012-10-26,41.6667
2012-11-01,-17.647100000000002
2012-11-05,0.0
2012-11-07,-14.2857
2012-11-08,25.0
2012-11-09,-20.0
2012-11-12,0.0
2012-11-13,0.0
2012-11-14,-8.3333
2012-11-15,27.2727
2012-11-16,-25.7143
2012-11-20,34.6154
2012-11-21,-24.2857
2012-11-27,-43.3962
2012-11-28,25.0
2012-11-29,0.0
2012-12-10,36.0
2012-12-11,37.2549
2012-12-12,-32.1429
2012-12-14,47.3684
2012-12-20,-32.1429
2012-12-21,68.4211
2012-12-24,0.0
2012-12-26,0.0
2013-01-17,0.0
2013-01-23,0.0
2013-01-24,12.5
2013-01-25,0.0
2013-01-30,-11.1111
2013-01-31,0.0
2013-02-05,-18.75
2013-02-07,-23.0769
2013-02-11,2.0
2013-02-12,37.2549
2013-02-13,0.0
2013-02-15,0.0
2013-02-26,-1.4285999999999999
2013-02-27,1.4493
2013-02-28,0.0
2013-03-01,14.2857
2013-03-04,12.5
2013-03-05,0.0
2013-03-06,0.0
2013-03-07,11.1111
2013-03-08,0.0
2013-03-11,0.0
2013-03-13,10.0
2013-03-14,0.0
2013-03-15,-27.2727
2013-03-18,37.5
2013-03-19,9.0909
2013-03-20,4.1667
2013-03-21,0.0
2013-03-22,-4.0
2013-03-25,0.0
2013-03-26,0.0
2013-03-27,0.0
2013-03-28,0.0
2013-04-01,0.0
2013-04-02,-8.3333
2013-04-03,0.0
2013-04-04,-9.0909
2013-04-08,-50.0
2013-04-09,100.0
2013-04-12,-0.125
2013-04-15,15.1439
2013-04-16,-17.3913
2013-04-17,-47.2368
2013-04-18,99.5012
2013-04-29,-10.0
2013-04-30,-27.7778
2013-05-02,-23.0769
2013-05-03,80.0
2013-05-07,0.0
2013-05-09,0.0
2013-05-16,0.0
2013-05-17,-33.3333
2013-06-04,0.0
2013-06-10,-16.6667
2013-06-20,0.0
2013-06-28,0.0
2013-07-18,0.0
2013-09-12,-60.0
2013-09-17,200.0
2013-09-19,-66.6667
2013-10-01,50.0
2013-10-14,-33.3333
2013-10-17,0.0
2013-11-08,0.0
2013-11-15,0.0
2013-11-27,0.0
2013-12-10,-25.0
2013-12-13,0.0
2013-12-17,-66.6667
2013-12-18,197.5
2013-12-19,-32.7731
2013-12-24,0.0
2013-12-30,-8.75
2014-01-02,63.0137
2014-01-03,78.1513
2014-01-14,-43.3962
2014-02-25,150.0
2014-03-07,-33.3333
2014-03-20,-30.0
2014-03-28,-14.2857
2014-04-03,0.0
2014-04-09,-33.3333
2014-04-24,-20.0
2014-05-06,85.9375
2014-05-14,-46.2185
2014-05-19,150.0
2014-05-20,12.5
2014-05-21,65.0
2014-05-22,34.6801
2014-05-23,-30.0
2014-06-03,21.4286
2014-06-04,-10.5882
2014-06-09,-7.8947
2014-06-10,-14.2857
2014-06-11,0.0
2014-06-12,0.0
2014-06-13,-16.6667
2014-06-25,40.0
2014-06-26,14.2857
2014-06-27,0.0
2014-06-30,0.0
2014-07-09,0.0
2014-07-14,-25.0
2014-07-16,16.6667
2014-07-17,-1.4285999999999999
2014-07-18,-13.0435
2014-07-21,33.3333
2014-07-23,-24.6875
2014-07-24,32.7801
2014-07-25,0.0
2014-07-28,-37.1875
2014-07-29,-19.9005
2014-07-30,73.913
2014-07-31,42.8571
2014-08-01,-20.0
2014-08-04,24.6875
2014-08-05,-33.8346
2014-08-06,6.0606
2014-08-07,-14.2857
2014-08-11,16.6667
2014-08-13,-34.2857
2014-08-14,-29.6196
2014-08-15,17.3745
2014-08-18,0.0
2014-08-22,0.0
2014-08-25,25.6579
2014-08-26,0.0
2014-08-28,33.2461
2014-08-29,-8.8409
2014-09-03,3.4483
2014-09-09,0.0
2014-09-17,0.0
2014-09-25,-0.4167
2014-09-30,0.0
2014-10-29,17.1548
2014-10-30,14.2857
2014-10-31,50.0
2014-11-13,16.6667
2014-12-10,-5.7143
2014-12-11,-39.3939
2014-12-15,0.0
2015-01-06,0.0
2015-01-08,0.0
2015-01-09,0.0
2015-01-12,0.0
2015-01-13,0.0
2015-01-15,15.0
2015-01-21,-0.8696
2015-01-23,0.8772
2015-01-26,0.0
2015-01-27,0.0
2015-01-30,4.3478
2015-02-03,0.8333
2015-02-04,2.4793
2015-02-06,-3.2258
2015-02-09,0.0
2015-02-10,-0.8333
2015-02-11,4.2017
2015-02-12,-3.2258
2015-02-17,0.0
2015-02-18,1.6667
2015-02-19,0.0
2015-02-20,0.0
2015-02-23,0.8197
2015-02-24,-0.813
2015-02-25,2.459
2015-02-27,-4.0
2015-03-03,-8.3333
2015-03-04,0.0
2015-03-05,6.3636
2015-03-11,-1.7094
2015-03-16,0.0
2015-03-20,-17.3913
2015-03-23,5.2632
2015-03-31,0.0
2015-04-01,0.0
2015-04-16,-5.0
2015-04-22,5.2632
2015-05-01,-10.0
2015-05-04,0.0
2015-05-12,0.0
2015-05-13,0.0
2015-05-15,11.1111
2015-05-19,-5.0
2015-05-21,5.2632
2015-05-28,0.0
2015-06-04,-5.0
2015-06-05,0.0
2015-06-09,-12.6316
2015-06-10,2.4096
2015-06-17,0.0
2015-07-20,-9.4118
2015-07-21,23.3766
2015-07-22,-26.3158
2015-07-27,0.0
2015-08-03,0.0
2015-08-07,0.0
2015-08-12,0.0
2015-08-13,-21.2857
2015-08-14,-7.2595
2015-08-18,-0.1957
2015-08-21,0.0
2015-08-24,0.0
2015-09-01,1.9607999999999999
2015-09-04,-1.9231
2015-09-18,0.0
2015-09-23,7.8431
2015-09-24,0.0
2015-09-25,9.0909
2015-09-28,3.3333
2015-09-29,1.6129
2015-10-19,-12.381
2015-11-11,0.0
2015-11-20,8.6957
2015-12-02,16.6667
2015-12-14,-7.1429
2016-01-05,0.0
2016-01-06,0.0
2016-01-07,0.0
2016-01-08,-15.3846
2016-01-25,-7.2727
2016-01-26,-11.7647
2016-01-27,-8.8889
2016-01-29,58.5366
2016-02-05,7.6923
2016-02-19,-7.1429
2016-03-07,7.6923
2016-04-20,-14.2857
2016-05-03,0.0
2016-06-06,0.0
2016-06-08,0.0
2016-06-09,-8.3333
2016-06-10,-7.2727
2016-06-13,0.0
2016-06-14,-1.9607999999999999
2016-06-15,-26.0
2016-06-16,-2.1622
2016-06-22,-17.1271
2016-06-23,-6.6667
2016-06-24,7.1429
2016-06-27,-6.6667
2016-06-30,-3.5714
2016-07-13,-25.1852
2016-07-15,23.7624
2016-07-20,34.0
2016-08-26,-43.2836
2016-11-11,5.2632
2016-12-07,-10.0
2016-12-12,22.2222
2016-12-15,0.0
2017-01-12,-18.1818
2017-01-13,0.0
2017-02-01,0.0
2017-02-09,-16.6667
2017-03-28,-10.0
2017-03-29,-25.9259
2017-05-01,0.0
2017-05-17,50.0
2017-05-19,-33.3333
2017-05-22,0.0
2017-05-23,0.0
2017-06-22,0.0
2017-07-05,0.0
2017-09-12,0.0
2017-09-19,0.0
2017-12-14,11.04
2017-12-15,-9.9424
2017-12-19,0.0
2017-12-20,70.0
2017-12-29,0.2941
2018-01-02,17.3021
2018-01-08,-50.0
2018-03-16,2.0
2018-04-10,76.4706
2018-04-12,-43.3333
2018-04-23,68.8235
2018-05-14,-40.7666
2018-05-15,76.4706
2018-05-17,33.3333
2018-06-06,-4.1667
2018-06-07,-55.6522
2018-06-13,135.2941
2018-06-19,-57.5
2018-06-20,133.3333
2018-06-27,-57.1429
2018-06-28,-0.9804
2018-06-29,137.6238
2018-07-11,-16.25
2018-07-12,0.0
2018-07-17,0.0
2018-07-19,0.0
2018-07-20,19.403
2018-07-24,0.0
2018-08-02,0.0
2018-08-03,0.0
2018-08-07,20.8333
2018-08-08,-6.8966
2018-08-15,0.0
2018-08-16,-12.2222
2018-08-17,54.0084
2018-08-20,0.0
2018-08-21,-10.9589
2018-08-22,18.4615
2018-08-24,0.0
2018-08-27,-8.1169
2018-08-31,-1.0601
2018-09-04,-85.7143
2018-09-05,400.0
2018-09-11,0.0
2018-09-17,20.0
2018-09-18,10.0
2018-09-25,-23.9394
2018-09-26,19.5219
2018-09-27,0.0
2018-10-02,0.0
2018-10-04,0.0
2018-10-22,0.0
2018-10-23,0.0
2018-10-24,-16.6667
2018-10-25,20.0
2018-10-26,0.0
2018-10-29,0.0
2018-10-30,0.0
2018-10-31,0.0
2018-11-01,0.0
2018-11-05,0.0
2018-11-06,0.0
2018-11-07,0.0
2018-11-15,-33.3333
2018-11-16,12.875
2018-11-19,0.0
2018-11-20,0.0
2018-11-21,0.0
2018-11-26,0.0
2018-11-27,0.0
2018-11-29,0.0
2018-11-30,0.0
2018-12-03,55.0388
2018-12-04,-24.0
2018-12-06,0.0
2018-12-07,-1.8797000000000001
2018-12-10,34.0996
2018-12-12,-25.4286
2018-12-13,13.0268
2018-12-14,-15.2542
2018-12-17,0.4
2018-12-18,0.0
2018-12-19,0.0
2018-12-20,39.4422
2019-01-11,-10.0
2019-01-15,0.0
2019-01-18,7.9365
2019-01-31,2.9412000000000003
2019-02-01,0.0
2019-02-04,-17.1429
2019-02-06,-3.4483
2019-02-08,3.5714
2019-02-11,-3.4483
2019-02-12,8.9286
2019-02-14,1.6393
2019-02-19,0.0
2019-02-20,0.0
2019-02-21,-2.9032
2019-02-25,-0.3322
2019-02-27,-5.0
2019-02-28,0.0
2019-03-04,0.0
2019-03-06,-11.9298
2019-03-07,19.5219
2019-03-21,6.6667
2019-04-02,9.375
2019-04-03,-11.4286
2019-04-04,12.9032
2019-04-11,-14.2857
2019-04-12,0.0
2019-04-16,0.0
2019-04-17,33.3333
2019-04-24,-13.0
2019-04-30,0.0
2019-05-02,0.0
2019-05-03,-5.1724
2019-05-06,1.2121
2019-05-07,-2.9939999999999998
2019-05-08,-7.4074
2019-05-14,-1.6667
2019-05-15,0.0
2019-05-20,0.0
2019-05-31,-2.7119
2019-06-13,-11.4983
2019-07-12,-2.3622
2019-07-15,0.8065
2019-07-16,0.0
2019-07-17,8.0
2019-07-18,0.0
2019-07-19,0.0
2019-07-26,-24.814799999999998
2019-08-01,23.1527
2019-08-12,-18.8
2019-08-13,0.0
2019-08-15,-1.0345
2019-08-21,14.8084
2019-08-22,-14.4158
2019-08-26,26.6464
2019-08-27,-24.0
2019-08-28,0.0
2019-08-29,5.2632
2019-08-30,-28.0
2019-09-03,70.1389
2019-09-10,-12.2449
2019-09-16,0.0
2019-09-26,-6.9767
2019-09-27,-2.5
2019-10-01,0.0
2019-10-03,0.0
2019-10-21,-7.6923
2019-11-21,8.3333
2019-11-26,-78.9744
2019-11-27,281.7073
2019-12-03,24.6006
2019-12-06,-5.1282
2019-12-12,-7.0
2019-12-13,16.2453
2019-12-17,-79.0
2019-12-18,364.2857
2019-12-30,-5.1282
2020-01-15,-72.973
2020-01-16,28.0
2020-01-17,7.0313
2020-01-21,117.2263
2020-01-24,-65.0538
2020-01-27,159.6154
2020-01-30,5.1852
2020-01-31,-65.493
2020-02-03,163.2653
2020-02-04,-9.6899
2020-02-07,47.6395
2020-02-10,-20.9884
2020-02-20,-11.6998
2020-02-24,-33.3333
2020-02-26,47.5
2020-03-04,-39.8305
2020-03-05,50.5634
2020-03-13,-32.6473
2020-03-18,0.0
2020-03-20,-2.7778
2020-03-25,0.0
2020-04-03,-1.4285999999999999
2020-04-07,1.4493
2020-04-15,-14.2857
2020-04-23,-16.6667
2020-04-29,56.0
2020-05-11,-33.3333
2020-05-12,50.0
2020-05-15,-7.1795
2020-06-24,-30.9392
2020-06-25,39.0
2020-06-29,0.0
2020-07-13,-28.0576
2020-07-14,36.0
2020-07-17,-4.4118
