ticker,AERO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-01-09,-0.7092
2007-01-10,0.0
2007-01-11,3.5714
2007-01-12,0.0
2007-01-16,-0.6897
2007-01-17,-2.7778
2007-01-18,-0.1429
2007-01-19,-1.2876
2007-01-22,3.6231999999999998
2007-01-23,-2.0979
2007-01-24,0.0
2007-01-25,0.0
2007-01-26,2.1429
2007-01-29,-0.8392
2007-01-30,0.8463
2007-01-31,-0.2797
2007-02-01,-0.4208
2007-02-02,-0.7042
2007-02-05,0.0
2007-02-06,-1.4184
2007-02-07,0.7194
2007-02-08,0.5714
2007-02-09,2.983
2007-02-12,-0.6897
2007-02-13,-1.3889
2007-02-14,2.1127
2007-02-15,-2.7586
2007-02-16,2.8369
2007-02-20,2.069
2007-02-21,-5.4054
2007-02-22,-3.5714
2007-02-23,2.2222
2007-02-26,-2.1739
2007-02-27,-3.7037
2007-02-28,0.7692
2007-03-01,-1.5267
2007-03-02,-0.7752
2007-03-05,0.0
2007-03-06,0.0
2007-03-07,1.5625
2007-03-08,-3.0769
2007-03-09,1.5873
2007-03-12,0.0
2007-03-13,-4.6875
2007-03-14,-2.459
2007-03-15,1.6806999999999999
2007-03-16,0.8264
2007-03-19,3.2787
2007-03-20,-6.3492
2007-03-21,1.6949
2007-03-22,-1.6667
2007-03-23,-0.678
2007-03-26,0.0
2007-03-27,0.6826
2007-03-28,0.339
2007-03-29,0.5068
2007-03-30,0.8403
2007-04-02,0.0
2007-04-03,0.0
2007-04-04,-3.3333
2007-04-05,0.3448
2007-04-09,-1.2027
2007-04-10,0.8696
2007-04-11,-0.8621
2007-04-12,0.0
2007-04-13,0.0
2007-04-16,0.0
2007-04-17,0.0
2007-04-18,0.0
2007-04-19,6.087
2007-04-20,-0.8197
2007-04-23,1.4876
2007-04-24,0.9772
2007-04-25,2.4194
2007-04-26,0.7874
2007-04-27,-1.5625
2007-04-30,0.7937
2007-05-01,3.1496
2007-05-02,1.5267
2007-05-03,3.0075
2007-05-04,8.0292
2007-05-07,-1.3514
2007-05-08,0.0
2007-05-09,0.0
2007-05-10,-6.1644
2007-05-11,2.1898
2007-05-14,-7.1429
2007-05-15,4.6154
2007-05-16,2.9412000000000003
2007-05-17,0.0
2007-05-18,1.4285999999999999
2007-05-21,-1.4085
2007-05-22,0.0
2007-05-23,0.0
2007-05-24,0.0
2007-05-25,-5.0
2007-05-29,5.2632
2007-05-30,-1.4285999999999999
2007-05-31,0.0
2007-06-01,0.0
2007-06-04,1.4493
