ticker,TVLF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-03-16,53.8462
2010-05-05,100.0
2010-06-17,-25.0
2010-07-22,0.0
2010-07-27,0.0
2010-08-04,0.6667
2010-09-27,-53.6424
2010-10-12,7.1429
2010-10-18,0.0
2010-12-07,0.0
2010-12-20,0.0
2010-12-30,0.0
2011-02-16,40.0
2011-03-04,4.7619
2011-04-13,36.3636
2011-05-03,-26.6667
2011-06-09,45.4545
2011-06-10,0.0
2011-07-20,21.875
2012-05-08,-20.5128
2012-05-30,0.6452
2012-08-01,-0.641
2012-10-26,30.9677
2012-12-21,23.1527
2012-12-31,0.0
2013-07-10,24.0
2013-07-15,29.0323
2013-08-30,-22.5
2013-09-09,-4.8387
2013-09-10,5.0847
2013-09-11,29.0323
2013-10-09,0.0
2013-11-01,6.25
2013-11-22,-5.8824
2014-01-15,1.25
2014-01-23,0.0
2014-03-05,4.9383
2014-03-07,0.0
2014-04-16,0.0
2014-04-29,5.8824
2014-05-05,-32.2222
2014-05-08,18.0328
2014-06-18,6.9444
2014-06-23,0.0
2014-06-24,-9.0909
2014-06-25,4.2857
2014-07-01,9.589
2014-08-08,0.0
2014-09-10,-18.75
2014-09-16,7.6923
2014-10-03,-18.5714
2014-11-13,-8.7719
2014-12-08,-1.9231
2014-12-29,3.9215999999999998
2015-01-14,0.0
2015-01-22,-5.6604
2015-01-29,-20.0
2015-02-25,0.0
2015-03-26,15.0
2015-04-07,0.0
2015-04-08,-4.3478
2015-04-16,4.5455
2015-04-27,0.0
2015-04-29,4.3478
2015-05-01,14.5833
2015-05-04,7.2727
2015-06-10,-15.2542
2015-06-26,0.0
2015-07-08,-16.0
2015-07-13,-7.1429
2015-07-15,2.5641
2015-07-16,0.0
2015-07-30,-2.5
2015-08-05,0.0
2015-08-24,-8.7179
2015-08-28,-1.6854
2015-09-09,-0.5714
2015-09-14,0.0
2015-09-22,0.5747
2015-09-23,14.2857
2015-09-24,12.5
2015-10-05,-11.1111
2015-10-13,-15.0
2015-10-23,5.8824
2015-10-29,11.1111
2015-11-03,-4.5
2015-11-10,0.0
2015-12-01,4.712
2015-12-02,12.5
2015-12-03,-8.8889
2016-01-20,2.439
2016-02-02,-7.1429
2016-02-25,0.0
2016-02-26,0.0
2016-03-08,0.0
2016-03-21,0.5128
2016-03-23,26.5306
2016-03-31,0.4032
2016-04-13,-15.261
2016-05-03,18.0095
2016-05-17,0.4016
2016-05-25,-5.6
2016-05-26,0.0
2016-06-13,5.9322
