ticker,TVLF US Equity
2016-06-15,0.0
2016-06-16,-4.0
2016-06-24,0.8333
2016-06-27,0.0
2016-07-06,0.0
2016-07-07,0.0
2016-08-09,9.5041
2016-08-11,7.5472
2016-08-12,3.5088
2016-08-22,0.0
2016-08-30,1.7288000000000001
2016-09-07,2.9657
2016-09-19,8.4142
2016-09-27,0.0
2016-10-03,2.9851
2016-10-06,1.4493
2016-10-11,0.0
2016-10-19,1.4285999999999999
2016-10-24,2.8169
2016-10-26,2.7397
2016-11-01,0.0
2016-11-08,-9.0633
2016-11-10,11.4329
2016-11-21,0.0
2016-11-28,1.3158
2016-11-29,-2.5974
2016-11-30,-1.3333
2016-12-05,2.7027
2016-12-07,0.0
2016-12-12,0.0
2016-12-13,2.6316
2016-12-19,-5.1282
2016-12-29,0.0
2017-01-06,0.2703
2017-01-18,-0.2695
2017-01-20,-0.8108
2017-01-23,8.9918
2017-01-30,-0.0031
2017-02-01,5.0033
2017-02-13,-11.9048
2017-03-06,7.973
2017-03-07,5.1314
2017-04-04,0.4762
2017-04-10,12.5592
2017-04-24,-7.3684
2017-05-16,7.9545
2017-05-17,-4.2105
2017-05-25,1.0989
2017-06-06,15.2174
2017-06-08,-3.7736
2017-06-12,-8.6275
2017-06-15,0.0
2017-06-16,0.0
2017-07-12,-0.2146
2017-07-27,1.2903
2017-07-28,5.0955
2017-07-31,16.1616
2017-08-11,-10.4348
2017-09-07,-2.9126
2017-09-08,0.0
2017-10-02,0.0
2017-10-04,5.0
2017-10-09,4.5714
2017-10-10,-8.9253
2017-10-18,0.04
2017-10-20,-0.04
2017-10-31,0.0
2017-11-16,4.0
2017-11-20,-3.6538
2017-11-21,0.0
2017-11-29,13.7725
2017-12-01,-1.7544
2017-12-11,7.1429
2017-12-15,8.3333
2017-12-18,7.6923
2017-12-20,10.7143
2017-12-21,-3.2258
2018-02-01,-20.0
2018-02-02,0.0
2018-02-06,0.0
2018-02-15,-4.1667
2018-02-16,-8.6957
2018-03-13,11.619
2018-03-19,-10.4096
2018-03-20,9.5238
2018-03-26,-2.1739
2018-04-04,-2.2222
2018-04-05,0.0
2018-04-10,0.0
2018-04-26,2.2727
2018-05-10,-6.6667
2018-05-15,-0.7619
2018-05-22,-1.9194
2018-06-05,2.7397
2018-06-07,1.9048
2018-06-08,2.8037
2018-06-12,-2.3636
2018-06-14,7.0764
2018-06-28,0.0
2018-07-03,0.885
2018-07-17,-3.5088
2018-07-27,0.0
2018-08-14,1.8182
2018-08-17,0.0179
2018-08-23,3.5529
2018-09-04,0.0
2018-09-10,0.0
2018-09-12,0.0
2018-09-13,-3.2759
2018-09-24,0.0
2018-10-01,2.4955
2018-10-10,-1.7391
2018-10-18,0.885
2018-10-22,0.0
2018-10-30,0.0
2018-11-19,-0.8772
2018-11-26,-5.3097
2019-01-08,-1.8505
2019-01-16,-0.019
2019-01-24,0.1905
2019-02-04,-0.1901
2019-02-08,0.1905
2019-02-11,4.5626999999999995
2019-02-19,-1.8182
2019-02-20,1.8519
2019-02-22,0.0
2019-03-01,-3.6364
2019-03-04,1.8868
2019-03-07,-1.8519
2019-03-12,1.8868
2019-04-09,0.0
2019-04-26,0.0
2019-05-20,1.8519
2019-05-22,-9.0909
2019-05-23,5.0
2019-05-24,1.9048
2019-05-31,-1.8692
2019-06-18,0.0
2019-06-20,6.0292
2019-06-21,-0.9156
2019-06-24,-1.8519
2019-06-27,0.9434
2019-07-02,0.1869
2019-07-08,0.7463
2019-07-09,0.9259
2019-07-12,0.9174
2019-09-10,-1.2745
2019-09-13,0.0018
2019-09-16,-2.3941
2019-09-17,1.8868
2019-09-18,1.6648
2019-10-07,-4.3698
2019-10-08,-1.9048
2019-10-10,0.0
2019-10-25,1.9417
2019-12-02,2.8571
2019-12-11,0.0
2019-12-18,0.7407
2019-12-20,0.9191
2019-12-26,0.0
2020-01-03,1.8215
2020-01-07,0.0
2020-01-09,-1.6099999999999999
2020-01-13,5.4545
2020-01-17,0.0
2020-02-10,3.4483
2020-02-19,0.0
2020-02-20,2.5
2020-03-03,0.0
2020-03-09,-2.439
2020-03-13,-2.5
2020-03-17,-3.4188
2020-03-19,-5.6637
2020-03-20,0.0
2020-03-23,-10.8818
2020-04-16,-6.9474
2020-04-21,1.81
2020-04-23,0.0
2020-04-29,5.5556
2020-05-01,-5.2632
2020-05-05,2.2244
2020-05-14,-0.0022
2020-05-19,16.3043
2020-05-21,-20.5607
2020-05-22,11.7647
2020-05-26,0.0
2020-06-03,5.2632
2020-06-04,0.0
2020-06-05,0.0
2020-06-08,4.0
2020-06-09,0.9615
2020-06-10,0.0
2020-06-16,0.0
2020-06-24,-6.6667
2020-06-26,2.0408
2020-07-01,-5.0
2020-07-06,1.0526
2020-07-08,-4.1667
2020-07-09,2.1739
2020-07-13,-1.0638
2020-07-14,-5.3763
2020-07-15,-6.1364
2020-07-17,12.5908
2020-07-23,3.0108
2020-07-24,0.0
2020-07-30,-0.8351
2020-07-31,5.2632
