ticker,PAE US Equity
2019-07-10,0.0
2019-07-11,0.1992
2019-07-12,0.0
2019-07-15,-0.3976
2019-07-16,-0.1996
2019-07-17,0.0
2019-07-18,0.4
2019-07-19,-0.0996
2019-07-22,0.1994
2019-07-23,-0.0995
2019-07-24,-0.0996
2019-07-25,0.0997
2019-07-26,-0.0996
2019-07-29,0.0
2019-07-31,0.0
2019-08-01,0.0997
2019-08-02,-0.0996
2019-08-05,0.0997
2019-08-06,-0.0996
2019-08-07,0.0
2019-08-12,0.0
2019-08-13,0.2991
2019-08-14,0.0
2019-08-16,-0.2982
2019-08-19,0.2991
2019-08-22,0.0994
2019-08-27,-0.0993
2019-08-28,0.0
2019-08-30,-0.0994
2019-09-03,0.0
2019-09-04,0.0
2019-09-05,0.0995
2019-09-10,-0.0994
2019-09-12,0.0995
2019-09-13,0.3976
2019-09-16,0.297
2019-09-17,0.0
2019-09-18,-0.1974
2019-09-19,0.0989
2019-09-20,-0.0988
2019-09-23,0.0989
2019-09-24,-0.0988
2019-09-25,-0.0989
2019-09-26,0.099
2019-09-30,0.0
2019-10-01,-0.0989
2019-10-03,0.297
2019-10-04,-0.2962
2019-10-07,0.0
2019-10-09,-0.297
2019-10-14,0.0
2019-10-16,0.0
2019-10-22,0.2979
2019-10-24,-0.196
2019-10-29,0.1964
2019-10-30,-0.1634
2019-10-31,0.1636
2019-11-01,1.0891
2019-11-04,0.0
2019-11-05,0.0
2019-11-06,0.0979
2019-11-07,0.0
2019-11-08,0.0
2019-11-11,0.0
2019-11-12,0.0
2019-11-13,0.0
2019-11-14,-0.1957
2019-11-15,0.2941
2019-11-19,0.0
2019-11-20,0.1955
2019-11-21,0.0
2019-11-22,0.1951
2019-11-25,-0.3895
2019-11-26,-0.0978
2019-11-27,0.0
2019-11-29,-0.3914
2019-12-02,0.6876
2019-12-03,0.0
2019-12-04,-0.0976
2019-12-05,0.0
2019-12-06,0.0977
2019-12-09,-0.1307
2019-12-10,0.0332
2019-12-11,0.0
2019-12-13,0.0
2019-12-16,0.4883
2019-12-17,-0.3887
2019-12-18,0.3356
2019-12-19,-0.3345
2019-12-20,0.4878
2019-12-23,1.2621
2019-12-24,-0.2876
2019-12-26,0.0
2019-12-27,0.0
2019-12-30,-0.4808
2019-12-31,-0.0966
2020-01-02,0.1934
2020-01-03,0.2896
2020-01-06,-0.2406
2020-01-07,-0.193
2020-01-08,0.5317
2020-01-09,0.0
2020-01-10,0.0962
2020-01-13,0.8646
2020-01-14,2.0952
2020-01-15,1.2127
2020-01-16,0.0
2020-01-17,-0.4608
2020-01-21,-0.463
2020-01-22,0.7442
2020-01-23,-0.277
2020-01-24,-0.787
2020-01-27,-1.3532
2020-01-28,0.1892
2020-01-29,-1.1331
2020-01-30,-1.0506
2020-01-31,0.0965
2020-02-03,-0.5786
2020-02-04,-1.0669
2020-02-05,4.1176
2020-02-06,3.9548
2020-02-07,0.1812
2020-02-10,0.8137
2020-02-11,3.1390000000000002
2020-02-12,0.8696
2020-02-13,0.431
2020-02-14,-0.4292
2020-02-18,0.5172
2020-02-19,0.4288
2020-02-20,-0.854
2020-02-21,0.7752
2020-02-24,-1.7094
2020-02-25,-0.7826
2020-02-26,-0.7011
2020-02-27,-3.5305
2020-02-28,0.183
2020-03-02,-1.8265
2020-03-03,-1.0233
2020-03-04,2.9135
2020-03-05,-1.8265
2020-03-06,-1.3953
2020-03-09,-7.6415
2020-03-10,1.43
2020-03-11,-5.2367
2020-03-12,-19.7662
2020-03-13,-20.5298
2020-03-16,-15.0
2020-03-17,-4.902
2020-03-18,-28.866
2020-03-19,44.9275
2020-03-20,22.4
2020-03-23,4.902
2020-03-24,-1.7134
2020-03-25,1.7433
2020-03-26,8.2555
2020-03-27,-0.4317
2020-03-30,0.289
2020-03-31,-6.4841
2020-04-01,0.4622
2020-04-02,-2.3006
2020-04-03,1.7268
2020-04-06,0.3086
2020-04-07,-3.0769
2020-04-08,3.8095
2020-04-09,3.211
2020-04-13,0.7407
2020-04-14,-1.0294
2020-04-15,-4.4577
2020-04-16,-0.9331
2020-04-17,4.5526
2020-04-20,8.8589
2020-04-21,-3.7241
2020-04-22,4.5845
2020-04-23,2.6027
2020-04-24,4.9399
2020-04-27,2.799
2020-04-28,-1.3614
2020-04-29,5.0188
2020-04-30,1.4337
2020-05-01,-5.3004
2020-05-04,-1.2438
2020-05-05,4.534
2020-05-06,2.4096
2020-05-07,5.6471
2020-05-08,5.3452
2020-05-11,-0.8457
2020-05-12,0.3198
2020-05-13,-1.3815
2020-05-14,-1.6164
2020-05-15,-0.3286
2020-05-18,3.8462
2020-05-19,2.6455
2020-05-20,-0.1031
2020-05-21,-1.4447999999999999
2020-05-22,-1.466
2020-05-26,-0.7439
2020-05-27,-1.6059999999999999
2020-05-28,0.8705
2020-05-29,1.4024
2020-06-01,3.2979
2020-06-02,2.9866
2020-06-03,5.0
2020-06-04,2.0952
2020-06-05,2.4254
2020-06-08,1.7304
2020-06-09,-1.1638
2020-06-10,-2.3551
2020-06-11,-7.5139
2020-06-12,5.8175
2020-06-15,1.6114000000000002
2020-06-16,-0.653
2020-06-17,0.0939
2020-06-18,-1.5947
2020-06-19,7.1497
2020-06-22,-1.4235
2020-06-23,-1.8051
2020-06-24,-0.4596
2020-06-25,-7.1099
2020-06-26,-8.2505
2020-06-29,0.7584
2020-06-30,2.7957
2020-07-01,-0.4184
2020-07-02,2.3109
2020-07-06,-0.308
2020-07-07,-3.0896
2020-07-08,1.9129
2020-07-09,-3.1283
2020-07-10,3.7675
2020-07-13,-3.527
2020-07-14,-1.3978
2020-07-15,-0.1091
2020-07-16,-3.2751
2020-07-17,-4.0632
2020-07-20,3.1765
2020-07-21,0.4561
2020-07-22,0.454
2020-07-23,-1.9209
2020-07-24,-4.0323
2020-07-27,0.3001
2020-07-28,-0.4189
2020-07-29,-1.3221
2020-07-30,-2.0705999999999998
2020-07-31,-1.99
