ticker,PAE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-11-05,1.3514
2018-11-07,0.0
2018-11-08,0.0
2018-11-09,-0.081
2018-11-13,-0.9454
2018-11-14,0.5181
2018-11-15,-0.3093
2018-11-16,0.3102
2018-11-20,-0.5155
2018-11-27,0.0
2018-11-28,-0.5181
2018-11-29,0.2083
2018-11-30,0.104
2018-12-03,0.0
2018-12-04,0.0
2018-12-06,0.0
2018-12-07,0.2077
2018-12-12,0.0
2018-12-20,-0.5181
2018-12-21,1.0417
2018-12-26,-0.2887
2018-12-28,0.4963
2019-01-04,-0.7202
2019-01-08,-0.4145
2019-01-11,0.9365
2019-01-16,-0.6186
2019-01-18,0.4149
2019-01-22,0.2066
2019-01-23,0.2062
2019-01-25,0.3086
2019-01-28,0.0
2019-01-30,0.3077
2019-01-31,0.2045
2019-02-01,0.5102
2019-02-05,0.0
2019-02-06,1.0152
2019-02-07,0.0
2019-02-08,0.0
2019-02-11,0.5025
2019-02-12,-0.1
2019-02-13,-0.2803
2019-02-15,-0.0201
2019-02-20,0.3012
2019-02-21,0.0
2019-02-22,-0.1001
2019-02-25,-0.1002
2019-02-26,0.1003
2019-02-27,0.0
2019-03-04,0.0
2019-03-05,-0.2004
2019-03-15,-0.6024
2019-03-20,0.0
2019-03-25,0.0
2019-03-26,0.0
2019-03-27,0.0
2019-04-02,0.0
2019-04-04,0.0
2019-04-05,0.0
2019-04-10,0.0
2019-04-11,0.0
2019-04-12,0.202
2019-04-15,0.0
2019-04-16,-0.2016
2019-04-17,0.303
2019-04-18,-0.2014
2019-04-22,0.1009
2019-04-23,-0.2016
2019-04-26,0.0
2019-04-30,0.303
2019-05-01,-0.3021
2019-05-02,0.0
2019-05-03,0.0
2019-05-06,0.0
2019-05-14,0.202
2019-05-24,-0.1008
2019-05-28,0.0
2019-05-29,-0.1009
2019-05-30,0.0
2019-05-31,0.0
2019-06-03,0.101
2019-06-04,0.0
2019-06-05,0.2018
2019-06-06,-0.1007
2019-06-07,0.0
2019-06-10,-0.1008
2019-06-11,0.2018
2019-06-12,0.2014
2019-06-13,-0.201
2019-06-14,0.7049
2019-06-17,0.5
2019-06-18,0.0
2019-06-19,-0.0995
2019-06-20,-0.3984
2019-06-21,1.0
2019-06-24,-0.495
2019-06-25,-0.0995
2019-06-26,0.0996
2019-06-27,-0.0995
2019-06-28,0.0996
2019-07-01,-0.199
2019-07-02,0.0997
2019-07-03,0.5976
2019-07-05,-0.5941
2019-07-09,0.0
