ticker,OPMG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-07-28,-13.7963
2008-07-29,-15.7895
2008-07-30,2.5
2008-07-31,-2.439
2008-08-14,-37.5
2008-08-27,-40.0
2008-08-28,0.0
2008-08-29,43.3333
2008-09-02,-30.2326
2008-09-03,8.0
2008-09-04,-6.7901
2008-09-05,11.2583
2008-09-09,0.0
2008-09-17,-7.7381
2008-09-29,-9.6774
2008-09-30,28.5714
2008-10-02,-22.2222
2008-10-03,-7.1429
2008-10-15,-11.538499999999999
2008-10-16,-12.1739
2008-10-17,0.0
2008-10-22,0.0
2008-10-23,61.3861
2008-10-24,-32.5153
2008-10-28,12.7273
2008-10-29,-11.2903
2008-10-30,36.3636
2008-10-31,3.3333
2008-11-03,-12.9032
2008-11-04,-14.8148
2008-11-05,0.0
2008-11-07,13.0435
2008-11-10,-3.8462
2008-11-11,-12.0
2008-11-12,-8.1818
2008-11-24,-1.9802
2008-11-26,10.101
2008-11-28,-22.0183
2008-12-01,29.4118
2008-12-29,-9.0909
2008-12-30,-30.0
2008-12-31,30.0
2009-01-02,-23.0769
2009-01-06,0.0
2009-01-07,0.0
2009-01-08,28.5714
2009-01-27,-55.5556
2009-01-29,47.5
2009-01-30,10.1695
2009-02-06,-23.0769
2009-02-17,0.0
2009-02-27,4.0
2009-03-03,-13.461500000000001
2009-03-05,-11.1111
2009-03-13,40.0
2009-03-20,-33.9286
2009-03-23,-2.7027
2009-03-25,0.0
2009-03-31,33.3333
2009-04-02,-6.25
2009-04-16,13.3333
2009-04-17,21.5686
2009-04-20,11.2903
2009-04-21,-14.4928
2009-04-22,5.0847
2009-04-23,-28.2258
2009-04-24,5.618
2009-04-27,-22.9787
2009-04-28,-14.3646
2009-04-29,0.0
2009-04-30,-3.2258
2009-05-01,26.6667
2009-05-04,-21.0526
2009-05-05,3.3333
2009-05-06,0.0
2009-05-07,3.2258
2009-05-08,3.125
2009-05-11,-6.0606
2009-05-12,19.3548
2009-05-13,-10.8108
2009-05-14,0.0
2009-05-15,0.0
2009-05-18,6.0606
2009-05-19,-2.8571
2009-05-20,2.9412000000000003
2009-05-21,-7.1429
2009-05-22,7.6923
2009-05-26,-7.1429
2009-05-27,0.0
2009-05-28,-12.3077
2009-05-29,5.2632
2009-06-01,0.6667
2009-06-03,-7.2848
2009-06-04,0.0
2009-06-05,7.1429
2009-06-08,0.0
2009-06-09,-10.0
2009-06-10,0.0
2009-06-11,-11.1111
2009-06-12,0.0
2009-06-15,12.5
