ticker,TROX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-12-02,0.0
2010-12-03,12.1118
2010-12-07,0.0
2010-12-08,1.385
2010-12-09,-0.5464
2010-12-10,-0.2747
2010-12-13,0.8264
2010-12-14,0.8197
2010-12-15,1.626
2010-12-20,0.2667
2010-12-21,1.0638
2011-01-04,-3.1579
2011-01-07,2.7174
2011-01-10,-0.2646
2011-01-11,0.0
2011-01-13,3.183
2011-01-14,-1.2852999999999999
2011-01-18,1.3021
2011-01-21,1.2852999999999999
2011-01-25,0.7614
2011-01-26,0.0
2011-01-27,0.7557
2011-01-28,-2.0
2011-02-01,7.1429
2011-02-03,-0.7143
2011-02-04,1.6787
2011-02-07,3.6321
2011-02-08,2.8675
2011-02-09,1.9912
2011-02-10,6.7245
2011-02-11,0.0
2011-02-14,0.0
2011-02-15,0.0
2011-02-16,0.0
2011-02-17,2.0325
2011-02-18,7.1713000000000005
2011-02-22,-1.8587
2011-02-23,0.0
2011-02-24,-1.5152
2011-02-25,-1.0538
2011-02-28,-0.0233
2011-03-01,-2.0218
2011-03-02,0.3175
2011-03-03,1.8592
2011-03-04,1.1262
2011-03-07,1.3825
2011-03-08,1.5152
2011-03-09,1.6791
2011-03-10,-0.7339
2011-03-11,0.6927
2011-03-14,-0.1372
2011-03-15,-0.5515
2011-03-16,-0.1848
2011-03-17,0.0
2011-03-18,0.0
2011-03-21,-0.1852
2011-03-22,0.1855
2011-03-23,-0.5556
2011-03-24,1.1173
2011-03-25,0.1842
2011-03-28,2.7574
2011-03-29,0.1073
2011-03-30,-1.3580999999999999
2011-03-31,1.087
2011-04-01,-0.3584
2011-04-04,0.6835
2011-04-05,0.7503
2011-04-06,1.0638
2011-04-07,1.2281
2011-04-08,2.5997
2011-04-11,0.0
2011-04-12,-0.6757
2011-04-13,-0.5442
2011-04-14,-0.1368
2011-04-15,0.0
2011-04-18,-0.2397
2011-04-19,-0.4463
2011-04-20,0.5172
2011-04-21,0.8576
2011-04-25,0.0
2011-04-26,0.0068
2011-04-27,4.0746
2011-04-28,1.1764999999999999
2011-04-29,-0.1938
2011-05-02,0.3236
2011-05-03,-0.0645
2011-05-04,-3.1633
2011-05-05,-3.8333
2011-05-06,-0.4506
2011-05-09,-1.1142
2011-05-10,1.7606000000000002
2011-05-11,-1.0381
2011-05-12,-1.8182
2011-05-13,-3.8462
2011-05-16,-1.8519
2011-05-17,-2.0755
2011-05-18,2.8902
2011-05-19,1.4981
2011-05-20,1.2915
