ticker,MJTK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-08-30,0.0
2013-09-03,-20.0
2013-10-04,0.0
2013-10-07,0.0
2013-10-09,-12.5
2013-12-30,5.7143
2014-01-07,0.0
2014-02-03,-5.4054
2014-07-16,0.0
2014-07-31,-14.2857
2014-08-01,33.3333
2014-08-05,37.5
2014-08-26,81.8182
2014-08-27,10.0
2014-08-29,0.0
2014-09-04,53.8182
2014-09-05,-0.7092
2014-09-11,-40.4762
2014-09-17,40.0
2014-10-06,-14.2857
2014-10-08,0.0
2014-10-16,-8.3333
2014-10-20,0.0
2014-10-27,-18.1818
2014-11-11,-15.5556
2014-12-02,0.2632
2014-12-11,4.9869
2014-12-16,-50.0
2015-02-12,-5.375
2015-02-20,-20.7398
2015-02-26,0.0
2015-03-09,16.6667
2015-03-10,-2.8571
2015-03-26,-2.9412000000000003
2015-03-27,0.0
2015-04-02,0.0
2015-04-06,0.0
2015-04-07,-36.3636
2015-04-09,0.0
2015-04-16,0.0
2015-04-22,14.2857
2015-04-23,0.0
2015-04-28,-8.3333
2015-05-06,-4.5455
2015-05-15,0.0
2015-05-21,0.0
2015-05-27,0.0
2015-06-23,-4.7619
2015-06-25,4.0
2015-07-09,0.0
2015-08-19,-79.8077
2015-08-21,18.5714
2015-08-27,80.7229
2015-09-02,-33.3333
2015-09-04,0.0
2015-09-15,33.3333
2015-09-29,25.0
2015-09-30,-42.0
2015-12-14,10.3448
2015-12-21,-18.75
2015-12-22,34.6154
2015-12-29,14.2857
2015-12-31,-20.0
2016-01-06,-3.125
2016-01-07,29.0323
2016-01-08,0.0
2016-01-11,-12.5
2016-01-12,0.0
2016-01-13,-11.4286
2016-01-14,-9.6774
2016-01-15,0.0
2016-01-19,-15.8259
2016-01-20,-2.4132
2016-02-01,-4.3478
2016-02-05,13.6364
2016-02-22,24.0
2016-02-29,-12.9032
2016-03-11,7.4074
2016-03-14,-13.7931
2016-03-16,-12.0
2016-03-17,0.0
2016-03-18,-13.6364
2016-03-21,-5.2632
2016-03-23,-16.6667
2016-04-04,33.3333
2016-04-05,45.0
2016-04-06,20.6897
2016-04-07,-11.4286
2016-04-11,-6.4516
2016-04-12,-1.8534000000000002
2016-04-14,-1.6249
2016-04-20,-10.669599999999999
2016-04-21,11.943999999999999
2016-04-22,-3.5714
2016-04-25,15.3704
2016-04-26,-17.9775
2016-04-27,5.6751000000000005
2016-04-28,-7.4074
2016-04-29,4.0
2016-05-02,15.3846
2016-05-03,6.6667
