ticker,CSFSF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-01-27,7.8895
2005-02-09,6.1243
2005-02-10,0.8613
2005-02-17,9.7241
2005-02-23,-2.3247
2005-03-24,2.9975
2005-04-12,10.7674
2005-04-19,0.7473
2005-04-20,3.0156
2005-05-03,-1.6764999999999999
2005-05-05,-2.4288
2005-06-15,15.5592
2005-07-14,10.7688
2005-08-18,15.7731
2005-09-06,14.7232
2005-09-09,-15.9998
2005-09-12,-33.5031
2005-09-14,-26.9266
2005-09-15,13.1427
2005-09-21,-3.0644
2005-09-30,-1.5668
2005-10-12,-0.9363
2005-10-24,-24.3856
2005-11-02,15.0875
2005-11-16,-5.0722
2005-11-17,-35.1716
2005-11-18,12.3367
2005-12-14,-17.8319
2006-01-19,22.9446
2006-01-23,-5.1322
2006-01-31,4.2643
2006-02-02,4.7935
2006-05-04,-31.3785
2006-05-05,1.014
2006-05-09,1.2987
2006-05-11,-1.5838999999999999
2006-05-16,-0.5876
2006-05-25,2.6467
2006-05-31,5.7447
2006-06-01,0.5634
2006-06-02,14.7459
2006-06-06,-4.0976
2006-06-07,-4.5455
2006-06-14,7.0476
2006-06-21,4.3839
2006-06-26,-5.8725000000000005
2006-06-28,-3.4443
2006-07-05,-2.4699
2006-07-06,-1.238
2006-07-19,6.5596
2006-07-20,-0.9205
2006-07-25,2.0817
2006-07-26,-0.6323
2006-07-28,1.7216
2006-07-31,0.0771
2006-08-02,-0.8752
2006-08-09,-1.3536000000000001
2006-08-10,-5.0092
2006-08-25,-3.5140000000000002
2006-08-29,3.0815
2006-08-30,15.2634
2006-08-31,3.4971
2006-09-01,2.8381
2006-09-05,7.9691
2006-09-06,0.4187
2006-09-07,0.6831
2006-09-08,-2.7573
2006-09-11,-6.8754
2006-09-13,4.0462
2006-09-14,-1.8386
2006-09-15,-2.4457
2006-09-18,4.352
2006-09-19,2.3785
2006-09-21,3.1357
2006-09-22,-1.984
2006-09-26,-3.2575
2006-09-28,4.6574
2006-09-29,-0.9913
2006-10-02,-0.6355
2006-10-03,4.912
2006-10-04,0.6982
2006-10-05,1.8153000000000001
2006-10-06,0.2515
2006-10-10,1.9681
2006-10-12,7.4601
2006-10-13,0.9543
2006-10-16,-1.7706
2006-10-18,5.9914
2006-10-20,0.0644
2006-10-23,-1.0599
2006-10-24,-2.0179
2006-10-27,1.9738
2006-10-30,2.3585
2006-11-01,-5.3343
2006-11-02,-0.0461
2006-11-03,3.0609
2006-11-06,-10.3951
