ticker,TPNI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-05-22,14.2857
2013-05-29,25.0
2013-05-30,210.0
2013-05-31,61.2903
2013-06-03,-40.4
2013-06-04,-33.557
2013-06-05,0.0
2013-06-07,0.0
2013-06-11,-39.3939
2013-06-12,0.0
2013-06-13,-15.0
2013-06-18,0.0
2013-06-19,17.647100000000002
2013-06-20,0.0
2013-06-24,0.0
2013-06-25,0.0
2013-07-02,-10.0
2013-07-09,0.0
2013-07-10,-16.6667
2013-07-19,0.0
2013-07-26,0.0
2013-07-29,0.0
2013-07-30,0.0
2013-07-31,0.0
2013-08-06,0.0
2013-08-07,0.0
2013-08-08,11.1111
2013-08-09,0.0
2013-08-12,-66.0
2013-08-13,158.8235
2013-08-14,2.2727
2013-08-15,6.6667
2013-08-16,-12.5
2013-08-19,2.3810000000000002
2013-08-20,4.6512
2013-08-21,-33.3056
2013-08-22,33.2778
2013-08-26,15.0
2013-08-27,4.3478
2013-08-28,2.0833
2013-09-03,-32.6531
2013-09-04,39.3939
2013-09-05,0.0
2013-09-09,2.1739
2013-09-11,-29.7872
2013-09-12,45.4545
2013-09-13,-20.8333
2013-09-17,0.0
2013-09-20,0.0
2013-09-23,21.0526
2013-09-24,-10.4348
2013-09-25,11.6505
2013-09-26,6.5217
2013-09-27,-2.0408
2013-09-30,0.0
2013-10-01,3.125
2013-10-02,-5.0505
2013-10-03,-25.5319
2013-10-04,-2.8571
2013-10-07,11.7647
2013-10-08,3.4211
2013-10-09,-0.7634
2013-10-10,-17.9487
2013-10-11,-1.5625
2013-10-14,-26.9841
2013-10-15,-8.6957
2013-10-16,-3.3333
2013-10-17,-2.4631
2013-10-18,14.5518
2013-10-21,-5.7041
2013-10-22,-6.4874
2013-10-23,-12.0625
2013-10-24,-11.8692
2013-10-25,-3.2258
2013-10-28,-16.6667
2013-10-29,-16.0
2013-10-30,12.381
2013-10-31,5.9322
2013-11-01,16.0
2013-11-04,0.0
2013-11-05,0.0
2013-11-06,3.4483
2013-11-07,-3.3333
2013-11-08,-20.0
2013-11-11,4.3103
2013-11-12,1.6529
2013-11-13,0.0
2013-11-14,-5.6911000000000005
2013-11-15,3.4483
2013-11-18,-8.3333
2013-11-19,0.0
2013-11-20,8.1818
2013-11-21,-11.7647
2013-11-22,4.7619
2013-11-25,22.7273
2013-11-26,-22.2222
2013-11-27,4.7619
2013-11-29,-9.0909
2013-12-02,50.0
2013-12-03,13.3333
2013-12-04,-17.647100000000002
2013-12-05,-14.2857
