ticker,RCIT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-04-15,-0.9901
2010-07-14,0.5
2010-07-15,59.204
2010-07-19,3.125
2010-07-20,21.2121
2010-07-21,-2.5
2010-07-22,10.2564
2010-07-23,1.1628
2010-07-26,2.2989
2010-07-27,7.8652
2010-07-28,-4.1667
2010-07-29,8.6957
2010-07-30,-14.0
2010-08-02,13.9535
2010-08-03,4.0816
2010-08-04,-5.8824
2010-12-13,-37.5
2010-12-14,8.3333
2010-12-15,0.0
2010-12-20,4.6154
2010-12-21,4.4118
2010-12-22,1.4085
2010-12-23,0.0
2010-12-29,4.1667
2010-12-30,-4.0
2011-01-04,-1.3889
2011-01-12,5.6338
2011-01-13,0.0
2011-01-18,9.3333
2011-01-19,-4.878
2011-01-20,-16.6667
2011-01-21,-7.6923
2011-01-25,-1.0
2011-01-26,-9.0909
2011-01-28,11.1111
2011-01-31,-1.6667
2011-02-09,27.1186
2011-02-10,0.0
2011-02-11,0.0
2011-02-15,-1.3333
2011-02-23,-18.9189
2011-02-24,5.0
2011-03-04,31.746
2011-04-01,0.0
2011-04-07,0.0
2011-04-20,0.0
2011-04-26,-63.6145
2011-04-27,174.8344
2011-04-28,0.0
2011-05-02,-12.0482
2011-06-02,-45.2055
2011-06-15,-20.0
2011-06-16,0.0
2011-06-30,-6.25
2011-07-07,-26.0
2011-07-12,-9.9099
2011-07-26,100.0
2011-08-12,0.0
2011-10-26,0.0
2012-03-19,-94.5
2012-03-20,818.1818
2012-08-16,-0.9901
2013-04-23,25.0
2013-04-29,0.0
2013-05-01,-90.0
2013-06-03,0.0
2013-07-12,0.0
2013-09-04,20.0
2014-01-23,-91.6667
2014-03-26,2.5
2014-06-18,0.0
2014-09-04,0.0
2014-09-30,0.0
2014-11-07,0.0
2015-05-20,-14.1463
2015-06-05,-81.8182
2015-06-10,0.0
2015-07-10,20.0
2015-07-13,66.6667
2015-07-14,5.75
2015-07-15,-14.8936
2015-07-16,-16.6667
2015-07-17,0.0
2015-07-20,33.3333
2015-07-21,-35.0
2015-07-22,-23.0769
2015-07-23,-22.25
2015-07-24,-0.0804
2015-07-27,0.0
2015-07-28,0.0
2015-07-29,0.0
2015-07-30,0.0
2015-07-31,25.5028
2015-08-03,0.0
2015-08-04,0.0
2015-08-05,12.8205
2015-08-06,-9.0909
2015-08-11,-50.0
2015-08-12,0.0
2015-08-14,0.0
2015-08-18,-70.0
2015-08-21,233.3333
2015-08-27,-68.0
2015-09-01,0.0
