ticker,ZM US Equity
2019-09-06,-7.8541
2019-09-09,-7.9148
2019-09-10,2.1615
2019-09-11,0.448
2019-09-12,1.016
2019-09-13,-3.2871
2019-09-16,2.3082
2019-09-17,4.9213000000000005
2019-09-18,-0.1063
2019-09-19,0.0828
2019-09-20,-2.3517
2019-09-23,-0.0121
2019-09-24,-3.1469
2019-09-25,-0.5249
2019-09-26,0.1884
2019-09-27,-4.652
2019-09-30,0.2104
2019-10-01,-0.5118
2019-10-02,-2.5854
2019-10-03,4.0352
2019-10-04,-0.3905
2019-10-07,0.6011
2019-10-08,-4.4162
2019-10-09,-0.992
2019-10-10,-2.5391
2019-10-11,0.4788
2019-10-14,-0.7708
2019-10-15,0.4379
2019-10-16,-4.8095
2019-10-17,-0.975
2019-10-18,-1.4173
2019-10-21,-0.4691
2019-10-22,-5.7321
2019-10-23,0.0968
2019-10-24,3.9638999999999998
2019-10-25,-1.6583999999999999
2019-10-28,4.9015
2019-10-29,-1.6076000000000001
2019-10-30,6.8865
2019-10-31,-0.1571
2019-11-01,0.7154
2019-11-04,-0.3836
2019-11-05,-4.6064
2019-11-06,-0.0897
2019-11-07,-0.0299
2019-11-08,4.5502
2019-11-11,-2.0902
2019-11-12,-0.5703
2019-11-13,0.0147
2019-11-14,-0.397
2019-11-15,3.351
2019-11-18,0.1
2019-11-19,-0.6279
2019-11-20,1.9385
2019-11-21,-1.5072999999999999
2019-11-22,4.6339
2019-11-25,1.8999000000000001
2019-11-26,0.8182
2019-11-27,-1.4369
2019-11-29,0.567
2019-12-02,-7.4765
2019-12-03,1.5813000000000001
2019-12-04,-0.0857
2019-12-05,-0.4145
2019-12-06,-9.9469
2019-12-09,5.1004
2019-12-10,-2.0776
2019-12-11,-1.6261
2019-12-12,-1.6215000000000002
2019-12-13,1.6803
2019-12-16,4.4224
2019-12-17,-0.2713
2019-12-18,2.1611
2019-12-19,0.858
2019-12-20,-1.8334000000000001
2019-12-23,-1.1654
2019-12-24,0.4686
2019-12-26,1.4896
2019-12-27,-1.2009
2019-12-30,0.2251
2019-12-31,1.8715000000000002
2020-01-02,0.9994
2020-01-03,-2.0955
2020-01-06,4.5184
2020-01-07,2.2469
2020-01-08,0.904
2020-01-09,0.0965
2020-01-10,0.6472
2020-01-13,1.2861
2020-01-14,-1.1752
2020-01-15,5.1668
2020-01-16,-1.0788
2020-01-17,-0.7226
2020-01-21,1.5484
2020-01-22,-1.4597
2020-01-23,-1.5077
2020-01-24,-1.9739
2020-01-27,-3.5068
2020-01-28,1.5190000000000001
2020-01-29,2.8947000000000003
2020-01-30,1.3047
2020-01-31,2.3611
2020-02-03,14.8886
2020-02-04,-2.1332
2020-02-05,1.3988
2020-02-06,0.3104
2020-02-07,1.5815000000000001
2020-02-10,1.162
2020-02-11,-1.104
2020-02-12,-0.4511
2020-02-13,1.7898
2020-02-14,1.213
2020-02-18,5.9813
2020-02-19,7.8224
2020-02-20,1.3086
2020-02-21,-3.3526
2020-02-24,3.1938
2020-02-25,1.9712
2020-02-26,-0.1868
2020-02-27,6.2406
2020-02-28,-7.5297
2020-03-02,7.7238
2020-03-03,3.8547000000000002
2020-03-04,-0.5704
2020-03-05,7.0205
2020-03-06,-8.544
2020-03-09,-0.4986
2020-03-10,-4.6242
2020-03-11,1.6684
2020-03-12,-0.7525
2020-03-13,-1.827
2020-03-16,0.3629
2020-03-17,3.0039
2020-03-18,6.8497
2020-03-19,4.2625
2020-03-20,5.4779
2020-03-23,22.2214
2020-03-24,-15.2795
2020-03-25,2.1675
2020-03-26,2.2011
2020-03-27,7.4743
2020-03-30,-0.5405
2020-03-31,-3.1548
2020-04-01,-6.2414
2020-04-02,-11.0
2020-04-03,5.1423
2020-04-06,-4.103
2020-04-07,-7.4752
2020-04-08,3.5692
2020-04-09,5.6871
2020-04-13,9.1639
2020-04-14,4.3923
2020-04-15,6.8151
2020-04-16,-0.8577
2020-04-17,-0.1331
2020-04-20,-0.713
2020-04-21,-3.8392
2020-04-22,4.8719
2020-04-23,12.5391
2020-04-24,-6.0855
2020-04-27,3.6524
2020-04-28,-4.7874
2020-04-29,-6.5339
2020-04-30,-7.7212
2020-05-01,2.508
2020-05-04,3.5219
2020-05-05,0.9621
2020-05-06,3.2937
2020-05-07,5.4883
2020-05-08,-1.5209000000000001
2020-05-11,7.13
2020-05-12,-3.2677
2020-05-13,3.7879
2020-05-14,0.4607
2020-05-15,4.1213
2020-05-18,-5.7999
2020-05-19,5.4587
2020-05-20,1.0364
2020-05-21,-1.966
2020-05-22,-0.5639
2020-05-26,-4.1272
2020-05-27,-1.2378
2020-05-28,0.9755
2020-05-29,9.7401
2020-06-01,13.7453
2020-06-02,1.9251
2020-06-03,7.5884
2020-06-04,-6.0392
2020-06-05,-1.3073000000000001
2020-06-08,1.0742
2020-06-09,-2.0969
2020-06-10,7.589
2020-06-11,0.4751
2020-06-12,-1.1482999999999999
2020-06-15,8.883
2020-06-16,1.4809999999999999
2020-06-17,-2.3912
2020-06-18,2.0316
2020-06-19,0.7907
2020-06-22,3.1994
2020-06-23,0.6129
2020-06-24,1.2223
2020-06-25,1.4107
2020-06-26,-1.0443
2020-06-29,-3.2087
2020-06-30,2.0035
2020-07-01,2.2048
2020-07-02,1.0072
2020-07-06,-0.2827
2020-07-07,0.4215
2020-07-08,1.6101
2020-07-09,1.2016
2020-07-10,2.356
2020-07-13,-5.644
2020-07-14,-0.1114
2020-07-15,-1.4576
2020-07-16,-2.9974
2020-07-17,-0.8047
2020-07-20,8.9397
2020-07-21,-3.0308
2020-07-22,0.2841
2020-07-23,-3.7063
2020-07-24,-1.9642
2020-07-27,2.3402
2020-07-28,-0.0594
2020-07-29,0.0833
2020-07-30,-0.9469
2020-07-31,1.564
