ticker,ZM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-04-18,72.2222
2019-04-22,5.9677
2019-04-23,5.0228
2019-04-24,-8.4058
2019-04-25,2.8481
2019-04-26,1.8769
2019-04-29,2.9447
2019-04-30,6.3078
2019-05-01,0.4002
2019-05-02,3.7658
2019-05-03,4.8742
2019-05-06,-1.1872
2019-05-07,-6.2756
2019-05-08,5.9321
2019-05-09,-3.1797
2019-05-10,5.8769
2019-05-13,-8.9037
2019-05-14,0.8271
2019-05-15,9.0511
2019-05-16,4.5637
2019-05-17,7.8897
2019-05-20,-5.9013
2019-05-21,0.9094
2019-05-22,-3.5229
2019-05-23,-4.4523
2019-05-24,-3.1869
2019-05-28,1.9933999999999998
2019-05-29,-2.5717
2019-05-30,6.1370000000000005
2019-05-31,-0.858
2019-06-03,-4.8037
2019-06-04,3.7418
2019-06-05,-0.889
2019-06-06,1.7811
2019-06-07,18.4061
2019-06-10,8.453
2019-06-11,-6.9902
2019-06-12,8.3272
2019-06-13,-1.7709000000000001
2019-06-14,-0.6538
2019-06-17,-2.1737
2019-06-18,1.5594999999999999
2019-06-19,2.7599
2019-06-20,-0.0879
2019-06-21,-1.7889
2019-06-24,-11.0083
2019-06-25,-4.8988
2019-06-26,1.5289000000000001
2019-06-27,4.5639
2019-06-28,-1.6395
2019-07-01,-2.1737
2019-07-02,-1.9917
2019-07-03,6.2493
2019-07-05,1.581
2019-07-08,-1.219
2019-07-09,0.1873
2019-07-10,1.9685000000000001
2019-07-11,-1.4236
2019-07-12,2.0788
2019-07-15,6.9668
2019-07-16,-2.7054
2019-07-17,2.7085
2019-07-18,-4.5523
2019-07-19,-1.9015
2019-07-22,3.5232
2019-07-23,0.7448
2019-07-24,-1.4889000000000001
2019-07-25,1.2195
2019-07-26,5.2415
2019-07-29,-5.6067
2019-07-30,-1.0159
2019-07-31,0.0209
2019-08-01,-0.4293
2019-08-02,-1.5142
2019-08-05,-4.2387
2019-08-06,0.8251
2019-08-07,2.2338
2019-08-08,3.5911
2019-08-09,-1.6393
2019-08-12,-2.1656
2019-08-13,3.5699
2019-08-14,-2.9335
2019-08-15,-2.1695
2019-08-16,2.0852
2019-08-19,0.6917
2019-08-20,-1.889
2019-08-21,1.7504
2019-08-22,0.9246
2019-08-23,-2.3863
2019-08-26,0.1419
2019-08-27,-0.0327
2019-08-28,-1.7115
2019-08-29,0.7875
2019-08-30,0.8804
2019-09-03,0.8618
2019-09-04,1.1573
2019-09-05,-0.8981
