ticker,HALB US Equity
2011-10-11,38.3333
2011-10-13,4.6687
2011-10-14,26.6187
2011-10-17,-17.2727
2011-10-18,9.8901
2011-10-19,0.0
2011-10-21,-18.0
2011-10-24,3.6585
2011-10-25,64.7059
2011-10-26,7.1429
2011-10-27,-33.3333
2011-10-28,-17.0
2011-10-31,74.6988
2011-11-01,-27.5862
2011-11-02,33.3333
2011-11-03,-28.5714
2011-11-04,-10.0
2011-11-07,-3.3333
2011-11-08,1.1494
2011-11-09,2.2727
2011-11-10,0.0
2011-11-14,-4.4444
2011-11-15,-1.1628
2011-11-16,-11.7647
2011-11-17,0.0
2011-11-18,6.6667
2011-11-22,-1.25
2011-11-23,20.2532
2011-11-28,-13.6842
2011-11-29,0.0
2011-11-30,8.5366
2011-12-01,5.618
2011-12-02,-9.5745
2011-12-05,-3.5294
2011-12-06,-14.6341
2011-12-09,-3.5714
2011-12-12,0.0
2011-12-13,0.0
2011-12-16,-2.963
2011-12-19,1.5267
2011-12-20,-9.7744
2011-12-21,-15.0
2011-12-23,-1.9607999999999999
2011-12-27,0.0
2011-12-29,-6.0
2012-01-03,-10.6383
2012-01-04,7.1429
2012-01-11,-8.8889
2012-01-18,0.0
2012-01-19,0.0
2012-01-20,-2.439
2012-01-30,10.0
2012-01-31,13.6364
2012-02-01,-17.0
2012-02-03,0.0
2012-02-06,10.8434
2012-02-08,25.0
2012-02-09,-13.0435
2012-02-13,20.0
2012-02-17,8.3333
2012-02-21,15.3846
2012-02-23,6.6667
2012-02-27,0.0
2012-02-28,0.0
2012-02-29,-6.25
2012-03-01,0.0
2012-03-02,-6.6667
2012-03-05,-20.0
2012-03-08,16.0714
2012-03-09,-38.4615
2012-03-14,-12.5
2012-03-19,0.3571
2012-03-22,13.879
2012-04-03,-12.5
2012-04-13,28.5714
2012-04-17,0.0
2012-04-19,-20.0
2012-05-03,19.4444
2012-05-04,-18.6047
2012-05-08,0.0
2012-05-09,0.0
2012-05-17,11.4286
2012-05-25,-10.2564
2012-06-07,2.8571
2012-06-08,-2.7778
2012-06-12,-14.2857
2012-06-13,13.3333
2012-07-05,0.0
2012-07-19,2.9412000000000003
2012-07-20,14.2857
2012-07-23,25.0
2012-07-25,0.0
2012-07-26,0.0
2012-08-02,30.0
2012-08-03,76.9231
2012-08-06,-13.0435
2012-08-07,-35.0
2012-08-08,7.6923
2012-08-09,85.7143
2012-08-10,0.0
2012-08-13,-22.9808
2012-08-14,14.8564
2012-08-15,-4.3478
2012-08-16,-9.0909
2012-08-17,-10.0
2012-08-20,-22.2222
2012-08-21,-27.1429
2012-08-22,0.0
2012-08-23,17.647100000000002
2012-08-24,0.0
2012-08-27,-16.6667
2012-08-28,0.0
2012-08-29,0.0
2012-08-30,2.0
2012-08-31,174.5098
2012-09-04,-25.0
2012-09-05,-14.2857
2012-09-06,-27.7778
2012-09-07,7.6923
2012-09-10,21.4286
2012-09-11,-5.8824
2012-09-12,-16.25
2012-09-13,77.6119
2012-09-14,-15.9664
2012-09-17,-5.0
2012-09-18,-5.2632
2012-09-19,2.2222
2012-09-20,8.6957
2012-09-21,-9.0
2012-09-24,-11.9505
2012-09-25,10.9204
2012-09-26,-4.3601
2012-09-27,0.0
2012-09-28,-5.8824
2012-10-01,0.0
2012-10-02,6.25
2012-10-03,-11.7647
2012-10-04,-26.6667
2012-10-05,9.0909
2012-10-09,8.3333
2012-10-10,4.6154
2012-10-11,-11.7647
2012-10-12,11.6667
2012-10-15,-17.9104
2012-10-16,-1.8182
2012-10-17,1.8519
2012-10-18,25.4545
2012-10-19,5.0725
2012-10-22,35.1724
2012-10-23,-28.5714
2012-10-24,12.857099999999999
2012-10-25,-10.1266
2012-10-26,-9.8592
2012-10-31,1.5625
2012-11-01,-7.6923
2012-11-02,0.0
2012-11-05,-8.3333
2012-11-06,-18.1818
2012-11-07,0.0
2012-11-08,7.7778
2012-11-09,-19.5876
2012-11-12,2.5641
2012-11-13,-7.5
2012-11-14,13.5135
2012-11-15,-4.7619
2012-11-16,0.0
2012-11-19,12.5
2012-11-20,-6.6667
2012-11-21,-16.6667
2012-11-23,-14.2857
2012-11-26,-1.6667
2012-11-27,1.6949
2012-11-28,-12.9167
2012-11-29,14.8325
2012-11-30,-16.6667
2012-12-03,12.0
2012-12-04,-19.1964
2012-12-05,72.3757
2012-12-06,20.5128
2012-12-07,-8.5106
2012-12-10,-6.9767
2012-12-11,-10.0
2012-12-12,19.4444
2012-12-13,4.6512
2012-12-14,-4.4444
2012-12-17,0.0
2012-12-18,-30.2326
2012-12-19,10.0
2012-12-20,-6.0606
2012-12-21,-3.2258
2012-12-26,-16.6667
2012-12-27,4.0
2012-12-28,-3.8462
2012-12-31,4.0
2013-01-02,11.538499999999999
2013-01-03,3.4483
2013-01-04,0.0
2013-01-08,-13.3333
2013-01-09,-7.6923
2013-01-10,4.1667
2013-01-11,0.0
2013-01-14,-4.0
2013-01-15,12.5
2013-01-16,3.7037
2013-01-17,-10.7143
2013-01-18,-8.0
2013-01-22,-8.6957
2013-01-23,0.0
2013-01-24,-5.6548
2013-01-25,16.0883
2013-01-28,-8.6957
2013-01-29,-4.7619
2013-01-30,-11.875
2013-01-31,11.3475
2013-02-01,27.3885
2013-02-04,10.0
2013-02-05,-3.6364
2013-02-06,69.8113
2013-02-07,-21.1111
2013-02-08,18.3099
2013-02-11,6.8452
2013-02-12,-8.6351
2013-02-13,-17.378
2013-02-14,3.321
2013-02-15,-8.5714
2013-02-19,3.125
2013-02-20,-5.4924
2013-02-21,3.006
2013-02-22,-0.7782
2013-02-25,-5.4902
2013-02-26,6.2241
2013-02-27,-0.3906
2013-02-28,-5.4902
2013-03-01,0.0
2013-03-04,-0.4149
2013-03-05,-0.4167
2013-03-06,-6.2762
2013-03-07,3.125
2013-03-08,-6.9264
2013-03-11,0.0
2013-03-12,15.3488
2013-03-13,-3.2258
2013-03-14,11.6667
2013-03-15,19.403
2013-03-18,-12.5
2013-03-19,11.4286
2013-03-20,-22.5962
2013-03-21,-0.6211
2013-03-22,-2.0833
2013-03-25,-14.8936
2013-03-26,35.5
2013-03-27,-9.4096
2013-03-28,-15.2749
2013-04-01,0.0
2013-04-02,11.538499999999999
2013-04-03,-17.2414
2013-04-04,-15.3646
2013-04-05,13.2308
2013-04-08,0.5435
2013-04-09,-4.8649000000000004
2013-04-10,12.7841
2013-04-11,-19.3955
2013-04-12,-10.0
2013-04-15,10.0694
2013-04-16,-20.8202
2013-04-17,1.992
2013-04-18,-0.7813
2013-04-19,-35.0394
2013-04-22,26.0606
2013-04-23,7.6923
2013-04-24,-8.482099999999999
2013-04-25,-14.1463
2013-04-26,-4.5455
2013-04-29,14.2857
2013-04-30,-14.0625
2013-05-01,-3.0303
2013-05-02,5.0
2013-05-03,-4.7619
2013-05-06,38.75
2013-05-07,8.1081
2013-05-08,-10.8333
2013-05-09,-21.4953
2013-05-10,38.0952
2013-05-13,-12.5
2013-05-14,-13.3005
2013-05-15,18.1818
2013-05-17,0.0
2013-05-21,-30.7692
2013-05-22,22.2222
2013-05-23,52.8409
2013-05-24,-12.6394
2013-05-28,1.2766
2013-05-29,14.2857
2013-05-30,16.5441
2013-05-31,-17.6656
2013-06-03,10.3448
2013-06-04,27.7778
2013-06-05,-0.5435
2013-06-06,-3.8251
2013-06-07,-17.6136
2013-06-10,4.8276
2013-06-11,5.2632
2013-06-12,0.0
2013-06-13,-0.625
2013-06-14,-14.4654
2013-06-17,2.9412000000000003
2013-06-18,-14.2857
2013-06-19,40.0
2013-06-20,9.5238
2013-06-21,-23.913
2013-06-24,-13.2143
2013-06-25,-1.2346
2013-06-26,-14.1667
2013-06-27,-17.4757
2013-06-28,12.9412
2013-07-01,0.0
2013-07-02,33.3333
2013-07-03,-18.75
2013-07-08,-15.3846
2013-07-09,-9.0909
2013-07-10,10.0
2013-07-11,0.0
2013-07-12,18.1818
2013-07-15,30.7692
2013-07-16,-23.5294
2013-07-17,20.1923
2013-07-18,2.4
2013-07-19,0.0
2013-07-22,-20.7031
2013-07-23,2.4631
2013-07-24,-2.4038
2013-07-25,-21.1823
2013-07-26,0.0
2013-07-29,0.0
2013-07-30,0.0
2013-07-31,-13.125
2013-08-01,15.1079
2013-08-02,-5.0
2013-08-05,14.473700000000001
2013-08-06,-17.2414
2013-08-07,11.1111
2013-08-08,-1.25
2013-08-12,-24.0506
2013-08-13,1.6667
2013-08-14,27.0492
2013-08-15,-32.9032
2013-08-16,15.3846
2013-08-19,10.8333
2013-08-20,-1.5038
2013-08-21,8.3969
2013-08-22,11.2676
2013-08-23,0.0
2013-08-26,-2.5316
2013-08-27,-16.8831
2013-08-28,-4.6875
2013-08-29,0.0
2013-08-30,-21.3115
2013-09-03,3.125
2013-09-04,-16.1616
2013-09-05,3.6145
2013-09-09,-3.4884
2013-09-11,15.6627
2013-09-13,-2.0833
2013-09-16,0.0
2013-09-17,-40.4255
2013-09-18,8.9286
2013-09-20,-8.1967
2013-09-24,-14.2857
2013-09-25,20.8333
2013-09-27,0.0
2013-09-30,-17.2414
2013-10-01,0.0
2013-10-04,0.0
2013-10-07,-12.5
2013-10-08,14.2857
2013-10-09,-29.1667
2013-10-11,11.7647
2013-10-14,18.4211
2013-10-15,-11.1111
2013-10-16,-7.5
2013-10-17,8.1081
2013-10-18,0.0
2013-10-21,-15.0
2013-10-22,26.4706
2013-10-23,-13.9535
2013-10-28,8.1081
2013-11-01,0.0
2013-11-05,5.0
2013-11-08,14.2857
2013-11-11,-33.3333
2013-11-13,0.0
2013-11-19,0.0
2013-11-20,-18.75
2013-11-21,0.0
2013-11-22,-7.6923
2013-11-27,33.3333
2013-12-02,-25.0
2013-12-03,0.0
2013-12-05,8.3333
2013-12-09,23.0769
2013-12-12,25.0
2013-12-16,0.0
2013-12-18,-20.0
2013-12-19,-25.0
2013-12-20,79.1667
2013-12-27,-11.6279
2013-12-31,0.0
2014-01-02,5.2632
2014-01-08,-5.0
2014-01-09,5.2632
2014-01-10,-15.0
2014-01-15,0.0
2014-01-21,35.2941
2014-01-22,-30.4348
2014-01-23,43.75
2014-01-24,-26.087
2014-01-28,-29.4118
2014-01-31,79.1667
2014-02-03,-2.3256
2014-02-04,-11.9048
2014-02-05,8.1081
2014-02-06,0.0
2014-02-07,-7.5
2014-02-14,-8.1081
2014-02-25,0.0
2014-03-03,0.0
2014-03-05,58.8235
2014-03-06,-1.8519
2014-03-07,20.7547
2014-03-10,-3.125
2014-03-12,-1.6129
2014-03-17,-3.2787
2014-03-18,0.0
2014-03-20,-32.2034
2014-03-21,40.0
2014-03-24,0.0
2014-03-27,-8.9286
2014-03-31,0.0
2014-04-01,0.0
2014-04-03,0.0
2014-04-04,25.4902
2014-04-08,-15.625
2014-04-11,3.7037
2014-04-15,0.0
2014-04-21,71.4286
2014-04-22,58.3333
2014-04-23,-21.0526
2014-04-25,20.0
2014-04-28,-20.8333
2014-04-29,17.5439
2014-04-30,-20.8955
2014-05-01,26.4151
2014-05-02,-28.3582
2014-05-07,0.0
2014-05-08,0.0
2014-05-09,28.125
2014-05-12,-20.3252
2014-05-14,-2.0408
2014-05-15,-38.5417
2014-05-16,8.4746
2014-05-19,20.3125
2014-05-27,14.2857
2014-05-28,0.0
2014-05-29,0.0
2014-06-02,5.6818
2014-06-04,-51.6129
2014-06-09,42.2222
2014-06-11,0.0
2014-06-12,45.3125
2014-06-20,3.2258
2014-06-23,3.125
2014-06-24,-3.0303
2014-06-25,5.2083
2014-07-01,0.0
2014-07-03,119.802
2014-07-07,-20.7207
2014-07-08,9.0909
2014-07-09,-23.9583
2014-07-10,20.5479
2014-07-11,-18.1818
2014-07-14,11.1111
2014-07-15,8.125
2014-07-16,23.6994
2014-07-17,-6.5421
2014-07-18,5.5
2014-07-21,44.0758
2014-07-22,-34.2105
2014-07-23,27.0
2014-07-24,-14.9606
2014-07-25,19.4444
2014-07-28,-25.5814
2014-07-29,-26.0417
2014-07-30,3.5211
2014-07-31,30.6122
2014-08-01,0.0
2014-08-04,-23.4375
2014-08-05,2.0408
2014-08-06,10.6667
2014-08-07,-12.0482
2014-08-08,-10.9589
2014-08-11,0.0
2014-08-12,-3.0769
2014-08-13,1.5873
2014-08-14,1.5625
2014-08-15,-7.6923
2014-08-19,-2.5
2014-08-20,9.4017
2014-08-21,10.1562
2014-08-22,13.4752
2014-08-25,5.0
2014-08-26,-6.5476
2014-08-27,12.1019
2014-08-28,-10.7955
2014-08-29,22.293
2014-09-02,4.1667
2014-09-03,-12.0
2014-09-04,-13.6364
2014-09-05,3.9474
2014-09-08,-12.0253
2014-09-09,2.1583
2014-09-10,30.9859
2014-09-11,-16.6667
2014-09-12,-1.9355
2014-09-15,31.5789
2014-09-16,-13.0
2014-09-17,1.1494
2014-09-18,-10.2273
2014-09-19,11.3924
2014-09-22,9.0909
2014-09-23,-4.1667
2014-09-24,-4.3478
2014-09-25,-9.0909
2014-09-26,6.875
2014-09-29,6.4327
2014-09-30,-7.6923
2014-10-01,-4.7619
2014-10-02,3.75
2014-10-03,10.8434
2014-10-06,-4.3478
2014-10-07,-9.0909
2014-10-08,-3.75
2014-10-09,1.9481000000000002
2014-10-10,-10.1911
2014-10-13,0.7092
2014-10-14,-15.493
2014-10-15,4.1667
2014-10-16,-1.6
2014-10-17,-8.9431
2014-10-20,-7.1429
2014-10-21,38.4615
2014-10-22,-16.6667
2014-10-23,-15.0
2014-10-24,-3.9215999999999998
2014-10-27,-12.2449
2014-10-28,11.6279
2014-10-29,-2.0833
2014-10-30,2.1277
2014-10-31,-8.3333
2014-11-03,-9.0909
2014-11-04,-13.75
2014-11-05,-15.942
2014-11-06,-3.4483
2014-11-07,-14.2857
2014-11-10,33.3333
2014-11-11,21.875
2014-11-12,-10.2564
2014-11-13,14.2857
2014-11-14,2.5
2014-11-17,46.3415
2014-11-18,-20.0
2014-11-19,1.0417
2014-11-20,15.4639
2014-11-21,-7.1429
2014-11-24,-20.1923
2014-11-25,-3.6145
2014-11-26,30.0
2014-11-28,7.6923
2014-12-01,-26.7857
2014-12-02,7.3171
2014-12-03,23.8636
2014-12-04,-11.9266
2014-12-05,-8.3333
2014-12-08,3.4091
2014-12-09,-18.6813
2014-12-10,18.9189
2014-12-12,-18.1818
2014-12-16,-2.7778
2014-12-17,-15.7143
2014-12-19,11.8644
2014-12-22,0.0
2014-12-23,-3.0303
2014-12-24,-3.125
2014-12-26,-6.4516
2014-12-29,24.1379
2014-12-30,11.1111
2014-12-31,17.5
2015-01-02,-1.0638
2015-01-05,1.0753
2015-01-06,10.6383
2015-01-07,-7.6923
2015-01-08,-8.3333
2015-01-09,-2.2727
2015-01-12,-13.9535
2015-01-13,-2.7027
2015-01-15,-8.3333
2015-01-16,9.0909
2015-01-20,-22.2222
2015-01-21,0.0
2015-01-22,-3.5714
2015-01-23,7.4074
2015-01-26,-13.7931
2015-01-27,56.0
2015-01-28,-28.2051
2015-01-29,-8.9286
2015-01-30,21.5686
2015-02-02,0.0
2015-02-03,-14.5161
2015-02-04,16.9811
2015-02-06,-9.6774
2015-02-09,28.5714
2015-02-10,-8.3333
2015-02-11,0.0
2015-02-12,1.5152
2015-02-13,-8.9552
2015-02-17,1.6393
2015-02-18,-1.6129
2015-02-19,0.0
2015-02-20,-3.2787
2015-02-23,5.0847
2015-02-24,-9.6774
2015-02-25,-3.5714
2015-02-26,0.0
2015-02-27,14.8148
2015-03-02,-22.5806
2015-03-03,0.0
2015-03-04,-12.5
2015-03-05,14.2857
2015-03-09,-16.6667
2015-03-10,0.0
2015-03-11,0.0
2015-03-12,-15.0
2015-03-13,-11.7647
2015-03-16,33.3333
2015-03-17,-32.5
2015-03-18,48.1481
2015-03-19,5.0
2015-03-20,0.0
2015-03-23,0.0
2015-03-24,-19.0476
2015-03-26,-5.8824
2015-03-27,0.0
2015-03-30,0.0
2015-03-31,0.0
2015-04-06,0.0
2015-04-07,0.0
2015-04-10,-9.375
2015-04-14,-10.3448
2015-04-15,0.0
2015-04-16,11.538499999999999
2015-04-17,0.0
2015-04-21,-24.1379
2015-04-22,0.0
2015-04-23,9.0909
2015-04-24,33.3333
2015-04-27,-25.0
2015-04-28,20.8333
2015-04-29,-17.2414
2015-04-30,20.8333
2015-05-01,0.0
2015-05-04,-24.1379
2015-05-05,-13.6364
2015-05-06,52.6316
2015-05-08,-10.3448
2015-05-11,11.538499999999999
2015-05-12,-6.8966
2015-05-13,0.0
2015-05-19,25.9259
2015-05-20,-11.7647
2015-05-21,-10.0
2015-05-22,11.1111
2015-05-26,-13.3333
2015-05-27,15.3846
2015-05-28,-3.3333
2015-05-29,0.0
2015-06-01,-10.3448
2015-06-02,-7.6923
2015-06-03,-12.5
2015-06-04,4.7619
2015-06-05,9.0909
2015-06-08,8.3333
2015-06-12,0.0
2015-06-15,0.0
2015-06-18,-19.2308
2015-06-19,14.2857
2015-06-22,-20.8333
2015-06-23,10.526299999999999
2015-06-24,-23.8095
2015-06-25,12.5
2015-06-26,-44.4444
2015-06-29,10.0
2015-06-30,0.0
2015-07-01,0.0
2015-07-02,45.4545
2015-07-06,-12.5
2015-07-07,0.0
2015-07-09,-21.4286
2015-07-10,27.2727
2015-07-13,-21.4286
2015-07-14,0.0
2015-07-15,-27.2727
2015-07-16,0.0
2015-07-17,0.0
2015-07-20,0.0
2015-07-21,-25.0
2015-07-22,0.0
2015-07-23,0.0
2015-07-24,33.3333
2015-07-27,0.0
2015-07-28,-25.0
2015-07-29,0.0
2015-07-31,33.3333
2015-08-03,-25.0
2015-08-04,0.0
2015-08-05,0.0
2015-08-06,0.0
2015-08-07,0.0
2015-08-11,0.0
2015-08-14,-16.6667
2015-08-19,60.0
2015-08-20,-37.5
2015-08-21,-40.0
2015-08-24,100.0
2015-08-31,0.0
2015-09-01,0.0
2015-09-03,0.0
2015-09-16,33.3333
2015-09-17,-25.0
2015-09-21,0.0
2015-09-22,0.0
2015-09-24,0.0
2015-09-25,0.0
2015-09-28,0.0
2015-10-08,-16.6667
2015-10-09,-40.0
2015-10-21,66.6667
2015-10-22,20.0
2015-10-23,33.3333
2015-10-26,-25.0
2015-10-27,0.0
2015-10-28,-16.6667
2015-10-30,20.0
2015-11-02,-16.6667
2015-11-05,0.0
2015-11-06,0.0
2015-11-09,20.0
2015-11-11,-16.6667
2015-11-12,40.0
2015-11-13,-28.5714
2015-11-18,20.0
2015-11-19,0.0
2015-11-23,0.0
2015-11-24,0.0
2015-11-25,-16.6667
2015-12-03,-40.0
2015-12-09,100.0
2015-12-14,-50.0
2015-12-17,0.0
2015-12-21,0.0
2015-12-23,0.0
2015-12-24,0.0
2015-12-28,0.0
2016-01-07,0.0
2016-01-08,166.6667
2016-01-11,-25.0
2016-01-19,66.6667
2016-01-20,0.0
2016-01-22,-50.0
2016-02-02,-40.0
2016-02-08,0.0
2016-02-12,0.0
2016-02-17,0.0
2016-02-18,0.0
2016-02-19,0.0
2016-02-23,0.0
2016-02-24,66.6667
2016-02-29,0.0
2016-03-04,-40.0
2016-03-14,0.0
2016-03-23,0.0
2016-03-28,100.0
2016-03-29,16.6667
2016-03-30,57.1429
2016-03-31,-9.0909
2016-04-04,10.0
2016-04-06,0.0
2016-04-08,-36.3636
2016-04-22,14.2857
2016-04-25,0.0
2016-04-28,-25.0
2016-05-05,0.0
2016-05-06,0.0
2016-05-09,33.3333
2016-05-16,-37.5
2016-05-17,-40.0
2016-05-18,0.0
2016-05-19,0.0
2016-05-23,0.0
2016-05-31,66.6667
2016-06-08,-40.0
2016-06-21,0.0
2016-06-23,233.3333
2016-06-24,10.0
2016-06-27,-27.2727
2016-06-28,-37.5
2016-07-06,0.0
2016-07-15,0.0
2016-07-18,0.0
2016-07-25,-40.0
2016-08-04,0.0
2016-08-09,0.0
2016-09-08,0.0
2016-09-12,0.0
2016-09-15,0.0
2016-09-22,0.0
2016-10-03,0.0
2016-10-24,0.0
2016-10-26,366.6667
2016-10-27,-21.4286
2016-10-28,0.0
2016-10-31,-9.0909
2016-11-02,-20.0
2016-11-03,100.0
2016-11-07,37.5
2016-11-08,31.8182
2016-11-09,-27.5862
2016-11-10,4.7619
2016-11-11,-63.6364
2016-11-14,75.0
2016-11-15,-42.8571
2016-11-16,25.0
2016-11-17,-20.0
2016-11-18,-25.0
2016-11-21,0.0
2016-11-22,33.3333
2016-11-23,25.0
2016-11-29,-40.0
2016-11-30,0.0
2016-12-01,0.0
2016-12-02,0.0
2016-12-05,33.3333
2016-12-06,25.0
2016-12-07,-20.0
2016-12-12,0.0
2016-12-13,200.0
2016-12-14,-20.8333
2016-12-15,52.6316
2016-12-16,-17.2414
2016-12-19,20.8333
2016-12-20,0.0
2016-12-21,0.0
2016-12-22,-24.1379
2016-12-23,31.8182
2016-12-27,-55.1724
2016-12-28,84.6154
2016-12-29,0.0
2016-12-30,-4.1667
2017-01-04,-30.4348
2017-01-05,12.5
2017-01-06,16.6667
2017-01-09,61.9048
2017-01-10,0.0
2017-01-11,-35.2941
2017-01-12,54.5455
2017-01-13,17.647100000000002
2017-01-17,-45.0
2017-01-24,45.4545
2017-01-25,0.0
2017-01-26,6.25
2017-01-27,-38.2353
2017-01-30,-9.5238
2017-01-31,-5.2632
2017-02-01,-27.7778
2017-02-02,7.6923
2017-02-06,14.2857
2017-02-07,-31.25
2017-02-08,27.2727
2017-02-09,-28.5714
2017-02-10,60.0
2017-02-13,12.5
2017-02-14,22.2222
2017-02-21,-4.5455
2017-02-23,0.0
2017-02-24,-9.5238
2017-03-02,-5.2632
2017-03-06,-27.7778
2017-03-08,0.0
2017-03-13,0.0
2017-03-15,0.0
2017-03-16,0.0
2017-03-22,0.0
2017-03-24,0.0
2017-03-27,0.0
2017-03-28,0.0
2017-03-29,7.6923
2017-03-31,0.0
2017-04-07,0.0
2017-04-10,0.0
2017-04-12,0.0
2017-04-17,14.2857
2017-04-19,12.5
2017-04-21,0.0
2017-04-26,-11.1111
2017-05-01,0.0
2017-05-04,0.0
2017-05-10,50.0
2017-05-15,-8.3333
2017-05-18,0.0
2017-05-19,-27.2727
2017-05-23,0.0
2017-05-24,-12.5
2017-05-31,14.2857
2017-06-16,-20.0
2017-06-19,12.5
2017-06-20,-22.2222
2017-06-22,0.0
2017-06-27,0.0
2017-07-03,28.2857
2017-07-06,0.2227
2017-07-25,-22.2222
2017-08-01,51.4286
2017-08-03,-30.1887
2017-08-07,-5.4054
2017-08-14,0.0
2017-08-18,0.0
2017-08-30,0.0
2017-09-11,0.0
2017-09-12,0.0
2017-09-28,0.0
2017-10-03,-1.4285999999999999
2017-10-04,1.4493
2017-10-18,0.0
2017-10-19,0.0
2017-10-20,0.0
2017-10-23,-14.2857
2017-10-25,0.0
2017-11-02,150.0
2017-11-03,-33.3333
2017-11-06,-30.0
2017-11-08,14.2857
2017-11-09,50.0
2017-11-10,-25.0
2017-11-14,-11.1111
2017-11-17,0.0
2017-11-29,0.0
2017-12-04,50.0
2017-12-08,-25.0
2017-12-11,22.2222
2017-12-14,-27.2727
2017-12-15,12.5
2017-12-18,0.0
2017-12-20,-22.2222
2017-12-22,14.2857
2017-12-26,37.5
2017-12-27,0.0
2018-01-02,-9.0909
2018-01-03,0.0
2018-01-04,0.0
2018-01-10,0.0
2018-01-12,-20.0
2018-01-23,25.0
2018-01-29,-19.8
2018-01-30,-0.2494
2018-02-01,-12.5
2018-02-07,14.2857
2018-02-12,-12.5
2018-02-23,42.8571
2018-03-14,-30.0
2018-03-15,0.0
2018-03-20,0.0
2018-03-27,0.0
2018-04-05,0.0
2018-04-06,21.4286
2018-04-09,-17.647100000000002
2018-04-12,0.0
2018-04-13,0.0
2018-04-24,0.0
2018-05-01,85.7143
2018-05-02,-38.4615
2018-05-03,25.0
2018-05-04,-10.0
2018-05-07,55.5556
2018-05-08,0.0
2018-05-10,-50.0
2018-05-14,85.7143
2018-05-15,7.6923
2018-05-16,7.1429
2018-05-17,-20.0
2018-05-21,0.0
2018-05-22,-8.3333
2018-05-23,-36.3636
2018-05-24,0.0
2018-05-25,0.0
2018-05-29,0.0
2018-05-30,0.0
2018-05-31,28.5714
2018-06-04,0.0
2018-06-05,0.0
2018-06-08,11.1111
2018-06-13,-30.0
2018-06-19,0.0
2018-06-22,0.0
2018-07-05,0.0
2018-07-18,0.0
2018-07-19,0.0
2018-07-25,4.2857
2018-07-27,-17.8082
2018-08-01,16.6667
2018-08-02,0.0
2018-08-03,0.0
2018-08-13,0.0
2018-08-14,28.5714
2018-08-15,-22.2222
2018-08-16,0.0
2018-08-24,14.2857
2018-08-28,-12.5
2018-08-29,14.2857
2018-08-30,0.0
2018-09-11,75.0
2018-09-13,-14.2857
2018-09-14,-25.0
2018-09-18,0.0
2018-09-19,-11.1111
2018-09-20,12.5
2018-09-26,33.3333
2018-09-27,8.3333
2018-09-28,-38.4615
2018-10-01,62.5
2018-10-03,0.0
2018-10-12,-15.3846
2018-10-15,0.0
2018-10-23,9.0909
2018-10-24,25.0
2018-10-26,0.0
2018-10-30,33.3333
2018-10-31,50.0
2018-11-01,-3.3333
2018-11-02,10.3448
2018-11-05,40.625
2018-11-06,-15.5556
2018-11-07,-15.7895
2018-11-08,-6.25
2018-11-09,-10.0
2018-11-12,0.0
2018-11-13,-18.5185
