ticker,KLXE US Equity
2019-01-22,-3.4322
2019-01-23,-0.037
2019-01-24,0.0
2019-01-25,1.6667
2019-01-28,-6.9216999999999995
2019-01-29,-1.9569
2019-01-30,1.996
2019-01-31,1.9961
2019-02-01,5.7943
2019-02-04,1.5596999999999999
2019-02-05,-1.1786
2019-02-06,0.3253
2019-02-07,-3.9986
2019-02-08,0.9381
2019-02-11,1.2268
2019-02-12,-0.1102
2019-02-13,3.125
2019-02-14,2.0677
2019-02-15,-0.7335
2019-02-19,1.0908
2019-02-20,2.8194
2019-02-21,-2.2004
2019-02-22,-0.7961
2019-02-25,2.5122
2019-02-26,2.1103
2019-02-27,-5.8667
2019-02-28,-6.6572
2019-03-01,-0.7967
2019-03-04,0.1147
2019-03-05,-4.2017
2019-03-06,-2.3125999999999998
2019-03-07,-6.2041
2019-03-08,2.2628
2019-03-11,5.5319
2019-03-12,4.1129
2019-03-13,0.3098
2019-03-14,-4.6332
2019-03-15,-0.2024
2019-03-18,0.1217
2019-03-19,3.4036
2019-03-20,2.7821
2019-03-21,1.3725
2019-03-22,-6.5438
2019-03-25,2.9779
2019-03-26,0.4299
2019-03-27,-2.0233
2019-03-28,0.0
2019-03-29,-0.1589
2019-04-01,4.9324
2019-04-02,-2.7293
2019-04-03,-0.039
2019-04-04,4.6004000000000005
2019-04-05,-0.41
2019-04-08,3.6677
2019-04-09,-0.9747
2019-04-10,3.4998
2019-04-11,-0.4579
2019-04-12,1.0616
2019-04-15,1.4706000000000001
2019-04-16,-1.4148
2019-04-17,0.56
2019-04-18,-3.6199
2019-04-22,5.5977
2019-04-23,0.5814
2019-04-24,-4.3863
2019-04-25,-3.2006
2019-04-26,3.8575
2019-04-29,0.3184
2019-04-30,-1.0931
2019-05-01,-1.4617
2019-05-02,-2.8582
2019-05-03,1.4525000000000001
2019-05-06,0.257
2019-05-07,-2.4533
2019-05-08,-1.3514
2019-05-09,-1.4079
2019-05-10,-0.5017
2019-05-13,-4.3445
2019-05-14,4.1768
2019-05-15,0.7396
2019-05-16,2.1252
2019-05-17,-3.4052
2019-05-20,-3.9953
2019-05-21,1.8768
2019-05-22,-5.8871
2019-05-23,-3.4894
2019-05-24,-0.0441
2019-05-28,-1.8527
2019-05-29,0.3146
2019-05-30,-7.1237
2019-05-31,-4.9686
2019-06-03,5.3807
2019-06-04,3.7091
2019-06-05,-7.0599
2019-06-06,-1.1494
2019-06-07,2.0728
2019-06-10,-2.6746
2019-06-11,0.6107
2019-06-12,-1.7704
2019-06-13,5.7158
2019-06-14,-7.0141
2019-06-17,1.1524
2019-06-18,5.334
2019-06-19,-0.295
2019-06-20,3.4024
2019-06-21,-0.6199
2019-06-24,-5.8061
2019-06-25,-2.8018
2019-06-26,1.6247
2019-06-27,1.5988
2019-06-28,3.7056
2019-07-01,1.6642000000000001
2019-07-02,-5.7776
2019-07-03,-1.8906
2019-07-05,0.1042
2019-07-08,-2.8616
2019-07-09,0.9106
2019-07-10,0.5839
2019-07-11,-1.1082
2019-07-12,0.2668
2019-07-15,-2.2352
2019-07-16,-1.4698
2019-07-17,-4.3646
2019-07-18,-0.8088
2019-07-19,0.5824
2019-07-22,3.011
2019-07-23,0.0562
2019-07-24,1.1236
2019-07-25,-8.7778
2019-07-26,-2.1315
2019-07-29,-4.107
2019-07-30,2.0766
2019-07-31,-0.0636
2019-08-01,-13.3588
2019-08-02,-2.5698
2019-08-05,-4.22
2019-08-06,1.3375
2019-08-07,-4.6584
2019-08-08,-2.443
2019-08-09,-2.8381
2019-08-12,6.4433
2019-08-13,1.3721
2019-08-14,-6.2898
2019-08-15,-0.4248
2019-08-16,5.4608
2019-08-19,0.1618
2019-08-20,-5.6543
2019-08-21,2.226
2019-08-22,-8.6265
2019-08-23,-4.2163
2019-08-26,-6.3158
2019-08-27,-2.145
2019-08-28,6.6806
2019-08-29,2.8376
2019-08-30,-4.5671
2019-09-03,-2.4925
2019-09-04,0.7157
2019-09-05,8.1218
2019-09-06,-2.4413
2019-09-09,1.9249
2019-09-10,10.576
2019-09-11,1.6225
2019-09-12,-6.3025
2019-09-13,-3.4081
2019-09-16,6.5924
2019-09-17,-7.5784
2019-09-18,-6.5975
2019-09-19,-2.9263
2019-09-20,-0.2079
2019-09-23,0.3125
2019-09-24,-3.0114
2019-09-25,-0.5353
2019-09-26,-2.5834
2019-09-27,-1.5470000000000002
2019-09-30,-2.9741999999999997
2019-10-01,-1.2146
2019-10-02,-0.8197
2019-10-03,2.0071
2019-10-04,1.0417
2019-10-07,0.0
2019-10-08,-2.291
2019-10-09,-0.1172
2019-10-10,-2.4648
2019-10-11,3.6101
2019-10-14,2.0906
2019-10-15,-2.3891
2019-10-16,-1.3986
2019-10-17,-0.4728
2019-10-18,-1.0689
2019-10-21,2.7011
2019-10-22,2.7469
2019-10-23,0.6826
2019-10-24,-3.3898
2019-10-25,1.9883
2019-10-28,-0.2294
2019-10-29,1.7241
2019-10-30,-6.7797
2019-10-31,-3.7576
2019-11-01,0.3778
2019-11-04,20.3262
2019-11-05,1.2513
2019-11-06,-7.2091
2019-11-07,3.5516
2019-11-08,4.6088000000000005
2019-11-11,-0.9221
2019-11-12,-0.2068
2019-11-13,-11.0881
2019-11-14,-7.9254
2019-11-15,0.3165
2019-11-18,-7.0032
2019-11-19,-26.3908
2019-11-20,-3.5945
2019-11-21,8.3174
2019-11-22,-2.7361
2019-11-25,1.2704
2019-11-26,-3.7634
2019-11-27,-0.7449
2019-11-29,6.0038
2019-12-02,-2.3009
2019-12-03,-4.3478
2019-12-04,0.0
2019-12-05,-19.8864
2019-12-06,30.7329
2019-12-09,8.1374
2019-12-10,16.388
2019-12-11,-7.9741
2019-12-12,2.1077
2019-12-13,-0.9174
2019-12-16,-1.3117
2019-12-17,5.2385
2019-12-18,1.7831000000000001
2019-12-19,0.7299
2019-12-20,-11.3043
2019-12-23,1.3072
2019-12-24,1.7742
2019-12-26,-1.0301
2019-12-27,-2.6421
2019-12-30,2.1382
2019-12-31,3.7037
2020-01-02,-11.0248
2020-01-03,-4.1012
2020-01-06,14.8317
2020-01-07,-2.7734
2020-01-08,-4.3195
2020-01-09,2.0443
2020-01-10,-0.1669
2020-01-13,-3.5953
2020-01-14,-0.6071
2020-01-15,-2.7923
2020-01-16,-1.7953000000000001
2020-01-17,-3.1079
2020-01-21,-8.8679
2020-01-22,-0.207
2020-01-23,0.2075
2020-01-24,-4.5549
2020-01-27,-6.2907
2020-01-28,1.6204
2020-01-29,-10.0228
2020-01-30,-1.5190000000000001
2020-01-31,3.856
2020-02-03,-4.703
2020-02-04,-3.3766
2020-02-05,16.2634
2020-02-06,-10.9827
2020-02-07,-1.5584
2020-02-10,-8.971
2020-02-11,-2.029
2020-02-12,2.3669000000000002
2020-02-13,-6.0694
2020-02-14,2.7692
2020-02-18,1.4969999999999999
2020-02-19,-4.7198
2020-02-20,-3.4056
2020-02-21,-6.0897
2020-02-24,-1.7065000000000001
2020-02-25,2.4306
2020-02-26,-8.1356
2020-02-27,-11.4391
2020-02-28,0.8333
2020-03-02,-4.9587
2020-03-03,-6.087
2020-03-04,2.3148
2020-03-05,-8.5973
2020-03-06,-11.3861
2020-03-09,-32.9609
2020-03-10,8.3333
2020-03-11,-3.0769
2020-03-12,-9.9206
2020-03-13,27.7533
2020-03-16,-13.7931
2020-03-17,0.0
2020-03-18,-18.4
2020-03-19,0.0
2020-03-20,-1.9607999999999999
2020-03-23,-9.0
2020-03-24,5.4945
2020-03-25,-8.3333
2020-03-26,4.5114
2020-03-27,-13.0151
2020-03-30,-12.5
2020-03-31,0.0
2020-04-01,-19.6143
2020-04-02,6.1489
2020-04-03,8.0696
2020-04-06,17.7227
2020-04-07,2.8556
2020-04-08,43.2958
2020-04-09,0.0
2020-04-13,-13.375
2020-04-14,-9.0806
2020-04-15,-6.6659
2020-04-16,-2.3321
2020-04-17,7.8473
2020-04-20,-10.0554
2020-04-21,-6.4103
2020-04-22,0.2192
2020-04-23,54.456
2020-04-24,-7.9646
2020-04-27,-11.336500000000001
2020-04-28,12.786
2020-04-29,11.538499999999999
2020-04-30,12.069
2020-05-01,-16.9231
2020-05-04,22.2222
2020-05-05,-4.5455
2020-05-06,-11.9048
2020-05-07,9.009
2020-05-08,6.6116
2020-05-11,3.1008
2020-05-12,-3.7594
2020-05-13,-7.8125
2020-05-14,-0.8475
2020-05-15,-1.7094
2020-05-18,13.0435
2020-05-19,6.9231
2020-05-20,10.7914
2020-05-21,10.3896
2020-05-22,-2.3529
2020-05-26,6.6265
2020-05-27,-5.6497
2020-05-28,-2.0958
2020-05-29,-9.4801
2020-06-01,4.7297
2020-06-02,16.129
2020-06-03,13.3333
2020-06-04,4.4118
2020-06-05,23.0047
2020-06-08,20.9924
2020-06-09,7.2555
2020-06-10,-13.5294
2020-06-11,-21.4286
2020-06-12,7.7922
2020-06-15,6.8273
2020-06-16,-1.8797000000000001
2020-06-17,-5.7471
2020-06-18,2.439
2020-06-19,2.3810000000000002
2020-06-22,3.4884
2020-06-23,7.1161
2020-06-24,-17.4825
2020-06-25,-5.0847
2020-06-26,-2.2321
2020-06-29,-0.9132
2020-06-30,-0.9217
2020-07-01,-2.3256
2020-07-02,0.4762
2020-07-06,-3.7915
2020-07-07,-5.4187
2020-07-08,5.2083
2020-07-09,-10.396
2020-07-10,0.0
2020-07-13,-9.3923
2020-07-14,0.0
2020-07-15,16.4634
2020-07-16,6.2827
2020-07-17,-8.3744
2020-07-20,-3.2258
2020-07-21,15.5556
2020-07-22,4.3269
2020-07-23,7.6037
2020-07-24,0.2141
2020-07-27,-14.5299
2020-07-28,3.3
2020-07-29,-5.8083
2020-07-30,-4.9332
2020-07-31,8.1081
