ticker,RGP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-12-15,33.3333
2000-12-18,1.5625
2000-12-19,1.1538
2000-12-20,1.9011
2000-12-21,-0.7463
2000-12-22,5.2632
2000-12-26,5.7143
2000-12-27,2.7027
2000-12-28,0.3289
2000-12-29,-0.3279
2001-01-02,-5.5921
2001-01-03,-2.439
2001-01-04,-1.4285999999999999
2001-01-05,0.0
2001-01-08,4.3478
2001-01-09,-2.4306
2001-01-10,0.3559
2001-01-11,4.9645
2001-01-12,12.8378
2001-01-16,5.6886
2001-01-17,4.8159
2001-01-18,-5.1350999999999996
2001-01-19,-8.8319
2001-01-22,10.625
2001-01-23,11.8644
2001-01-24,-7.8283000000000005
2001-01-25,-4.1096
2001-01-26,-1.7143000000000002
2001-01-29,0.5814
2001-01-30,9.2486
2001-01-31,0.0
2001-02-01,0.0
2001-02-02,1.0582
2001-02-05,2.0942
2001-02-06,-0.7692
2001-02-07,-2.8424
2001-02-08,2.1277
2001-02-09,-3.6458
2001-02-12,-0.5405
2001-02-13,2.1739
2001-02-14,1.5957
2001-02-15,-2.0942
2001-02-16,1.8717000000000001
2001-02-20,-4.4619
2001-02-21,-7.1429
2001-02-22,8.8757
2001-02-23,4.3478
2001-02-26,-2.0833
2001-02-27,-1.0638
2001-02-28,-0.8065
2001-03-01,-2.439
2001-03-02,-5.5556
2001-03-05,-7.6471
2001-03-06,-4.4586
2001-03-07,-5.3333
2001-03-08,7.7465
2001-03-09,4.2484
2001-03-12,-4.7022
2001-03-13,-3.2895
2001-03-14,1.3605
2001-03-15,1.0067
2001-03-16,3.6545
2001-03-19,2.5641
2001-03-20,-7.5
2001-03-21,2.7027
2001-03-22,-3.6184
2001-03-23,0.6826
2001-03-26,-2.3729
2001-03-27,0.0
2001-03-28,-4.8611
2001-03-29,12.4088
2001-03-30,14.9351
2001-04-02,0.8475
2001-04-03,-1.4006
2001-04-04,-2.5568
2001-04-05,3.7901
2001-04-06,-0.8427
2001-04-09,6.9688
2001-04-10,9.5763
2001-04-11,3.635
2001-04-12,-0.9328
2001-04-16,-2.0716
2001-04-17,-1.7692
2001-04-18,9.2404
2001-04-19,-6.8100000000000005
2001-04-20,-3.8462
2001-04-23,-2.76
2001-04-24,0.5759
2001-04-25,3.1084
2001-04-26,3.1337
2001-04-27,2.1538
2001-04-30,-0.0377
2001-05-01,0.0753
2001-05-02,-0.828
2001-05-03,-0.9867
2001-05-04,-4.6761
2001-05-07,-1.4877
2001-05-08,0.4082
