ticker,BNTC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-06-26,-1.7241
2014-06-27,-1.7544
2014-06-30,-1.7856999999999998
2014-07-02,-0.1818
2014-07-03,-2.7321999999999997
2014-07-07,2.9962999999999997
2014-07-08,0.9091
2014-07-09,-3.0631
2014-07-10,2.2305
2014-07-14,-7.6364
2014-07-15,-1.3780000000000001
2014-07-16,-0.7984
2014-07-17,-0.4024
2014-07-18,3.0303
2014-07-21,3.9215999999999998
2014-07-22,0.1887
2014-07-23,0.7533
2014-07-25,-0.9346
2014-07-28,-6.717
2014-07-29,0.1214
2014-07-30,-4.0379
2014-07-31,-0.0026
2014-08-01,-2.9447
2014-08-04,2.8145
2014-08-05,-7.5925
2014-08-06,-2.7397
2014-08-07,-0.939
2014-08-08,4.2654
2014-08-11,0.6818
2014-08-14,-4.0604
2014-08-15,8.2321
2014-08-18,23.4783
2014-08-19,-6.6901
2014-08-21,1.2642
2014-08-22,-4.2296
2014-08-25,3.8886
2014-08-26,-2.2824
2014-08-27,-1.3032
2014-08-28,-3.8834999999999997
2014-08-29,-8.6869
2014-09-02,15.2683
2014-09-03,-2.1137
2014-09-05,-4.1176
2014-09-08,-2.2495
2014-09-09,-1.8801999999999999
2014-09-11,0.2105
2014-09-12,0.8085
2014-09-15,-0.802
2014-09-16,-0.8511
2014-09-17,3.2216
2014-09-18,-3.8967
2014-09-19,-2.6513
2014-09-22,-3.8249
2014-09-24,-1.1091
2014-09-25,0.0029
2014-09-26,3.9689
2014-09-29,-4.4944
2014-09-30,0.4706
2014-10-01,-1.8735
2014-10-02,1.432
2014-10-03,-0.4706
2014-10-06,-0.4728
2014-10-07,-7.3634
2014-10-08,-5.1282
2014-10-09,-0.5405
2014-10-10,-10.3261
2014-10-13,-16.6667
2014-10-14,1.0909
2014-10-15,0.0
2014-10-16,3.1115
2014-10-17,0.1221
2014-10-20,0.0
2014-10-21,6.6202
2014-10-22,-3.5948
2014-10-23,-3.3898
2014-10-24,0.3509
2014-10-27,0.0
2014-10-28,-2.7972
2014-10-29,-16.1871
2014-10-30,3.8627000000000002
2014-10-31,3.1405
2014-11-03,-0.641
2014-11-04,6.25
2014-11-05,0.5693
2014-11-06,0.0
2014-11-07,5.0566
2014-11-10,8.1178
2014-11-11,20.9302
2014-11-12,0.1374
2014-11-13,-3.7037
2014-11-14,-7.6923
2014-11-17,-8.3333
2014-11-18,-10.7744
2014-11-19,10.1887
2014-11-20,1.3699
2014-11-21,9.6284
