ticker,PROV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,-0.7576
2000-01-05,0.0
2000-01-06,0.0
2000-01-07,0.0
2000-01-10,0.0
2000-01-11,0.0
2000-01-12,0.0
2000-01-13,0.0
2000-01-14,0.0
2000-01-18,0.0
2000-01-19,0.0
2000-01-20,0.0
2000-01-21,0.0
2000-01-24,0.0
2000-01-25,-0.7634
2000-01-26,-0.7692
2000-01-27,0.0
2000-01-31,0.0
2000-02-01,-0.3876
2000-02-02,-1.5564
2000-02-03,0.0
2000-02-04,-0.3953
2000-02-07,0.3968
2000-02-08,-0.3953
2000-02-09,-0.7937
2000-02-10,0.0
2000-02-11,0.0
2000-02-14,-3.2
2000-02-15,-0.8264
2000-02-16,-0.8333
2000-02-17,-1.6806999999999999
2000-02-18,-0.4274
2000-02-22,-5.1502
2000-02-23,-1.81
2000-02-24,-2.765
2000-02-25,-1.4218
2000-02-28,0.9615
2000-02-29,0.0
2000-03-01,2.8571
2000-03-02,-0.9259
2000-03-03,-1.4019
2000-03-06,2.3697
2000-03-07,-1.8519
2000-03-08,4.717
2000-03-09,-5.4054
2000-03-10,0.0
2000-03-13,-0.9524
2000-03-14,0.0
2000-03-15,0.0
2000-03-16,3.8462
2000-03-17,0.0
2000-03-20,-1.3889
2000-03-21,3.2864
2000-03-22,1.8182
2000-03-23,-1.7856999999999998
2000-03-24,1.8182
2000-03-27,2.6786
2000-03-28,0.4348
2000-03-29,-0.8658
2000-03-30,0.0
2000-03-31,-1.7467000000000001
2000-04-03,-2.2222
2000-04-04,0.0
2000-04-05,-1.3636
2000-04-06,1.3825
2000-04-07,0.0
2000-04-10,-0.4545
2000-04-11,0.0
2000-04-13,0.4566
2000-04-14,0.0
2000-04-17,-1.8182
2000-04-18,-0.9259
2000-04-19,4.6729
2000-04-20,0.0
2000-04-24,0.0
2000-04-25,1.3393
2000-04-26,-2.2026
2000-04-27,1.8018
2000-04-28,-1.3274
2000-05-01,2.2422
2000-05-02,1.7544
2000-05-03,-2.5862
2000-05-04,2.6549
2000-05-05,1.7241
2000-05-08,-1.2711999999999999
2000-05-09,-1.2876
2000-05-10,0.4348
2000-05-11,0.4329
2000-05-12,-0.8621
2000-05-15,1.3043
2000-05-16,3.0043
2000-05-17,-2.5
2000-05-18,0.0
2000-05-19,0.4274
2000-05-22,0.8511
2000-05-23,1.2658
2000-05-24,-1.25
2000-05-25,-1.2658
2000-05-26,0.8547
2000-05-30,-0.8475
