ticker,TXMD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-01-28,0.0
2002-01-29,0.0
2002-05-08,0.0
2002-07-15,0.0
2003-03-03,0.0
2003-04-10,0.0
2003-05-13,0.0
2003-07-10,0.0
2003-10-30,0.0
2003-12-05,0.0
2003-12-11,6150.0
2003-12-22,-40.0
2003-12-23,46.6667
2004-01-14,-40.9091
2004-02-17,55.3846
2004-02-24,-10.8911
2004-03-09,-38.8889
2004-03-17,27.2727
2004-05-05,0.0
2004-06-04,-64.2857
2004-06-07,0.0
2004-06-17,200.0
2004-06-21,-13.3333
2004-06-22,15.3846
2004-06-23,6.6667
2004-06-24,-6.25
2004-06-25,34.6667
2004-06-29,58.4158
2004-07-07,12.5
2004-07-08,0.0
2004-07-13,0.0
2004-07-22,-2.7778
2004-07-23,0.0
2004-08-03,0.0
2004-08-11,2.8571
2004-08-25,0.0
2004-09-02,-2.7778
2004-09-15,2.8571
2004-10-13,-2.7778
2004-11-19,14.2857
2004-11-22,0.0
2004-11-24,7.5
2004-12-10,-16.2791
2004-12-27,-43.8889
2004-12-30,0.0
2005-01-05,48.5149
2005-01-12,0.0
2005-02-01,-2.6667
2005-02-11,2.7397
2005-02-14,-3.3333
2005-02-22,3.4483
2005-04-19,-3.3333
2005-04-22,3.4483
2005-05-18,-3.3333
2005-06-14,-3.4483
2005-06-17,-14.2857
2005-06-20,16.6667
2005-07-05,25.0
2005-07-15,-14.2857
2005-07-27,0.0
2005-08-31,26.6667
2005-09-13,-5.2632
2005-09-14,-41.6667
2005-10-06,33.3333
2005-10-07,0.0
2005-10-26,7.1429
2005-11-08,0.0
2005-11-09,-3.3333
2005-11-14,-13.7931
2005-11-15,0.0
2005-11-28,0.0
2005-12-13,0.0
2005-12-20,20.0
2005-12-21,0.0
2006-01-05,-6.6667
2006-02-02,25.0
2006-02-21,-20.0
2006-02-24,0.0
2006-02-27,0.0
2006-03-03,0.0
2006-03-24,0.0
2006-03-31,3.5714
2006-04-03,13.7931
2006-04-04,33.3333
2006-04-05,-9.0909
2006-04-07,-12.5
2006-04-24,0.0
2006-06-12,-14.2857
2006-06-13,0.0
2006-10-20,3.3333
2006-11-21,0.0
2006-12-20,45.1613
2006-12-21,0.0
2006-12-22,-11.1111
2007-01-03,24.5
2007-01-09,0.4016
2007-01-11,-19.6
2007-02-09,36.8159
2007-02-13,0.0
2007-02-21,-27.2727
2007-02-28,25.0
2007-03-01,40.0
2007-03-14,-28.5714
2007-04-24,0.0
