ticker,ALNA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-11-02,-28.7143
2017-11-03,-1.9038
2017-11-06,7.048
2017-11-07,4.9618
2017-11-08,5.2727
2017-11-09,3.6269
2017-11-10,0.5
2017-11-13,3.6484
2017-11-14,-4.5600000000000005
2017-11-15,1.425
2017-11-16,1.5702
2017-11-17,2.6037
2017-11-20,1.9033
2017-11-21,1.0895
2017-11-22,-2.4634
2017-11-24,3.6306000000000003
2017-11-27,9.520199999999999
2017-11-28,-1.9471
2017-11-29,-0.7092
2017-11-30,-1.0714
2017-12-01,1.083
2017-12-04,5.5
2017-12-05,-5.1456
2017-12-06,4.354
2017-12-07,1.5732
2017-12-08,-1.4815
2017-12-11,1.7772000000000001
2017-12-12,-4.2982
2017-12-13,-2.2456
2017-12-14,-11.1271
2017-12-15,-15.1858
2017-12-18,-2.3810000000000002
2017-12-19,-2.8293
2017-12-20,3.6145
2017-12-21,4.9419
2017-12-22,-0.0923
2017-12-26,-4.4362
2017-12-27,3.1915
2017-12-28,-0.5623
2017-12-29,-5.1838
2018-01-02,9.1451
2018-01-03,-2.2769
2018-01-04,-0.7456
2018-01-05,-1.2207
2018-01-08,-3.0418
2018-01-09,-1.5686
2018-01-10,0.996
2018-01-11,0.3945
2018-01-12,0.5894
2018-01-16,-1.8555000000000001
2018-01-17,-3.1841
2018-01-18,-0.1028
2018-01-19,-0.7202
2018-01-22,-2.2798
2018-01-23,-1.9088
2018-01-24,-2.9189
2018-01-25,-2.784
2018-01-26,2.0619
2018-01-29,2.5814
2018-01-30,-1.6411
2018-01-31,-7.2303
2018-02-01,-1.3189
2018-02-02,5.5893
2018-02-05,-4.603
2018-02-06,-4.222
2018-02-07,-0.3778
2018-02-08,-6.9532
2018-02-09,-6.1141
2018-02-12,-5.2097999999999995
2018-02-13,-3.8167999999999997
2018-02-14,1.2698
2018-02-15,13.7931
2018-02-16,0.6887
2018-02-20,-3.0096
2018-02-21,2.6798
2018-02-22,-2.7473
2018-02-23,-1.1299
2018-02-26,6.8571
2018-02-27,-3.4759
2018-02-28,-5.6787
2018-03-01,-7.489
2018-03-02,0.0
2018-03-05,2.6984
2018-03-06,-2.9366
2018-03-07,12.1019
2018-03-08,1.5625
2018-03-09,-0.8392
2018-03-12,-6.3469999999999995
2018-03-13,14.4578
2018-03-14,-1.7105000000000001
2018-03-15,-6.8273
2018-03-16,10.2011
2018-03-19,1.9557
2018-03-20,4.3478
2018-03-21,4.6569
2018-03-22,2.5761
