ticker,HGGGQ US Equity
2007-12-06,4.3603
2007-12-07,-3.0137
2007-12-10,-1.8362
2007-12-11,-2.1583
2007-12-12,2.7206
2007-12-13,0.0716
2007-12-14,0.1431
2007-12-17,1.9285999999999999
2007-12-18,1.0512
2007-12-19,-1.7337
2007-12-20,-1.1997
2007-12-21,-0.5
2007-12-24,0.5743
2007-12-26,0.2141
2007-12-27,-0.4986
2007-12-28,-0.7874
2007-12-31,-0.7215
2008-01-02,-2.5436
2008-01-03,0.0
2008-01-04,-5.6674
2008-01-07,-18.2609
2008-01-08,-2.8045999999999998
2008-01-09,-3.0846
2008-01-10,-0.2053
2008-01-11,1.6461000000000001
2008-01-14,5.9717
2008-01-15,-8.1184
2008-01-16,-9.8753
2008-01-17,3.5755
2008-01-18,0.8909
2008-01-22,4.6358
2008-01-23,13.2911
2008-01-24,6.3315
2008-01-25,-3.3275
2008-01-28,3.5326
2008-01-29,2.0997
2008-01-30,-0.4284
2008-01-31,5.0775
2008-02-01,-5.9787
2008-02-04,-4.2683
2008-02-05,0.182
2008-02-06,-4.9046
2008-02-07,7.7364
2008-02-08,-3.2801
2008-02-11,4.4913
2008-02-12,1.3158
2008-02-13,2.4242
2008-02-14,8.7067
2008-02-15,-6.6096
2008-02-19,-1.9983
2008-02-20,1.9541
2008-02-21,-2.0833
2008-02-22,0.2553
2008-02-25,-0.5942
2008-02-26,4.0991
2008-02-27,-1.9687999999999999
2008-02-28,-0.8368
2008-02-29,-2.616
2008-03-03,-7.8856
2008-03-04,-1.223
2008-03-05,-2.7619
2008-03-06,-4.5054
2008-03-07,-0.6154
2008-03-10,0.3096
2008-03-11,5.7613
2008-03-12,-1.4591
2008-03-13,5.232
2008-03-14,-5.8161000000000005
2008-03-17,-1.2948
2008-03-18,11.6044
2008-03-19,-2.9837
2008-03-20,5.219
2008-03-24,7.0859
2008-03-25,0.4136
2008-03-26,-0.9885
2008-03-27,-4.6589
2008-03-28,-1.3089
2008-03-31,-0.5305
2008-04-01,3.8222
2008-04-02,0.1712
2008-04-03,1.7094
2008-04-04,5.4622
2008-04-07,-0.7968
2008-04-08,-5.3815
2008-04-09,-5.2632
2008-04-10,1.7921
2008-04-11,-5.3697
2008-04-14,-1.0233
2008-04-15,-3.4774
2008-04-16,2.8238
2008-04-17,-1.0417
2008-04-18,8.134
2008-04-21,-2.3894
2008-04-22,-1.1786
2008-04-23,0.0
2008-04-24,5.3211
2008-04-25,-5.0523
2008-04-28,-3.3028
2008-04-29,0.4744
2008-04-30,-3.0217
2008-05-01,8.666
2008-05-02,2.1505
2008-05-05,0.4386
2008-05-06,1.1354
2008-05-07,-3.6269
2008-05-08,-1.4337
2008-05-09,3.5455
2008-05-12,5.0922
2008-05-13,3.0075
2008-05-14,0.7299
2008-05-15,1.0467
2008-05-16,-2.7888
2008-05-19,-2.459
2008-05-20,-1.4285999999999999
2008-05-21,-0.1705
2008-05-22,0.7686
2008-05-23,-3.6441
2008-05-27,3.0783
2008-05-28,-2.5597
2008-05-29,0.0
2008-05-30,-3.8529
2008-06-02,0.2732
2008-06-03,9.9909
2008-06-04,2.3947
2008-06-05,5.3225999999999996
2008-06-06,-4.6708
2008-06-09,-1.3655
2008-06-10,-0.2443
2008-06-11,-3.6734999999999998
2008-06-12,1.4407
2008-06-13,7.1011
2008-06-16,-1.7161
2008-06-17,-0.6349
2008-06-18,-3.2748
2008-06-19,8.0925
2008-06-20,-4.8128
2008-06-23,-4.9759
2008-06-24,-3.3784
2008-06-25,1.3986
2008-06-26,-7.6724
2008-06-27,-3.6414999999999997
2008-06-30,-3.1008
2008-07-01,5.9
2008-07-02,-3.966
2008-07-03,-1.5733000000000001
2008-07-07,1.5984
2008-07-08,-1.1799
2008-07-09,-0.398
2008-07-10,-0.7992
2008-07-11,0.6042
2008-07-14,-6.006
2008-07-15,-4.1534
2008-07-16,9.3333
2008-07-17,1.3211
2008-07-18,-2.2066
2008-07-21,1.5385
2008-07-22,3.0303
2008-07-23,-0.9804
2008-07-24,-2.1782
2008-07-25,1.8218999999999999
2008-07-28,-0.8946
2008-07-29,0.4012
2008-07-30,2.3976
2008-07-31,-2.3415
2008-08-01,-0.4995
2008-08-04,6.0241
2008-08-05,-4.7348
2008-08-06,1.9881
2008-08-07,-0.5848
2008-08-08,-0.4902
2008-08-11,0.4926
2008-08-12,-1.9607999999999999
2008-08-13,2.4
2008-08-14,-0.9766
2008-08-15,3.0572
2008-08-18,-4.2105
2008-08-19,-3.2967
2008-08-20,0.1033
2008-08-21,-2.6832000000000003
2008-08-22,1.9088
2008-08-25,-4.8907
2008-08-26,1.7505
2008-08-27,1.9355
2008-08-28,5.9072
2008-08-29,0.0
2008-09-02,1.0956
2008-09-03,4.532
2008-09-04,-2.3563
2008-09-05,-0.1931
2008-09-08,6.0928
2008-09-09,-1.0027
2008-09-10,-3.3149
2008-09-11,-1.7143000000000002
2008-09-12,-4.1667
2008-09-15,-0.91
2008-09-16,1.6327
2008-09-17,-1.3052000000000001
2008-09-18,1.119
2008-09-19,0.6036
2008-09-22,-3.6
2008-09-23,0.0
2008-09-24,-0.4149
2008-09-25,3.125
2008-09-26,-0.7071
2008-09-29,-3.8657
2008-09-30,3.1746
2008-10-01,-2.5641
2008-10-02,-5.2632
2008-10-03,-4.6667
2008-10-06,-5.5944
2008-10-07,-7.5309
2008-10-08,-0.267
2008-10-09,-10.8434
2008-10-10,13.0631
2008-10-13,6.5073
2008-10-14,-10.8479
2008-10-15,-19.5804
2008-10-16,-0.5217
2008-10-17,-8.3916
2008-10-20,6.8702
2008-10-21,-5.1786
2008-10-22,-3.9548
2008-10-23,2.549
2008-10-24,2.4857
2008-10-27,-4.8507
2008-10-28,5.8824
2008-10-29,2.4074
2008-10-30,7.7758
2008-10-31,-8.0537
2008-11-03,-1.2774
2008-11-04,-5.5453
2008-11-05,-4.3053
2008-11-06,11.0429
2008-11-07,-5.8932
2008-11-10,-3.5225
2008-11-11,1.8256000000000001
2008-11-12,-6.5737
2008-11-13,16.2047
2008-11-14,-9.7248
2008-11-17,-7.3171
2008-11-18,-2.4123
2008-11-19,-16.1798
2008-11-20,2.9491
2008-11-21,10.1563
2008-11-24,5.2009
2008-11-25,5.3933
2008-11-26,20.8955
2008-11-28,5.1146
2008-12-01,1.0067
2008-12-02,-0.9967
2008-12-03,2.349
2008-12-04,4.2623
2008-12-05,7.7044
2008-12-08,-0.7299
2008-12-09,0.7353
2008-12-10,-7.2993
2008-12-11,1.5748
2008-12-12,1.7054
2008-12-15,-4.7256
2008-12-16,16.0
2008-12-17,-0.6897
2008-12-18,4.3056
2008-12-19,2.5300000000000002
2008-12-22,-2.2078
2008-12-23,-0.664
2008-12-24,-1.2032
2008-12-26,2.5709999999999997
2008-12-29,0.9235
2008-12-30,0.2614
2008-12-31,13.1682
2009-01-02,-5.0691
2009-01-05,1.9417
2009-01-06,-0.3571
2009-01-07,-4.0621
2009-01-08,4.6077
2009-01-09,-8.3333
2009-01-12,-8.0519
2009-01-13,1.2711999999999999
2009-01-14,-2.2315
2009-01-15,3.4237
2009-01-16,5.6552
2009-01-20,-1.6971
2009-01-21,12.4834
2009-01-22,-1.2987
2009-01-23,-1.9139
2009-01-26,0.2439
2009-01-27,3.2847
2009-01-28,2.0024
2009-01-29,-7.6212
2009-01-30,1.25
2009-02-02,2.2222
2009-02-03,-1.4493
2009-02-04,0.4902
2009-02-05,18.9024
2009-02-06,8.2051
2009-02-09,1.5166
2009-02-10,-0.0934
2009-02-11,0.7477
2009-02-12,1.7625
2009-02-13,-1.6408
2009-02-17,-6.3948
2009-02-18,0.5941
2009-02-19,0.4921
2009-02-20,0.0
2009-02-23,-1.9588999999999999
2009-02-24,2.3976
2009-02-25,-1.561
2009-02-26,1.3875
2009-02-27,0.2933
2009-03-02,-3.2164
2009-03-03,3.0211
2009-03-04,-0.5865
2009-03-05,0.9833
2009-03-06,0.5842
2009-03-09,-3.6786
2009-03-10,5.5276
2009-03-11,1.8094999999999999
2009-03-12,1.7774
2009-03-13,0.4596
2009-03-16,-1.4639
2009-03-17,8.5422
2009-03-18,5.4748
2009-03-19,-0.2433
2009-03-20,-0.9756
2009-03-23,2.6273
2009-03-24,3.04
2009-03-25,-1.087
2009-03-26,13.8148
2009-03-27,-0.5517
2009-03-30,-1.8031000000000001
2009-03-31,-0.0706
2009-04-01,2.1201
2009-04-02,3.8062
2009-04-03,-2.1333
2009-04-06,-2.4523
2009-04-07,5.6564
2009-04-08,6.2789
2009-04-09,3.7935
2009-04-13,2.157
2009-04-14,-2.5806
2009-04-15,4.5154
2009-04-16,3.7442
2009-04-17,-0.3331
2009-04-20,-3.3426
2009-04-21,5.7637
2009-04-22,-5.9946
2009-04-23,-3.0145
2009-04-24,1.1357
2009-04-27,-3.0733
2009-04-28,-0.5488
2009-04-29,-0.4905
2009-04-30,2.2797
2009-05-01,1.6867
2009-05-04,4.3246
2009-05-05,1.8171
2009-05-06,-7.6966
2009-05-07,-4.1692
2009-05-08,-0.0631
2009-05-11,-2.9653
2009-05-12,-2.6008
2009-05-13,-11.215
2009-05-14,4.5865
2009-05-15,-3.5225999999999997
2009-05-18,1.7139
2009-05-19,6.9597
2009-05-20,5.0685
2009-05-21,-3.5202
2009-05-22,1.8919000000000001
2009-05-26,6.6312999999999995
2009-05-27,6.7786
2009-05-28,-1.1066
2009-05-29,-2.5324
2009-06-01,1.9335
2009-06-02,-6.6983
2009-06-03,-1.7789000000000001
2009-06-04,0.4528
2009-06-05,-1.6098
2009-06-08,-3.5995
2009-06-09,-0.5431
2009-06-10,0.1365
2009-06-11,-2.7267
2009-06-12,-1.9622000000000002
2009-06-15,2.9307
2009-06-16,0.625
2009-06-17,2.4845
2009-06-18,3.6364
2009-06-19,4.8733
2009-06-22,-3.8414
2009-06-23,0.1933
2009-06-24,2.8939
2009-06-25,2.9375
2009-06-26,-1.8215
2009-06-29,-1.979
2009-06-30,-4.3533
2009-07-01,6.2665
2009-07-02,-5.959
2009-07-06,-1.5182
2009-07-07,-2.2118
2009-07-08,7.4023
2009-07-09,1.4678
2009-07-10,-1.2579
2009-07-13,5.6051
2009-07-14,1.4475
2009-07-15,0.4162
2009-07-16,-5.0326
2009-07-17,1.4963
2009-07-20,4.7912
2009-07-21,7.9132
2009-07-22,-1.6839
2009-07-23,1.6575
2009-07-24,2.1196
2009-07-27,-2.0224
2009-07-28,1.4123
2009-07-29,-0.4821
2009-07-30,-0.592
2009-07-31,-0.6497
2009-08-03,3.5422000000000002
2009-08-04,2.5789
2009-08-05,-1.334
2009-08-06,1.8721
2009-08-07,3.7264
2009-08-10,-5.9055
2009-08-11,-3.2427
2009-08-12,2.7568
2009-08-13,-1.1573
2009-08-14,-3.3528000000000002
2009-08-17,-3.304
2009-08-18,3.0752
2009-08-19,-5.5801
2009-08-20,5.3248
2009-08-21,-0.3333
2009-08-24,0.3902
2009-08-25,-0.6663
2009-08-26,0.8385
2009-08-27,0.7206
2009-08-28,-1.6511
2009-08-31,-3.3016
2009-09-01,-7.1181
2009-09-02,-2.6168
2009-09-03,7.5496
2009-09-04,0.4164
2009-09-08,-2.8436
2009-09-09,0.3659
2009-09-10,-1.4581
2009-09-11,-0.5549
2009-09-14,-0.558
2009-09-15,-0.9352
2009-09-16,0.4405
2009-09-17,-5.7644
2009-09-18,19.5479
2009-09-21,-0.8899
2009-09-22,1.1223
2009-09-23,-7.3252
2009-09-24,-0.2395
2009-09-25,-0.7803
2009-09-28,0.121
2009-09-29,1.6918
2009-09-30,0.6536
2009-10-01,4.6635
2009-10-02,-0.7332
2009-10-05,4.6591000000000005
2009-10-06,3.2573
2009-10-07,-1.6824
2009-10-08,-1.7112
2009-10-09,-1.197
2009-10-12,-0.8811
2009-10-13,0.0
2009-10-14,6.7222
2009-10-15,2.3425000000000002
2009-10-16,1.5768
2009-10-19,-2.4537
2009-10-20,-7.1869
2009-10-21,-2.7102
2009-10-22,-1.3644
2009-10-23,-0.8069
2009-10-26,1.9175
2009-10-27,-4.1049
2009-10-28,-0.5945
2009-10-29,1.4952
2009-10-30,-2.8285
2009-11-02,2.2438
2009-11-03,2.2539
2009-11-04,3.8863
2009-11-05,3.6292999999999997
2009-11-06,1.778
2009-11-09,-2.2234
2009-11-10,0.8121
2009-11-11,-1.5038
2009-11-12,-0.4907
2009-11-13,-0.1644
2009-11-16,4.1164
2009-11-17,0.0527
2009-11-18,-0.6849
2009-11-19,-2.4403
2009-11-20,2.0663
2009-11-23,1.3852
2009-11-24,-0.4204
2009-11-25,1.7942
2009-11-27,-2.0218
2009-11-30,2.3810000000000002
2009-12-01,4.2377
2009-12-02,4.0159
2009-12-03,-2.6692
2009-12-04,3.1832
2009-12-07,1.3289
2009-12-08,-1.171
2009-12-09,-1.8009
2009-12-10,0.6274
2009-12-11,2.7818
2009-12-14,2.3332
2009-12-15,-1.9607999999999999
2009-12-16,1.9535
2009-12-17,-0.1369
2009-12-18,0.5939
2009-12-21,2.089
2009-12-22,-0.5338
2009-12-23,-1.4758
2009-12-24,-0.0908
2009-12-28,0.6815
2009-12-29,0.8574
2009-12-30,-0.2237
2009-12-31,-1.2107999999999999
2010-01-04,-0.4539
2010-01-05,0.4104
2010-01-06,0.3179
2010-01-07,6.8809000000000005
2010-01-08,1.6518000000000002
2010-01-11,0.9167
2010-01-12,-10.5285
2010-01-13,-0.323
2010-01-14,-2.7315
2010-01-15,-2.6178
2010-01-19,-0.3421
2010-01-20,0.7357
2010-01-21,-0.1947
2010-01-22,-0.878
2010-01-25,1.4272
2010-01-26,3.8331
2010-01-27,-0.8879
2010-01-28,-1.3673
2010-01-29,1.8164
2010-02-01,-2.4413
2010-02-02,-0.3369
2010-02-03,-1.7383
2010-02-04,-6.9287
2010-02-05,0.5808
2010-02-08,-1.9948000000000001
2010-02-09,-0.5892
2010-02-10,2.1552
2010-02-11,1.5295
2010-02-12,0.8831
2010-02-16,0.1545
2010-02-17,0.3599
2010-02-18,0.7172
2010-02-19,1.7803
2010-02-22,0.1
2010-02-23,1.0484
2010-02-24,2.4704
2010-02-25,0.1446
2010-02-26,0.4815
2010-03-01,1.7729
2010-03-02,-0.6121
2010-03-03,-1.5632000000000001
2010-03-04,-0.3369
2010-03-05,4.8769
2010-03-08,1.8416000000000001
2010-03-09,2.2604
2010-03-10,0.221
2010-03-11,-0.1764
2010-03-12,0.3093
2010-03-15,-0.9692
2010-03-16,0.089
2010-03-17,2.2222
2010-03-18,0.0
2010-03-19,0.2174
2010-03-22,5.6833
2010-03-23,1.8883
2010-03-24,1.1280999999999999
2010-03-25,5.259
2010-03-26,-1.3248
2010-03-29,-3.2605
2010-03-30,-0.8327
2010-03-31,0.9196
2010-04-01,1.9809999999999999
2010-04-05,1.7871000000000001
2010-04-06,1.5267
2010-04-07,-0.0752
2010-04-08,-1.2415
2010-04-09,0.2286
2010-04-12,3.7248
2010-04-13,0.6596
2010-04-14,0.1092
2010-04-15,-1.5636
2010-04-16,-1.0713
2010-04-19,-0.6348
2010-04-20,0.0
2010-04-21,1.7287
2010-04-22,4.6546
2010-04-23,4.0946
2010-04-26,0.7121
2010-04-27,-4.4781
2010-04-28,-0.564
2010-04-29,4.1829
2010-04-30,-2.5859
2010-05-03,1.2225
2010-05-04,-2.4845
2010-05-05,-1.9462000000000002
2010-05-06,-3.681
2010-05-07,-1.2364
2010-05-10,4.4006
2010-05-11,0.6904
2010-05-12,6.9289
2010-05-13,-2.16
2010-05-14,-1.1728
2010-05-17,-0.5585
2010-05-18,-2.106
2010-05-19,-4.5536
2010-05-20,-2.9301
2010-05-21,1.161
2010-05-24,2.2188
2010-05-25,-0.1497
2010-05-26,-0.2249
2010-05-27,8.8655
2010-05-28,3.5542
2010-06-01,0.6998
2010-06-02,-5.4269
2010-06-03,-0.9447
2010-06-04,-3.7089
2010-06-07,-4.5121
2010-06-08,2.766
2010-06-09,0.1869
2010-06-10,2.1269
2010-06-11,1.5711
2010-06-14,1.7986
2010-06-15,-5.7597000000000005
2010-06-16,-1.7623
2010-06-17,-0.5725
2010-06-18,0.499
2010-06-21,-3.0558
2010-06-22,1.7336
2010-06-23,0.0775
2010-06-24,-2.6703
2010-06-25,1.9085
2010-06-28,0.039
2010-06-29,-6.7863
2010-06-30,-2.4268
2010-07-01,-2.7015000000000002
2010-07-02,-0.5289
2010-07-06,-8.1081
2010-07-07,3.6644
2010-07-08,-0.4651
2010-07-09,-0.9813
2010-07-12,3.2563
2010-07-13,3.245
2010-07-14,-1.151
2010-07-15,-2.8213
2010-07-16,-3.7788
2010-07-19,-1.8199
2010-07-20,4.4878
2010-07-21,1.6806999999999999
2010-07-22,0.9183
2010-07-23,1.8197999999999999
2010-07-26,0.0447
2010-07-27,-4.0643
2010-07-28,-5.6331
2010-07-29,-0.7893
2010-07-30,0.8951
2010-08-02,5.7664
2010-08-03,-3.9143
2010-08-04,3.2978
2010-08-05,7.4648
2010-08-06,-2.097
2010-08-09,2.7666
2010-08-10,-2.779
2010-08-11,-4.7343
2010-08-12,-2.391
2010-08-13,-2.0173
2010-08-16,1.2745
2010-08-17,-1.4037
2010-08-18,2.4055
2010-08-19,-1.6299000000000001
2010-08-20,-0.8772
2010-08-23,-0.885
2010-08-24,-2.877
2010-08-25,1.8897
2010-08-26,-1.1028
2010-08-27,1.2164
2010-08-30,-3.9059
2010-08-31,-1.5112
2010-09-01,3.1217
2010-09-02,3.4377
2010-09-03,4.4147
2010-09-07,-0.095
2010-09-08,0.5706
2010-09-09,-3.1678
2010-09-10,0.9277
2010-09-13,7.8858
2010-09-14,2.87
2010-09-15,0.9154
2010-09-16,-0.1728
2010-09-17,2.2068
2010-09-20,2.3285
2010-09-21,1.4894
2010-09-22,-2.1606
2010-09-23,-1.25
2010-09-24,5.4852
2010-09-27,-2.04
2010-09-28,0.8983
2010-09-29,0.7689
2010-09-30,-0.5622
2010-10-01,0.9693
2010-10-04,-1.28
2010-10-05,3.4846
2010-10-06,-1.9186
2010-10-07,0.3992
2010-10-08,0.2386
2010-10-11,3.2527
2010-10-12,-3.4575
2010-10-13,-5.6506
2010-10-14,-1.0544
2010-10-15,2.1313
2010-10-18,0.5843
2010-10-19,0.0415
2010-10-20,-0.8295
2010-10-21,-0.2509
2010-10-22,2.2222
2010-10-25,-0.3692
2010-10-26,0.3705
2010-10-27,-1.5587
2010-10-28,-1.6667
2010-10-29,-2.3729
2010-11-01,-3.9497
2010-11-02,-1.2652999999999999
2010-11-03,1.9222000000000001
2010-11-04,2.0656
2010-11-05,3.2996
2010-11-08,5.0256
2010-11-09,-7.2587
2010-11-10,0.6996
2010-11-11,-0.3908
2010-11-12,-1.0026
2010-11-15,0.0881
2010-11-16,-1.8918
2010-11-17,0.4484
2010-11-18,0.5804
2010-11-19,1.7309999999999999
2010-11-22,4.8429
2010-11-23,0.2913
2010-11-24,3.3195
2010-11-26,0.6827
2010-11-29,-0.1994
2010-11-30,0.1998
2010-12-01,0.7579
2010-12-02,1.3064
2010-12-03,-0.1172
2010-12-06,-0.3912
2010-12-07,-1.2176
2010-12-08,-1.829
2010-12-09,1.6606
2010-12-10,2.4701
2010-12-13,-4.2768
2010-12-14,-9.87
2010-12-15,-2.9292
2010-12-16,3.2033
2010-12-17,-0.8547
2010-12-20,-1.6334
2010-12-21,-0.4151
2010-12-22,1.2969
2010-12-23,-0.2743
2010-12-27,-1.0546
2010-12-28,-0.139
2010-12-29,-0.9281
2010-12-30,0.9836
2010-12-31,-2.8293
2011-01-03,1.5274
2011-01-04,3.291
2011-01-05,-0.5462
2011-01-06,-8.6499
2011-01-07,1.5030000000000001
2011-01-10,-2.7147
2011-01-11,1.0654
2011-01-12,-1.7067999999999999
2011-01-13,0.8682
2011-01-14,-2.3797
2011-01-18,-3.2676
2011-01-19,-1.3941
2011-01-20,1.0332
2011-01-21,-0.4306
2011-01-24,1.9459
2011-01-25,-1.1665
2011-01-26,-1.073
2011-01-27,-1.3014999999999999
2011-01-28,-1.5385
2011-01-31,2.2879
2011-02-01,0.982
2011-02-02,-1.7288000000000001
2011-02-03,2.4189
2011-02-04,0.3757
2011-02-07,-0.1604
2011-02-08,-6.7488
2011-02-09,0.7467
2011-02-10,-0.7982
2011-02-11,-1.0345
2011-02-14,-2.3229
2011-02-15,0.5351
2011-02-16,-1.6558000000000002
2011-02-17,0.2405
2011-02-18,-1.1998
2011-02-22,-1.0322
2011-02-23,-8.2209
2011-02-24,0.0
2011-02-25,0.2005
2011-02-28,-1.0007
2011-03-01,-2.2911
2011-03-02,2.2069
2011-03-03,-0.2024
2011-03-04,-0.9466
2011-03-07,-2.5256
2011-03-08,-0.2101
2011-03-09,-0.6316
2011-03-10,-1.5537
2011-03-11,-1.1478
2011-03-14,-0.8708
2011-03-15,0.2196
2011-03-16,2.8487999999999998
2011-03-17,0.8523
2011-03-18,-1.4085
2011-03-21,0.0
2011-03-22,-4.8571
2011-03-23,-0.3754
2011-03-24,-0.3768
2011-03-25,-0.4539
2011-03-28,2.5836
2011-03-29,-0.8148
2011-03-30,0.6721
2011-03-31,-0.6677
2011-04-01,-0.0747
2011-04-04,-2.7653
2011-04-05,1.0761
2011-04-06,1.0646
2011-04-07,6.1701
2011-04-08,-1.8427
2011-04-11,-0.5776
2011-04-12,-0.5084
2011-04-13,0.5109
2011-04-14,-2.9775
2011-04-15,-2.6198
2011-04-18,-5.5342
2011-04-19,-1.8714
2011-04-20,0.3317
2011-04-21,0.1653
2011-04-25,-0.8251
2011-04-26,1.4975
2011-04-27,4.0984
2011-04-28,0.0
2011-04-29,-2.6772
2011-05-02,5.5016
2011-05-03,0.0767
2011-05-04,3.4483
2011-05-05,-0.2963
2011-05-06,-0.9658
2011-05-09,-2.0255
2011-05-10,-0.9954
2011-05-11,1.4695
2011-05-12,1.6768
2011-05-13,0.2249
2011-05-16,-1.4959
2011-05-17,-1.8982999999999999
2011-05-18,0.774
2011-05-19,-0.1536
2011-05-20,-0.3077
2011-05-23,-2.5463
2011-05-24,1.7419
2011-05-25,0.856
2011-05-26,17.5926
2011-05-27,-4.1339
2011-05-31,5.8864
2011-06-01,-3.6846
2011-06-02,-4.698
2011-06-03,2.8169
2011-06-06,-1.5068000000000001
2011-06-07,3.8247999999999998
2011-06-08,-5.0234
2011-06-09,1.0578
2011-06-10,-3.3496
2011-06-13,1.444
2011-06-14,2.9181
2011-06-15,0.7607
2011-06-16,-1.1668
2011-06-17,-0.7639
2011-06-20,2.4493
2011-06-21,2.7321999999999997
2011-06-22,-4.1888
2011-06-23,0.5552
2011-06-24,-2.6915
2011-06-27,-2.1986
2011-06-28,-0.3626
2011-06-29,-2.0378
2011-06-30,-0.4458
2011-07-01,-0.597
2011-07-05,-0.0751
2011-07-06,0.1503
2011-07-07,2.3256
2011-07-08,-0.2933
2011-07-11,-3.8971
2011-07-12,-2.0658
2011-07-13,-0.7031
2011-07-14,-2.8324
2011-07-15,-2.0243
2011-07-18,-1.6529
2011-07-19,-0.1681
2011-07-20,-1.5152
2011-07-21,1.1111
2011-07-22,1.0989
2011-07-25,3.0936
2011-07-26,3.2441
2011-07-27,-1.8068
2011-07-28,-1.6800000000000002
2011-07-29,0.3255
2011-08-01,-1.0543
2011-08-02,-5.8197
2011-08-03,8.7903
2011-08-04,-11.12
2011-08-05,0.27
2011-08-08,-10.5027
2011-08-09,8.6259
2011-08-10,-9.2336
2011-08-11,10.0712
2011-08-12,-3.6044
2011-08-15,1.4382
2011-08-16,3.4026
2011-08-17,-0.457
2011-08-18,-2.2957
2011-08-19,-1.5038
2011-08-22,3.5305
2011-08-23,-1.8433000000000002
2011-08-24,0.0
2011-08-25,-5.5399
2011-08-26,3.0815
2011-08-29,8.9682
2011-08-30,3.6283
2011-08-31,-6.234
2011-09-01,-3.0055
2011-09-02,-3.9436999999999998
2011-09-06,5.9629
2011-09-07,5.5351
2011-09-08,-1.9231
2011-09-09,0.3565
2011-09-12,0.7105
2011-09-13,1.8519
2011-09-14,2.684
2011-09-15,3.0354
2011-09-16,-1.5548
2011-09-19,-3.9069000000000003
2011-09-20,0.8651
2011-09-21,-4.9743
2011-09-22,-6.8591999999999995
2011-09-23,-1.0659
2011-09-26,-1.2732999999999999
2011-09-27,-0.7937
2011-09-28,-1.7
2011-09-29,3.4588
2011-09-30,-4.1298
2011-10-03,-2.7692
2011-10-04,6.3291
2011-10-05,7.4405
2011-10-06,7.5716
2011-10-07,-4.8069
2011-10-10,0.7214
2011-10-11,2.6858
2011-10-12,1.3078
2011-10-13,7.5731
2011-10-14,2.0
2011-10-17,-7.1373
2011-10-18,-1.0135
2011-10-19,-0.7679
2011-10-20,0.0
2011-10-21,4.0413
2011-10-24,5.4545
2011-10-25,-2.7429
2011-10-26,2.498
2011-10-27,3.1447
2011-10-28,-1.2195
2011-10-31,-1.6204
2011-11-01,-4.8627
2011-11-02,15.4988
2011-11-03,0.4996
2011-11-04,3.125
2011-11-07,6.5427
2011-11-08,3.1028000000000002
2011-11-09,1.3166
2011-11-10,-1.6707999999999998
2011-11-11,2.2656
2011-11-14,-1.4769
2011-11-15,0.1874
2011-11-16,0.4364
2011-11-17,-3.9727
2011-11-18,-2.1332
2011-11-21,-3.7649
2011-11-22,-0.5491
2011-11-23,0.4141
